protein	cancers	mean_simp_change	num_cancers
RRM2	lscc	1.0	1
RRP1	lscc	1.0	1
RRP15	lscc	1.0	1
RRP1B	lscc	1.0	1
RRP36	lscc	1.0	1
RRP7A	lscc	1.0	1
RSBN1L	lscc	1.0	1
RSL1D1	lscc	1.0	1
RSL24D1	lscc	1.0	1
RTCA	lscc	-1.0	1
RUFY1	lscc	-1.0	1
RUNX1	lscc	-1.0	1
RUNX3	lscc	-1.0	1
RUVBL1	lscc	1.0	1
RUVBL2	lscc	1.0	1
RWDD1	lscc	-1.0	1
SAMD12	lscc	1.0	1
SAMD9L	lscc	-1.0	1
SAMHD1	lscc	-1.0	1
SAMSN1	lscc	-1.0	1
SAR1A	lscc	-1.0	1
SAR1B	lscc	-1.0	1
SARS2	lscc	1.0	1
SASH3	lscc	-1.0	1
SCFD1	lscc	-1.0	1
SCFD2	lscc	-1.0	1
SCLT1	lscc	-1.0	1
SCLY	lscc	-1.0	1
SCOC	lscc	1.0	1
SCYL1	lscc	-1.0	1
SDF2L1	lscc	-1.0	1
SDSL	lscc	-1.0	1
SEC11C	lscc	-1.0	1
SEC13	lscc	-1.0	1
SEC23A	lscc	-1.0	1
SEC23B	lscc	-1.0	1
SEC23IP	lscc	-1.0	1
SEC24A	lscc	-1.0	1
SEC24D	lscc	-1.0	1
SEC31A	lscc	-1.0	1
SEC61A1	lscc	-1.0	1
SEC61B	lscc	-1.0	1
SEL1L	lscc	-1.0	1
SELL	lscc	-1.0	1
SEMA4A	lscc	-1.0	1
SENP2	lscc	1.0	1
SENP7	lscc	-1.0	1
SEPSECS	lscc	-1.0	1
SEPT1	lscc	-1.0	1
SEPT6	lscc	-1.0	1
SERPINB9	lscc	-1.0	1
SESN1	lscc	-1.0	1
SFRP4	lscc	-1.0	1
SGPP1	lscc	-1.0	1
SGTB	lscc	-1.0	1
SH2D1A	lscc	-1.0	1
SH3BGRL	lscc	-1.0	1
SH3BGRL2	lscc	1.0	1
SH3BGRL3	lscc	-1.0	1
SH3BP1	lscc	-1.0	1
SHANK1	lscc	-1.0	1
SHPK	lscc	-1.0	1
SHROOM2	lscc	1.0	1
SHTN1	lscc	1.0	1
SIAH2	lscc	1.0	1
SIKE1	lscc	-1.0	1
SIPA1	lscc	-1.0	1
SKA3	lscc	1.0	1
SKAP2	lscc	-1.0	1
SKIV2L	lscc	-1.0	1
SLC25A13	lscc	1.0	1
SLC27A1	lscc	-1.0	1
SLC43A2	lscc	-1.0	1
SLC4A1	lscc	1.0	1
SLIRP	lscc	1.0	1
SMARCA5	lscc	1.0	1
SMG7	lscc	1.0	1
SMG8	lscc	1.0	1
SMN1	lscc	1.0	1
SMPD4	lscc	1.0	1
SMYD5	lscc	1.0	1
SNAP25	lscc	-1.0	1
SND1	lscc	-1.0	1
SNRNP48	lscc	1.0	1
SNRPB	lscc	1.0	1
SNX1	lscc	-1.0	1
SNX29	lscc	-1.0	1
SNX6	lscc	-1.0	1
SOD2	lscc	-1.0	1
SOWAHC	lscc	1.0	1
SOX13	lscc	1.0	1
SP110	lscc	-1.0	1
SP140	lscc	-1.0	1
SPATA13	lscc	-1.0	1
SPATS2	lscc	-1.0	1
SPCS1	lscc	-1.0	1
SPCS2	lscc	-1.0	1
SPCS3	lscc	-1.0	1
SPECC1	lscc	-1.0	1
SPG7	lscc	1.0	1
SPI1	lscc	-1.0	1
SPN	lscc	-1.0	1
SPON1	lscc	-1.0	1
SPR	lscc	1.0	1
SRFBP1	lscc	1.0	1
SRM	lscc	-1.0	1
SRP19	lscc	-1.0	1
SRP54	lscc	-1.0	1
SRP68	lscc	-1.0	1
SRP72	lscc	-1.0	1
SRR	lscc	-1.0	1
SRXN1	lscc	1.0	1
SSB	lscc	1.0	1
SSH1	lscc	-1.0	1
SSR1	lscc	-1.0	1
SSR4	lscc	-1.0	1
ST6GAL1	lscc	-1.0	1
STAB1	lscc	-1.0	1
STAMBP	lscc	1.0	1
STAMBPL1	lscc	-1.0	1
STAT4	lscc	-1.0	1
STAT5A	lscc	-1.0	1
STAT5B	lscc	-1.0	1
STK10	lscc	-1.0	1
STK17A	lscc	-1.0	1
STK17B	lscc	-1.0	1
STK4	lscc	-1.0	1
STRADA	lscc	-1.0	1
STT3A	lscc	-1.0	1
STT3B	lscc	-1.0	1
STX5	lscc	-1.0	1
STX6	lscc	1.0	1
SUPV3L1	lscc	1.0	1
SURF4	lscc	-1.0	1
SYNE3	lscc	-1.0	1
SYNJ1	lscc	-1.0	1
SYVN1	lscc	-1.0	1
SZT2	lscc	-1.0	1
TACC2	lscc	1.0	1
TACO1	lscc	1.0	1
TAF6L	lscc	1.0	1
TANK	lscc	-1.0	1
TAOK3	lscc	-1.0	1
TAPBPL	lscc	-1.0	1
TARS2	lscc	1.0	1
TBC1D1	lscc	-1.0	1
TBC1D10C	lscc	-1.0	1
TBC1D13	lscc	-1.0	1
TBC1D14	lscc	-1.0	1
TBC1D16	lscc	-1.0	1
TBC1D20	lscc	-1.0	1
TBC1D2B	lscc	-1.0	1
TBL3	lscc	1.0	1
TBRG4	lscc	1.0	1
TBXAS1	lscc	-1.0	1
TCEA3	lscc	1.0	1
TCF25	lscc	-1.0	1
TCHP	lscc	-1.0	1
TDG	lscc	1.0	1
TECPR1	lscc	-1.0	1
TFAM	lscc	1.0	1
TFB1M	lscc	1.0	1
TFB2M	lscc	1.0	1
TFDP2	lscc	1.0	1
TFEB	lscc	-1.0	1
TFRC	lscc	1.0	1
TGFB3	lscc	-1.0	1
THOC3	lscc	1.0	1
THY1	lscc	-1.0	1
TIFA	lscc	-1.0	1
TIGAR	lscc	-1.0	1
TIMM17A	lscc	1.0	1
TIMM23	lscc	1.0	1
TK1	lscc	1.0	1
TLN1	lscc	-1.0	1
TMED1	lscc	-1.0	1
TMED2	lscc	-1.0	1
TMED5	lscc	-1.0	1
TMED8	lscc	-1.0	1
TMED9	lscc	-1.0	1
TMEM119	lscc	-1.0	1
TMEM177	lscc	1.0	1
TMEM205	lscc	-1.0	1
TMEM214	lscc	-1.0	1
TMEM222	lscc	-1.0	1
TMEM263	lscc	-1.0	1
TMEM9B	lscc	-1.0	1
TMF1	lscc	-1.0	1
TMSB4X	lscc	-1.0	1
TNFAIP8	lscc	-1.0	1
TNS3	lscc	-1.0	1
TOMM34	lscc	1.0	1
TONSL	lscc	1.0	1
TOPBP1	lscc	1.0	1
TPD52L1	lscc	1.0	1
TPT1	lscc	-1.0	1
TRA2B	lscc	1.0	1
TRAF1	lscc	-1.0	1
TRAF3IP3	lscc	-1.0	1
TRAM1	lscc	-1.0	1
TRANK1	lscc	-1.0	1
TRAP1	lscc	1.0	1
TRAPPC1	lscc	-1.0	1
TRAPPC10	lscc	-1.0	1
TRIM11	lscc	1.0	1
TRIM38	lscc	-1.0	1
TRIM6-TRIM34	lscc	-1.0	1
TRMT10C	lscc	1.0	1
TSEN54	lscc	1.0	1
TSN	lscc	1.0	1
TSNAX	lscc	1.0	1
TSPAN31	lscc	-1.0	1
TTC14	lscc	1.0	1
TTC37	lscc	-1.0	1
TTLL12	lscc	1.0	1
TVP23C	lscc	-1.0	1
TWF2	lscc	-1.0	1
TXN	lscc	1.0	1
TXNDC11	lscc	-1.0	1
TXNRD3	lscc	1.0	1
TYK2	lscc	-1.0	1
TYMP	lscc	-1.0	1
UAP1	lscc	-1.0	1
UBA7	lscc	-1.0	1
UBAC1	lscc	1.0	1
UBE2J1	lscc	-1.0	1
UBE2O	lscc	1.0	1
UBE2T	lscc	1.0	1
UBN2	lscc	1.0	1
UBR4	lscc	1.0	1
UBXN7	lscc	1.0	1
UCK2	lscc	1.0	1
UFL1	lscc	-1.0	1
UGCG	lscc	-1.0	1
UGGT1	lscc	-1.0	1
UHRF1	lscc	1.0	1
UMAD1	lscc	-1.0	1
UMPS	lscc	1.0	1
UNC45A	lscc	1.0	1
UNCX	lscc	-1.0	1
URB1	lscc	1.0	1
USP1	lscc	1.0	1
USP13	lscc	1.0	1
USP39	lscc	1.0	1
UTP15	lscc	1.0	1
UTP18	lscc	1.0	1
UTP23	lscc	1.0	1
UTP3	lscc	1.0	1
UTP4	lscc	1.0	1
UVRAG	lscc	-1.0	1
VAMP5	lscc	-1.0	1
VANGL2	lscc	1.0	1
VASN	lscc	-1.0	1
VAV1	lscc	-1.0	1
VCAM1	lscc	-1.0	1
VIM	lscc	-1.0	1
VPS13C	lscc	-1.0	1
VPS28	lscc	-1.0	1
WAS	lscc	-1.0	1
WASF1	lscc	1.0	1
WASF2	lscc	-1.0	1
WDCP	lscc	1.0	1
WDFY1	lscc	-1.0	1
WDFY4	lscc	-1.0	1
WDR12	lscc	1.0	1
WDR3	lscc	1.0	1
WDR36	lscc	1.0	1
WDR43	lscc	1.0	1
WDR75	lscc	1.0	1
WDR77	lscc	1.0	1
WDR81	lscc	-1.0	1
WDR91	lscc	-1.0	1
WIPF1	lscc	-1.0	1
WNK1	lscc	-1.0	1
WRNIP1	lscc	1.0	1
XAB2	lscc	1.0	1
XAF1	lscc	-1.0	1
XPO1	lscc	1.0	1
XPO5	lscc	1.0	1
XPR1	lscc	1.0	1
XRCC1	lscc	1.0	1
YBX2	lscc	1.0	1
YEATS2	lscc	1.0	1
YES1	lscc	1.0	1
YIPF5	lscc	-1.0	1
YOD1	lscc	1.0	1
YTHDF1	lscc	1.0	1
ZAP70	lscc	-1.0	1
ZBP1	lscc	-1.0	1
ZBTB1	lscc	-1.0	1
ZBTB20	lscc	-1.0	1
ZBTB39	lscc	1.0	1
ZBTB4	lscc	-1.0	1
ZC3H12A	lscc	-1.0	1
ZC3H12D	lscc	-1.0	1
ZC3H8	lscc	1.0	1
ZC3HAV1L	lscc	1.0	1
ZCCHC24	lscc	-1.0	1
ZEB1	lscc	-1.0	1
ZEB2	lscc	-1.0	1
ZFHX3	lscc	1.0	1
ZFR	lscc	1.0	1
ZFYVE16	lscc	-1.0	1
ZKSCAN1	lscc	1.0	1
ZMYM2	lscc	1.0	1
ZNF146	lscc	1.0	1
ZNF276	lscc	-1.0	1
ZNF277	lscc	1.0	1
ZNF280C	lscc	1.0	1
ZNF292	lscc	1.0	1
ZNF385A	lscc	1.0	1
ZNF462	lscc	1.0	1
ZNF638	lscc	1.0	1
ZNF687	lscc	1.0	1
ZNF768	lscc	1.0	1
ZNHIT3	lscc	1.0	1
ZXDC	lscc	1.0	1
ZZEF1	lscc	-1.0	1
AASS	luad	-1.0	1
APAF1	luad	-1.0	1
ATP6V1C2	luad	-1.0	1
ATP9A	luad	1.0	1
BLVRA	luad	1.0	1
BRMS1	luad	-1.0	1
C6orf89	luad	1.0	1
CAPRIN1	luad	1.0	1
CARD14	luad	-1.0	1
CBL	luad	-1.0	1
CHIT1	luad	-1.0	1
DHCR24	luad	1.0	1
EFCAB14	luad	1.0	1
EGFR	luad	1.0	1
ELOVL1	luad	1.0	1
EMD	luad	1.0	1
FAM84B	luad	1.0	1
GIPC2	luad	-1.0	1
GTF2E1	luad	-1.0	1
HSPB1	luad	1.0	1
JPH1	luad	1.0	1
LEMD2	luad	1.0	1
LMTK2	luad	1.0	1
LYPLA2	luad	1.0	1
MCC	luad	-1.0	1
MGST1	luad	1.0	1
NCOA2	luad	1.0	1
NUP50	luad	-1.0	1
PGM3	luad	-1.0	1
PIK3C3	luad	-1.0	1
PLEKHA2	luad	-1.0	1
RASGRP2	luad	-1.0	1
RCC1	luad	1.0	1
SDC4	luad	1.0	1
SELP	luad	-1.0	1
SIRT7	luad	-1.0	1
STK3	luad	1.0	1
TMEM192	luad	1.0	1
TMEM209	luad	1.0	1
TRAPPC12	luad	-1.0	1
TXNDC17	luad	1.0	1
YIPF1	luad	1.0	1
ZFPL1	luad	1.0	1
