Name	brca_Database_ID	luad_Database_ID	ccrcc_Database_ID	lscc_Database_ID	ovarian_Database_ID	brca_pvalue	ccrcc_pvalue	colon_pvalue	endometrial_pvalue	gbm_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue	brca_diff	ccrcc_diff	colon_diff	endometrial_diff	gbm_diff	hnscc_diff	lscc_diff	luad_diff	ovarian_diff
TNS3	NP_073585.8	NP_073585.8	NP_073585.8	NP_073585.8	NP_073585	0.03842981895613645	0.10922505439295584	0.31139615974868773	0.2997129077852927	0.8650313471234248	0.8944270719385289	0.24092018360500211	0.5676242401244606	0.7328902731920607	0.7036116666666666	0.18500019911797877	0.09101255656108594	0.2803610714285715	0.03781500236535673	0.01951792684819509	0.29968794871794885	0.15553693693693696	-0.06095961089194915
TRA2A	NP_037425.1|NP_001269687.1|NP_001269688.1	NP_037425.1|NP_001269686.1|NP_001269688.1|NP_001349688.1	NP_037425.1	NP_037425.1|NP_001269686.1|NP_001269688.1|NP_001349688.1	NP_001269687	0.7122933319605139	0.6542019915088592	0.6730286900382024	0.6390237304472335	0.8650313471234248	0.22177461573756854	0.4378258694956079	0.5346021625952211	0.5947325576049236	-0.14549777777777775	0.05261147944274752	0.04356719457013569	0.11153678571428569	0.037928186624765686	0.14000619486682098	0.1491053846153846	0.14829562419562414	0.07949779290254239
TSPAN13	NP_055214.1	NP_055214.1		NP_055214.1		0.906587996350745		0.8886091679788826	0.4084830720986557	0.7901517447184294	0.3155182068586607	0.7393010848580752	0.1283323852130824		0.09270333333333347		0.05584156010230179	0.5607980769230769	0.07934529886519447	0.2175740928667267	0.1330846153846152	0.7989010296010295	
TTYH3	NP_079526.1	NP_079526.1	NP_079526.1		NP_079526	0.04122552717281525	0.689971452132558	0.9979698508240795	0.21799407244118207	0.0684673184262195	0.18793268547364234		0.13744746229258636	0.02926096208693311	1.8438355555555557	0.13665579926517757	-0.000317531556802253	0.532575	0.3197028554487816	0.23214289323244586		0.7436557271557274	0.5078330879830509
TWISTNB	NP_001002926.1	NP_001002926.1		NP_001002926.1		0.5042807925091677		0.6326014657404214	0.9109870659461511	0.041026642641205716	0.000418867689665866	0.002291734751434272	0.676185909851904		0.21908499999999997		0.09428611111111113	0.023977857142857148	0.2419944734731692	0.48104560391221796	0.7082746153846149	0.17077168597168613	
UMAD1	NP_001289277.1|NP_001289279.1	NP_001289277.1|NP_001289279.1		NP_001289277.1|NP_001289279.1		0.43149296893552413			0.20759372840269194	0.6371343211178511	0.6252265726740109	0.10712159706527667	0.0016321002707906452		0.45766944444444435		0.24385833333333332	0.40722500000000006	0.07380632447169651	0.07271388890136166	0.40682820512820517	1.077384942084942	
UNCX	NP_001073930.1	NP_001073930.1				0.4640483317000774							0.8067935495484282		0.6784450000000005							-0.11347361647361648	
UPP1	NP_001274355.1|NP_001274357.1	NP_001274355.1|NP_001274357.1	NP_001274355.1	NP_001274355.1|NP_001274357.1	NP_001274355	0.6265806028278874	0.5611632378078956	0.30129221197405365	0.5644097203283052	0.7368429423641961	0.6252265726740109	0.02988607864342196	0.04832953531588558	0.6067520639541583	0.3050344444444445	0.19228880501614734	-0.16798506787330314	-0.32070714285714297	0.15107888441144524	0.18595946257441653	0.9308379059829058	1.3104203346203342	-0.1709892462436441
VPS41	NP_055211.2|NP_542198.2	NP_055211.2|NP_542198.2	NP_055211.2	NP_055211.2|NP_542198.2	NP_055211	0.022850365666601185	0.5315989982872309	0.8341918260864248	0.40143897538117024	0.8650313471234248	0.7058003406965045	0.2339212380969739	0.4364940649536058	0.122071828016383	0.5316011111111112	0.095855736120929	-0.020792081447963823	0.13960535714285713	0.023185283970251894	0.03265570550120955	0.17922760683760686	0.14703564993565	0.17304816449364407
WIPI2	NP_057087.2|NP_056425.1|NP_001265228.1	NP_057087.2|NP_056425.1|NP_001265228.1	NP_057087.2	NP_057087.2|NP_056425.1|NP_001265228.1	NP_057087	0.23342322046648314	0.10922505439295584	0.5241371882654814	0.8177350379880802	0.20952591517542904	0.31972338787691235	0.09805405502444184	0.2579445867585968	0.02926096208693311	0.3070483333333334	0.2239542565045935	0.0537718325791855	0.09200178571428569	0.1435566691268611	0.09056030115966252	0.26387230769230774	0.23226499356499358	0.3838747585
WIPI2	NP_057087.2|NP_056425.1|NP_001265228.1	NP_057087.2|NP_056425.1|NP_001265228.1	NP_057087.2	NP_057087.2|NP_056425.1|NP_001265228.1	NP_001028690	0.23342322046648314	0.10922505439295584	0.5241371882654814	0.8177350379880802	0.20952591517542904	0.31972338787691235	0.09805405502444184	0.2579445867585968	0.03433165064489175	0.3070483333333334	0.2239542565045935	0.0537718325791855	0.09200178571428569	0.1435566691268611	0.09056030115966252	0.26387230769230774	0.23226499356499358	0.36056748846610165
YKT6	NP_006546.1	NP_006546.1|NP_001350607.1	NP_006546.1	NP_006546.1|NP_001350607.1	NP_006546	0.06638061595670054	0.7924551096478715	0.0030656198856418944	0.28286464665406363	0.002508852350650964	0.011772660258459479	0.0002833759875820992	0.016262258451711357	0.038849066477408566	0.6510644444444443	-0.03867001726394009	0.17030418552036197	0.31704999999999994	0.35416736717020114	0.2492648232743413	0.6719452136752138	0.7314270270270271	0.30608034553389835
ZMIZ2	NP_113637.3|NP_777589.2|NP_001287888.1	NP_113637.3|NP_777589.2|NP_001287888.1		NP_113637.3|NP_777589.2|NP_001287888.1	NP_001287888	0.8029077744582147		0.6196262540842152	0.21799407244118207	0.2133516178217576	0.18793268547364234	0.015230368478476591	0.008671548578132886	0.7101357760249241	-0.08710055555555554		-0.25135399999999997	0.31684821428571425	0.13481247578356018	0.1676815165824408	0.5705921794871796	0.9082572715572714	0.04739009690466109
ZNF316	NP_001265488.1	NP_001265488.1	NP_001265488.1	NP_001265488.1	NP_001265488	0.5894476697013527	0.3144078137465795	0.41801031735814975	0.2997129077852927	0.22388291417146514	0.29663568320781575	0.1226288197962552	0.035634028737349846	0.1055558119866186	0.22132944444444447	0.19144641141845525	0.19397916666666665	0.24636071428571427	0.14346282505957272	0.11991378509384631	0.2865055555555555	0.6233940797940798	0.3631439652966102
ZNRF2	NP_667339.1	NP_667339.1	NP_667339.1	NP_667339.1	NP_667339	0.062382237952258425	0.22848459202530183	0.9167148887992133	0.23464593502628334	0.6328871831589462	0.536679295107886	0.05848813702948228	0.11527162267870818	0.5589056157933908	0.7306661111111111	0.23230230507645097	0.017731733746130005	0.4711785714285714	0.11503446305938883	0.07368416067980732	0.3811724358974359	0.42194221364221335	0.12166957889194913
