	Name	Database_ID	start_bp	end_bp	variable	value	cancer
1581	CLN8	ENSG00000182372.9	1755778.0	1801711.0	loss	22	CCRCC
1582	ARHGEF10	ENSG00000104728.15	1823926.0	1958641.0	gain	3	CCRCC
1583	ARHGEF10	ENSG00000104728.15	1823926.0	1958641.0	loss	22	CCRCC
1584	KBTBD11	ENSG00000176595.3	1973677.0	2006936.0	gain	3	CCRCC
1585	KBTBD11	ENSG00000176595.3	1973677.0	2006936.0	loss	22	CCRCC
1586	MYOM2	ENSG00000036448.9	2045046.0	2165552.0	gain	3	CCRCC
1587	MYOM2	ENSG00000036448.9	2045046.0	2165552.0	loss	22	CCRCC
1588	CSMD1	ENSG00000183117.18	2935353.0	4994972.0	gain	3	CCRCC
1589	CSMD1	ENSG00000183117.18	2935353.0	4994972.0	loss	23	CCRCC
1590	MCPH1	ENSG00000147316.12	6406596.0	6648508.0	gain	3	CCRCC
1591	MCPH1	ENSG00000147316.12	6406596.0	6648508.0	loss	23	CCRCC
1592	ANGPT2	ENSG00000091879.13	6499651.0	6563409.0	gain	3	CCRCC
1593	ANGPT2	ENSG00000091879.13	6499651.0	6563409.0	loss	23	CCRCC
1594	AGPAT5	ENSG00000155189.11	6708642.0	6761503.0	gain	3	CCRCC
1595	AGPAT5	ENSG00000155189.11	6708642.0	6761503.0	loss	23	CCRCC
1596	XKR5	ENSG00000275591.4	6808517.0	6835524.0	gain	3	CCRCC
1597	XKR5	ENSG00000275591.4	6808517.0	6835524.0	loss	23	CCRCC
1598	DEFB1	ENSG00000164825.3	6870592.0	6877936.0	gain	3	CCRCC
1599	DEFB1	ENSG00000164825.3	6870592.0	6877936.0	loss	23	CCRCC
1600	DEFA6	ENSG00000164822.4	6924697.0	6926076.0	gain	3	CCRCC
1601	DEFA6	ENSG00000164822.4	6924697.0	6926076.0	loss	23	CCRCC
1602	DEFA4	ENSG00000164821.4	6935820.0	6938306.0	gain	3	CCRCC
1603	DEFA4	ENSG00000164821.4	6935820.0	6938306.0	loss	23	CCRCC
1604	DEFA1	ENSG00000206047.2	6977649.0	6980080.0	gain	3	CCRCC
1605	DEFA1	ENSG00000206047.2	6977649.0	6980080.0	loss	22	CCRCC
1606	DEFA1B	ENSG00000240247.7	6996766.0	6999195.0	gain	3	CCRCC
1607	DEFA1B	ENSG00000240247.7	6996766.0	6999195.0	loss	22	CCRCC
1608	DEFA3	ENSG00000239839.6	7015869.0	7018297.0	gain	3	CCRCC
1609	DEFA3	ENSG00000239839.6	7015869.0	7018297.0	loss	22	CCRCC
1610	DEFA5	ENSG00000164816.7	7055304.0	7056739.0	gain	3	CCRCC
1611	DEFA5	ENSG00000164816.7	7055304.0	7056739.0	loss	23	CCRCC
1612	USP17L1	ENSG00000230549.3	7332387.0	7333979.0	gain	3	CCRCC
1613	USP17L1	ENSG00000230549.3	7332387.0	7333979.0	loss	23	CCRCC
1614	USP17L4	ENSG00000236125.3	7337115.0	7338707.0	gain	3	CCRCC
1615	USP17L4	ENSG00000236125.3	7337115.0	7338707.0	loss	23	CCRCC
1616	ZNF705G	ENSG00000215372.6	7355517.0	7385558.0	gain	3	CCRCC
1617	ZNF705G	ENSG00000215372.6	7355517.0	7385558.0	loss	23	CCRCC
1618	DEFB4B	ENSG00000177257.2	7414855.0	7416863.0	gain	3	CCRCC
1619	DEFB4B	ENSG00000177257.2	7414855.0	7416863.0	loss	22	CCRCC
1620	DEFB103B	ENSG00000177243.3	7428888.0	7430348.0	gain	3	CCRCC
1621	DEFB103B	ENSG00000177243.3	7428888.0	7430348.0	loss	22	CCRCC
1622	SPAG11B	ENSG00000164871.17	7442684.0	7463674.0	gain	3	CCRCC
1623	SPAG11B	ENSG00000164871.17	7442684.0	7463674.0	loss	22	CCRCC
1624	DEFB104B	ENSG00000177023.2	7470308.0	7475082.0	gain	3	CCRCC
1625	DEFB104B	ENSG00000177023.2	7470308.0	7475082.0	loss	22	CCRCC
1626	DEFB106B	ENSG00000187082.2	7482504.0	7486400.0	gain	3	CCRCC
1627	DEFB106B	ENSG00000187082.2	7482504.0	7486400.0	loss	22	CCRCC
1628	DEFB105B	ENSG00000186599.7	7487679.0	7489593.0	gain	3	CCRCC
1629	DEFB105B	ENSG00000186599.7	7487679.0	7489593.0	loss	22	CCRCC
1630	DEFB107B	ENSG00000198129.2	7495911.0	7509311.0	gain	3	CCRCC
1631	DEFB107B	ENSG00000198129.2	7495911.0	7509311.0	loss	22	CCRCC
1632	PRR23D1	ENSG00000255251.1	7539628.0	7542450.0	gain	3	CCRCC
1633	PRR23D1	ENSG00000255251.1	7539628.0	7542450.0	loss	22	CCRCC
1634	PRR23D2	ENSG00000255378.1	7778591.0	7781413.0	gain	3	CCRCC
1635	PRR23D2	ENSG00000255378.1	7778591.0	7781413.0	loss	22	CCRCC
1636	DEFB107A	ENSG00000186572.2	7811720.0	7815716.0	gain	3	CCRCC
1637	DEFB107A	ENSG00000186572.2	7811720.0	7815716.0	loss	22	CCRCC
1638	DEFB105A	ENSG00000186562.7	7821966.0	7823889.0	gain	3	CCRCC
1639	DEFB105A	ENSG00000186562.7	7821966.0	7823889.0	loss	22	CCRCC
1640	DEFB106A	ENSG00000186579.2	7825139.0	7829053.0	gain	3	CCRCC
1641	DEFB106A	ENSG00000186579.2	7825139.0	7829053.0	loss	22	CCRCC
1642	DEFB104A	ENSG00000176782.2	7836436.0	7841242.0	gain	3	CCRCC
1643	DEFB104A	ENSG00000176782.2	7836436.0	7841242.0	loss	22	CCRCC
1644	SPAG11A	ENSG00000178287.17	7847876.0	7868867.0	gain	3	CCRCC
1645	SPAG11A	ENSG00000178287.17	7847876.0	7868867.0	loss	22	CCRCC
1646	DEFB103A	ENSG00000176797.3	7881392.0	7882663.0	gain	3	CCRCC
1647	DEFB103A	ENSG00000176797.3	7881392.0	7882663.0	loss	22	CCRCC
1648	DEFB4A	ENSG00000171711.2	7894677.0	7896716.0	gain	3	CCRCC
1649	DEFB4A	ENSG00000171711.2	7894677.0	7896716.0	loss	22	CCRCC
1650	ZNF705B	ENSG00000215356.4	7926337.0	7952413.0	gain	4	CCRCC
1651	ZNF705B	ENSG00000215356.4	7926337.0	7952413.0	loss	22	CCRCC
1652	USP17L8	ENSG00000237038.5	7971661.0	7973253.0	gain	4	CCRCC
1653	USP17L8	ENSG00000237038.5	7971661.0	7973253.0	loss	22	CCRCC
1654	USP17L3	ENSG00000225327.3	7976393.0	7977985.0	gain	4	CCRCC
1655	USP17L3	ENSG00000225327.3	7976393.0	7977985.0	loss	22	CCRCC
1656	PRAG1	ENSG00000275342.4	8317736.0	8386439.0	gain	3	CCRCC
1657	PRAG1	ENSG00000275342.4	8317736.0	8386439.0	loss	23	CCRCC
1658	CLDN23	ENSG00000253958.1	8701937.0	8704096.0	gain	3	CCRCC
1659	CLDN23	ENSG00000253958.1	8701937.0	8704096.0	loss	23	CCRCC
1660	MFHAS1	ENSG00000147324.10	8783354.0	8893630.0	gain	3	CCRCC
1661	MFHAS1	ENSG00000147324.10	8783354.0	8893630.0	loss	23	CCRCC
1662	ERI1	ENSG00000104626.14	9002147.0	9116746.0	gain	3	CCRCC
1663	ERI1	ENSG00000104626.14	9002147.0	9116746.0	loss	23	CCRCC
1664	PPP1R3B	ENSG00000173281.4	9136255.0	9151574.0	gain	3	CCRCC
1665	PPP1R3B	ENSG00000173281.4	9136255.0	9151574.0	loss	23	CCRCC
1666	TNKS	ENSG00000173273.15	9555912.0	9782346.0	gain	3	CCRCC
1667	TNKS	ENSG00000173273.15	9555912.0	9782346.0	loss	23	CCRCC
1668	MSRA	ENSG00000175806.14	10054292.0	10428891.0	gain	3	CCRCC
1669	MSRA	ENSG00000175806.14	10054292.0	10428891.0	loss	23	CCRCC
1670	PRSS51	ENSG00000253649.3	10482878.0	10547585.0	gain	3	CCRCC
1671	PRSS51	ENSG00000253649.3	10482878.0	10547585.0	loss	23	CCRCC
1672	PRSS55	ENSG00000184647.10	10525532.0	10554166.0	gain	3	CCRCC
1673	PRSS55	ENSG00000184647.10	10525532.0	10554166.0	loss	23	CCRCC
1674	RP1L1	ENSG00000183638.5	10606349.0	10712187.0	gain	3	CCRCC
1675	RP1L1	ENSG00000183638.5	10606349.0	10712187.0	loss	23	CCRCC
1676	C8orf74	ENSG00000171060.10	10672628.0	10700590.0	gain	3	CCRCC
1677	C8orf74	ENSG00000171060.10	10672628.0	10700590.0	loss	23	CCRCC
1678	SOX7	ENSG00000171056.7	10723768.0	10730511.0	gain	3	CCRCC
1679	SOX7	ENSG00000171056.7	10723768.0	10730511.0	loss	23	CCRCC
1680	PINX1	ENSG00000254093.8	10725399.0	10839847.0	gain	3	CCRCC
1681	PINX1	ENSG00000254093.8	10725399.0	10839847.0	loss	23	CCRCC
1682	XKR6	ENSG00000171044.10	10896045.0	11201833.0	gain	3	CCRCC
1683	XKR6	ENSG00000171044.10	10896045.0	11201833.0	loss	23	CCRCC
1684	MTMR9	ENSG00000104643.9	11284816.0	11328146.0	gain	3	CCRCC
1685	MTMR9	ENSG00000104643.9	11284816.0	11328146.0	loss	23	CCRCC
1686	SLC35G5	ENSG00000177710.5	11330888.0	11332208.0	gain	3	CCRCC
1687	SLC35G5	ENSG00000177710.5	11330888.0	11332208.0	loss	23	CCRCC
1688	FAM167A	ENSG00000154319.14	11421476.0	11475908.0	gain	3	CCRCC
1689	FAM167A	ENSG00000154319.14	11421476.0	11475908.0	loss	23	CCRCC
1690	BLK	ENSG00000136573.12	11486894.0	11564599.0	gain	3	CCRCC
1691	BLK	ENSG00000136573.12	11486894.0	11564599.0	loss	23	CCRCC
1692	GATA4	ENSG00000136574.17	11676959.0	11760002.0	gain	3	CCRCC
1693	GATA4	ENSG00000136574.17	11676959.0	11760002.0	loss	23	CCRCC
1694	NEIL2	ENSG00000154328.15	11769639.0	11787345.0	gain	3	CCRCC
1695	NEIL2	ENSG00000154328.15	11769639.0	11787345.0	loss	23	CCRCC
1696	FDFT1	ENSG00000079459.12	11795573.0	11839304.0	gain	3	CCRCC
1697	FDFT1	ENSG00000079459.12	11795573.0	11839304.0	loss	23	CCRCC
1698	CTSB	ENSG00000164733.20	11842524.0	11869448.0	gain	3	CCRCC
1699	CTSB	ENSG00000164733.20	11842524.0	11869448.0	loss	23	CCRCC
1700	DEFB136	ENSG00000205884.2	11973937.0	11974599.0	gain	3	CCRCC
1701	DEFB136	ENSG00000205884.2	11973937.0	11974599.0	loss	23	CCRCC
1702	DEFB135	ENSG00000205883.2	11982321.0	11984590.0	gain	3	CCRCC
1703	DEFB135	ENSG00000205883.2	11982321.0	11984590.0	loss	23	CCRCC
1704	DEFB134	ENSG00000205882.8	11993174.0	11996312.0	gain	3	CCRCC
1705	DEFB134	ENSG00000205882.8	11993174.0	11996312.0	loss	23	CCRCC
1706	ZNF705D	ENSG00000215343.7	12104389.0	12115516.0	gain	3	CCRCC
1707	ZNF705D	ENSG00000215343.7	12104389.0	12115516.0	loss	22	CCRCC
1708	USP17L7	ENSG00000226430.6	12132417.0	12134438.0	gain	3	CCRCC
1709	USP17L7	ENSG00000226430.6	12132417.0	12134438.0	loss	21	CCRCC
1710	USP17L2	ENSG00000223443.2	12137168.0	12139077.0	gain	3	CCRCC
1711	USP17L2	ENSG00000223443.2	12137168.0	12139077.0	loss	21	CCRCC
1712	FAM86B1	ENSG00000186523.14	12182096.0	12194133.0	gain	3	CCRCC
1713	FAM86B1	ENSG00000186523.14	12182096.0	12194133.0	loss	22	CCRCC
1714	FAM86B2	ENSG00000145002.12	12425614.0	12436343.0	gain	3	CCRCC
1715	FAM86B2	ENSG00000145002.12	12425614.0	12436343.0	loss	23	CCRCC
1716	LONRF1	ENSG00000154359.12	12721906.0	12756073.0	gain	3	CCRCC
1717	LONRF1	ENSG00000154359.12	12721906.0	12756073.0	loss	23	CCRCC
1718	DLC1	ENSG00000164741.14	13083361.0	13604610.0	gain	3	CCRCC
1719	DLC1	ENSG00000164741.14	13083361.0	13604610.0	loss	23	CCRCC
1720	C8orf48	ENSG00000164743.4	13566869.0	13568288.0	gain	3	CCRCC
1721	C8orf48	ENSG00000164743.4	13566869.0	13568288.0	loss	23	CCRCC
1722	SGCZ	ENSG00000185053.13	14084845.0	15238431.0	gain	3	CCRCC
1723	SGCZ	ENSG00000185053.13	14084845.0	15238431.0	loss	23	CCRCC
1724	TUSC3	ENSG00000104723.20	15417215.0	15766649.0	gain	3	CCRCC
1725	TUSC3	ENSG00000104723.20	15417215.0	15766649.0	loss	23	CCRCC
1726	MSR1	ENSG00000038945.14	16107878.0	16567490.0	gain	3	CCRCC
1727	MSR1	ENSG00000038945.14	16107878.0	16567490.0	loss	23	CCRCC
1728	FGF20	ENSG00000078579.8	16992181.0	17002345.0	gain	3	CCRCC
1729	FGF20	ENSG00000078579.8	16992181.0	17002345.0	loss	23	CCRCC
1730	MICU3	ENSG00000155970.11	17027238.0	17122642.0	gain	3	CCRCC
1731	MICU3	ENSG00000155970.11	17027238.0	17122642.0	loss	23	CCRCC
1732	ZDHHC2	ENSG00000104219.12	17156482.0	17224799.0	gain	3	CCRCC
1733	ZDHHC2	ENSG00000104219.12	17156482.0	17224799.0	loss	23	CCRCC
1734	CNOT7	ENSG00000198791.11	17224966.0	17246878.0	gain	3	CCRCC
1735	CNOT7	ENSG00000198791.11	17224966.0	17246878.0	loss	23	CCRCC
1736	VPS37A	ENSG00000155975.9	17246931.0	17302427.0	gain	3	CCRCC
1737	VPS37A	ENSG00000155975.9	17246931.0	17302427.0	loss	23	CCRCC
1738	MTMR7	ENSG00000003987.13	17296794.0	17413528.0	gain	3	CCRCC
1739	MTMR7	ENSG00000003987.13	17296794.0	17413528.0	loss	23	CCRCC
1740	SLC7A2	ENSG00000003989.17	17497088.0	17570573.0	gain	3	CCRCC
1741	SLC7A2	ENSG00000003989.17	17497088.0	17570573.0	loss	23	CCRCC
1742	PDGFRL	ENSG00000104213.12	17576433.0	17644071.0	gain	3	CCRCC
1743	PDGFRL	ENSG00000104213.12	17576433.0	17644071.0	loss	23	CCRCC
1744	MTUS1	ENSG00000129422.14	17643795.0	17800917.0	gain	3	CCRCC
1745	MTUS1	ENSG00000129422.14	17643795.0	17800917.0	loss	23	CCRCC
1746	FGL1	ENSG00000104760.16	17864380.0	17910365.0	gain	3	CCRCC
1747	FGL1	ENSG00000104760.16	17864380.0	17910365.0	loss	23	CCRCC
1748	PCM1	ENSG00000078674.17	17922840.0	18029944.0	gain	3	CCRCC
1749	PCM1	ENSG00000078674.17	17922840.0	18029944.0	loss	23	CCRCC
1750	ASAH1	ENSG00000104763.18	18055992.0	18084998.0	gain	3	CCRCC
1751	ASAH1	ENSG00000104763.18	18055992.0	18084998.0	loss	23	CCRCC
1752	NAT1	ENSG00000171428.13	18170477.0	18223689.0	gain	3	CCRCC
1753	NAT1	ENSG00000171428.13	18170477.0	18223689.0	loss	23	CCRCC
1754	NAT2	ENSG00000156006.4	18391282.0	18401218.0	gain	3	CCRCC
1755	NAT2	ENSG00000156006.4	18391282.0	18401218.0	loss	23	CCRCC
1756	PSD3	ENSG00000156011.16	18527303.0	19084730.0	gain	3	CCRCC
1757	PSD3	ENSG00000156011.16	18527303.0	19084730.0	loss	23	CCRCC
1758	SH2D4A	ENSG00000104611.11	19313693.0	19396218.0	gain	3	CCRCC
1759	SH2D4A	ENSG00000104611.11	19313693.0	19396218.0	loss	23	CCRCC
1760	CSGALNACT1	ENSG00000147408.14	19404161.0	19758029.0	gain	3	CCRCC
1761	CSGALNACT1	ENSG00000147408.14	19404161.0	19758029.0	loss	23	CCRCC
1762	INTS10	ENSG00000104613.11	19817391.0	19852083.0	gain	3	CCRCC
1763	INTS10	ENSG00000104613.11	19817391.0	19852083.0	loss	23	CCRCC
1764	LPL	ENSG00000175445.14	19901717.0	19967259.0	gain	3	CCRCC
1765	LPL	ENSG00000175445.14	19901717.0	19967259.0	loss	23	CCRCC
1766	SLC18A1	ENSG00000036565.14	20144855.0	20183206.0	gain	3	CCRCC
1767	SLC18A1	ENSG00000036565.14	20144855.0	20183206.0	loss	23	CCRCC
1768	ATP6V1B2	ENSG00000147416.10	20197381.0	20226819.0	gain	3	CCRCC
1769	ATP6V1B2	ENSG00000147416.10	20197381.0	20226819.0	loss	23	CCRCC
1770	LZTS1	ENSG00000061337.15	20246165.0	20303963.0	gain	3	CCRCC
1771	LZTS1	ENSG00000061337.15	20246165.0	20303963.0	loss	23	CCRCC
1772	GFRA2	ENSG00000168546.10	21690398.0	21812357.0	gain	3	CCRCC
1773	GFRA2	ENSG00000168546.10	21690398.0	21812357.0	loss	24	CCRCC
1774	DOK2	ENSG00000147443.12	21908873.0	21913690.0	gain	3	CCRCC
1775	DOK2	ENSG00000147443.12	21908873.0	21913690.0	loss	24	CCRCC
1776	XPO7	ENSG00000130227.16	21919662.0	22006585.0	gain	3	CCRCC
1777	XPO7	ENSG00000130227.16	21919662.0	22006585.0	loss	24	CCRCC
1778	NPM2	ENSG00000158806.13	22024125.0	22036897.0	gain	3	CCRCC
1779	NPM2	ENSG00000158806.13	22024125.0	22036897.0	loss	24	CCRCC
1780	FGF17	ENSG00000158815.10	22042398.0	22048809.0	gain	3	CCRCC
1781	FGF17	ENSG00000158815.10	22042398.0	22048809.0	loss	24	CCRCC
1782	DMTN	ENSG00000158856.17	22048995.0	22082527.0	gain	3	CCRCC
1783	DMTN	ENSG00000158856.17	22048995.0	22082527.0	loss	24	CCRCC
1784	FAM160B2	ENSG00000158863.21	22089150.0	22104911.0	gain	3	CCRCC
1785	FAM160B2	ENSG00000158863.21	22089150.0	22104911.0	loss	24	CCRCC
1786	NUDT18	ENSG00000275074.1	22106874.0	22109419.0	gain	3	CCRCC
1787	NUDT18	ENSG00000275074.1	22106874.0	22109419.0	loss	24	CCRCC
1788	HR	ENSG00000168453.14	22114419.0	22133384.0	gain	3	CCRCC
1789	HR	ENSG00000168453.14	22114419.0	22133384.0	loss	24	CCRCC
1790	REEP4	ENSG00000168476.11	22138020.0	22141951.0	gain	3	CCRCC
1791	REEP4	ENSG00000168476.11	22138020.0	22141951.0	loss	24	CCRCC
1792	LGI3	ENSG00000168481.8	22146830.0	22157084.0	gain	3	CCRCC
1793	LGI3	ENSG00000168481.8	22146830.0	22157084.0	loss	24	CCRCC
1794	SFTPC	ENSG00000168484.12	22156913.0	22164479.0	gain	3	CCRCC
1795	SFTPC	ENSG00000168484.12	22156913.0	22164479.0	loss	24	CCRCC
1796	BMP1	ENSG00000168487.17	22165140.0	22212326.0	gain	3	CCRCC
1797	BMP1	ENSG00000168487.17	22165140.0	22212326.0	loss	24	CCRCC
1798	PHYHIP	ENSG00000168490.13	22219703.0	22232101.0	gain	3	CCRCC
1799	PHYHIP	ENSG00000168490.13	22219703.0	22232101.0	loss	24	CCRCC
1800	POLR3D	ENSG00000168495.12	22245133.0	22254601.0	gain	3	CCRCC
1801	POLR3D	ENSG00000168495.12	22245133.0	22254601.0	loss	24	CCRCC
1802	PIWIL2	ENSG00000197181.11	22275316.0	22357568.0	gain	3	CCRCC
1803	PIWIL2	ENSG00000197181.11	22275316.0	22357568.0	loss	24	CCRCC
1804	SLC39A14	ENSG00000104635.13	22367249.0	22434129.0	gain	3	CCRCC
1805	SLC39A14	ENSG00000104635.13	22367249.0	22434129.0	loss	24	CCRCC
1806	PPP3CC	ENSG00000120910.14	22440819.0	22541142.0	gain	3	CCRCC
1807	PPP3CC	ENSG00000120910.14	22440819.0	22541142.0	loss	24	CCRCC
1808	SORBS3	ENSG00000120896.13	22544986.0	22575788.0	gain	3	CCRCC
1809	SORBS3	ENSG00000120896.13	22544986.0	22575788.0	loss	24	CCRCC
1810	PDLIM2	ENSG00000120913.23	22578279.0	22598025.0	gain	3	CCRCC
1811	PDLIM2	ENSG00000120913.23	22578279.0	22598025.0	loss	24	CCRCC
1812	C8orf58	ENSG00000241852.9	22599599.0	22604150.0	gain	3	CCRCC
1813	C8orf58	ENSG00000241852.9	22599599.0	22604150.0	loss	24	CCRCC
1814	CCAR2	ENSG00000158941.16	22604632.0	22621514.0	gain	3	CCRCC
1815	CCAR2	ENSG00000158941.16	22604632.0	22621514.0	loss	24	CCRCC
1816	BIN3	ENSG00000147439.12	22620418.0	22669148.0	gain	3	CCRCC
1817	BIN3	ENSG00000147439.12	22620418.0	22669148.0	loss	24	CCRCC
1818	EGR3	ENSG00000179388.8	22687659.0	22693480.0	gain	3	CCRCC
1819	EGR3	ENSG00000179388.8	22687659.0	22693480.0	loss	24	CCRCC
1820	PEBP4	ENSG00000134020.7	22713251.0	23000000.0	gain	3	CCRCC
1821	PEBP4	ENSG00000134020.7	22713251.0	23000000.0	loss	24	CCRCC
1822	RHOBTB2	ENSG00000008853.16	22987417.0	23020199.0	gain	3	CCRCC
1823	RHOBTB2	ENSG00000008853.16	22987417.0	23020199.0	loss	24	CCRCC
1824	TNFRSF10B	ENSG00000120889.12	23020133.0	23069031.0	gain	3	CCRCC
1825	TNFRSF10B	ENSG00000120889.12	23020133.0	23069031.0	loss	24	CCRCC
1826	TNFRSF10C	ENSG00000173535.13	23102590.0	23117437.0	gain	3	CCRCC
1827	TNFRSF10C	ENSG00000173535.13	23102590.0	23117437.0	loss	24	CCRCC
1828	TNFRSF10D	ENSG00000173530.5	23135588.0	23164027.0	gain	3	CCRCC
1829	TNFRSF10D	ENSG00000173530.5	23135588.0	23164027.0	loss	24	CCRCC
1830	TNFRSF10A	ENSG00000104689.9	23190452.0	23225102.0	gain	3	CCRCC
1831	TNFRSF10A	ENSG00000104689.9	23190452.0	23225102.0	loss	24	CCRCC
1832	CHMP7	ENSG00000147457.13	23243637.0	23262000.0	gain	3	CCRCC
1833	CHMP7	ENSG00000147457.13	23243637.0	23262000.0	loss	24	CCRCC
1834	R3HCC1	ENSG00000104679.10	23270120.0	23296279.0	gain	3	CCRCC
1835	R3HCC1	ENSG00000104679.10	23270120.0	23296279.0	loss	24	CCRCC
1836	LOXL2	ENSG00000134013.15	23296897.0	23425328.0	gain	3	CCRCC
1837	LOXL2	ENSG00000134013.15	23296897.0	23425328.0	loss	24	CCRCC
1838	ENTPD4	ENSG00000197217.12	23385783.0	23457695.0	gain	3	CCRCC
1839	ENTPD4	ENSG00000197217.12	23385783.0	23457695.0	loss	24	CCRCC
1840	SLC25A37	ENSG00000147454.13	23528956.0	23575463.0	gain	3	CCRCC
1841	SLC25A37	ENSG00000147454.13	23528956.0	23575463.0	loss	24	CCRCC
1842	NKX3-1	ENSG00000167034.9	23678697.0	23682938.0	gain	3	CCRCC
1843	NKX3-1	ENSG00000167034.9	23678697.0	23682938.0	loss	24	CCRCC
1844	NKX2-6	ENSG00000180053.7	23702451.0	23706598.0	gain	3	CCRCC
1845	NKX2-6	ENSG00000180053.7	23702451.0	23706598.0	loss	24	CCRCC
1846	STC1	ENSG00000159167.11	23841929.0	23854806.0	gain	3	CCRCC
1847	STC1	ENSG00000159167.11	23841929.0	23854806.0	loss	24	CCRCC
1848	ADAM28	ENSG00000042980.12	24294069.0	24359014.0	gain	3	CCRCC
1849	ADAM28	ENSG00000042980.12	24294069.0	24359014.0	loss	24	CCRCC
1850	ADAMDEC1	ENSG00000134028.14	24384285.0	24406013.0	gain	3	CCRCC
1851	ADAMDEC1	ENSG00000134028.14	24384285.0	24406013.0	loss	25	CCRCC
1852	ADAM7	ENSG00000069206.15	24440930.0	24526970.0	gain	3	CCRCC
1853	ADAM7	ENSG00000069206.15	24440930.0	24526970.0	loss	25	CCRCC
1854	NEFM	ENSG00000104722.13	24913758.0	24919098.0	gain	3	CCRCC
1855	NEFM	ENSG00000104722.13	24913758.0	24919098.0	loss	25	CCRCC
1856	NEFL	ENSG00000277586.2	24950955.0	24957110.0	gain	3	CCRCC
1857	NEFL	ENSG00000277586.2	24950955.0	24957110.0	loss	25	CCRCC
1858	DOCK5	ENSG00000147459.17	25184689.0	25418082.0	gain	3	CCRCC
1859	DOCK5	ENSG00000147459.17	25184689.0	25418082.0	loss	25	CCRCC
1860	GNRH1	ENSG00000147437.9	25419258.0	25424654.0	gain	3	CCRCC
1861	GNRH1	ENSG00000147437.9	25419258.0	25424654.0	loss	25	CCRCC
1862	KCTD9	ENSG00000104756.15	25427847.0	25458476.0	gain	3	CCRCC
1863	KCTD9	ENSG00000104756.15	25427847.0	25458476.0	loss	25	CCRCC
1864	CDCA2	ENSG00000184661.13	25459199.0	25507911.0	gain	3	CCRCC
1865	CDCA2	ENSG00000184661.13	25459199.0	25507911.0	loss	25	CCRCC
1866	EBF2	ENSG00000221818.8	25841725.0	26045413.0	gain	3	CCRCC
1867	EBF2	ENSG00000221818.8	25841725.0	26045413.0	loss	25	CCRCC
1868	PPP2R2A	ENSG00000221914.9	26291508.0	26372680.0	gain	3	CCRCC
1869	PPP2R2A	ENSG00000221914.9	26291508.0	26372680.0	loss	25	CCRCC
1870	BNIP3L	ENSG00000104765.15	26383054.0	26505636.0	gain	3	CCRCC
1871	BNIP3L	ENSG00000104765.15	26383054.0	26505636.0	loss	25	CCRCC
1872	PNMA2	ENSG00000240694.8	26504701.0	26514092.0	gain	3	CCRCC
1873	PNMA2	ENSG00000240694.8	26504701.0	26514092.0	loss	25	CCRCC
1874	DPYSL2	ENSG00000092964.17	26514031.0	26658178.0	gain	3	CCRCC
1875	DPYSL2	ENSG00000092964.17	26514031.0	26658178.0	loss	25	CCRCC
1876	ADRA1A	ENSG00000120907.17	26748150.0	26867278.0	gain	3	CCRCC
1877	ADRA1A	ENSG00000120907.17	26748150.0	26867278.0	loss	25	CCRCC
1878	STMN4	ENSG00000015592.16	27235323.0	27258420.0	gain	3	CCRCC
1879	STMN4	ENSG00000015592.16	27235323.0	27258420.0	loss	25	CCRCC
1880	TRIM35	ENSG00000104228.12	27284886.0	27311272.0	gain	3	CCRCC
1881	TRIM35	ENSG00000104228.12	27284886.0	27311272.0	loss	25	CCRCC
1882	PTK2B	ENSG00000120899.17	27311482.0	27459391.0	gain	3	CCRCC
1883	PTK2B	ENSG00000120899.17	27311482.0	27459391.0	loss	25	CCRCC
1884	CHRNA2	ENSG00000120903.12	27459756.0	27479883.0	gain	3	CCRCC
1885	CHRNA2	ENSG00000120903.12	27459756.0	27479883.0	loss	25	CCRCC
1886	EPHX2	ENSG00000120915.13	27490781.0	27545564.0	gain	3	CCRCC
1887	EPHX2	ENSG00000120915.13	27490781.0	27545564.0	loss	25	CCRCC
1888	CLU	ENSG00000120885.21	27596917.0	27614700.0	gain	3	CCRCC
1889	CLU	ENSG00000120885.21	27596917.0	27614700.0	loss	25	CCRCC
1890	SCARA3	ENSG00000168077.13	27633868.0	27676776.0	gain	3	CCRCC
1891	SCARA3	ENSG00000168077.13	27633868.0	27676776.0	loss	25	CCRCC
1892	CCDC25	ENSG00000147419.17	27733316.0	27772653.0	gain	3	CCRCC
1893	CCDC25	ENSG00000147419.17	27733316.0	27772653.0	loss	25	CCRCC
1894	ESCO2	ENSG00000171320.14	27771949.0	27812640.0	gain	3	CCRCC
1895	ESCO2	ENSG00000171320.14	27771949.0	27812640.0	loss	25	CCRCC
1896	PBK	ENSG00000168078.9	27809624.0	27838082.0	gain	3	CCRCC
1897	PBK	ENSG00000168078.9	27809624.0	27838082.0	loss	25	CCRCC
1898	SCARA5	ENSG00000168079.16	27869883.0	27992673.0	gain	3	CCRCC
1899	SCARA5	ENSG00000168079.16	27869883.0	27992673.0	loss	25	CCRCC
1900	NUGGC	ENSG00000189233.11	28021964.0	28083936.0	gain	3	CCRCC
1901	NUGGC	ENSG00000189233.11	28021964.0	28083936.0	loss	25	CCRCC
1902	ELP3	ENSG00000134014.16	28089673.0	28191156.0	gain	3	CCRCC
1903	ELP3	ENSG00000134014.16	28089673.0	28191156.0	loss	25	CCRCC
