protein	Database_ID	adj_p	cancer_type	change	has_event_sample_size	not_has_event_sample_size
PPP3CC	ENSP00000289963	5.602720640490543e-07	lscc	-0.37744272843144117	40	70
PPP2R2A	ENSP00000370113	2.4810327242571827e-06	lscc	-0.26732118363644153	40	70
ATP6V1B2	ENSP00000276390	1.853732828331385e-05	lscc	-0.2139887842013345	40	70
PPP2CB	ENSP00000221138	4.098354876423361e-05	lscc	-0.24965731221555013	40	70
RBPMS	ENSP00000340176	0.00021028212521764924	lscc	-0.26599118880441863	40	70
ERI1	ENSP00000250263	0.0006976158413883844	lscc	-0.256501569362821	40	70
SLC39A14	ENSP00000240095	0.0006976158413883844	lscc	-0.34338867848888716	40	70
CCDC25	ENSP00000348933	0.0006976158413883844	lscc	-0.19962403420501293	40	70
MTMR9	ENSP00000221086	0.0008388680715854359	lscc	-0.15478837346007895	40	70
DCTN6	ENSP00000221114	0.0010203028330927726	lscc	-0.12165137221266648	40	70
NAT1	ENSP00000307218	0.0010203028330927726	lscc	-0.29722968119998033	40	70
PTK2B	ENSP00000332816	0.0012590435279422958	lscc	-0.30679103009794584	40	70
VPS37A	ENSP00000318629	0.0018668581241763676	lscc	-0.1545966075196742	40	70
PRAG1	ENSP00000479068	0.002283228108058796	lscc	-0.20007438990824772	40	70
EXTL3	ENSP00000220562	0.002283228108058796	lscc	-0.25774474108120166	38	67
DPYSL2	ENSP00000427985	0.002283228108058796	lscc	-0.24650422478991785	40	70
PCM1	ENSP00000327077	0.002544369414321799	lscc	-0.22055174942170377	40	70
KIF13B	ENSP00000427900	0.002544369414321799	lscc	-0.22508482737212412	40	70
SARAF	ENSP00000256255	0.0027229075034533113	lscc	-0.1957448540947522	40	70
NUDT18	ENSP00000480722	0.0028664766575751555	lscc	-0.18843575444925784	40	70
R3HCC1	ENSP00000265806	0.0037226680958279503	lscc	-0.17093881725147878	40	70
SORBS3	ENSP00000240123	0.0044406747638308436	lscc	-0.18637480481245006	40	70
PDLIM2	ENSP00000380867	0.005190127441649336	lscc	-0.2250466183913442	40	70
XPO7	ENSP00000252512	0.005190127441649336	lscc	-0.1728153467919089	40	70
ERICH1	ENSP00000262109	0.005576761023562551	lscc	-0.27873794565235066	40	70
MSRA	ENSP00000313921	0.005939685138828665	lscc	-0.21553913873671757	40	70
PTK2B	ENSP00000391995	0.006322748854785876	lscc	-0.3350106435725423	40	70
MTUS1	ENSP00000262102	0.006785169798408787	lscc	-0.2800922288279777	40	70
TDRP	ENSP00000315111	0.015354393369264113	lscc	-0.23855569048008463	40	70
DOCK5	ENSP00000276440	0.019804709207884977	lscc	-0.1735384967227212	40	70
EPHX2	ENSP00000430269	0.019804709207884977	lscc	-0.2762246899261325	40	70
MSR1	ENSP00000405453	0.02044290798190841	lscc	-0.22561516097035278	40	70
DEFB1	ENSP00000297439	0.023268960361715135	lscc	-0.543664700186357	25	50
ADAM28	ENSP00000265769	0.023268960361715135	lscc	-0.3299691458288072	40	70
ARHGEF10	ENSP00000340297	0.02609966601713516	lscc	-0.16277975200990374	40	70
HMBOX1	ENSP00000430110	0.02609966601713516	lscc	-0.17488329905780445	40	70
CCAR2	ENSP00000310670	0.027871308296100433	lscc	-0.14775177017504854	40	70
WRN	ENSP00000298139	0.028192555964969907	lscc	-0.21625468835229994	40	70
SH2D4A	ENSP00000265807	0.042408937415844804	lscc	-0.18442751461971768	40	70
SCARA3	ENSP00000301904	0.049509899003826054	lscc	-0.518821248161096	25	30
DOK2	ENSP00000276420	0.050504485059880484	lscc	-0.21711238688372772	40	70
CLN8	ENSP00000328182	0.051133016112123945	lscc	-0.19251518061208522	31	59
ASH2L	ENSP00000340896	0.06679945046393812	lscc	0.19859149251484465	40	70
ELP3	ENSP00000256398	0.07537936373677531	lscc	-0.10161642445669755	40	70
BNIP3L	ENSP00000370003	0.09166481946519675	lscc	-0.17950841766578535	40	70
ASAH1	ENSP00000262097	0.09235870607198209	lscc	-0.19606615177808806	40	70
EIF4EBP1	ENSP00000340691	0.09936535224827464	lscc	0.126006351189647	40	70
PSD3	ENSP00000324127	0.09936535224827464	lscc	-0.15693730168753864	40	70
SLC25A37	ENSP00000429200	0.09936819386930781	lscc	-0.9129207722355182	4	6
CTSB	ENSP00000342070	0.10465751497623513	lscc	-0.19653430341827346	40	70
PPP1R3B	ENSP00000308318	0.14583990658628648	lscc	-0.3349311728609099	14	21
PEBP4	ENSP00000256404	0.17123403281401603	lscc	-0.1614054133566346	40	70
KCTD9	ENSP00000221200	0.17123403281401603	lscc	-0.10175924551243881	40	70
AGPAT5	ENSP00000285518	0.1746586946824696	lscc	-0.1299422950515732	40	70
SFTPC	ENSP00000430410	0.17733822248995315	lscc	-0.3176677169665456	40	70
TNKS	ENSP00000311579	0.18237890761590594	lscc	-0.13415296921166858	39	56
DLC1	ENSP00000276297	0.19088811241571654	lscc	-0.07870243830767754	40	70
BRF2	ENSP00000220659	0.20869659322249806	lscc	0.2743056786563996	38	67
TNFRSF10A	ENSP00000221132	0.2637068939791603	lscc	-0.26981641939774764	27	43
REEP4	ENSP00000303482	0.2721432473698728	lscc	-0.10533193650332158	40	70
GTF2E2	ENSP00000348168	0.3051815895196074	lscc	-0.09383800055975225	40	70
NSD3	ENSP00000434730	0.3051815895196074	lscc	0.2022229676523419	40	70
FAM167A	ENSP00000284486	0.3051815895196074	lscc	-0.24815468271627428	18	37
NEFM	ENSP00000221166	0.3323471352951128	lscc	-0.7528692940861912	10	10
MICU3	ENSP00000321455	0.3323471352951128	lscc	0.18857813611580085	23	27
LPL	ENSP00000497642	0.3323471352951128	lscc	-0.11663405499806373	40	70
LZTS1	ENSP00000265801	0.34278215975405646	lscc	-0.10479516379679134	40	70
NRG1	ENSP00000384620	0.34450881286676005	lscc	-0.20563092015593712	32	63
SFTPC	ENSP00000316152	0.34450881286676005	lscc	-0.15758517292228613	40	70
CNOT7	ENSP00000355279	0.34450881286676005	lscc	-0.056958627853336136	40	70
NSD3	ENSP00000313983	0.34450881286676005	lscc	0.1516904240066746	40	70
KBTBD11	ENSP00000321544	0.34450881286676005	lscc	-0.07202754693305319	40	70
TRIM35	ENSP00000301924	0.34450881286676005	lscc	-0.2081777585316504	22	33
TACC1	ENSP00000321703	0.37767136534381174	lscc	-0.09331602576617606	40	70
FDFT1	ENSP00000220584	0.37767136534381174	lscc	-0.18719470613297834	40	70
TNFRSF10B	ENSP00000276431	0.37767136534381174	lscc	-0.30954998766346986	5	20
NEIL2	ENSP00000284503	0.38008716120528346	lscc	-0.09506211615076363	40	70
PCM1	ENSP00000431099	0.38008716120528346	lscc	-0.18822116262463562	8	17
INTS10	ENSP00000381064	0.4223153004322176	lscc	0.04991525072413033	40	70
BMP1	ENSP00000305714	0.43597608366179713	lscc	-0.13731883341406595	40	70
PBK	ENSP00000301905	0.44031544295144626	lscc	-0.13662073951383	40	70
UBXN8	ENSP00000477532	0.4418858530191112	lscc	-0.13321298615368388	27	43
ADAM9	ENSP00000419446	0.45417272169016354	lscc	0.11669900077008302	40	70
IDO1	ENSP00000430505	0.4682735532491826	lscc	-0.19650299540888483	40	70
FGFR1	ENSP00000327229	0.5122865932371188	lscc	-0.09872633037670667	36	64
FGL1	ENSP00000371262	0.5143379277156356	lscc	-0.09713076112804375	40	65
NSD3	ENSP00000313410	0.5143379277156356	lscc	-0.08473283557185896	33	57
GFRA2	ENSP00000428518	0.5361830639400345	lscc	-0.4237061712535872	5	10
ENTPD4	ENSP00000351520	0.5361830639400345	lscc	-0.068603416143659	31	54
MFHAS1	ENSP00000276282	0.5470759787312554	lscc	-0.06210973089793285	36	69
NEFL	ENSP00000482169	0.5470759787312554	lscc	-0.20410605667261839	40	70
INTS9	ENSP00000398208	0.5486120399516019	lscc	0.037064723305814146	40	70
ANGPT2	ENSP00000486858	0.5486120399516019	lscc	0.08028255789830058	40	70
BAG4	ENSP00000287322	0.5552474280776615	lscc	0.09632146656505013	40	70
CDCA2	ENSP00000328228	0.5628525544614402	lscc	0.11292562268033918	36	64
ERLIN2	ENSP00000428112	0.5628525544614402	lscc	0.10492512695684726	40	70
PLEKHA2	ENSP00000482228	0.5628525544614402	lscc	-0.06476777651825966	40	70
PINX1	ENSP00000318966	0.5906543157985447	lscc	-0.09217084515637117	35	55
LOXL2	ENSP00000373783	0.5906543157985447	lscc	-0.12422273092750427	40	70
NUGGC	ENSP00000408697	0.6275485785475092	lscc	-0.134606489676437	30	50
RBPMS	ENSP00000318102	0.6801766791207141	lscc	-0.057896718847803175	24	41
SCARA5	ENSP00000346990	0.6874125831546261	lscc	-0.06523586973403839	37	68
TM2D2	ENSP00000380260	0.7373247907662978	lscc	0.06220773635213783	19	41
STC1	ENSP00000290271	0.7586211505343022	lscc	-0.08598999814313175	40	70
MAK16	ENSP00000353246	0.7618495455079503	lscc	0.04090426786581916	40	70
ADAMDEC1	ENSP00000256412	0.7618495455079503	lscc	0.0655630532874717	40	70
TNFRSF10C	ENSP00000349324	0.7618495455079503	lscc	-0.11019307403036399	40	70
CLDN23	ENSP00000428780	0.7628307448267576	lscc	0.08445015252451621	22	33
PDGFRL	ENSP00000251630	0.7698298634145241	lscc	-0.06197702283653818	40	70
POLR3D	ENSP00000303088	0.7698298634145241	lscc	0.022806994047501805	40	70
ZDHHC2	ENSP00000262096	0.7803902340837984	lscc	0.03686738602740841	40	70
LSM1	ENSP00000310596	0.7857180421006011	lscc	0.030044944734003792	40	70
TUSC3	ENSP00000371450	0.8070311578959044	lscc	-0.04243744503510364	39	66
ADGRA2	ENSP00000323508	0.8070311578959044	lscc	-0.037974360913986455	37	68
BIN3	ENSP00000276416	0.8551611792991999	lscc	-0.01730741775683131	40	70
DDHD2	ENSP00000380352	0.8636753320055545	lscc	-0.03337919806317061	40	70
RAB11FIP1	ENSP00000331342	0.8636753320055545	lscc	-0.022462135266182723	40	70
DMTN	ENSP00000265800	0.8636753320055545	lscc	0.04292107907105014	16	39
DMTN	ENSP00000370879	0.8636753320055545	lscc	0.022081820565778787	40	70
GSR	ENSP00000221130	0.8636753320055545	lscc	-0.03091062439510612	40	70
CLU	ENSP00000315130	0.8636753320055545	lscc	0.032509998585356414	40	70
LGI3	ENSP00000302297	0.888229090950902	lscc	0.06039817361368466	6	9
PNMA2	ENSP00000429344	0.888229090950902	lscc	-0.04203336981835459	27	58
DEFA3	ENSP00000328359	0.9042681466788393	lscc	-0.06322219723747013	39	70
DEFA5	ENSP00000329890	0.9042681466788393	lscc	-0.0390473015754893	18	42
MYOM2	ENSP00000262113	0.9042681466788393	lscc	-0.013148268872038543	6	9
ESCO2	ENSP00000306999	0.9042681466788393	lscc	0.03363758524513474	19	31
ZNF395	ENSP00000340494	0.9042681466788393	lscc	0.011269356199252067	40	70
PLPBP	ENSP00000333551	0.9772327432401754	lscc	-0.002618741533057002	40	70
CSGALNACT1	ENSP00000330805	0.9772327432401754	lscc	-0.004209353637113444	21	39
DEFA4	ENSP00000297435	0.9772327432401754	lscc	0.0047866395351368225	40	70
TTI2	ENSP00000353971	0.9772327432401754	lscc	-0.0025550181127558524	40	70
ZNF703	ENSP00000332325	0.9772327432401754	lscc	-0.009905251509674737	40	70
XPO7	ENSP00000252512	2.6194824884430326e-06	luad	-0.23804139242034483	33	77
CCDC25	ENSP00000348933	2.6194824884430326e-06	luad	-0.2747355164663819	33	77
CHMP7	ENSP00000324491	2.8029677291518957e-06	luad	-0.24771076173740136	33	77
VPS37A	ENSP00000318629	5.2511637645238035e-06	luad	-0.23101883621427402	33	77
ERI1	ENSP00000250263	9.77949102745861e-06	luad	-0.30121815856059164	33	77
PPP2R2A	ENSP00000370113	1.0506855514304519e-05	luad	-0.31752444626184495	33	77
CCAR2	ENSP00000310670	1.0506855514304519e-05	luad	-0.22209641367518607	33	77
MSRA	ENSP00000313921	1.2882686035669013e-05	luad	-0.25623093758760923	33	77
WRN	ENSP00000298139	6.505258379599775e-05	luad	-0.2673740440192594	33	77
PCM1	ENSP00000327077	6.505258379599775e-05	luad	-0.31776356583974097	33	77
CNOT7	ENSP00000355279	6.505258379599775e-05	luad	-0.1697601025391844	33	77
DOCK5	ENSP00000276440	0.00014105064049168298	luad	-0.31706508432304825	33	77
PTK2B	ENSP00000391995	0.0001721650977075282	luad	-0.22579730964617797	33	77
PPP2CB	ENSP00000221138	0.00023775659851899773	luad	-0.2773910177227805	33	77
ELP3	ENSP00000256398	0.00033410680881564426	luad	-0.15966152155869195	33	77
MTMR9	ENSP00000221086	0.00033410680881564426	luad	-0.1583700379891402	33	77
NUDT18	ENSP00000480722	0.0009016230077528423	luad	-0.16083529546132333	33	77
HMBOX1	ENSP00000287701	0.0010447620738677648	luad	-0.20907931790184583	33	77
PPP3CC	ENSP00000289963	0.0010935835778085074	luad	-0.17369600134875987	33	77
NEIL2	ENSP00000284503	0.0015045864579342034	luad	-0.262085453300838	30	75
KIF13B	ENSP00000427900	0.0016631827958417348	luad	-0.3126548231088122	33	77
AGPAT5	ENSP00000285518	0.0022890926643471003	luad	-0.28269060736095747	33	77
R3HCC1	ENSP00000265806	0.0026343645958809858	luad	-0.17094058421885602	33	77
GSR	ENSP00000221130	0.0026343645958809858	luad	-0.31351172465170296	33	77
GTF2E2	ENSP00000348168	0.0027179399813934265	luad	-0.18711335041185356	33	77
ERLIN2	ENSP00000428112	0.005627306618674162	luad	-0.2777870893363525	33	77
ARHGEF10	ENSP00000340297	0.007255022109937615	luad	-0.1673310225894088	33	77
NAT1	ENSP00000307218	0.0075308909217991805	luad	-0.19020746675391131	33	77
ERICH1	ENSP00000262109	0.008124039468583644	luad	-0.2322377032949162	32	70
LSM1	ENSP00000310596	0.008124039468583644	luad	-0.14996714359066546	33	77
RBPMS	ENSP00000340176	0.011325858470294726	luad	-0.2673968530525201	33	77
PLEKHA2	ENSP00000482228	0.01328900733576024	luad	-0.15826677833971764	33	77
ATP6V1B2	ENSP00000276390	0.01342028050681084	luad	-0.1121277533872386	33	77
MTUS1	ENSP00000262102	0.01343590124775272	luad	-0.3260927201888806	33	77
SLC39A14	ENSP00000240095	0.01634513554605907	luad	-0.2829740188815676	33	77
SH2D4A	ENSP00000265807	0.01747011472109736	luad	-0.24837416765609902	33	77
PLPBP	ENSP00000333551	0.01764004808549763	luad	-0.16845356860858876	33	77
PNMA2	ENSP00000429344	0.01851559186377016	luad	-0.41902532467557885	30	71
TNKS	ENSP00000311579	0.01866946180696396	luad	-0.2628826058852727	32	73
PSD3	ENSP00000324127	0.01866946180696396	luad	-0.1626834821120318	33	77
FAM167A	ENSP00000284486	0.020579222084848078	luad	-0.47434896160121415	18	52
KCTD9	ENSP00000221200	0.02525588336090698	luad	-0.13266193906913032	33	77
RBPMS	ENSP00000318102	0.030476453898176818	luad	-0.19748147422491585	28	65
SARAF	ENSP00000256255	0.031146170580890125	luad	-0.22869090606816356	32	74
DCTN6	ENSP00000221114	0.03513484093866015	luad	-0.07495556427313033	33	77
LPL	ENSP00000497642	0.03773766949561561	luad	-0.21423275138185355	33	77
NSD3	ENSP00000313983	0.03780071636688992	luad	-0.16154208843087886	33	77
DDHD2	ENSP00000380352	0.04051984917636463	luad	-0.1408705885463496	33	77
KBTBD11	ENSP00000321544	0.04596176515169628	luad	-0.16998878622097474	33	77
EIF4EBP1	ENSP00000340691	0.04763479648865608	luad	-0.11781547560674262	33	77
FGL1	ENSP00000371262	0.06689500016455968	luad	-0.5110817343179449	32	73
BIN3	ENSP00000276416	0.07454772291431447	luad	-0.1382695347038645	33	77
EPHX2	ENSP00000430269	0.07823092328553441	luad	-0.2241135123861812	33	77
TACC1	ENSP00000321703	0.09371029023680105	luad	-0.11033013977960443	33	77
IDO1	ENSP00000430505	0.09454455870160267	luad	-0.37214965156151847	33	77
BMP1	ENSP00000305714	0.09927240438652009	luad	-0.25752323397017	33	77
ADAM28	ENSP00000265769	0.10552835118738574	luad	-0.28408015610172865	26	70
INTS9	ENSP00000398208	0.11378357740273483	luad	-0.07736588506486539	33	77
PBK	ENSP00000301905	0.11569238267074179	luad	-0.24235033241579565	33	77
DMTN	ENSP00000370879	0.1200845158661791	luad	-0.167920747361607	33	77
FDFT1	ENSP00000220584	0.12029273896112402	luad	-0.2430534766033947	33	77
PINX1	ENSP00000318966	0.1266105430793544	luad	-0.14282789466934587	30	72
ZNF395	ENSP00000340494	0.128275039423466	luad	-0.1673392775425157	24	64
TNFRSF10D	ENSP00000310263	0.13189310030581788	luad	-0.44555092707432475	4	6
MFHAS1	ENSP00000276282	0.13189310030581788	luad	-0.1755667344819546	25	66
SLC7A2	ENSP00000004531	0.14116275091509617	luad	-0.6537994884126141	9	35
TUSC3	ENSP00000371450	0.14116275091509617	luad	-0.47117442611582405	12	39
CTSB	ENSP00000342070	0.14337477065174137	luad	-0.13515376258575457	33	77
BAG4	ENSP00000287322	0.14337477065174137	luad	-0.11395024984660128	33	77
DEFB1	ENSP00000297439	0.14337477065174137	luad	-0.7571886389443166	7	22
ASH2L	ENSP00000340896	0.15861279034521794	luad	-0.08739981100654808	33	77
EXTL3	ENSP00000220562	0.15996608348571276	luad	-0.16709609316988683	24	67
DPYSL2	ENSP00000427985	0.1637412421045535	luad	-0.11581282128665604	33	77
BNIP3L	ENSP00000370003	0.18545768301399518	luad	-0.13124242448402626	30	75
SFTPC	ENSP00000316152	0.18887913662028846	luad	-0.16092931831577828	33	77
SFTPC	ENSP00000430266	0.18887913662028846	luad	-0.5255062717906561	5	5
CLU	ENSP00000315130	0.19591628377505313	luad	-0.15697222228728272	33	77
TNFRSF10C	ENSP00000349324	0.19848432840067454	luad	-0.2941265003338761	33	77
MAK16	ENSP00000353246	0.19848432840067454	luad	-0.10557831011095212	33	77
PPP1R3B	ENSP00000308318	0.2018481408785106	luad	-0.1821568077898825	27	60
SORBS3	ENSP00000240123	0.20689360680084978	luad	-0.08997155682007946	33	77
SFTPC	ENSP00000430410	0.20728141763726046	luad	-0.26264154084184543	33	74
CLDN23	ENSP00000428780	0.22307563815914302	luad	-0.23616760729799138	24	57
ASAH1	ENSP00000262097	0.23985445413139198	luad	-0.14816384529143128	33	77
TTI2	ENSP00000353971	0.23992367037928589	luad	-0.09691121081860377	33	77
BRF2	ENSP00000220659	0.24273257527107472	luad	-0.1621323776229055	15	42
ZNF703	ENSP00000332325	0.24273257527107472	luad	-0.1825348424816571	26	66
PRAG1	ENSP00000479068	0.24673548925278482	luad	-0.07294776784691384	33	77
ADAM9	ENSP00000419446	0.2501128001677431	luad	-0.11654558882862487	33	77
INTS10	ENSP00000381064	0.2501128001677431	luad	-0.04972494950644482	33	77
TDRP	ENSP00000315111	0.2530750081331554	luad	-0.11137762841930407	33	77
ADAMDEC1	ENSP00000256412	0.2553044752576261	luad	-0.1931750947351082	28	60
PDLIM2	ENSP00000380867	0.2554697680122963	luad	-0.09612401108215662	33	77
STC1	ENSP00000290271	0.37684426544719934	luad	-0.2096499332420677	24	62
SCARA3	ENSP00000301904	0.4189138704071295	luad	-0.1666886725377936	5	24
CLN8	ENSP00000328182	0.4269369758125413	luad	0.1931102732737691	7	19
PEBP4	ENSP00000256404	0.4468945608503236	luad	-0.1300215203831958	33	77
DUSP4	ENSP00000240100	0.45203329668005937	luad	-0.49016728499560014	5	9
PTK2B	ENSP00000332816	0.49205143325132616	luad	-0.19257619314474034	9	20
PDGFRL	ENSP00000251630	0.49205143325132616	luad	-0.09829537367384697	33	77
TNFRSF10A	ENSP00000221132	0.5212164796065932	luad	-0.14727115892296094	16	37
ZDHHC2	ENSP00000262096	0.5212164796065932	luad	-0.08819518177027735	26	61
NEFL	ENSP00000482169	0.5212164796065932	luad	0.24328740582055716	15	33
DMTN	ENSP00000265800	0.5679423543881982	luad	-0.141691268093238	10	20
PCM1	ENSP00000431099	0.5825694795169618	luad	-0.08810082350485976	15	34
MICU3	ENSP00000321455	0.5825694795169618	luad	-0.10032306930404952	18	40
RAB11FIP1	ENSP00000331342	0.6031943283066266	luad	-0.04450721369752046	33	77
TNFRSF10B	ENSP00000276431	0.6362088806171013	luad	-0.13972853788709944	19	39
ENTPD4	ENSP00000351520	0.662506548160209	luad	-0.05756124533698022	30	66
CSGALNACT1	ENSP00000330805	0.6631075113239864	luad	-0.23335502628236887	8	14
ESCO2	ENSP00000306999	0.6650504246540585	luad	-0.11449618282467827	9	18
DOK2	ENSP00000276420	0.6986567666196956	luad	-0.04058750919378032	33	77
CDCA2	ENSP00000328228	0.7150742760055385	luad	0.1585934020610324	24	53
DEFA5	ENSP00000329890	0.7150742760055385	luad	0.10541132943009535	33	77
SCARA5	ENSP00000346990	0.7150742760055385	luad	-0.051899685072850976	24	71
REEP4	ENSP00000303482	0.7160239962116263	luad	-0.028561137919744677	33	77
ANGPT2	ENSP00000314897	0.7160239962116263	luad	-0.047369907557296975	33	77
DEFA4	ENSP00000297435	0.7249407264042098	luad	-0.0534261734148693	33	77
NUGGC	ENSP00000408697	0.7389881102312501	luad	-0.09674971881392672	27	45
FGFR1	ENSP00000393312	0.8022753963673849	luad	-0.043442989688366324	19	44
UBXN8	ENSP00000477532	0.8477660228679745	luad	-0.025015295946451785	20	48
SLC25A37	ENSP00000429200	0.850806631184148	luad	-0.08344791390123332	6	32
TM2D2	ENSP00000380260	0.9176321243135633	luad	-0.021840271612058412	14	21
DLC1	ENSP00000276297	0.9203503824527697	luad	0.011089077817045823	33	77
NEFM	ENSP00000221166	0.9435166013027763	luad	0.06109011909851611	7	20
POLR3D	ENSP00000303088	0.9492780274198881	luad	-0.005588062937765953	33	77
MSR1	ENSP00000405453	0.9492780274198881	luad	0.009034382320391943	33	77
TRIM35	ENSP00000301924	0.9692380657091595	luad	0.010179281686805375	6	12
LOXL2	ENSP00000373783	0.9692380657091595	luad	-0.008035096450744128	33	77
LZTS1	ENSP00000265801	0.9692380657091595	luad	-0.007159039209692138	33	77
DEFA3	ENSP00000328359	0.9857809168531326	luad	-0.008754779544682956	33	77
ADGRA2	ENSP00000406367	0.9946009484041503	luad	-0.000642324112672843	27	65
GSR	ENSP00000221130	9.362979837180818e-06	ov	-0.518899273238083	43	39
PPP2CB	ENSP00000221138	9.608382775003293e-05	ov	-0.5418669716095121	43	39
PCM1	ENSP00000327077	9.608382775003293e-05	ov	-0.4276479397783737	43	39
XPO7	ENSP00000252512	9.608382775003293e-05	ov	-0.3171882876351585	43	39
ERI1	ENSP00000250263	9.608382775003293e-05	ov	-0.4337749536858159	43	39
CCAR2	ENSP00000310670	0.00014957470408872282	ov	-0.30656369843705045	43	39
BNIP3L	ENSP00000370003	0.00021298208767193166	ov	-0.5181281396738652	35	30
CTSB	ENSP00000342070	0.0008158320132344714	ov	-0.3816142985974096	43	39
FZD3	ENSP00000240093	0.0008158320132344714	ov	-0.43994439071795144	34	31
CHMP7	ENSP00000324491	0.0008158320132344714	ov	-0.26592006442932026	43	39
KIF13B	ENSP00000427900	0.002144487616555964	ov	-0.2888362930647804	43	39
GTF2E2	ENSP00000348168	0.004402919897689804	ov	-0.2655605799033103	43	39
CNOT7	ENSP00000355279	0.004858014103039504	ov	-0.23169351196649246	43	39
R3HCC1	ENSP00000265806	0.01340755477093996	ov	-0.2511029068040209	43	39
PLEKHA2	ENSP00000482228	0.01364017166579113	ov	-0.2210320838336119	43	39
MSRA	ENSP00000313921	0.015284321583946776	ov	-0.21585105287084289	43	39
NSD3	ENSP00000313410	0.015574128578687268	ov	-0.2709605907091819	43	39
WRN	ENSP00000298139	0.015574128578687268	ov	-0.287338281813761	40	37
SARAF	ENSP00000256255	0.021560207535677164	ov	-0.29838463793696873	40	34
ELP3	ENSP00000256398	0.02263896063755093	ov	-0.12443935281223226	43	39
VPS37A	ENSP00000318629	0.02263896063755093	ov	-0.18816999060754153	43	39
PINX1	ENSP00000318966	0.0335074156809709	ov	-0.32964726226015933	36	35
SH2D4A	ENSP00000265807	0.03528144818414446	ov	-0.30752281842473406	43	39
NAT1	ENSP00000307218	0.03528144818414446	ov	-0.303826631584345	43	39
ATP6V1B2	ENSP00000276390	0.03528144818414446	ov	-0.13847846514607212	43	39
DDHD2	ENSP00000380352	0.03528144818414446	ov	-0.23092224508382186	43	39
PPP2R2A	ENSP00000325074	0.03528144818414446	ov	-0.28756142949259034	43	39
CCDC25	ENSP00000348933	0.03528144818414446	ov	-0.22521390847414818	43	39
LSM1	ENSP00000310596	0.03537466620787996	ov	-0.20639988412593696	43	39
SCARA3	ENSP00000301904	0.03566064443368659	ov	-0.33068218844634273	33	29
FDFT1	ENSP00000220584	0.04314049417668899	ov	-0.3102318320543905	43	39
AGPAT5	ENSP00000285518	0.04892773585008881	ov	-0.20860740755051455	43	39
ERLIN2	ENSP00000428112	0.05014378162306621	ov	-0.23439854380085084	43	39
BAG4	ENSP00000287322	0.053187236459057215	ov	-0.25602136185069685	43	39
MTMR9	ENSP00000221086	0.06755226186739306	ov	-0.15789162389648487	43	39
KBTBD11	ENSP00000321544	0.07453185136220884	ov	0.30088843713191626	20	14
DEFB1	ENSP00000297439	0.08357736601663181	ov	-1.209425140864943	8	7
ASAH1	ENSP00000262097	0.09967921659284427	ov	-0.23738343126479222	43	39
PLPBP	ENSP00000333551	0.10262340917441604	ov	-0.18902851259305914	43	39
ARHGEF10	ENSP00000340297	0.10262340917441604	ov	-0.20695975993555302	43	39
FGFR1	ENSP00000327229	0.10506983768900108	ov	-0.31381371164717364	43	39
REEP4	ENSP00000303482	0.10506983768900108	ov	-0.16330990566297418	41	36
TDRP	ENSP00000315111	0.10506983768900108	ov	-0.2923819204863403	26	22
PSD3	ENSP00000324127	0.1075492036662343	ov	-0.2695169512498135	35	27
SLC39A14	ENSP00000240095	0.1413621323337825	ov	-0.17018962891564304	43	39
FGL1	ENSP00000371262	0.14654141514773622	ov	0.6946143867575414	15	14
BIN3	ENSP00000276416	0.19428046029834634	ov	-0.15641377140909	43	39
BRF2	ENSP00000220659	0.19634785822401762	ov	0.3305620389329423	22	16
DOCK5	ENSP00000276440	0.2164511933385727	ov	-0.13777969947815316	43	39
POLR3D	ENSP00000303088	0.23525811076665354	ov	-0.11954380704501555	43	39
LOXL2	ENSP00000373783	0.23525811076665354	ov	-0.25037999056389754	43	39
ZDHHC2	ENSP00000262096	0.24765569838837553	ov	-0.3216936207118627	8	6
CLU	ENSP00000315130	0.2690692618966258	ov	-0.24254587100977257	43	39
DPYSL2	ENSP00000427985	0.2690692618966258	ov	-0.26786501234703813	43	39
MAK16	ENSP00000353246	0.29864291731662373	ov	-0.13404882293649265	43	39
PBK	ENSP00000301905	0.29864291731662373	ov	-0.1943883184379273	43	39
ADAM28	ENSP00000265769	0.29864291731662373	ov	0.30157820353343284	10	10
SLC7A2	ENSP00000004531	0.29864291731662373	ov	-0.5883119738887694	10	14
HMBOX1	ENSP00000287701	0.2987240552930243	ov	-0.2692379127950225	19	19
PTK2B	ENSP00000332816	0.2987240552930243	ov	-0.14328381904120105	43	39
SORBS3	ENSP00000240123	0.3049771866523954	ov	-0.1359688312959363	43	39
DOK2	ENSP00000276420	0.30756674098866815	ov	0.1706791342682465	43	39
PRAG1	ENSP00000479068	0.30756674098866815	ov	-0.10954855219979989	40	34
STC1	ENSP00000290271	0.3088090688794242	ov	-0.42417241308861714	12	10
FGF17	ENSP00000352414	0.3286469132729161	ov	-0.3631406054234365	12	11
TTI2	ENSP00000353971	0.3332970253771388	ov	-0.07296446974736975	38	37
MFHAS1	ENSP00000276282	0.34797807955493254	ov	-0.15999846555210906	27	20
ADAM9	ENSP00000419446	0.37230812543716074	ov	-0.10244033953588419	43	39
PPP3CC	ENSP00000240139	0.3723926220812621	ov	-0.12644206347711634	40	35
KCTD9	ENSP00000221200	0.3860776949302287	ov	-0.29447225255363	12	10
RBPMS	ENSP00000318102	0.39035210566266887	ov	-0.3798274790961529	11	8
