Name	NCBI_ID	start_bp	end_bp	cnv_type	num_patients_with_cnv	cancer_type_total_patients	cancer
OSGIN2	734	89901867.0	89927887.0	gain	67	122	brca
OSGIN2	734	89901867.0	89927887.0	loss	2	122	brca
NBN	4683	89933330.0	89984666.0	gain	67	122	brca
NBN	4683	89933330.0	89984666.0	loss	2	122	brca
DECR1	1666	90001476.0	90053632.0	gain	67	122	brca
DECR1	1666	90001476.0	90053632.0	loss	2	122	brca
CALB1	793	90058607.0	90082878.0	gain	67	122	brca
CALB1	793	90058607.0	90082878.0	loss	2	122	brca
LINC00534	100874052	90221487.0	90387958.0	gain	67	122	brca
LINC00534	100874052	90221487.0	90387958.0	loss	2	122	brca
LINC01030	101937451	90592774.0	90606062.0	gain	67	122	brca
LINC01030	101937451	90592774.0	90606062.0	loss	2	122	brca
TMEM64	169200	90621994.0	90646082.0	gain	67	122	brca
TMEM64	169200	90621994.0	90646082.0	loss	2	122	brca
NECAB1	64168	90791774.0	90959392.0	gain	67	122	brca
NECAB1	64168	90791774.0	90959392.0	loss	2	122	brca
C8orf88	100127983	90958470.0	90985392.0	gain	67	122	brca
C8orf88	100127983	90958470.0	90985392.0	loss	2	122	brca
PIP4P2	55529	90993801.0	91040858.0	gain	67	122	brca
PIP4P2	55529	90993801.0	91040858.0	loss	2	122	brca
OTUD6B-AS1	100506365	91059905.0	91070188.0	gain	67	122	brca
OTUD6B-AS1	100506365	91059905.0	91070188.0	loss	2	122	brca
OTUD6B	51633	91070343.0	91087092.0	gain	67	122	brca
OTUD6B	51633	91070343.0	91087092.0	loss	2	122	brca
LRRC69	100130742	91102618.0	91219256.0	gain	67	122	brca
LRRC69	100130742	91102618.0	91219256.0	loss	2	122	brca
MIR4661	100616245	91205484.0	91205558.0	gain	67	122	brca
MIR4661	100616245	91205484.0	91205558.0	loss	2	122	brca
SLC26A7	115111	91209495.0	91398154.0	gain	67	122	brca
SLC26A7	115111	91209495.0	91398154.0	loss	2	122	brca
RUNX1T1	862	91954966.0	92103384.0	gain	68	122	brca
RUNX1T1	862	91954966.0	92103384.0	loss	2	122	brca
LOC102724710	102724710	92565442.0	92655493.0	gain	68	122	brca
LOC102724710	102724710	92565442.0	92655493.0	loss	2	122	brca
FLJ46284	441369	92712961.0	92786059.0	gain	68	122	brca
FLJ46284	441369	92712961.0	92786059.0	loss	2	122	brca
TRIQK	286144	92883533.0	93017664.0	gain	68	122	brca
TRIQK	286144	92883533.0	93017664.0	loss	2	122	brca
MIR8084	102467005	93029750.0	93029838.0	gain	68	122	brca
MIR8084	102467005	93029750.0	93029838.0	loss	2	122	brca
LINC02906	389676	93134094.0	93166849.0	gain	68	122	brca
LINC02906	389676	93134094.0	93166849.0	loss	2	122	brca
CIBAR1-DT	642924	93346466.0	93700432.0	gain	68	122	brca
CIBAR1-DT	642924	93346466.0	93700432.0	loss	2	122	brca
CIBAR1	137392	93700549.0	93731526.0	gain	68	122	brca
CIBAR1	137392	93700549.0	93731526.0	loss	2	122	brca
RBM12B	389677	93728154.0	93741008.0	gain	68	122	brca
RBM12B	389677	93728154.0	93741008.0	loss	2	122	brca
RBM12B-AS1	55472	93740110.0	93740818.0	gain	68	122	brca
RBM12B-AS1	55472	93740110.0	93740818.0	loss	2	122	brca
TMEM67	91147	93754843.0	93832652.0	gain	68	122	brca
TMEM67	91147	93754843.0	93832652.0	loss	2	122	brca
MIR378D2	100616169	93916021.0	93916118.0	gain	68	122	brca
MIR378D2	100616169	93916021.0	93916118.0	loss	2	122	brca
PDP1	54704	93916922.0	93926067.0	gain	68	122	brca
PDP1	54704	93916922.0	93926067.0	loss	2	122	brca
CDH17	1015	94127161.0	94217277.0	gain	68	122	brca
CDH17	1015	94127161.0	94217277.0	loss	2	122	brca
GEM	2669	94249252.0	94262318.0	gain	68	122	brca
GEM	2669	94249252.0	94262318.0	loss	2	122	brca
RAD54B	25788	94371959.0	94475114.0	gain	68	122	brca
RAD54B	25788	94371959.0	94475114.0	loss	2	122	brca
FSBP	100861412	94427715.0	94436943.0	gain	68	122	brca
FSBP	100861412	94427715.0	94436943.0	loss	2	122	brca
VIRMA	25962	94487688.0	94553468.0	gain	68	122	brca
VIRMA	25962	94487688.0	94553468.0	loss	2	122	brca
LINC02894	100288748	94637284.0	94639466.0	gain	68	122	brca
LINC02894	100288748	94637284.0	94639466.0	loss	2	122	brca
ESRP1	54845	94641173.0	94707465.0	gain	68	122	brca
ESRP1	54845	94641173.0	94707465.0	loss	2	122	brca
DPY19L4	286148	94719899.0	94793835.0	gain	68	122	brca
DPY19L4	286148	94719899.0	94793835.0	loss	2	122	brca
INTS8	55656	94823286.0	94881745.0	gain	68	122	brca
INTS8	55656	94823286.0	94881745.0	loss	2	122	brca
CCNE2	9134	94880223.0	94896692.0	gain	68	122	brca
CCNE2	9134	94880223.0	94896692.0	loss	2	122	brca
NDUFAF6	137682	94895798.0	95118495.0	gain	68	122	brca
NDUFAF6	137682	94895798.0	95118495.0	loss	2	122	brca
TP53INP1	94241	94925971.0	94949377.0	gain	68	122	brca
TP53INP1	94241	94925971.0	94949377.0	loss	2	122	brca
MIR3150BHG	105375650	95066807.0	95073181.0	gain	68	122	brca
MIR3150BHG	105375650	95066807.0	95073181.0	loss	2	122	brca
MIR3150B	100500907	95072910.0	95072995.0	gain	68	122	brca
MIR3150B	100500907	95072910.0	95072995.0	loss	2	122	brca
MIR3150A	100422964	95072913.0	95072992.0	gain	68	122	brca
MIR3150A	100422964	95072913.0	95072992.0	loss	2	122	brca
PLEKHF2	79666	95133784.0	95156684.0	gain	68	122	brca
PLEKHF2	79666	95133784.0	95156684.0	loss	2	122	brca
LINC01298	619344	95207006.0	95216373.0	gain	68	122	brca
LINC01298	619344	95207006.0	95216373.0	loss	2	122	brca
CFAP418	157657	95244912.0	95269200.0	gain	67	122	brca
CFAP418	157657	95244912.0	95269200.0	loss	3	122	brca
CFAP418-AS1	100616530	95268835.0	95810142.0	gain	67	122	brca
CFAP418-AS1	100616530	95268835.0	95810142.0	loss	3	122	brca
SRSF3P2	100500773	95946983.0	95948347.0	gain	67	122	brca
SRSF3P2	100500773	95946983.0	95948347.0	loss	3	122	brca
GDF6	392255	96142332.0	96160805.0	gain	67	122	brca
GDF6	392255	96142332.0	96160805.0	loss	3	122	brca
UQCRB	7381	96222946.0	96235544.0	gain	67	122	brca
UQCRB	7381	96222946.0	96235544.0	loss	3	122	brca
MTERF3	51001	96239397.0	96261612.0	gain	67	122	brca
MTERF3	51001	96239397.0	96261612.0	loss	3	122	brca
PTDSS1	9791	96261901.0	96336994.0	gain	67	122	brca
PTDSS1	9791	96261901.0	96336994.0	loss	3	122	brca
LOC102724804	102724804	96371925.0	96387437.0	gain	67	122	brca
LOC102724804	102724804	96371925.0	96387437.0	loss	3	122	brca
SDC2	6383	96493812.0	96611789.0	gain	67	122	brca
SDC2	6383	96493812.0	96611789.0	loss	3	122	brca
CPQ	10404	96645241.0	97143500.0	gain	67	122	brca
CPQ	10404	96645241.0	97143500.0	loss	3	122	brca
LOC101927066	101927066	96951863.0	97446496.0	gain	68	122	brca
LOC101927066	101927066	96951863.0	97446496.0	loss	3	122	brca
TSPYL5	85453	97273487.0	97277927.0	gain	68	122	brca
TSPYL5	85453	97273487.0	97277927.0	loss	3	122	brca
MTDH	92140	97644183.0	97730259.0	gain	68	122	brca
MTDH	92140	97644183.0	97730259.0	loss	3	122	brca
LAPTM4B	55353	97775787.0	97853012.0	gain	68	122	brca
LAPTM4B	55353	97775787.0	97853012.0	loss	3	122	brca
MATN2	4147	97869063.0	98036723.0	gain	68	122	brca
MATN2	4147	97869063.0	98036723.0	loss	3	122	brca
RPL30	6156	98041720.0	98045544.0	gain	68	122	brca
RPL30	6156	98041720.0	98045544.0	loss	3	122	brca
SNORA72	26775	98042085.0	98042216.0	gain	68	122	brca
SNORA72	26775	98042085.0	98042216.0	loss	3	122	brca
ERICH5	203111	98064567.0	98093608.0	gain	68	122	brca
ERICH5	203111	98064567.0	98093608.0	loss	3	122	brca
RIDA	10247	98102343.0	98117170.0	gain	68	122	brca
RIDA	10247	98102343.0	98117170.0	loss	3	122	brca
POP1	10940	98117292.0	98159834.0	gain	68	122	brca
POP1	10940	98117292.0	98159834.0	loss	3	122	brca
NIPAL2	79815	98189825.0	98294234.0	gain	68	122	brca
NIPAL2	79815	98189825.0	98294234.0	loss	3	122	brca
STK3	6788	98343974.0	98942609.0	gain	68	122	brca
STK3	6788	98343974.0	98942609.0	loss	3	122	brca
KCNS2	3788	98426957.0	98432852.0	gain	68	122	brca
KCNS2	3788	98426957.0	98432852.0	loss	3	122	brca
OSR2	116039	98944441.0	98952099.0	gain	68	122	brca
OSR2	116039	98944441.0	98952099.0	loss	3	122	brca
VPS13B	157680	99013273.0	99877579.0	gain	69	122	brca
VPS13B	157680	99013273.0	99877579.0	loss	3	122	brca
MIR599	693184	99536635.0	99536729.0	gain	69	122	brca
MIR599	693184	99536635.0	99536729.0	loss	3	122	brca
MIR875	100126309	99536785.0	99536860.0	gain	69	122	brca
MIR875	100126309	99536785.0	99536860.0	loss	3	122	brca
COX6C	1345	99877864.0	99893706.0	gain	69	122	brca
COX6C	1345	99877864.0	99893706.0	loss	3	122	brca
RGS22	26166	99960935.0	100106048.0	gain	69	122	brca
RGS22	26166	99960935.0	100106048.0	loss	3	122	brca
MIR1273A	100302165	100023981.0	100024083.0	gain	69	122	brca
MIR1273A	100302165	100023981.0	100024083.0	loss	3	122	brca
FBXO43	286151	100133350.0	100150568.0	gain	69	122	brca
FBXO43	286151	100133350.0	100150568.0	loss	3	122	brca
POLR2K	5440	100150635.0	100154002.0	gain	69	122	brca
POLR2K	5440	100150635.0	100154002.0	loss	3	122	brca
SPAG1	6674	100158037.0	100241903.0	gain	69	122	brca
SPAG1	6674	100158037.0	100241903.0	loss	3	122	brca
RNF19A	25897	100257066.0	100336203.0	gain	69	122	brca
RNF19A	25897	100257066.0	100336203.0	loss	3	122	brca
MIR4471	100616451	100382762.0	100382844.0	gain	69	122	brca
MIR4471	100616451	100382762.0	100382844.0	loss	3	122	brca
ANKRD46	157567	100509751.0	100559758.0	gain	69	122	brca
ANKRD46	157567	100509751.0	100559758.0	loss	3	122	brca
SNX31	169166	100572873.0	100663584.0	gain	69	122	brca
SNX31	169166	100572873.0	100663584.0	loss	3	122	brca
PABPC1	26986	100702915.0	100722087.0	gain	70	122	brca
PABPC1	26986	100702915.0	100722087.0	loss	3	122	brca
MIR7705	102466854	100702967.0	100703023.0	gain	69	122	brca
MIR7705	102466854	100702967.0	100703023.0	loss	3	122	brca
YWHAZ	7534	100916522.0	100953381.0	gain	70	122	brca
YWHAZ	7534	100916522.0	100953381.0	loss	3	122	brca
FLJ42969	441374	101052053.0	101076250.0	gain	70	122	brca
FLJ42969	441374	101052053.0	101076250.0	loss	3	122	brca
ZNF706	51123	101197051.0	101206221.0	gain	70	122	brca
ZNF706	51123	101197051.0	101206221.0	loss	3	122	brca
NACA4P	83955	101368892.0	101369594.0	gain	70	122	brca
NACA4P	83955	101368892.0	101369594.0	loss	2	122	brca
GRHL2	79977	101492438.0	101681199.0	gain	70	122	brca
GRHL2	79977	101492438.0	101681199.0	loss	2	122	brca
NCALD	83988	101686541.0	102124906.0	gain	71	122	brca
NCALD	83988	101686541.0	102124906.0	loss	2	122	brca
LOC104054148	104054148	101984431.0	101994849.0	gain	71	122	brca
LOC104054148	104054148	101984431.0	101994849.0	loss	2	122	brca
MIR5680	100847001	102125431.0	102125514.0	gain	71	122	brca
MIR5680	100847001	102125431.0	102125514.0	loss	2	122	brca
RRM2B	50484	102204500.0	102238960.0	gain	71	122	brca
RRM2B	50484	102204500.0	102238960.0	loss	2	122	brca
UBR5-DT	101927221	102239450.0	102252173.0	gain	71	122	brca
UBR5-DT	101927221	102239450.0	102252173.0	loss	2	122	brca
UBR5	51366	102252272.0	102412699.0	gain	71	122	brca
UBR5	51366	102252272.0	102412699.0	loss	2	122	brca
ODF1	4956	102551588.0	102561017.0	gain	71	122	brca
ODF1	4956	102551588.0	102561017.0	loss	2	122	brca
KLF10	7071	102648783.0	102655724.0	gain	71	122	brca
KLF10	7071	102648783.0	102655724.0	loss	2	122	brca
AZIN1	51582	102826301.0	102864199.0	gain	71	122	brca
AZIN1	51582	102826301.0	102864199.0	loss	2	122	brca
MAILR	100506753	102864270.0	102977875.0	gain	71	122	brca
MAILR	100506753	102864270.0	102977875.0	loss	2	122	brca
ATP6V1C1	528	103021082.0	103073050.0	gain	71	122	brca
ATP6V1C1	528	103021082.0	103073050.0	loss	2	122	brca
BAALC-AS2	157556	103132962.0	103141341.0	gain	71	122	brca
BAALC-AS2	157556	103132962.0	103141341.0	loss	2	122	brca
BAALC	79870	103140724.0	103230304.0	gain	71	122	brca
BAALC	79870	103140724.0	103230304.0	loss	2	122	brca
MIR3151	100422992	103154613.0	103154688.0	gain	71	122	brca
MIR3151	100422992	103154613.0	103154688.0	loss	2	122	brca
BAALC-AS1	100499183	103156989.0	103172139.0	gain	71	122	brca
BAALC-AS1	100499183	103156989.0	103172139.0	loss	2	122	brca
FZD6	8323	103298493.0	103332865.0	gain	71	122	brca
FZD6	8323	103298493.0	103332865.0	loss	2	122	brca
CTHRC1	115908	103371537.0	103382988.0	gain	71	122	brca
CTHRC1	115908	103371537.0	103382988.0	loss	2	122	brca
SLC25A32	81034	103398637.0	103415106.0	gain	71	122	brca
SLC25A32	81034	103398637.0	103415106.0	loss	2	122	brca
DCAF13	25879	103415385.0	103443452.0	gain	71	122	brca
DCAF13	25879	103415385.0	103443452.0	loss	2	122	brca
RIMS2	9699	103500609.0	104256093.0	gain	71	122	brca
RIMS2	9699	103500609.0	104256093.0	loss	2	122	brca
DCSTAMP	81501	104339795.0	104356688.0	gain	71	122	brca
DCSTAMP	81501	104339795.0	104356688.0	loss	2	122	brca
DPYS	1807	104379430.0	104467054.0	gain	71	122	brca
DPYS	1807	104379430.0	104467054.0	loss	2	122	brca
MIR548A3	693127	104484368.0	104484464.0	gain	71	122	brca
MIR548A3	693127	104484368.0	104484464.0	loss	2	122	brca
LRP12	29967	104489235.0	104589257.0	gain	71	122	brca
LRP12	29967	104489235.0	104589257.0	loss	2	122	brca
ZFPM2	23414	105318437.0	105804538.0	gain	72	122	brca
ZFPM2	23414	105318437.0	105804538.0	loss	2	122	brca
ZFPM2-AS1	102723356	105780409.0	106060502.0	gain	72	122	brca
ZFPM2-AS1	102723356	105780409.0	106060502.0	loss	2	122	brca
OXR1	55074	106270177.0	106752693.0	gain	72	122	brca
OXR1	55074	106270177.0	106752693.0	loss	2	122	brca
ABRA	137735	106759482.0	106770243.0	gain	72	122	brca
ABRA	137735	106759482.0	106770243.0	loss	2	122	brca
ANGPT1	284	107249481.0	107497917.0	gain	72	122	brca
ANGPT1	284	107249481.0	107497917.0	loss	2	122	brca
RSPO2	340419	107899315.0	108083619.0	gain	71	122	brca
RSPO2	340419	107899315.0	108083619.0	loss	2	122	brca
EIF3E	3646	108201215.0	108248716.0	gain	71	122	brca
EIF3E	3646	108201215.0	108248716.0	loss	2	122	brca
EMC2	9694	108443623.0	108489195.0	gain	71	122	brca
EMC2	9694	108443623.0	108489195.0	loss	2	122	brca
TMEM74	157753	108606849.0	108787593.0	gain	71	122	brca
TMEM74	157753	108606849.0	108787593.0	loss	2	122	brca
TRHR	7201	109086584.0	109121564.0	gain	71	122	brca
TRHR	7201	109086584.0	109121564.0	loss	2	122	brca
NUDCD1	84955	109240918.0	109334086.0	gain	70	122	brca
NUDCD1	84955	109240918.0	109334086.0	loss	2	122	brca
ENY2	56943	109334346.0	109345953.0	gain	70	122	brca
ENY2	56943	109334346.0	109345953.0	loss	2	122	brca
PKHD1L1	93035	109362460.0	109537206.0	gain	71	122	brca
PKHD1L1	93035	109362460.0	109537206.0	loss	2	122	brca
EBAG9	9166	109539701.0	109565995.0	gain	71	122	brca
EBAG9	9166	109539701.0	109565995.0	loss	2	122	brca
SYBU	55638	109573977.0	109691599.0	gain	71	122	brca
SYBU	55638	109573977.0	109691599.0	loss	2	122	brca
SYBU-AS1	100132813	109644128.0	109650727.0	gain	71	122	brca
SYBU-AS1	100132813	109644128.0	109650727.0	loss	2	122	brca
KCNV1	27012	109963635.0	109975770.0	gain	71	122	brca
KCNV1	27012	109963635.0	109975770.0	loss	2	122	brca
LINC01608	101927459	110937689.0	111027432.0	gain	71	122	brca
LINC01608	101927459	110937689.0	111027432.0	loss	2	122	brca
LINC01609	101927487	111098960.0	111236202.0	gain	71	122	brca
LINC01609	101927487	111098960.0	111236202.0	loss	2	122	brca
CSMD3	114788	112222927.0	113436938.0	gain	72	122	brca
CSMD3	114788	112222927.0	113436938.0	loss	2	122	brca
MIR2053	100302225	112643492.0	112643582.0	gain	71	122	brca
MIR2053	100302225	112643492.0	112643582.0	loss	2	122	brca
TRPS1	7227	115408495.0	115668974.0	gain	73	122	brca
TRPS1	7227	115408495.0	115668974.0	loss	2	122	brca
LINC00536	100859921	115950510.0	116325058.0	gain	72	122	brca
LINC00536	100859921	115950510.0	116325058.0	loss	2	122	brca
EIF3H	8667	116642129.0	116766373.0	gain	73	122	brca
EIF3H	8667	116642129.0	116766373.0	loss	2	122	brca
LOC105375713	105375713	116652099.0	116654624.0	gain	73	122	brca
LOC105375713	105375713	116652099.0	116654624.0	loss	2	122	brca
UTP23	84294	116766523.0	116774683.0	gain	73	122	brca
UTP23	84294	116766523.0	116774683.0	loss	2	122	brca
RAD21	5885	116845933.0	116874775.0	gain	73	122	brca
RAD21	5885	116845933.0	116874775.0	loss	2	122	brca
RAD21-AS1	644660	116874423.0	116876867.0	gain	73	122	brca
RAD21-AS1	644660	116874423.0	116876867.0	loss	2	122	brca
MIR3610	100500914	116874727.0	116874799.0	gain	73	122	brca
MIR3610	100500914	116874727.0	116874799.0	loss	2	122	brca
AARD	441376	116938206.0	116944486.0	gain	73	122	brca
AARD	441376	116938206.0	116944486.0	loss	2	122	brca
SLC30A8	169026	116950216.0	117176713.0	gain	73	122	brca
SLC30A8	169026	116950216.0	117176713.0	loss	2	122	brca
MED30	90390	117520712.0	117540261.0	gain	73	122	brca
MED30	90390	117520712.0	117540261.0	loss	2	122	brca
EXT1	2131	117794489.0	118111825.0	gain	73	122	brca
EXT1	2131	117794489.0	118111825.0	loss	2	122	brca
SAMD12	401474	118131824.0	118621962.0	gain	73	122	brca
SAMD12	401474	118131824.0	118621962.0	loss	2	122	brca
SAMD12-AS1	552860	118621000.0	118726066.0	gain	73	122	brca
SAMD12-AS1	552860	118621000.0	118726066.0	loss	2	122	brca
TNFRSF11B	4982	118923556.0	118951884.0	gain	73	122	brca
TNFRSF11B	4982	118923556.0	118951884.0	loss	2	122	brca
COLEC10	10584	118952262.0	119108454.0	gain	73	122	brca
COLEC10	10584	118952262.0	119108454.0	loss	3	122	brca
LOC101927513	101927513	119062941.0	119068781.0	gain	73	122	brca
LOC101927513	101927513	119062941.0	119068781.0	loss	2	122	brca
MAL2	114569	119208362.0	119245672.0	gain	73	122	brca
MAL2	114569	119208362.0	119245672.0	loss	3	122	brca
MIR548AZ	102466162	119325170.0	119325264.0	gain	73	122	brca
MIR548AZ	102466162	119325170.0	119325264.0	loss	3	122	brca
CCN3	4856	119416445.0	119424433.0	gain	73	122	brca
CCN3	4856	119416445.0	119424433.0	loss	3	122	brca
ENPP2	5168	119557085.0	119673389.0	gain	73	122	brca
ENPP2	5168	119557085.0	119673389.0	loss	3	122	brca
TAF2	6873	119730773.0	119832840.0	gain	73	122	brca
TAF2	6873	119730773.0	119832840.0	loss	3	122	brca
DSCC1	79075	119833975.0	119855893.0	gain	73	122	brca
DSCC1	79075	119833975.0	119855893.0	loss	3	122	brca
DEPTOR	64798	119873721.0	120050917.0	gain	73	122	brca
DEPTOR	64798	119873721.0	120050917.0	loss	3	122	brca
COL14A1	7373	120123756.0	120373572.0	gain	73	122	brca
COL14A1	7373	120123756.0	120373572.0	loss	3	122	brca
MRPL13	28998	120395436.0	120445149.0	gain	73	122	brca
MRPL13	28998	120395436.0	120445149.0	loss	3	122	brca
MTBP	27085	120445418.0	120523635.0	gain	73	122	brca
MTBP	27085	120445418.0	120523635.0	loss	3	122	brca
SNTB1	6641	120535755.0	120812045.0	gain	72	122	brca
SNTB1	6641	120535755.0	120812045.0	loss	4	122	brca
LOC101927543	101927543	120761252.0	120776831.0	gain	72	122	brca
LOC101927543	101927543	120761252.0	120776831.0	loss	4	122	brca
HAS2	3037	121612115.0	121641439.0	gain	72	122	brca
HAS2	3037	121612115.0	121641439.0	loss	4	122	brca
HAS2-AS1	594842	121639345.0	121645324.0	gain	72	122	brca
HAS2-AS1	594842	121639345.0	121645324.0	loss	4	122	brca
SMILR	105375734	122414326.0	122568643.0	gain	72	122	brca
SMILR	105375734	122414326.0	122568643.0	loss	4	122	brca
LINC01151	104266958	122670384.0	122694105.0	gain	72	122	brca
LINC01151	104266958	122670384.0	122694105.0	loss	4	122	brca
ZHX2	22882	122781654.0	122974509.0	gain	72	122	brca
ZHX2	22882	122781654.0	122974509.0	loss	4	122	brca
DERL1	79139	123013169.0	123042301.0	gain	72	122	brca
DERL1	79139	123013169.0	123042301.0	loss	4	122	brca
TBC1D31	93594	123072706.0	123165172.0	gain	72	122	brca
TBC1D31	93594	123072706.0	123165172.0	loss	4	122	brca
FAM83A	84985	123179046.0	123210078.0	gain	72	122	brca
FAM83A	84985	123179046.0	123210078.0	loss	4	122	brca
FAM83A-AS1	100131726	123201171.0	123202742.0	gain	72	122	brca
FAM83A-AS1	100131726	123201171.0	123202742.0	loss	4	122	brca
MIR4663	100616260	123215787.0	123215862.0	gain	72	122	brca
MIR4663	100616260	123215787.0	123215862.0	loss	4	122	brca
C8orf76	84933	123219966.0	123241376.0	gain	72	122	brca
C8orf76	84933	123219966.0	123241376.0	loss	4	122	brca
ZHX1-C8orf76	100533106	123226190.0	123274285.0	gain	72	122	brca
ZHX1-C8orf76	100533106	123226190.0	123274285.0	loss	4	122	brca
ZHX1	11244	123248455.0	123275540.0	gain	72	122	brca
ZHX1	11244	123248455.0	123275540.0	loss	4	122	brca
ATAD2	29028	123319849.0	123416349.0	gain	72	122	brca
ATAD2	29028	123319849.0	123416349.0	loss	4	122	brca
MIR548AA1	100500863	123348033.0	123348129.0	gain	72	122	brca
MIR548D1	693130	123348033.0	123348129.0	gain	72	122	brca
MIR548AA1	100500863	123348033.0	123348129.0	loss	4	122	brca
MIR548D1	693130	123348033.0	123348129.0	loss	4	122	brca
NTAQ1	55093	123416724.0	123475695.0	gain	72	122	brca
NTAQ1	55093	123416724.0	123475695.0	loss	4	122	brca
FBXO32	114907	123497888.0	123541205.0	gain	72	122	brca
FBXO32	114907	123497888.0	123541205.0	loss	4	122	brca
KLHL38	340359	123644441.0	123653800.0	gain	72	122	brca
KLHL38	340359	123644441.0	123653800.0	loss	4	122	brca
ANXA13	312	123680793.0	123737392.0	gain	72	122	brca
ANXA13	312	123680793.0	123737392.0	loss	4	122	brca
FAM91A1	157769	123768438.0	123815451.0	gain	72	122	brca
FAM91A1	157769	123768438.0	123815451.0	loss	4	122	brca
FER1L6	654463	123851986.0	124120060.0	gain	72	122	brca
FER1L6	654463	123851986.0	124120060.0	loss	4	122	brca
FER1L6-AS1	439941	123984137.0	124040781.0	gain	72	122	brca
FER1L6-AS1	439941	123984137.0	124040781.0	loss	4	122	brca
FER1L6-AS2	157376	124046070.0	124171521.0	gain	72	122	brca
FER1L6-AS2	157376	124046070.0	124171521.0	loss	4	122	brca
LOC101927588	101927588	124192690.0	124247397.0	gain	72	122	brca
LOC101927588	101927588	124192690.0	124247397.0	loss	4	122	brca
TMEM65	157378	124306188.0	124372700.0	gain	72	122	brca
TMEM65	157378	124306188.0	124372700.0	loss	4	122	brca
TRMT12	55039	124450819.0	124453025.0	gain	72	122	brca
TRMT12	55039	124450819.0	124453025.0	loss	4	122	brca
RNF139-DT	101927612	124462492.0	124474562.0	gain	72	122	brca
RNF139-DT	101927612	124462492.0	124474562.0	loss	4	122	brca
RNF139	11236	124474879.0	124488617.0	gain	72	122	brca
RNF139	11236	124474879.0	124488617.0	loss	4	122	brca
TATDN1	83940	124488493.0	124539087.0	gain	72	122	brca
TATDN1	83940	124488493.0	124539087.0	loss	4	122	brca
MIR6844	102466200	124508514.0	124508575.0	gain	72	122	brca
MIR6844	102466200	124508514.0	124508575.0	loss	4	122	brca
NDUFB9	4715	124539122.0	124549978.0	gain	72	122	brca
NDUFB9	4715	124539122.0	124549978.0	loss	4	122	brca
MTSS1	9788	124550783.0	124728472.0	gain	72	122	brca
MTSS1	9788	124550783.0	124728472.0	loss	4	122	brca
MIR4662B	100616255	124821977.0	124822057.0	gain	72	122	brca
MIR4662B	100616255	124821977.0	124822057.0	loss	4	122	brca
MIR4662A	100616221	124821984.0	124822050.0	gain	72	122	brca
MIR4662A	100616221	124821984.0	124822050.0	loss	4	122	brca
LINC00964	157381	124942007.0	124951094.0	gain	72	122	brca
LINC00964	157381	124942007.0	124951094.0	loss	4	122	brca
ZNF572	137209	124973294.0	124979388.0	gain	72	122	brca
ZNF572	137209	124973294.0	124979388.0	loss	4	122	brca
SQLE-DT	105375744	124996987.0	124998197.0	gain	72	122	brca
SQLE-DT	105375744	124996987.0	124998197.0	loss	4	122	brca
SQLE	6713	124998504.0	125022282.0	gain	72	122	brca
SQLE	6713	124998504.0	125022282.0	loss	4	122	brca
WASHC5	9897	125024259.0	125091791.0	gain	72	122	brca
WASHC5	9897	125024259.0	125091791.0	loss	4	122	brca
NSMCE2	286053	125091859.0	125367119.0	gain	72	122	brca
NSMCE2	286053	125091859.0	125367119.0	loss	4	122	brca
TRIB1	10221	125430357.0	125438402.0	gain	72	122	brca
TRIB1	10221	125430357.0	125438402.0	loss	4	122	brca
LINC00861	100130231	125922522.0	125951196.0	gain	72	122	brca
LINC00861	100130231	125922522.0	125951196.0	loss	4	122	brca
LOC101927657	101927657	126325494.0	126329534.0	gain	72	122	brca
LOC101927657	101927657	126325494.0	126329534.0	loss	4	122	brca
LRATD2	157638	126552442.0	126558477.0	gain	72	122	brca
LRATD2	157638	126552442.0	126558477.0	loss	4	122	brca
PCAT1	100750225	127013153.0	127021013.0	gain	72	122	brca
PCAT1	100750225	127013153.0	127021013.0	loss	4	122	brca
PCAT2	103164619	127072693.0	127082220.0	gain	72	122	brca
PCAT2	103164619	127072693.0	127082220.0	loss	4	122	brca
PRNCR1	101867536	127079873.0	127092594.0	gain	72	122	brca
PRNCR1	101867536	127079873.0	127092594.0	loss	4	122	brca
CASC19	103021165	127187784.0	127197626.0	gain	72	122	brca
CASC19	103021165	127187784.0	127197626.0	loss	4	122	brca
CCAT1	100507056	127207381.0	127219267.0	gain	72	122	brca
CCAT1	100507056	127207381.0	127219267.0	loss	4	122	brca
CASC21	103021164	127244636.0	127392630.0	gain	72	122	brca
CASC21	103021164	127244636.0	127392630.0	loss	4	122	brca
CASC8	727677	127289675.0	127482138.0	gain	72	122	brca
CASC8	727677	127289675.0	127482138.0	loss	4	122	brca
CCAT2	101805488	127400398.0	127402149.0	gain	72	122	brca
CCAT2	101805488	127400398.0	127402149.0	loss	4	122	brca
POU5F1B	5462	127413446.0	127417223.0	gain	72	122	brca
POU5F1B	5462	127413446.0	127417223.0	loss	4	122	brca
CASC11	100270680	127700607.0	127733966.0	gain	72	122	brca
CASC11	100270680	127700607.0	127733966.0	loss	4	122	brca
MYC	4609	127735433.0	127742950.0	gain	72	122	brca
MYC	4609	127735433.0	127742950.0	loss	4	122	brca
PVT1	5820	127794532.0	128101252.0	gain	72	122	brca
PVT1	5820	127794532.0	128101252.0	loss	5	122	brca
MIR1204	100302185	127795961.0	127796027.0	gain	72	122	brca
