,,amplifications,neutral,deletions,average
SSSCA1,ENSG00000173465.7,0.0,109.0,1.0,0.008014536363636365
SST,ENSG00000157005.3,5.0,94.0,11.0,0.007110599999999998
SSTR1,ENSG00000139874.5,0.0,76.0,34.0,-0.11972156363636356
SSTR2,ENSG00000180616.8,2.0,106.0,2.0,0.009740136363636359
SSTR3,ENSG00000278195.1,1.0,106.0,3.0,0.004289263636363635
SSTR4,ENSG00000132671.5,3.0,107.0,0.0,0.04711981818181819
SSTR5,ENSG00000162009.8,8.0,102.0,0.0,0.07801717272727271
SSU72,ENSG00000160075.11,0.0,103.0,7.0,-0.029279890909090906
SSU72P2,ENSG00000284306.1,0.0,108.0,2.0,0.007934454545454543
SSU72P3,ENSG00000284546.1,0.0,108.0,2.0,0.00841562727272727
SSU72P4,ENSG00000283873.1,0.0,107.0,3.0,0.006837963636363636
SSU72P5,ENSG00000284018.1,0.0,108.0,2.0,0.007934454545454543
SSU72P7,ENSG00000284438.1,0.0,108.0,2.0,0.00841562727272727
SSU72P8,ENSG00000230268.3,16.0,92.0,2.0,0.10036207272727274
SSUH2,ENSG00000125046.14,0.0,25.0,85.0,-0.31155588181818195
SSX1,ENSG00000126752.7,2.0,101.0,7.0,-0.0014951000000000038
SSX2,ENSG00000241476.8,1.0,102.0,7.0,-0.008936545454545452
SSX2B,ENSG00000268447.5,1.0,102.0,7.0,-0.007292972727272725
SSX2IP,ENSG00000117155.16,0.0,105.0,5.0,-0.013030190909090916
SSX3,ENSG00000165584.15,2.0,101.0,7.0,-0.0014951000000000038
SSX4,ENSG00000268009.5,2.0,101.0,7.0,-0.0014951000000000038
SSX4B,ENSG00000269791.5,2.0,101.0,7.0,-0.0014951000000000038
SSX5,ENSG00000165583.14,2.0,101.0,7.0,-0.0014951000000000038
SSX7,ENSG00000187754.8,1.0,102.0,7.0,-0.0023461
ST13,ENSG00000100380.13,1.0,106.0,3.0,0.004419172727272728
ST14,ENSG00000149418.10,0.0,106.0,4.0,-0.003040327272727273
ST18,ENSG00000147488.11,3.0,92.0,15.0,-0.020585400000000004
ST20,ENSG00000180953.11,0.0,105.0,5.0,-0.011635963636363638
ST3GAL1,ENSG00000008513.14,4.0,100.0,6.0,0.019545618181818183
ST3GAL2,ENSG00000157350.12,9.0,99.0,2.0,0.06645217272727275
ST3GAL3,ENSG00000126091.19,0.0,106.0,4.0,-0.013741590909090917
ST3GAL4,ENSG00000110080.18,0.0,106.0,4.0,-0.004005154545454546
ST3GAL5,ENSG00000115525.17,3.0,105.0,2.0,0.031053845454545457
ST3GAL6,ENSG00000064225.12,0.0,80.0,30.0,-0.08288939090909088
ST5,ENSG00000166444.18,0.0,108.0,2.0,0.008531281818181819
ST6GAL1,ENSG00000073849.14,5.0,94.0,11.0,0.007110599999999998
ST6GAL2,ENSG00000144057.15,3.0,105.0,2.0,0.03230374545454546
ST6GALNAC1,ENSG00000070526.14,2.0,106.0,2.0,0.01276832727272727
ST6GALNAC2,ENSG00000070731.10,2.0,106.0,2.0,0.01276832727272727
ST6GALNAC3,ENSG00000184005.10,0.0,106.0,4.0,-0.011821436363636369
ST6GALNAC4,ENSG00000136840.18,0.0,92.0,18.0,-0.06812657272727272
ST6GALNAC5,ENSG00000117069.14,0.0,106.0,4.0,-0.011821436363636369
ST6GALNAC6,ENSG00000160408.14,0.0,92.0,18.0,-0.06812657272727272
ST7,ENSG00000004866.20,16.0,92.0,2.0,0.10055025454545456
ST7L,ENSG00000007341.18,0.0,104.0,6.0,-0.014690063636363642
ST8SIA1,ENSG00000111728.10,6.0,104.0,0.0,0.058109900000000006
ST8SIA2,ENSG00000140557.11,0.0,105.0,5.0,-0.01730132727272727
ST8SIA3,ENSG00000177511.5,0.0,96.0,14.0,-0.046531045454545436
ST8SIA4,ENSG00000113532.12,21.0,88.0,1.0,0.12010250909090907
ST8SIA5,ENSG00000101638.13,0.0,96.0,14.0,-0.046488663636363614
ST8SIA6,ENSG00000148488.15,0.0,103.0,7.0,-0.022621454545454556
STAB1,ENSG00000010327.10,0.0,21.0,89.0,-0.3323758545454546
STAB2,ENSG00000136011.14,6.0,103.0,1.0,0.0555596181818182
STAC,ENSG00000144681.10,0.0,22.0,88.0,-0.3230604727272726
STAC2,ENSG00000141750.6,0.0,108.0,2.0,0.0026824636363636345
STAC3,ENSG00000185482.7,6.0,104.0,0.0,0.06402128181818183
STAG1,ENSG00000118007.12,3.0,93.0,14.0,-0.007907718181818185
STAG2,ENSG00000101972.18,2.0,101.0,7.0,-0.0019991909090909077
STAG3,ENSG00000066923.17,15.0,93.0,2.0,0.10660907272727274
STAM,ENSG00000136738.14,0.0,103.0,7.0,-0.022621454545454556
STAM2,ENSG00000115145.9,6.0,102.0,2.0,0.0423558
STAMBP,ENSG00000124356.15,3.0,105.0,2.0,0.03285819090909091
STAMBPL1,ENSG00000138134.11,0.0,100.0,10.0,-0.031466054545454536
STAP1,ENSG00000035720.7,1.0,101.0,8.0,-0.02315076363636363
STAP2,ENSG00000178078.11,0.0,109.0,1.0,0.015813372727272724
STAR,ENSG00000147465.11,0.0,86.0,24.0,-0.09113388181818183
STARD10,ENSG00000214530.8,0.0,109.0,1.0,0.006230145454545457
STARD13,ENSG00000133121.20,0.0,99.0,11.0,-0.02852053636363637
STARD3,ENSG00000131748.15,0.0,108.0,2.0,0.0026824636363636345
STARD3NL,ENSG00000010270.13,15.0,93.0,2.0,0.10662977272727273
STARD4,ENSG00000164211.12,25.0,84.0,1.0,0.1395559090909091
STARD5,ENSG00000172345.13,0.0,105.0,5.0,-0.01154479090909091
STARD6,ENSG00000174448.8,0.0,96.0,14.0,-0.046531045454545436
STARD7,ENSG00000084090.13,3.0,105.0,2.0,0.03262303636363638
STARD8,ENSG00000130052.13,3.0,100.0,7.0,-0.0010030454545454524
STARD9,ENSG00000159433.11,0.0,105.0,5.0,-0.011666909090909094
STAT1,ENSG00000115415.18,6.0,99.0,5.0,0.028716363636363647
STAT2,ENSG00000170581.13,6.0,104.0,0.0,0.060803800000000005
STAT3,ENSG00000168610.14,0.0,108.0,2.0,0.002626345454545453
STAT4,ENSG00000138378.17,6.0,99.0,5.0,0.028716363636363647
STAT5A,ENSG00000126561.16,0.0,108.0,2.0,0.002626345454545453
STAT5B,ENSG00000173757.9,0.0,108.0,2.0,0.002626345454545453
STAT6,ENSG00000166888.11,6.0,104.0,0.0,0.060803800000000005
STATH,ENSG00000126549.9,1.0,101.0,8.0,-0.022664045454545447
STAU1,ENSG00000124214.19,3.0,107.0,0.0,0.05913647272727272
STAU2,ENSG00000040341.17,4.0,96.0,10.0,0.003264154545454541
STBD1,ENSG00000118804.8,0.0,102.0,8.0,-0.024775809090909085
STC1,ENSG00000159167.11,0.0,86.0,24.0,-0.09123416363636362
STC2,ENSG00000113739.10,39.0,71.0,0.0,0.20434987272727267
STEAP1,ENSG00000164647.8,15.0,93.0,2.0,0.1041838363636364
STEAP1B,ENSG00000105889.14,14.0,94.0,2.0,0.10221591818181816
STEAP2,ENSG00000157214.13,15.0,93.0,2.0,0.1041838363636364
STEAP3,ENSG00000115107.19,4.0,104.0,2.0,0.032739409090909104
STEAP4,ENSG00000127954.12,16.0,92.0,2.0,0.10849016363636366
STH,ENSG00000256762.1,1.0,107.0,2.0,0.005324154545454543
STIL,ENSG00000123473.15,0.0,106.0,4.0,-0.013741590909090917
STIM1,ENSG00000167323.11,0.0,109.0,1.0,0.00966472727272727
STIM2,ENSG00000109689.15,0.0,103.0,7.0,-0.022283736363636373
STIP1,ENSG00000168439.16,0.0,109.0,1.0,0.006323863636363638
STK10,ENSG00000072786.12,39.0,71.0,0.0,0.2047239454545454
STK11,ENSG00000118046.14,0.0,108.0,2.0,0.01017816363636364
STK11IP,ENSG00000144589.21,3.0,99.0,8.0,-0.001132063636363637
STK16,ENSG00000115661.13,3.0,99.0,8.0,-0.0009331181818181837
STK17A,ENSG00000164543.5,14.0,94.0,2.0,0.10123182727272732
STK17B,ENSG00000081320.10,4.0,100.0,6.0,0.015391172727272745
STK19,ENSG00000204344.14,0.0,99.0,11.0,-0.051339318181818194
STK24,ENSG00000102572.14,0.0,101.0,9.0,-0.014990299999999996
STK25,ENSG00000115694.14,3.0,98.0,9.0,-0.008857281818181819
STK26,ENSG00000134602.15,2.0,101.0,7.0,0.0008521818181818191
STK3,ENSG00000104375.15,4.0,99.0,7.0,0.017476945454545454
STK31,ENSG00000196335.12,14.0,94.0,2.0,0.10223755454545455
STK32A,ENSG00000169302.14,38.0,72.0,0.0,0.20331709090909084
STK32B,ENSG00000152953.12,1.0,100.0,9.0,-0.027775563636363656
STK32C,ENSG00000165752.16,0.0,96.0,14.0,-0.04814005454545455
STK33,ENSG00000130413.15,0.0,108.0,2.0,0.008531281818181819
STK35,ENSG00000125834.12,3.0,105.0,2.0,0.03927113636363637
STK36,ENSG00000163482.11,3.0,99.0,8.0,-0.0011604454545454557
STK38,ENSG00000112079.8,0.0,98.0,12.0,-0.05294010909090909
STK38L,ENSG00000211455.7,6.0,104.0,0.0,0.05814732727272728
STK39,ENSG00000198648.10,7.0,101.0,2.0,0.04763537272727271
STK4,ENSG00000101109.11,3.0,107.0,0.0,0.059310845454545444
STK40,ENSG00000196182.10,0.0,106.0,4.0,-0.015070700000000008
STKLD1,ENSG00000198870.7,0.0,92.0,18.0,-0.06894649090909091
STMN1,ENSG00000117632.22,0.0,102.0,8.0,-0.031115290909090904
STMN2,ENSG00000104435.13,4.0,97.0,9.0,0.00768274545454545
STMN3,ENSG00000197457.9,3.0,107.0,0.0,0.059591590909090886
STMN4,ENSG00000015592.16,0.0,85.0,25.0,-0.09376359090909091
STMND1,ENSG00000230873.8,0.0,99.0,11.0,-0.05134701818181818
STN1,ENSG00000107960.10,0.0,98.0,12.0,-0.040245899999999994
STOM,ENSG00000148175.12,0.0,92.0,18.0,-0.06739863636363637
STOML1,ENSG00000067221.13,0.0,105.0,5.0,-0.01173399090909091
STOML2,ENSG00000165283.15,0.0,94.0,16.0,-0.05768235454545453
STOML3,ENSG00000133115.11,0.0,99.0,11.0,-0.028083400000000012
STON1,ENSG00000243244.5,3.0,105.0,2.0,0.030833581818181813
STON2,ENSG00000140022.9,0.0,70.0,40.0,-0.13926723636363628
STOX1,ENSG00000165730.14,0.0,99.0,11.0,-0.03528541818181817
STOX2,ENSG00000173320.11,1.0,96.0,13.0,-0.04865638181818182
STPG1,ENSG00000001460.17,0.0,102.0,8.0,-0.03129686363636364
STPG2,ENSG00000163116.9,0.0,102.0,8.0,-0.02829502727272726
STPG3,ENSG00000197768.10,0.0,92.0,18.0,-0.06990477272727273
STRA6,ENSG00000137868.18,0.0,105.0,5.0,-0.01173399090909091
STRA8,ENSG00000146857.3,16.0,92.0,2.0,0.09987700909090912
STRADA,ENSG00000266173.6,2.0,106.0,2.0,0.012198500000000001
STRADB,ENSG00000082146.12,4.0,99.0,7.0,0.00985398181818182
STRAP,ENSG00000023734.10,6.0,104.0,0.0,0.058167936363636374
STRBP,ENSG00000165209.18,0.0,92.0,18.0,-0.06739863636363637
STRC,ENSG00000242866.9,0.0,105.0,5.0,-0.011626172727272729
STRIP1,ENSG00000143093.14,0.0,104.0,6.0,-0.014690063636363642
STRIP2,ENSG00000128578.9,15.0,93.0,2.0,0.09691624545454548
STRN,ENSG00000115808.11,3.0,105.0,2.0,0.03201278181818181
STRN3,ENSG00000196792.11,0.0,78.0,32.0,-0.11251698181818172
STRN4,ENSG00000090372.14,0.0,109.0,1.0,0.014990063636363637
STS,ENSG00000101846.6,2.0,100.0,8.0,-0.00966174545454546
STT3A,ENSG00000134910.12,0.0,106.0,4.0,-0.0030394909090909095
STT3B,ENSG00000163527.9,0.0,22.0,88.0,-0.3228311818181817
STUB1,ENSG00000103266.10,8.0,102.0,0.0,0.07801717272727271
STUM,ENSG00000203685.9,5.0,102.0,3.0,0.01962049090909091
STX10,ENSG00000104915.14,0.0,109.0,1.0,0.014606672727272731
STX11,ENSG00000135604.9,0.0,89.0,21.0,-0.09388440909090912
STX12,ENSG00000117758.13,0.0,101.0,9.0,-0.03350194545454544
STX16,ENSG00000124222.22,3.0,107.0,0.0,0.05914841818181816
STX17,ENSG00000136874.10,0.0,92.0,18.0,-0.06717181818181818
STX18,ENSG00000168818.9,1.0,100.0,9.0,-0.02771202727272729
STX19,ENSG00000178750.2,0.0,79.0,31.0,-0.09530739999999999
STX1A,ENSG00000106089.11,17.0,91.0,2.0,0.11138960909090913
STX1B,ENSG00000099365.10,8.0,102.0,0.0,0.07704834545454546
STX2,ENSG00000111450.13,6.0,104.0,0.0,0.059521890909090894
STX3,ENSG00000166900.15,0.0,109.0,1.0,0.006991945454545457
STX4,ENSG00000103496.14,8.0,102.0,0.0,0.07704834545454546
STX5,ENSG00000162236.11,0.0,109.0,1.0,0.008053454545454546
STX6,ENSG00000135823.13,4.0,104.0,2.0,0.022150972727272747
STX7,ENSG00000079950.13,0.0,90.0,20.0,-0.08850495454545461
STX8,ENSG00000170310.14,0.0,105.0,5.0,-0.019955218181818172
STXBP1,ENSG00000136854.19,0.0,92.0,18.0,-0.06812657272727272
STXBP2,ENSG00000076944.15,0.0,108.0,2.0,0.008701854545454546
STXBP3,ENSG00000116266.10,0.0,104.0,6.0,-0.014538609090909097
STXBP4,ENSG00000166263.13,1.0,107.0,2.0,0.00547813636363636
STXBP5,ENSG00000164506.14,0.0,88.0,22.0,-0.0967405272727273
STXBP5L,ENSG00000145087.12,0.0,89.0,21.0,-0.04556586363636363
STXBP6,ENSG00000168952.15,0.0,80.0,30.0,-0.10639986363636353
STYK1,ENSG00000060140.8,6.0,104.0,0.0,0.057836863636363645
STYX,ENSG00000198252.11,0.0,75.0,35.0,-0.12494332727272726
STYXL1,ENSG00000127952.16,17.0,92.0,1.0,0.11109093636363643
SUB1,ENSG00000113387.11,10.0,98.0,2.0,0.08026073636363637
SUCLA2,ENSG00000136143.14,0.0,98.0,12.0,-0.030161663636363644
SUCLG1,ENSG00000163541.11,3.0,105.0,2.0,0.031123400000000002
SUCLG2,ENSG00000172340.14,0.0,33.0,77.0,-0.281204
SUCNR1,ENSG00000198829.6,2.0,97.0,11.0,0.001577745454545454
SUCO,ENSG00000094975.13,3.0,104.0,3.0,0.016304654545454548
SUDS3,ENSG00000111707.11,6.0,104.0,0.0,0.05964804545454545
SUFU,ENSG00000107882.11,0.0,99.0,11.0,-0.036385999999999995
SUGCT,ENSG00000175600.15,15.0,93.0,2.0,0.10705306363636366
SUGP1,ENSG00000105705.15,0.0,109.0,1.0,0.014397654545454545
SUGP2,ENSG00000064607.16,0.0,109.0,1.0,0.014397654545454545
SUGT1,ENSG00000165416.14,0.0,98.0,12.0,-0.02868046363636364
SULF1,ENSG00000137573.13,4.0,96.0,10.0,0.0033105272727272624
SULF2,ENSG00000196562.14,3.0,107.0,0.0,0.05916879999999999
SULT1A1,ENSG00000196502.11,7.0,103.0,0.0,0.0759042909090909
SULT1A2,ENSG00000197165.10,8.0,102.0,0.0,0.07705121818181819
SULT1A3,ENSG00000261052.5,8.0,102.0,0.0,0.07579948181818182
SULT1A4,ENSG00000213648.10,8.0,102.0,0.0,0.07589785454545452
SULT1B1,ENSG00000173597.8,1.0,101.0,8.0,-0.022664045454545447
SULT1C2,ENSG00000198203.9,3.0,105.0,2.0,0.03230374545454546
SULT1C3,ENSG00000196228.3,3.0,105.0,2.0,0.03230374545454546
SULT1C4,ENSG00000198075.9,3.0,105.0,2.0,0.03230374545454546
SULT1E1,ENSG00000109193.10,1.0,101.0,8.0,-0.022664045454545447
SULT2A1,ENSG00000105398.3,0.0,109.0,1.0,0.014990063636363637
SULT2B1,ENSG00000088002.11,0.0,110.0,0.0,0.020234400000000003
SULT4A1,ENSG00000130540.13,2.0,105.0,3.0,0.00749131818181818
SULT6B1,ENSG00000138068.10,3.0,105.0,2.0,0.03201278181818181
SUMF1,ENSG00000144455.13,0.0,25.0,85.0,-0.31114214545454555
SUMF2,ENSG00000129103.17,14.0,94.0,2.0,0.10152330909090915
SUMO1,ENSG00000116030.16,4.0,100.0,6.0,0.013580554545454553
SUMO2,ENSG00000188612.11,2.0,106.0,2.0,0.013037472727272728
SUMO3,ENSG00000184900.15,3.0,105.0,2.0,0.013814763636363638
SUMO4,ENSG00000177688.6,0.0,88.0,22.0,-0.09669589090909095
SUN1,ENSG00000164828.17,15.0,93.0,2.0,0.10637838181818182
SUN2,ENSG00000100242.15,1.0,106.0,3.0,0.004419172727272728
SUN3,ENSG00000164744.12,14.0,94.0,2.0,0.10251849090909097
SUN5,ENSG00000167098.11,3.0,107.0,0.0,0.05225916363636361
SUOX,ENSG00000139531.12,6.0,104.0,0.0,0.060803800000000005
SUPT16H,ENSG00000092201.9,0.0,81.0,29.0,-0.10266125454545448
SUPT20H,ENSG00000102710.19,0.0,99.0,11.0,-0.028222027272727282
SUPT3H,ENSG00000196284.15,0.0,98.0,12.0,-0.05268955454545454
SUPT4H1,ENSG00000213246.6,1.0,107.0,2.0,0.004434863636363633
SUPT5H,ENSG00000196235.13,0.0,110.0,0.0,0.020455154545454546
SUPT6H,ENSG00000109111.14,0.0,108.0,2.0,0.002875581818181818
SUPT7L,ENSG00000119760.15,3.0,105.0,2.0,0.03129782727272727
SUPV3L1,ENSG00000156502.13,0.0,99.0,11.0,-0.03528541818181817
SURF1,ENSG00000148290.9,0.0,92.0,18.0,-0.06894649090909091
SURF2,ENSG00000148291.9,0.0,92.0,18.0,-0.06894649090909091
SURF4,ENSG00000148248.13,0.0,92.0,18.0,-0.06894649090909091
SURF6,ENSG00000148296.6,0.0,92.0,18.0,-0.06894649090909091
SUSD1,ENSG00000106868.16,0.0,92.0,18.0,-0.06468482727272727
SUSD2,ENSG00000099994.10,1.0,106.0,3.0,0.0042589454545454535
SUSD3,ENSG00000157303.10,0.0,92.0,18.0,-0.06734511818181818
SUSD4,ENSG00000143502.14,5.0,103.0,2.0,0.022645554545454555
SUSD5,ENSG00000173705.8,0.0,22.0,88.0,-0.3227913363636362
SUSD6,ENSG00000100647.7,0.0,71.0,39.0,-0.1384116636363636
SUV39H1,ENSG00000101945.16,2.0,101.0,7.0,-0.0011746727272727308
SUV39H2,ENSG00000152455.15,0.0,103.0,7.0,-0.02257607272727273
SUZ12,ENSG00000178691.10,0.0,108.0,2.0,0.002530290909090908
SV2A,ENSG00000159164.9,3.0,104.0,3.0,0.014326127272727278
SV2B,ENSG00000185518.11,0.0,105.0,5.0,-0.01730132727272727
SV2C,ENSG00000122012.13,13.0,95.0,2.0,0.08429265454545454
SVBP,ENSG00000177868.11,0.0,105.0,5.0,-0.016773018181818193
SVEP1,ENSG00000165124.17,0.0,92.0,18.0,-0.06468482727272727
SVIL,ENSG00000197321.14,0.0,104.0,6.0,-0.01896648181818183
SVIP,ENSG00000198168.8,0.0,108.0,2.0,0.005017799999999999
SVOP,ENSG00000166111.9,6.0,104.0,0.0,0.05969479090909089
SVOPL,ENSG00000157703.15,16.0,92.0,2.0,0.09911072727272728
SWAP70,ENSG00000133789.14,0.0,108.0,2.0,0.008397345454545454
SWI5,ENSG00000175854.11,0.0,92.0,18.0,-0.06812657272727272
SWSAP1,ENSG00000173928.2,0.0,109.0,1.0,0.015489936363636363
SWT1,ENSG00000116668.12,4.0,104.0,2.0,0.022150972727272747
SYAP1,ENSG00000169895.5,2.0,101.0,7.0,0.0001569545454545466
SYBU,ENSG00000147642.16,4.0,97.0,9.0,0.007251572727272735
SYCE1,ENSG00000171772.15,0.0,97.0,13.0,-0.044281954545454534
SYCE1L,ENSG00000205078.5,9.0,98.0,3.0,0.06317638181818183
SYCE2,ENSG00000161860.7,0.0,109.0,1.0,0.014606672727272731
SYCE3,ENSG00000217442.3,2.0,105.0,3.0,0.008366963636363637
SYCN,ENSG00000179751.6,0.0,110.0,0.0,0.020455154545454546
SYCP1,ENSG00000198765.11,0.0,104.0,6.0,-0.014690063636363642
SYCP2,ENSG00000196074.12,3.0,107.0,0.0,0.05878553636363634
SYCP2L,ENSG00000153157.12,0.0,99.0,11.0,-0.051338154545454553
SYCP3,ENSG00000139351.14,6.0,104.0,0.0,0.06033213636363636
SYDE1,ENSG00000105137.12,0.0,109.0,1.0,0.014310999999999999
SYDE2,ENSG00000097096.8,0.0,104.0,6.0,-0.015340109090909099
SYF2,ENSG00000117614.9,0.0,102.0,8.0,-0.031658318181818176
SYK,ENSG00000165025.14,0.0,92.0,18.0,-0.06734511818181818
SYMPK,ENSG00000125755.18,0.0,109.0,1.0,0.014990063636363637
SYN1,ENSG00000008056.13,2.0,101.0,7.0,-0.0021696000000000007
SYN2,ENSG00000157152.16,0.0,23.0,87.0,-0.32025498181818185
SYN3,ENSG00000185666.14,1.0,106.0,3.0,0.004437890909090911
SYNC,ENSG00000162520.14,0.0,103.0,7.0,-0.025711309090909094
SYNCRIP,ENSG00000135316.17,0.0,93.0,17.0,-0.07372984545454546
SYNDIG1,ENSG00000101463.5,3.0,107.0,0.0,0.04711981818181819
SYNDIG1L,ENSG00000183379.8,0.0,71.0,39.0,-0.13855561818181814
SYNE1,ENSG00000131018.22,0.0,88.0,22.0,-0.09686969090909094
SYNE2,ENSG00000054654.16,0.0,71.0,39.0,-0.13832379999999994
SYNE3,ENSG00000176438.12,0.0,71.0,39.0,-0.137626409090909
SYNE4,ENSG00000181392.14,0.0,109.0,1.0,0.015336709090909091
SYNGAP1,ENSG00000197283.14,0.0,99.0,11.0,-0.050860981818181814
SYNGR1,ENSG00000100321.14,1.0,106.0,3.0,0.004419172727272728
SYNGR2,ENSG00000108639.7,2.0,106.0,2.0,0.010684554545454545
SYNGR3,ENSG00000127561.14,8.0,102.0,0.0,0.07706532727272727
SYNGR4,ENSG00000105467.8,0.0,109.0,1.0,0.014999536363636365
SYNJ1,ENSG00000159082.17,3.0,105.0,2.0,0.014016590909090907
SYNJ2,ENSG00000078269.14,0.0,88.0,22.0,-0.09681285454545457
SYNJ2BP,ENSG00000213463.4,0.0,71.0,39.0,-0.1384116636363636
SYNM,ENSG00000182253.14,0.0,105.0,5.0,-0.017457972727272727
SYNPO,ENSG00000171992.12,38.0,72.0,0.0,0.20331904545454535
SYNPO2,ENSG00000172403.10,0.0,100.0,10.0,-0.034791809090909065
SYNPO2L,ENSG00000166317.11,0.0,99.0,11.0,-0.03528541818181817
SYNPR,ENSG00000163630.10,0.0,28.0,82.0,-0.2985681181818182
SYNRG,ENSG00000275066.4,0.0,108.0,2.0,0.002744772727272725
SYP,ENSG00000102003.10,2.0,101.0,7.0,-0.0003982909090909114
SYPL1,ENSG00000008282.8,15.0,92.0,3.0,0.10004142727272727
SYPL2,ENSG00000143028.8,0.0,104.0,6.0,-0.014690063636363642
SYS1,ENSG00000204070.9,3.0,107.0,0.0,0.059310845454545444
SYT1,ENSG00000067715.13,6.0,104.0,0.0,0.06310306363636362
SYT10,ENSG00000110975.8,6.0,104.0,0.0,0.0589427090909091
SYT11,ENSG00000132718.8,3.0,104.0,3.0,0.017411436363636366
SYT12,ENSG00000173227.13,0.0,109.0,1.0,0.006337154545454547
SYT13,ENSG00000019505.7,0.0,107.0,3.0,0.004385481818181819
SYT14,ENSG00000143469.18,5.0,103.0,2.0,0.02545550909090911
SYT15,ENSG00000204176.13,0.0,103.0,7.0,-0.02919682727272727
SYT16,ENSG00000139973.16,0.0,71.0,39.0,-0.1384614727272727
SYT17,ENSG00000103528.16,8.0,102.0,0.0,0.07639650909090909
SYT2,ENSG00000143858.11,5.0,103.0,2.0,0.025558900000000023
SYT3,ENSG00000213023.10,0.0,110.0,0.0,0.020234400000000003
SYT4,ENSG00000132872.11,0.0,96.0,14.0,-0.046488663636363614
SYT5,ENSG00000129990.14,0.0,109.0,1.0,0.014778663636363635
SYT6,ENSG00000134207.14,0.0,104.0,6.0,-0.014690063636363642
SYT7,ENSG00000011347.9,0.0,109.0,1.0,0.006991945454545457
SYT8,ENSG00000149043.16,0.0,109.0,1.0,0.008940654545454545
SYT9,ENSG00000170743.16,0.0,108.0,2.0,0.008323718181818183
SYTL1,ENSG00000142765.17,0.0,101.0,9.0,-0.033471081818181814
SYTL2,ENSG00000137501.17,0.0,107.0,3.0,0.00045196363636363783
SYTL3,ENSG00000164674.15,0.0,88.0,22.0,-0.09681285454545457
SYTL4,ENSG00000102362.15,3.0,100.0,7.0,0.00027670909090909366
SYTL5,ENSG00000147041.11,3.0,100.0,7.0,0.003043472727272725
SYVN1,ENSG00000162298.18,0.0,109.0,1.0,0.008014536363636365
SZRD1,ENSG00000055070.16,0.0,102.0,8.0,-0.03079869090909091
SZT2,ENSG00000198198.15,0.0,106.0,4.0,-0.013741590909090917
T,ENSG00000164458.9,0.0,88.0,22.0,-0.0952788363636364
TAAR1,ENSG00000146399.1,0.0,90.0,20.0,-0.08850495454545461
TAAR2,ENSG00000146378.6,0.0,90.0,20.0,-0.08850495454545461
TAAR5,ENSG00000135569.4,0.0,90.0,20.0,-0.08850495454545461
TAAR6,ENSG00000146383.7,0.0,90.0,20.0,-0.08850495454545461
TAAR8,ENSG00000146385.1,0.0,90.0,20.0,-0.08850495454545461
TAAR9,ENSG00000237110.2,0.0,90.0,20.0,-0.08850495454545461
TAB1,ENSG00000100324.13,1.0,106.0,3.0,0.004419172727272728
TAB2,ENSG00000055208.18,0.0,88.0,22.0,-0.09669589090909095
TAB3,ENSG00000157625.15,2.0,101.0,7.0,0.0005662363636363618
TAC1,ENSG00000006128.11,14.0,94.0,2.0,0.10061675454545459
TAC3,ENSG00000166863.11,6.0,104.0,0.0,0.060803800000000005
TAC4,ENSG00000176358.15,1.0,107.0,2.0,0.005695036363636361
TACC1,ENSG00000147526.19,0.0,86.0,24.0,-0.09113388181818183
TACC2,ENSG00000138162.18,0.0,97.0,13.0,-0.043750027272727275
TACC3,ENSG00000013810.18,1.0,100.0,9.0,-0.02846480000000001
TACO1,ENSG00000136463.7,2.0,106.0,2.0,0.012198500000000001
TACR1,ENSG00000115353.10,3.0,105.0,2.0,0.03076884545454546
TACR2,ENSG00000075073.14,0.0,99.0,11.0,-0.03528541818181817
TACR3,ENSG00000169836.4,0.0,101.0,9.0,-0.030144999999999984
TACSTD2,ENSG00000184292.6,0.0,106.0,4.0,-0.013752218181818189
TADA1,ENSG00000152382.5,3.0,104.0,3.0,0.014821945454545444
TADA2A,ENSG00000276234.4,0.0,108.0,2.0,0.002744772727272725
TADA2B,ENSG00000173011.11,1.0,101.0,8.0,-0.021674372727272725
TADA3,ENSG00000171148.13,0.0,23.0,87.0,-0.3203782181818183
TAF1,ENSG00000147133.15,3.0,100.0,7.0,-0.0010060545454545421
TAF10,ENSG00000166337.9,0.0,108.0,2.0,0.008178027272727272
TAF11,ENSG00000064995.16,0.0,98.0,12.0,-0.05294010909090909
TAF12,ENSG00000120656.11,0.0,102.0,8.0,-0.028950536363636353
TAF13,ENSG00000197780.9,0.0,104.0,6.0,-0.015736127272727277
TAF15,ENSG00000270647.5,0.0,108.0,2.0,0.001404990909090909
TAF1A,ENSG00000143498.17,5.0,103.0,2.0,0.022645554545454555
TAF1B,ENSG00000115750.16,3.0,104.0,3.0,0.02666538181818182
TAF1C,ENSG00000103168.16,9.0,98.0,3.0,0.060290790909090924
TAF1D,ENSG00000166012.16,0.0,106.0,4.0,-0.002956627272727274
TAF1L,ENSG00000122728.6,0.0,94.0,16.0,-0.05695944545454543
TAF2,ENSG00000064313.11,4.0,99.0,7.0,0.014404627272727268
TAF3,ENSG00000165632.7,0.0,103.0,7.0,-0.022657509090909102
TAF4,ENSG00000130699.18,3.0,107.0,0.0,0.05997199999999998
TAF4B,ENSG00000141384.12,0.0,96.0,14.0,-0.0464378727272727
TAF5,ENSG00000148835.10,0.0,98.0,12.0,-0.04188241818181819
