,index,gain,neutral,loss,chromo,location
4830,DFFA,11,53,44,1.0,10464525.5
4831,DFFB,14,55,39,1.0,3871348.0
4832,DFNA5,53,39,16,,
4833,DFNB59,43,60,5,,
4834,DGAT1,71,28,9,8.0,144320747.0
4835,DGAT2,31,59,18,11.0,75780523.5
4836,DGAT2L6,5,18,85,,
4837,DGCR10,58,39,11,22.0,19023303.0
4838,DGCR11,58,39,11,22.0,19047268.5
4839,DGCR14,58,39,11,,
4840,DGCR2,58,39,11,22.0,19079368.0
4841,DGCR5,58,39,11,22.0,18982571.0
4842,DGCR6,58,39,11,22.0,18910133.0
4843,DGCR6L,58,39,11,22.0,20317159.0
4844,DGCR8,58,39,11,22.0,20096054.5
4845,DGCR9,58,39,11,22.0,19000883.5
4846,DGKA,39,60,9,12.0,55940673.0
4847,DGKB,56,37,15,7.0,14559913.0
4848,DGKD,17,61,30,2.0,233413305.5
4849,DGKE,48,51,9,17.0,56851837.0
4850,DGKG,98,9,1,3.0,186233951.0
4851,DGKH,8,28,72,13.0,42148307.0
4852,DGKI,38,55,15,7.0,137614064.5
4853,DGKK,3,17,88,,
4854,DGKQ,11,36,61,4.0,972891.0
4855,DGKZ,23,62,23,11.0,46356729.5
4856,DGUOK,63,41,4,2.0,73942893.5
4857,DGUOK-AS1,63,41,4,2.0,73964381.5
4858,DHCR24,7,65,36,1.0,54868411.0
4859,DHCR7,36,57,15,11.0,71440530.5
4860,DHDDS,10,57,41,1.0,26451794.0
4861,DHDH,34,47,27,19.0,48939334.0
4862,DHFR,6,24,78,5.0,80640604.5
4863,DHFR2,66,31,11,3.0,94055612.5
4864,DHFRP3,64,40,4,2.0,82857105.0
4865,DHH,41,59,8,12.0,49090728.5
4866,DHODH,27,48,33,16.0,72018126.0
4867,DHPS,24,47,37,19.0,12678798.5
4868,DHRS1,32,41,35,14.0,24295189.0
4869,DHRS11,42,51,15,17.0,36596341.5
4870,DHRS12,5,31,72,13.0,51786077.5
4871,DHRS13,46,42,20,17.0,28900430.0
4872,DHRS2,31,42,35,14.0,23637877.0
4873,DHRS3,13,55,40,1.0,12593060.0
4874,DHRS4,31,42,35,14.0,23961506.5
4875,DHRS4-AS1,31,42,35,14.0,23995387.0
4876,DHRS4L1,31,42,35,14.0,24043740.5
4877,DHRS4L2,31,42,35,14.0,23988141.0
4878,DHRS7,29,45,34,14.0,60156987.5
4879,DHRS7B,25,24,59,17.0,21158314.5
4880,DHRS7C,13,28,67,17.0,9781365.5
4881,DHRS9,39,62,7,2.0,169080478.0
4882,DHRSX|chrX,8,11,89,,
4883,DHRSX|chrY,1,6,101,,
4884,DHTKD1,29,50,29,10.0,12096087.5
4885,DHX15,7,38,63,4.0,24550997.5
4886,DHX16,33,53,22,6.0,30663062.5
4887,DHX29,11,25,72,5.0,55281874.5
4888,DHX30,2,17,89,3.0,47826552.0
4889,DHX32,12,59,37,10.0,125866386.5
4890,DHX33,13,29,66,17.0,5454949.5
4891,DHX34,35,47,26,19.0,47366009.5
4892,DHX35,53,44,11,20.0,39001011.0
4893,DHX36,93,15,0,3.0,154298516.5
4894,DHX37,28,64,16,12.0,124967978.0
4895,DHX38,27,48,33,16.0,72103262.5
4896,DHX40,51,50,7,17.0,59586951.5
4897,DHX57,67,40,1,2.0,38836831.5
4898,DHX58,44,51,13,17.0,42107059.0
4899,DHX8,46,52,10,17.0,43547101.5
4900,DHX9,57,44,7,1.0,182863664.5
4901,DIABLO,26,67,15,12.0,122217562.0
4902,DIAPH1,7,30,71,5.0,141567035.5
4903,DIAPH2,7,13,88,,
4904,DIAPH2-AS1,7,16,85,,
4905,DIAPH3,9,28,71,13.0,59914755.5
4906,DIAPH3-AS1,8,29,71,13.0,60028545.5
4907,DIAPH3-AS2,9,28,71,13.0,60149163.0
4908,DICER1,32,41,35,14.0,95122119.0
4909,DICER1-AS1,32,41,35,14.0,95169560.0
4910,DIDO1,48,45,15,20.0,62907845.0
4911,DIEXF,51,50,7,,
4912,DIMT1,5,24,79,5.0,62375611.5
4913,DIO1,7,67,34,1.0,53901162.5
4914,DIO2,28,45,35,14.0,80292642.0
4915,DIO2-AS1,28,45,35,14.0,80333444.0
4916,DIO3,35,37,36,14.0,101562401.5
4917,DIO3OS,35,37,36,14.0,101556326.0
4918,DIP2A,9,52,47,21.0,46514453.0
4919,DIP2A-IT1,9,52,47,21.0,46465888.5
4920,DIP2B,39,61,8,12.0,50626821.0
4921,DIP2C,26,47,35,10.0,481929.0
4922,DIRAS1,15,54,39,19.0,2717969.5
4923,DIRAS2,18,36,54,9.0,90626347.0
4924,DIRAS3,5,60,43,1.0,68048758.5
4925,DIRC1,40,58,10,2.0,188761921.0
4926,DIRC2,68,35,5,,
4927,DIRC3,20,61,27,2.0,217520306.0
4928,DIRC3-AS1,19,62,27,2.0,217298909.5
4929,DIS3,12,33,63,13.0,72767132.5
4930,DIS3L,22,61,25,15.0,66313557.5
4931,DIS3L2,18,60,30,2.0,232152797.5
4932,DISC1,51,47,10,1.0,231834043.5
4933,DISC1-IT1,51,47,10,1.0,231935533.5
4934,DISC1FP1,26,59,23,11.0,90583128.0
4935,DISC2,51,47,10,,
4936,DISP1,51,47,10,1.0,222939133.0
4937,DISP2,15,59,34,15.0,40368420.0
4938,DISP3,13,54,41,1.0,11508353.0
4939,DIXDC1,22,56,30,11.0,111974898.5
4940,DKC1,11,14,83,,
4941,DKFZP434A062,30,32,46,,
4942,DKFZP434H168,19,52,37,,
4943,DKFZP434I0714,3,41,64,,
4944,DKFZP434K028,29,67,12,,
4945,DKFZP434L187,21,55,32,,
4946,DKFZP586I1420,52,39,17,,
4947,DKFZp434L192,57,39,12,,
4948,DKFZp451B082,18,60,30,,
4949,DKFZp686K1684,23,58,27,,
4950,DKFZp779M0652,22,62,24,,
4951,DKK1,15,51,42,10.0,52316161.5
4952,DKK2,3,48,57,4.0,107102804.0
4953,DKK3,22,53,33,11.0,11982988.0
4954,DKK4,53,36,19,8.0,42375646.0
4955,DKKL1,35,48,25,19.0,49368449.5
4956,DLAT,22,56,30,11.0,112044602.0
4957,DLC1,11,22,75,8.0,13343985.5
4958,DLD,50,51,7,7.0,107911446.0
4959,DLEC1,5,20,83,3.0,38081615.0
4960,DLEU1,5,30,73,13.0,50494512.5
4961,DLEU1-AS1,5,30,73,,
4962,DLEU2,5,30,73,13.0,50041195.0
4963,DLEU2L,7,62,39,1.0,63548859.0
4964,DLEU7,5,30,73,13.0,50681651.5
4965,DLEU7-AS1,5,30,73,,
4966,DLG1,96,12,0,3.0,197170945.0
4967,DLG1-AS1,96,12,0,3.0,197301003.5
4968,DLG2,26,58,24,11.0,84541467.0
4969,DLG3,5,17,86,,
4970,DLG3-AS1,5,17,86,,
4971,DLG4,14,29,65,17.0,7204865.5
4972,DLG5,12,50,46,10.0,77858773.0
4973,DLG5-AS1,12,50,46,10.0,77928598.0
4974,DLGAP1,37,53,18,18.0,3975669.5
4975,DLGAP1-AS1,37,53,18,18.0,3596047.5
4976,DLGAP1-AS2,37,53,18,18.0,3605668.0
4977,DLGAP1-AS3,37,53,18,18.0,3887563.5
4978,DLGAP1-AS4,37,53,18,18.0,3993251.5
4979,DLGAP1-AS5,36,53,19,18.0,4280003.5
4980,DLGAP2,12,25,71,8.0,1223035.0
4981,DLGAP2-AS1,12,25,71,8.0,1593963.0
4982,DLGAP3,14,64,30,1.0,34897543.0
4983,DLGAP4,57,41,10,20.0,36417486.5
4984,DLGAP4-AS1,57,41,10,20.0,36540546.5
4985,DLGAP5,30,44,34,14.0,55169860.0
4986,DLK1,32,41,35,14.0,100731964.5
4987,DLK2,42,52,14,6.0,43453492.0
4988,DLL1,18,63,27,6.0,170294385.5
4989,DLL3,57,37,14,19.0,39503688.0
4990,DLL4,15,59,34,15.0,40934206.5
4991,DLST,31,44,33,14.0,74892817.0
4992,DLSTP1,6,57,45,1.0,75744099.5
4993,DLX1,45,59,4,2.0,172087208.5
4994,DLX2,45,59,4,2.0,172101169.0
4995,DLX2-AS1,45,59,4,,
4996,DLX3,49,53,6,17.0,49992614.5
4997,DLX4,49,53,6,17.0,49971964.5
4998,DLX5,55,49,4,7.0,97022673.0
4999,DLX6,55,49,4,7.0,97008296.5
5000,DLX6-AS1,55,49,4,7.0,96984614.5
5001,DMAP1,15,66,27,1.0,44217068.0
5002,DMBT1,14,57,37,10.0,122602202.5
5003,DMBT1P1,12,58,38,10.0,122778148.5
5004,DMBX1,13,66,29,1.0,46503026.0
5005,DMC1,53,41,14,22.0,38544576.0
5006,DMD,4,11,93,,
5007,DMGDH,3,23,82,5.0,79116801.0
5008,DMKN,58,42,8,19.0,35505439.0
5009,DMP1,7,47,54,4.0,87657320.5
5010,DMPK,40,45,23,19.0,45776134.5
5011,DMRT1,16,20,72,9.0,905390.0
5012,DMRT2,16,20,72,9.0,1053705.0
5013,DMRT3,16,20,72,9.0,984193.5
5014,DMRTA1,6,18,84,9.0,22451282.0
5015,DMRTA2,8,67,33,1.0,50420496.5
5016,DMRTB1,6,67,35,1.0,53463443.5
5017,DMRTC1,8,19,81,,
5018,DMRTC2,44,43,21,19.0,41848538.0
5019,DMTF1,53,51,4,7.0,87174349.0
5020,DMTN,12,22,74,8.0,22065761.0
5021,DMWD,39,46,23,19.0,45787896.0
5022,DMXL1,6,27,75,5.0,119143455.0
5023,DMXL2,21,57,30,15.0,51535272.0
5024,DNA2,10,53,45,10.0,68443092.5
5025,DNAAF1,19,42,47,16.0,84162027.0
5026,DNAAF2,35,40,33,14.0,49630202.0
5027,DNAAF3,40,46,22,19.0,55162691.5
5028,DNAAF5,54,41,13,7.0,756587.0
5029,DNAH1,3,15,90,3.0,52358405.0
5030,DNAH10,26,66,16,12.0,123848954.0
5031,DNAH11,54,37,17,7.0,21722439.0
5032,DNAH12,3,14,91,3.0,57419021.5
5033,DNAH14,52,46,10,1.0,225147777.0
5034,DNAH17,57,43,8,17.0,78500546.5
5035,DNAH17-AS1,57,43,8,17.0,78493969.0
5036,DNAH2,13,29,66,17.0,7775549.0
5037,DNAH3,25,60,23,16.0,21046276.0
5038,DNAH5,93,14,1,5.0,13817437.0
5039,DNAH6,66,39,3,2.0,84668022.0
5040,DNAH7,37,61,10,2.0,195903270.0
5041,DNAH8,39,49,20,6.0,38873051.5
5042,DNAH9,14,26,68,17.0,11784109.0
5043,DNAI1,29,23,56,9.0,34489201.0
5044,DNAI2,60,43,5,17.0,74294559.0
5045,DNAJA1,28,24,56,9.0,33032590.0
5046,DNAJA1P5,5,48,55,1.0,101893576.0
5047,DNAJA2,18,52,38,16.0,46964518.0
5048,DNAJA3,20,63,25,16.0,4441290.0
5049,DNAJA4,27,58,23,15.0,78273141.0
5050,DNAJB1,25,48,35,19.0,14522269.5
5051,DNAJB11,98,9,1,3.0,186576601.5
5052,DNAJB12,11,52,45,10.0,72343989.5
5053,DNAJB13,36,59,13,11.0,73960342.5
5054,DNAJB14,5,44,59,4.0,99921433.0
5055,DNAJB2,20,59,29,2.0,219283083.5
5056,DNAJB3,18,61,29,2.0,233743382.5
5057,DNAJB4,5,57,46,1.0,77998569.5
5058,DNAJB5,26,25,57,9.0,34994270.5
5059,DNAJB5-AS1,26,25,57,,
5060,DNAJB6,33,55,20,7.0,157376410.0
5061,DNAJB7,49,45,14,22.0,40860831.0
5062,DNAJB8,69,33,6,3.0,128464843.5
5063,DNAJB8-AS1,69,33,6,3.0,128467955.5
5064,DNAJB9,50,51,7,7.0,108572358.5
5065,DNAJC1,27,46,35,10.0,21880158.5
5066,DNAJC10,42,59,7,2.0,182755252.5
5067,DNAJC11,12,54,42,1.0,6668046.0
5068,DNAJC12,10,53,45,10.0,67817428.5
5069,DNAJC13,73,30,5,3.0,132478267.0
5070,DNAJC14,39,60,9,12.0,55825892.0
5071,DNAJC15,8,28,72,13.0,43068708.0
5072,DNAJC16,13,53,42,1.0,15559596.0
5073,DNAJC17,16,58,34,15.0,40786319.5
5074,DNAJC18,8,29,71,5.0,139426539.5
5075,DNAJC19,99,8,1,3.0,180986741.5
5076,DNAJC2,49,53,6,7.0,103328559.5
5077,DNAJC21,90,18,0,5.0,34944261.5
5078,DNAJC22,41,59,8,12.0,49352217.0
5079,DNAJC24,23,58,27,11.0,31401337.5
5080,DNAJC25,19,35,54,9.0,111642842.5
5081,DNAJC25-GNG10,19,35,54,9.0,111650807.5
5082,DNAJC27,66,40,2,2.0,24957865.0
5083,DNAJC27-AS1,66,40,2,2.0,25005553.0
5084,DNAJC28,9,61,38,21.0,33488625.0
5085,DNAJC3,10,40,58,13.0,95736063.5
5086,DNAJC3-AS1,10,40,58,,
5087,DNAJC30,46,51,11,7.0,73682185.5
5088,DNAJC4,43,52,13,11.0,64232282.0
5089,DNAJC5,57,39,12,20.0,63915578.5
5090,DNAJC5B,56,40,12,8.0,66061399.0
5091,DNAJC5G,67,41,0,2.0,27278466.0
5092,DNAJC6,6,61,41,1.0,65332045.0
5093,DNAJC7,44,51,13,17.0,41998905.5
5094,DNAJC8,10,59,39,1.0,28216242.5
5095,DNAJC9,12,51,45,10.0,73215308.5
5096,DNAJC9-AS1,12,51,45,10.0,73262172.0
5097,DNAL1,29,45,34,14.0,73674303.5
5098,DNAL4,51,43,14,22.0,38786353.0
5099,DNALI1,15,64,29,1.0,37561888.0
5100,DNASE1,18,65,25,16.0,3645935.5
5101,DNASE1L1,11,15,82,,
5102,DNASE1L2,29,57,22,16.0,2237263.5
5103,DNASE1L3,3,14,91,3.0,58203477.0
5104,DNASE2,22,47,39,19.0,12878337.5
5105,DNASE2B,5,58,45,1.0,84406775.0
5106,DND1,7,30,71,5.0,140672185.0
5107,DNER,19,59,30,2.0,229536092.0
5108,DNHD1,15,54,39,11.0,6545509.0
5109,DNLZ,31,36,41,9.0,136361612.0
5110,DNM1,18,38,52,9.0,128223451.5
5111,DNM1L,62,42,4,12.0,32712425.0
5112,DNM1P35,25,61,22,15.0,75733146.5
5113,DNM1P41,29,57,22,15.0,84168221.5
5114,DNM1P46,33,54,21,15.0,99798541.5
5115,DNM2,20,49,39,19.0,10775783.5
5116,DNM3,57,46,5,1.0,172129982.0
5117,DNM3-IT1,56,47,5,1.0,171864437.0
5118,DNM3OS,56,47,5,1.0,172141618.5
5119,DNMBP,5,58,45,10.0,99942762.0
5120,DNMBP-AS1,5,58,45,10.0,99943030.0
5121,DNMT1,19,50,39,19.0,10182315.5
5122,DNMT3A,66,40,2,2.0,25285222.5
5123,DNMT3B,70,36,2,20.0,32785870.5
5124,DNMT3L,13,47,48,21.0,44254277.5
5125,DNPEP,20,57,31,2.0,219386774.5
5126,DNPH1,42,52,14,6.0,43227556.5
5127,DNTT,6,54,48,10.0,96321486.5
5128,DNTTIP1,51,45,12,20.0,45801690.5
5129,DNTTIP2,4,56,48,1.0,93873101.0
5130,DOC2A,30,60,18,16.0,30014392.0
5131,DOC2B,19,24,65,17.0,162219.5
5132,DOC2GP,38,57,13,11.0,67614454.0
5133,DOCK1,12,54,42,10.0,127178963.0
5134,DOCK10,17,60,31,2.0,224903767.5
5135,DOCK11,7,16,85,,
5136,DOCK2,5,29,74,5.0,169860325.0
5137,DOCK3,2,16,90,3.0,51029562.5
5138,DOCK4,46,53,9,7.0,111966258.5
5139,DOCK4-AS1,46,53,9,7.0,111815144.5
5140,DOCK5,9,23,76,8.0,25301385.5
5141,DOCK6,19,50,39,19.0,11230909.5
5142,DOCK7,7,62,39,1.0,62571342.0
5143,DOCK8,23,18,67,9.0,340056.5
5144,DOCK9,11,39,58,13.0,98940027.0
5145,DOCK9-AS1,11,39,58,13.0,98833356.5
5146,DOCK9-AS2,11,39,58,,
5147,DOHH,15,54,39,19.0,3495747.5
5148,DOK1,63,41,4,2.0,74553290.0
5149,DOK2,11,23,74,8.0,21911281.5
5150,DOK3,5,30,73,5.0,177506590.5
5151,DOK4,19,53,36,16.0,57479624.5
5152,DOK5,48,46,14,20.0,54563381.0
5153,DOK6,21,42,45,18.0,69624987.5
5154,DOK7,10,39,59,4.0,3482389.5
5155,DOLK,18,38,52,9.0,128946566.5
5156,DOLPP1,18,38,52,9.0,129085774.5
5157,DONSON,9,61,38,21.0,33574124.0
5158,DOPEY1,23,61,24,,
5159,DOPEY2,8,57,43,,
5160,DOT1L,30,42,36,19.0,2198255.5
5161,DPAGT1,21,58,29,11.0,119102417.0
5162,DPCD,5,58,45,10.0,101590111.0
5163,DPCR1,33,53,22,,
5164,DPEP1,26,39,43,16.0,89625882.0
5165,DPEP2,22,50,36,16.0,67993990.0
5166,DPEP3,22,50,36,16.0,67978106.0
5167,DPF1,58,38,12,19.0,38220360.0
5168,DPF2,33,63,12,11.0,65344057.0
5169,DPF3,29,44,35,14.0,72756706.0
5170,DPH1,16,28,64,17.0,2036770.0
5171,DPH2,15,66,27,1.0,43971684.5
5172,DPH3,6,20,82,3.0,16261015.0
5173,DPH3P1,48,45,15,20.0,62845788.0
5174,DPH5,5,48,55,1.0,101007855.5
5175,DPH6,18,58,32,15.0,35381769.0
5176,DPH6-AS1,18,58,32,,
5177,DPH7,19,37,52,9.0,137566684.5
5178,DPM1,51,47,10,20.0,50946711.0
5179,DPM2,18,38,52,9.0,127936791.5
5180,DPM3,58,46,4,1.0,155140243.0
5181,DPP10,44,59,5,2.0,115144039.5
5182,DPP10-AS1,41,63,4,2.0,115144003.0
5183,DPP10-AS3,40,65,3,2.0,114830990.0
5184,DPP3,34,63,11,11.0,66494835.0
5185,DPP4,32,67,9,2.0,162033230.0
5186,DPP6,32,55,21,7.0,154390691.0
5187,DPP7,32,37,39,9.0,137112861.5
5188,DPP8,23,60,25,15.0,65480083.5
5189,DPP9,17,50,41,19.0,4699948.5
5190,DPP9-AS1,17,50,41,19.0,4682615.0
5191,DPPA2,62,35,11,3.0,109305152.5
5192,DPPA2P3,95,13,0,3.0,193993658.0
5193,DPPA3,59,43,6,12.0,7714496.0
5194,DPPA4,62,35,11,3.0,109331856.5
5195,DPPA5,28,59,21,6.0,73353669.5
5196,DPRX,38,46,24,19.0,53634532.5
5197,DPRXP4,44,45,19,17.0,30975670.5
5198,DPT,57,46,5,1.0,168712337.0
5199,DPY19L1,51,42,15,7.0,34983573.5
5200,DPY19L1P1,53,40,15,7.0,32671368.0
5201,DPY19L1P2,53,41,14,7.0,32825663.5
5202,DPY19L2,40,60,8,12.0,63613926.0
5203,DPY19L2P1,51,41,16,7.0,35133015.0
5204,DPY19L2P2,49,53,6,7.0,103227771.5
5205,DPY19L2P3,52,40,16,7.0,29696410.5
5206,DPY19L2P4,53,51,4,7.0,90122500.0
5207,DPY19L3,60,41,7,19.0,32445719.0
5208,DPY19L4,65,36,7,8.0,94756769.5
5209,DPY30,68,40,0,2.0,31953807.0
5210,DPYD,5,50,53,1.0,97536371.5
5211,DPYD-AS1,5,50,53,1.0,97209439.0
5212,DPYD-AS2,5,51,52,1.0,97797493.5
5213,DPYS,71,34,3,8.0,104398689.5
5214,DPYSL2,9,24,75,8.0,26586104.5
5215,DPYSL3,6,30,72,5.0,147450438.0
5216,DPYSL4,14,57,37,10.0,132196353.5
5217,DPYSL5,67,40,1,2.0,26899049.0
5218,DQX1,63,41,4,2.0,74522206.0
5219,DR1,4,56,48,1.0,93357700.0
5220,DRAIC,23,61,24,15.0,69653020.5
5221,DRAM1,30,66,12,12.0,101944855.0
5222,DRAM2,5,44,59,1.0,111128774.5
5223,DRAP1,34,63,11,11.0,65920418.5
5224,DRAXIN,13,54,41,1.0,11708783.5
5225,DRC1,67,40,1,2.0,26429315.5
5226,DRC3,18,28,62,17.0,17994851.0
5227,DRC7,20,52,36,16.0,57713299.0
5228,DRD1,5,30,73,5.0,175442109.0
5229,DRD2,21,57,30,11.0,113442648.0
5230,DRD3,64,35,9,3.0,114163493.5
5231,DRD4,22,52,34,11.0,638987.5
5232,DRD5,8,38,62,4.0,9782821.5
5233,DRD5P2,55,27,26,1.0,144276442.5
5234,DRG1,53,41,14,22.0,31465119.0
5235,DRG2,18,28,62,17.0,18097931.0
5236,DRGX,18,50,40,10.0,49380098.5
5237,DRICH1,55,43,10,22.0,23620386.5
5238,DROSHA,89,19,0,5.0,31466346.5
5239,DRP2,6,15,87,,
5240,DSC1,35,45,28,18.0,31146046.0
5241,DSC2,36,44,28,18.0,31080681.0
5242,DSC3,36,44,28,18.0,31016090.0
5243,DSCAM,6,54,48,21.0,40429078.5
5244,DSCAM-AS1,5,56,47,21.0,40384220.5
5245,DSCAM-IT1,5,55,48,21.0,40623072.5
5246,DSCAML1,21,57,30,11.0,117622648.5
5247,DSCAS,36,44,28,18.0,31132186.0
5248,DSCC1,73,31,4,8.0,119844935.0
5249,DSCR10,6,57,45,21.0,38207400.0
5250,DSCR3,6,60,42,,
5251,DSCR4,6,57,45,21.0,38036392.5
5252,DSCR8,6,57,45,21.0,38138981.0
5253,DSCR9,6,60,42,21.0,37215119.5
5254,DSE,16,60,32,6.0,116349517.0
5255,DSEL,20,43,45,18.0,67511653.5
5256,DSG1,35,45,28,18.0,31338703.0
5257,DSG1-AS1,35,45,28,18.0,31385178.0
5258,DSG2,33,46,29,18.0,31523592.5
5259,DSG2-AS1,33,46,29,18.0,31549547.0
5260,DSG3,35,45,28,18.0,31463221.5
5261,DSG4,35,45,28,18.0,31395844.5
5262,DSN1,57,41,10,20.0,36762804.5
5263,DSP,36,55,17,6.0,7564165.5
5264,DSPP,7,47,54,4.0,87612701.0
5265,DST,42,55,11,6.0,56706318.0
5266,DSTN,53,46,9,20.0,17589997.0
5267,DSTNP2,59,42,7,12.0,6885234.0
5268,DSTYK,52,51,5,1.0,205177103.5
5269,DTD1,52,47,9,20.0,18677268.5
5270,DTD2,33,40,35,14.0,31451771.0
5271,DTHD1,9,36,63,4.0,36313689.0
5272,DTL,51,50,7,1.0,212071476.5
5273,DTNA,29,44,35,18.0,34692567.0
5274,DTNB,66,40,2,2.0,25525422.5
5275,DTNBP1,35,55,18,6.0,15592929.5
5276,DTWD1,20,56,32,15.0,49638634.5
5277,DTWD2,6,28,74,5.0,118912310.5
5278,DTX1,30,66,12,12.0,113077368.5
5279,DTX2,51,47,10,7.0,76483835.5
5280,DTX2P1-UPK3BP1-PMS2P11,51,47,10,7.0,77001805.0
5281,DTX3,40,59,9,12.0,57607213.0
5282,DTX3L,67,36,5,3.0,122569770.5
5283,DTX4,31,70,7,11.0,59190009.0
5284,DTYMK,28,51,29,2.0,241681345.5
5285,DUBR,62,34,12,3.0,107284604.0
5286,DUOX1,18,56,34,15.0,45147754.5
5287,DUOX2,18,56,34,15.0,45103497.0
5288,DUOXA1,18,56,34,15.0,45123652.5
5289,DUOXA2,18,56,34,15.0,45116373.5
5290,DUPD1,13,50,45,10.0,75048175.0
5291,DUS1L,70,29,9,17.0,82061696.5
5292,DUS2,22,50,36,16.0,68033533.0
5293,DUS3L,19,49,40,19.0,5788028.5
5294,DUS4L,49,52,7,7.0,107571003.5
5295,DUSP1,5,30,73,5.0,172769645.5
5296,DUSP10,51,47,10,1.0,221721756.5
5297,DUSP11,64,40,4,2.0,73771170.5
5298,DUSP12,57,47,4,1.0,161753498.0
5299,DUSP13,13,50,45,10.0,75101826.5
5300,DUSP14,44,49,15,17.0,37501696.0
5301,DUSP15,71,36,1,20.0,31859192.0
5302,DUSP16,61,41,6,12.0,12518072.5
5303,DUSP18,54,41,13,22.0,30659970.5
5304,DUSP19,42,59,7,2.0,183089283.5
5305,DUSP2,54,53,1,2.0,96144304.5
5306,DUSP21,3,17,88,,
5307,DUSP22,41,51,16,6.0,321492.5
5308,DUSP23,57,47,4,1.0,159781737.5
5309,DUSP26,18,28,62,8.0,33595676.5
5310,DUSP27,57,46,5,1.0,167111620.0
5311,DUSP28,20,61,27,2.0,240562034.0
5312,DUSP3,45,54,9,17.0,43772551.0
5313,DUSP4,12,26,70,8.0,29341874.0
5314,DUSP5,11,55,42,10.0,110504720.0
5315,DUSP5P1,58,41,9,1.0,228650810.0
5316,DUSP6,29,66,13,12.0,89349868.0
5317,DUSP7,3,16,89,3.0,52052745.0
5318,DUSP8,16,51,41,11.0,1563161.0
5319,DUSP9,9,16,83,,
5320,DUT,20,57,31,15.0,48337192.0
5321,DUX4|chr10,20,51,37,,
5322,DUX4|chr4,13,46,49,,
5323,DUXA,38,46,24,19.0,57160753.0
5324,DUXAP10,37,35,36,,
5325,DUXAP8,58,38,12,22.0,15807471.5
5326,DVL1,37,36,35,1.0,1342347.0
5327,DVL2,14,29,65,17.0,7229929.5
5328,DVL3,98,9,1,3.0,184164495.5
5329,DXO,32,53,23,6.0,31971050.0
5330,DYDC1,12,49,47,10.0,80346430.0
5331,DYDC2,12,49,47,10.0,80356409.0
5332,DYM,20,43,45,18.0,49251410.5
5333,DYNAP,20,43,45,18.0,54593625.0
5334,DYNC1H1,35,37,36,14.0,102010508.0
5335,DYNC1I1,55,49,4,7.0,95941414.0
5336,DYNC1I2,43,60,5,2.0,171717914.5
5337,DYNC1LI1,5,22,81,3.0,32548416.0
5338,DYNC1LI2,23,51,34,16.0,66736251.0
5339,DYNC2H1,22,56,30,11.0,103294636.5
5340,DYNC2LI1,68,39,1,2.0,43792024.5
5341,DYNLL1,27,67,14,12.0,120484171.5
5342,DYNLL2,51,49,8,17.0,58089480.5
5343,DYNLRB1,66,38,4,20.0,34528683.5
5344,DYNLRB2,20,41,47,16.0,80545772.5
5345,DYNLT1,16,60,32,6.0,158640608.5
5346,DYNLT3,3,15,90,,
5347,DYRK1A,6,58,44,21.0,37445965.5
5348,DYRK1B,57,37,14,19.0,39829775.5
5349,DYRK2,43,57,8,12.0,67656872.0
5350,DYRK3,51,50,7,1.0,206659977.5
5351,DYRK4,59,42,7,12.0,4588753.0
5352,DYSF,65,40,3,2.0,71570245.0
5353,DYTN,32,61,15,2.0,206685008.5
5354,DYX1C1,20,58,30,,
5355,DYX1C1-CCPG1,20,58,30,,
5356,DZANK1,52,47,9,20.0,18425324.0
5357,DZIP1,10,40,58,13.0,95611452.5
5358,DZIP1L,79,24,5,3.0,138088904.0
5359,DZIP3,62,34,12,3.0,108642272.5
5360,E2F1,70,35,3,20.0,33680931.0
5361,E2F2,11,57,40,1.0,23518835.5
5362,E2F3,35,56,17,6.0,20447796.5
5363,E2F4,22,49,37,16.0,67195536.5
5364,E2F5,63,38,7,8.0,85197156.0
5365,E2F6,61,43,4,2.0,11455276.0
5366,E2F7,32,62,14,12.0,77043408.5
5367,E2F8,24,52,32,11.0,19232841.5
5368,E4F1,30,56,22,16.0,2229661.0
5369,EAF1,6,20,82,3.0,15439116.5
5370,EAF2,67,36,5,3.0,121860854.5
5371,EAPP,37,40,31,14.0,34527824.5
5372,EARS2,27,60,21,16.0,23539873.5
5373,EBAG9,71,34,3,8.0,109552853.5
5374,EBF1,5,30,73,5.0,158897916.0
5375,EBF2,10,22,76,8.0,25943569.0
5376,EBF3,14,55,39,10.0,129899562.0
5377,EBF4,53,44,11,20.0,2726493.0
5378,EBI3,16,51,41,19.0,4233525.5
5379,EBLN1,26,47,35,10.0,22209417.5
5380,EBLN2,2,15,91,3.0,73062498.0
5381,EBLN3P,26,21,61,9.0,37085286.5
5382,EBNA1BP2,15,66,27,1.0,43217555.5
5383,EBP,3,17,88,,
5384,EBPL,5,30,73,13.0,49676080.0
5385,ECD,12,51,45,10.0,73149605.0
5386,ECE1,12,56,40,1.0,21281409.5
5387,ECE2,98,9,1,3.0,184271363.0
5388,ECEL1,17,61,30,2.0,232483830.5
5389,ECEL1P2,17,61,30,2.0,232386603.5
5390,ECH1,58,37,13,19.0,38823631.5
5391,ECHDC1,19,59,30,6.0,127316160.5
5392,ECHDC2,6,67,35,1.0,52911561.0
5393,ECHDC3,29,50,29,10.0,11753218.0
5394,ECHS1,19,53,36,10.0,133367919.5
