Name	luad_Database_ID	lscc_Database_ID	brca_Database_ID	ccrcc_Database_ID	ovarian_Database_ID	brca_pvalue	ccrcc_pvalue	colon_pvalue	endometrial_pvalue	gbm_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue	brca_diff	ccrcc_diff	colon_diff	endometrial_diff	gbm_diff	lscc_diff	luad_diff	ovarian_diff
CD163	NP_004235.4	NP_004235.4	NP_004235.4		NP_981961	0.9997780592881007		0.6121979376888037	0.5072297985822214	0.831848376520389	0.5882318202260701	0.9702139369629915	0.9212588160916471	0.14472167832167834		-0.25476760563380285	-0.68577414	-0.5795500075135852	-0.5589303906646372	-0.09509375	0.12556252438341153
CD248	NP_065137.1	NP_065137.1	NP_065137.1	NP_065137.1	NP_065137	0.9997780592881007	0.9352265063486586	0.9335115752384281	0.658983570350388	0.9854778924454689	0.9606890757399266	0.6809188781419451	0.9714410689225159	0.08071389860139877	0.17910275028388167	-0.0544304493628438	0.3147812499999999	-0.026769269280741158	0.09089041095890409	-0.44009583333333313	0.048902228344287924
CD276	NP_001019907.1|NP_001316558.1|NP_001316557.1	NP_001019907.1|NP_001316558.1|NP_001316557.1	NP_001316558.1|NP_001019907.1|NP_079516.1	NP_001019907.1	NP_001019907	0.9997780592881007	0.9676322821075185	0.9301945354512486	0.7202015330566736	0.9243601523232317	0.8079062787094061	0.929926565283965	0.8651794481706649	-0.2349925699300699	-0.06997119625308995	-0.04669081153588196	0.223809	0.0727722341524632	0.2281482496194827	0.19170624999999988	-0.14158931534741784
CD2AP	NP_036252.1	NP_036252.1	NP_036252.1	NP_036252.1	NP_036252	0.9997780592881007	0.9744294974157616	0.6825645080502849	0.9275253111896404	0.9964748643872988	0.32941565952523827	0.21394705684541837	0.8941641357392847	-0.10637972027972036	-0.031405163256419205	0.10655452716297788	-0.05031512499999999	-0.007261037751493754	-0.5198801116184678	1.0489145833333333	0.10258686439749604
CD2BP2	NP_001230575.1	NP_001230575.1	NP_001230575.1	NP_001230575.1	NP_001230575	0.9997780592881007	0.9679504436882033	0.8492801912244511	0.8824541015535616	0.9870735785189788	0.791753242146831	0.7591518500005713	0.7397819012549348	0.27936293706293697	0.038889505224030896	0.04429235412474848	-0.09351125	0.012788444244560354	0.15297275494672746	-0.24768333333333337	0.1996197173020344
CD34	NP_001020280.1|NP_001764.1	NP_001020280.1|NP_001764.1	NP_001020280.1		NP_001020280	0.9997780592881007		0.9475382973127425	0.9948511347596792	0.9741510881330425	0.8595490006913794	0.7806417385449632	0.7548748091634672	-0.4488146853146855		0.0718041582830311	-0.011125000000000052	0.0491243050640308	0.22684322678843216	-0.4118416666666671	-0.4061970404835683
CD38	NP_001766.2	NP_001766.2	NP_001766.2	NP_001766.2	NP_001766	0.9997780592881007	0.9240183741675954	0.7448604752690567	0.5974573153723851	0.9665224331682442	0.5189188817575423	0.6551581826735513	0.91851639196287	-0.7261918706293713	-0.31049839417366387	-0.19705050301810867	-0.7871193333333335	0.08608126950100525	-0.9465577879249112	-1.1767583333333336	-0.20829646837089208
CD3EAP	NP_001284519.1	NP_001284519.1	NP_036231.1		NP_001284519	0.9997780592881007		0.7494470068427833	0.5410222813068757	0.8805869337230336	0.5167955600565833	0.9915351619541627	0.9448688789159896	-0.21289868881118879		0.11508142857142867	-0.211363125	0.07296768048826562	0.34943307965499726	0.025268750000000118	0.0780156822143975
CD4	NP_000607.1|NP_001181943.1|NP_001181944.1	NP_000607.1|NP_001181943.1|NP_001181944.1	NP_000607.1|NP_001181943.1|NP_001181944.1	NP_000607.1	NP_000607	0.9997780592881007	0.9352265063486586	0.9438116095611698	0.9774343523264482	0.8584768433144567	0.6873910238417843	0.8521075281094872	0.9719814619668045	-0.58843277972028	-0.18078926046333466	-0.04675208333333332	0.032382500000000036	-0.2100419521908363	-0.39899213597158806	0.35498541666666655	-0.035859397652582184
CD40	NP_001309350.1|NP_001241.1|NP_001349687.1|NP_001309351.1	NP_001309350.1|NP_001241.1|NP_001349687.1|NP_001309351.1	NP_001309350.1|NP_001241.1|NP_001309351.1	NP_001241.1	NP_001241	0.9997780592881007	0.9744294974157616	0.7229716258785381	0.5974573153723851	0.9934011576158953	0.5882318202260701	0.8079142308386544	0.9240076963567264	-0.4748563811188814	0.09163145954078303	-0.2574551587301587	-0.7088425	0.01956546850996005	-0.58278401826484	0.5346250000000001	-0.13237688253677624
CD44	NP_000601.3|NP_001001389.1|NP_001001390.1|NP_001189484.1|NP_001001391.1|NP_001189485.1|NP_001189486.1|NP_001001392.1	NP_000601.3|NP_001001389.1|NP_001001390.1|NP_001189484.1|NP_001001391.1|NP_001189485.1|NP_001189486.1|NP_001001392.1	NP_000601.3|NP_001001389.1|NP_001001390.1|NP_001189484.1|NP_001001391.1|NP_001189485.1|NP_001189486.1|NP_001001392.1	NP_000601.3	NP_000601	0.9997780592881007	0.9410749550649433	0.5244583048576641	0.7543316107017408	0.9169389268491795	0.8264148013916625	0.9360548601254987	0.9825137950964039	-0.4536208041958046	-0.2624167807533095	-0.18781978537894034	0.35808125	0.1340018124005722	0.25508066971080684	0.11846249999999958	-0.0263903540970266
CD46	NP_758866.1|NP_722548.1|NP_758869.1|NP_758863.1|NP_758871.1|NP_758868.1|NP_758860.1	NP_758869.1|NP_722548.1|NP_758863.1|NP_758866.1|NP_758871.1|NP_758868.1|NP_758860.1	NP_758869.1|NP_722548.1|NP_758863.1|NP_758871.1|NP_758860.1	NP_722548.1	NP_002380	0.9997780592881007	0.8147062369958867	0.9618660188332704	0.5698260504849774	0.9324158603172161	0.5882318202260701	0.9937513103530042	0.922966360561092	-0.5844190559440564	0.39961209003638465	-0.03718611670020111	0.621525	0.06735575367111359	-0.4101744292237443	-0.02673749999999997	0.1079065706651017
CD46	NP_758866.1|NP_722548.1|NP_758869.1|NP_758863.1|NP_758871.1|NP_758868.1|NP_758860.1	NP_758869.1|NP_722548.1|NP_758863.1|NP_758866.1|NP_758871.1|NP_758868.1|NP_758860.1	NP_758869.1|NP_722548.1|NP_758863.1|NP_758871.1|NP_758860.1	NP_722548.1	NP_722548	0.9997780592881007	0.8147062369958867	0.9618660188332704	0.5698260504849774	0.9324158603172161	0.5882318202260701	0.9937513103530042	0.9498802945634788	-0.5844190559440564	0.39961209003638465	-0.03718611670020111	0.621525	0.06735575367111359	-0.4101744292237443	-0.02673749999999997	0.06950130242566505
CD47	NP_001768.1|NP_942088.1	NP_001768.1|NP_942088.1	NP_001768.1|NP_942088.1	NP_001768.1	NP_001768	0.9997780592881007	0.9352265063486586	0.9475382973127425	0.6266049743844042	0.9861390138531756	0.34035804813936116	0.8558076085296484	0.8640593760059488	-0.6493215909090908	-0.20605803683563031	0.027039973172367546	-0.5337150000000002	0.04104610564380091	-0.7801474378488075	0.3777604166666665	-0.2054699413818467
CD48	NP_001242959.1|NP_001769.2	NP_001242959.1|NP_001769.2	NP_001242959.1|NP_001769.2		NP_001242959	0.9997780592881007		0.7223480993246818	0.6097292343884493	0.8548509528201449	0.5158856908882892	0.9887859951391003	0.8888168495016263	-0.9642283216783212		-0.19020058823529407	-0.5105413333333334	-0.2308129990353385	-0.7558140537798071	-0.05020416666666666	-0.23431469085446005
CD55	NP_001287831.1|NP_001108224.1|NP_001287832.1|NP_001287833.1|NP_000565.1	NP_001287831.1|NP_001108224.1|NP_001287832.1|NP_001287833.1|NP_000565.1	NP_001287831.1|NP_001108224.1|NP_001287832.1|NP_001287833.1|NP_000565.1	NP_001287831.1	NP_001287831	0.9997780592881007	0.9993349906186937	0.7942102660526891	0.8844853314966795	0.9975786427348009	0.930388686662195	0.9906218138677619	0.9231737339689906	-0.09506547202797197	-0.011159257075708778	-0.1969653923541247	-0.205211875	0.005199018446810366	0.09098756976154165	-0.047535416666666386	-0.16568575540062597
CD59	NP_000602.1	NP_000602.1	NP_001120695.1	NP_000602.1	NP_001120695	0.9997780592881007	0.9352265063486586	0.9478452963756248	0.4978807340453283	0.8598408395926493	0.9976679863573938	0.5347753682157749	0.9628012217805305	0.06913846153846137	0.2718774742046248	0.03788759221998661	0.60184	0.23614088447029058	0.010167681380010452	0.9355520833333334	-0.06185186844757434
CD5L	NP_005885.1|NP_001334627.1	NP_005885.1|NP_001334627.1	NP_005885.1	NP_005885.1	NP_005885	0.9997780592881007	0.9993349906186937	0.9380660196307385	0.99143002813543	0.7455895694454548	0.7987789881367564	0.9460591048948893	0.5851319878285055	-0.02069772727272723	0.007046838779074888	-0.07302870556673402	0.023218750000000066	-0.5222808752080194	-0.35698736681887366	-0.19532916666666678	0.6598722776259782
CD63	NP_001244318.1|NP_001244321.1|NP_001244329.1	NP_001244318.1|NP_001244321.1|NP_001244329.1	NP_001244320.1|NP_001244321.1|NP_001244330.1	NP_001244318.1	NP_001244320	0.9997780592881007	0.9648378724891257	0.6531357184546519	0.823667428171737	0.8548509528201449	0.7958175095864213	0.7275911205237906	0.6427038545393221	-0.22472150349650388	0.11276446053709405	-0.25451120053655263	0.25514125	-0.23331734186010183	-0.27873774733637735	-0.8145604166666667	0.5811132568701096
CD74	NP_004346.1|NP_001351012.1	NP_001020330.1|NP_001351013.1|NP_001020329.1	NP_004346.1|NP_001020329.1	NP_001020330.1	NP_001020330	0.9997780592881007	0.795876090331684	0.6699940285440225	0.9690161465858984	0.7997059636586251	0.4422555768144681	0.9137750759663259	0.8947475354872199	-0.8810056818181817	-0.4106900216955529	-0.23007256874580814	0.06830625000000012	-0.4658792010534065	-0.7210355149670219	-0.3744479166666666	-0.19609782046478866
CD74	NP_004346.1|NP_001351012.1	NP_001020330.1|NP_001351013.1|NP_001020329.1	NP_004346.1|NP_001020329.1	NP_001020330.1	NP_004346	0.9997780592881007	0.795876090331684	0.6699940285440225	0.9690161465858984	0.7997059636586251	0.4422555768144681	0.9137750759663259	0.8969141456015848	-0.8810056818181817	-0.4106900216955529	-0.23007256874580814	0.06830625000000012	-0.4658792010534065	-0.7210355149670219	-0.3744479166666666	-0.19607238133646326
CD74	NP_001020330.1|NP_001351013.1|NP_001020329.1	NP_001020330.1|NP_001351013.1|NP_001020329.1	NP_004346.1|NP_001020329.1	NP_001020330.1	NP_001020330	0.9997780592881007	0.795876090331684	0.6699940285440225	0.9690161465858984	0.7997059636586251	0.4422555768144681	0.9157625749494005	0.8947475354872199	-0.8810056818181817	-0.4106900216955529	-0.23007256874580814	0.06830625000000012	-0.4658792010534065	-0.7210355149670219	-0.28108958333333334	-0.19609782046478866
CD74	NP_001020330.1|NP_001351013.1|NP_001020329.1	NP_001020330.1|NP_001351013.1|NP_001020329.1	NP_004346.1|NP_001020329.1	NP_001020330.1	NP_004346	0.9997780592881007	0.795876090331684	0.6699940285440225	0.9690161465858984	0.7997059636586251	0.4422555768144681	0.9157625749494005	0.8969141456015848	-0.8810056818181817	-0.4106900216955529	-0.23007256874580814	0.06830625000000012	-0.4658792010534065	-0.7210355149670219	-0.28108958333333334	-0.19607238133646326
CD81	NP_004347.1|NP_001284578.1	NP_004347.1|NP_001284578.1	NP_004347.1|NP_001284578.1	NP_001284578.1	NP_004347	0.9997780592881007	0.9674219789901342	0.9768456836664896	0.8044628476982398	0.9964748643872988	0.8473826459782394	0.6774485435247712	0.8840533090110657	-0.09674580419580422	0.10428973785080882	0.023849362843729294	0.2268062500000001	0.011331710586959608	-0.14518868594622059	-0.5256562499999999	-0.15929985497026594
CD9	NP_001760.1|NP_001317241.1	NP_001760.1|NP_001317241.1	NP_001760.1|NP_001317241.1	NP_001317241.1	NP_001317241	0.9997780592881007	0.9744294974157616	0.8453690077997934	0.7550914196373616	0.9994042065069152	0.40357982132002285	0.9768200331056545	0.6639536939308597	-0.23397718531468503	0.10872258525249204	0.09939704896042911	0.36635999999999996	0.0024173935531005275	1.128754287163876	-0.08317916666666669	0.48644535665571204
CD93	NP_036204.2	NP_036204.2	NP_036204.2	NP_036204.2	NP_036204	0.9997780592881007	0.9410749550649433	0.7407635577684519	0.8990641146820485	0.8598408395926493	0.9077435552367412	0.9437412450581381	0.8863563036842153	0.5305417832167834	0.23175337032007662	-0.19049095022624435	0.08415	-0.16997791082721822	-0.11580766108574414	-0.13195416666666748	0.14207921699374015
CD99	NP_002405.1|NP_001116370.1|NP_001308296.1|NP_001308299.1	NP_001308297.1|NP_001308298.1|NP_001308296.1	NP_002405.1|NP_001116370.1|NP_001308299.1|NP_001308296.1	NP_001308297.1	NP_001116370	0.9997780592881007	0.9730459922595459	0.99382404390778	0.6205874879865918	0.8598408395926493	0.7607913230844741	0.5586227056715735	0.8725256217419138	-0.15195297202797203	-0.11689805163795053	-0.005344332662642448	0.45755000000000007	0.20065498583180139	0.2239292744799592	-0.6631229166666671	-0.24666241767292646
CD99	NP_002405.1|NP_001116370.1|NP_001308296.1|NP_001308299.1	NP_001308297.1|NP_001308298.1|NP_001308296.1	NP_002405.1|NP_001116370.1|NP_001308299.1|NP_001308296.1	NP_001308297.1	NP_001308297	0.9997780592881007	0.9730459922595459	0.99382404390778	0.6205874879865918	0.8598408395926493	0.7607913230844741	0.5586227056715735	0.8749431614226721	-0.15195297202797203	-0.11689805163795053	-0.005344332662642448	0.45755000000000007	0.20065498583180139	0.2239292744799592	-0.6631229166666671	-0.2647834761361502
CD99	NP_001308297.1|NP_001308298.1	NP_001308297.1|NP_001308298.1|NP_001308296.1	NP_002405.1|NP_001116370.1|NP_001308299.1|NP_001308296.1	NP_001308297.1	NP_001116370	0.9997780592881007	0.9730459922595459	0.99382404390778	0.6205874879865918	0.8598408395926493	0.7607913230844741	0.9818566199350455	0.8725256217419138	-0.15195297202797203	-0.11689805163795053	-0.005344332662642448	0.45755000000000007	0.20065498583180139	0.2239292744799592	-0.057343750000000006	-0.24666241767292646
CD99	NP_001308297.1|NP_001308298.1	NP_001308297.1|NP_001308298.1|NP_001308296.1	NP_002405.1|NP_001116370.1|NP_001308299.1|NP_001308296.1	NP_001308297.1	NP_001308297	0.9997780592881007	0.9730459922595459	0.99382404390778	0.6205874879865918	0.8598408395926493	0.7607913230844741	0.9818566199350455	0.8749431614226721	-0.15195297202797203	-0.11689805163795053	-0.005344332662642448	0.45755000000000007	0.20065498583180139	0.2239292744799592	-0.057343750000000006	-0.2647834761361502
CD99	NP_002405.1|NP_001116370.1|NP_001308296.1|NP_001308299.1	NP_002405.1|NP_001116370.1|NP_001308299.1	NP_002405.1|NP_001116370.1|NP_001308299.1|NP_001308296.1	NP_001308297.1	NP_001116370	0.9997780592881007	0.9730459922595459	0.99382404390778	0.6205874879865918	0.8598408395926493	0.9982961410207779	0.5586227056715735	0.8725256217419138	-0.15195297202797203	-0.11689805163795053	-0.005344332662642448	0.45755000000000007	0.20065498583180139	-0.004871334348046652	-0.6631229166666671	-0.24666241767292646
CD99	NP_002405.1|NP_001116370.1|NP_001308296.1|NP_001308299.1	NP_002405.1|NP_001116370.1|NP_001308299.1	NP_002405.1|NP_001116370.1|NP_001308299.1|NP_001308296.1	NP_001308297.1	NP_001308297	0.9997780592881007	0.9730459922595459	0.99382404390778	0.6205874879865918	0.8598408395926493	0.9982961410207779	0.5586227056715735	0.8749431614226721	-0.15195297202797203	-0.11689805163795053	-0.005344332662642448	0.45755000000000007	0.20065498583180139	-0.004871334348046652	-0.6631229166666671	-0.2647834761361502
CD99	NP_001308297.1|NP_001308298.1	NP_002405.1|NP_001116370.1|NP_001308299.1	NP_002405.1|NP_001116370.1|NP_001308299.1|NP_001308296.1	NP_001308297.1	NP_001116370	0.9997780592881007	0.9730459922595459	0.99382404390778	0.6205874879865918	0.8598408395926493	0.9982961410207779	0.9818566199350455	0.8725256217419138	-0.15195297202797203	-0.11689805163795053	-0.005344332662642448	0.45755000000000007	0.20065498583180139	-0.004871334348046652	-0.057343750000000006	-0.24666241767292646
CD99	NP_001308297.1|NP_001308298.1	NP_002405.1|NP_001116370.1|NP_001308299.1	NP_002405.1|NP_001116370.1|NP_001308299.1|NP_001308296.1	NP_001308297.1	NP_001308297	0.9997780592881007	0.9730459922595459	0.99382404390778	0.6205874879865918	0.8598408395926493	0.9982961410207779	0.9818566199350455	0.8749431614226721	-0.15195297202797203	-0.11689805163795053	-0.005344332662642448	0.45755000000000007	0.20065498583180139	-0.004871334348046652	-0.057343750000000006	-0.2647834761361502
CD99	NP_002405.1|NP_001116370.1|NP_001308296.1|NP_001308299.1	NP_001308297.1|NP_001308298.1|NP_001308296.1	NP_002405.1|NP_001116370.1|NP_001308299.1|NP_001308296.1	NP_002405.1	NP_001116370	0.9997780592881007	0.9993349906186937	0.99382404390778	0.6205874879865918	0.8598408395926493	0.7607913230844741	0.5586227056715735	0.8725256217419138	-0.15195297202797203	-0.019381382387732363	-0.005344332662642448	0.45755000000000007	0.20065498583180139	0.2239292744799592	-0.6631229166666671	-0.24666241767292646
CD99	NP_002405.1|NP_001116370.1|NP_001308296.1|NP_001308299.1	NP_001308297.1|NP_001308298.1|NP_001308296.1	NP_002405.1|NP_001116370.1|NP_001308299.1|NP_001308296.1	NP_002405.1	NP_001308297	0.9997780592881007	0.9993349906186937	0.99382404390778	0.6205874879865918	0.8598408395926493	0.7607913230844741	0.5586227056715735	0.8749431614226721	-0.15195297202797203	-0.019381382387732363	-0.005344332662642448	0.45755000000000007	0.20065498583180139	0.2239292744799592	-0.6631229166666671	-0.2647834761361502
CD99	NP_001308297.1|NP_001308298.1	NP_001308297.1|NP_001308298.1|NP_001308296.1	NP_002405.1|NP_001116370.1|NP_001308299.1|NP_001308296.1	NP_002405.1	NP_001116370	0.9997780592881007	0.9993349906186937	0.99382404390778	0.6205874879865918	0.8598408395926493	0.7607913230844741	0.9818566199350455	0.8725256217419138	-0.15195297202797203	-0.019381382387732363	-0.005344332662642448	0.45755000000000007	0.20065498583180139	0.2239292744799592	-0.057343750000000006	-0.24666241767292646
CD99	NP_001308297.1|NP_001308298.1	NP_001308297.1|NP_001308298.1|NP_001308296.1	NP_002405.1|NP_001116370.1|NP_001308299.1|NP_001308296.1	NP_002405.1	NP_001308297	0.9997780592881007	0.9993349906186937	0.99382404390778	0.6205874879865918	0.8598408395926493	0.7607913230844741	0.9818566199350455	0.8749431614226721	-0.15195297202797203	-0.019381382387732363	-0.005344332662642448	0.45755000000000007	0.20065498583180139	0.2239292744799592	-0.057343750000000006	-0.2647834761361502
CD99	NP_002405.1|NP_001116370.1|NP_001308296.1|NP_001308299.1	NP_002405.1|NP_001116370.1|NP_001308299.1	NP_002405.1|NP_001116370.1|NP_001308299.1|NP_001308296.1	NP_002405.1	NP_001116370	0.9997780592881007	0.9993349906186937	0.99382404390778	0.6205874879865918	0.8598408395926493	0.9982961410207779	0.5586227056715735	0.8725256217419138	-0.15195297202797203	-0.019381382387732363	-0.005344332662642448	0.45755000000000007	0.20065498583180139	-0.004871334348046652	-0.6631229166666671	-0.24666241767292646
CD99	NP_002405.1|NP_001116370.1|NP_001308296.1|NP_001308299.1	NP_002405.1|NP_001116370.1|NP_001308299.1	NP_002405.1|NP_001116370.1|NP_001308299.1|NP_001308296.1	NP_002405.1	NP_001308297	0.9997780592881007	0.9993349906186937	0.99382404390778	0.6205874879865918	0.8598408395926493	0.9982961410207779	0.5586227056715735	0.8749431614226721	-0.15195297202797203	-0.019381382387732363	-0.005344332662642448	0.45755000000000007	0.20065498583180139	-0.004871334348046652	-0.6631229166666671	-0.2647834761361502
CD99	NP_001308297.1|NP_001308298.1	NP_002405.1|NP_001116370.1|NP_001308299.1	NP_002405.1|NP_001116370.1|NP_001308299.1|NP_001308296.1	NP_002405.1	NP_001116370	0.9997780592881007	0.9993349906186937	0.99382404390778	0.6205874879865918	0.8598408395926493	0.9982961410207779	0.9818566199350455	0.8725256217419138	-0.15195297202797203	-0.019381382387732363	-0.005344332662642448	0.45755000000000007	0.20065498583180139	-0.004871334348046652	-0.057343750000000006	-0.24666241767292646
CD99	NP_001308297.1|NP_001308298.1	NP_002405.1|NP_001116370.1|NP_001308299.1	NP_002405.1|NP_001116370.1|NP_001308299.1|NP_001308296.1	NP_002405.1	NP_001308297	0.9997780592881007	0.9993349906186937	0.99382404390778	0.6205874879865918	0.8598408395926493	0.9982961410207779	0.9818566199350455	0.8749431614226721	-0.15195297202797203	-0.019381382387732363	-0.005344332662642448	0.45755000000000007	0.20065498583180139	-0.004871334348046652	-0.057343750000000006	-0.2647834761361502
CD99L2	NP_001229543.1	NP_113650.2|NP_604395.1|NP_604394.1|NP_001229543.1|NP_001171737.1	NP_113650.2|NP_604395.1|NP_604394.1|NP_001171737.1|NP_001229543.1	NP_113650.2	NP_113650	0.9997780592881007	0.8912888142531066	0.9548438179998442	0.9983882948869768	0.8551413068643239	0.8626359238178881	0.8844894346890116	0.9007716488629182	0.43039379370629366	0.16107056482562726	-0.043568627450980446	0.0013500000000000179	0.21564997117596466	-0.13306484018264886	-0.22695625000000008	0.10737656815805945
CDA	NP_001776.1	NP_001776.1	NP_001776.1	NP_001776.1	NP_001776	0.9997780592881007	0.9369434405485649	0.9475382973127425	0.8910885820333195	0.8809671867722638	0.927118917834242	0.9825343679798558	0.9130102549406071	0.4385918706293705	-0.20898579892900854	-0.07324133126934985	0.23610000000000006	-0.2666085343830915	-0.2066392186707254	0.09369374999999991	0.19248505307198754
CDAN1		NP_612486.2	NP_612486.2			0.9997780592881007			0.93482169996145	0.8598408395926493	0.882788147757739			0.19255769230769226			0.05153750000000003	0.09512367703529448	0.11106281075596132		
CDC16		NP_001072113.1|NP_001305446.1|NP_001305447.1|NP_001317033.1	NP_003894.3|NP_001305446.1|NP_001305447.1|NP_001317033.1	NP_001072113.1	NP_003894	0.9997780592881007	0.9410749550649433	0.6746215148610202	0.7856210388593423	0.8755746690364024	0.7787955447259989		0.9587638833434052	0.03757185314685321	-0.04423908046786934	0.10266767270288396	-0.13245	-0.04898805561916963	0.13871456113647895		-0.025225515178403685
CDC20		NP_001246.2	NP_001246.2			0.9997780592881007			0.4522759248245131	0.8652574267533929	0.42475086287831887			-0.15807928321678288			-0.9530544444444443	-0.2277238111589493	-0.8835023845763569		
CDC23		NP_004652.2	NP_004652.2	NP_004652.2	NP_004652	0.9997780592881007	0.9368369271697061	0.9301945354512486	0.705467632894248	0.8598408395926493	0.8638402416831521		0.9656225763293091	0.2342990384615385	-0.06420011421092284	0.030170556826849722	-0.138917875	-0.06407031928743895	0.07859690512430241		0.01932257552582156
CDC26	NP_644815.1	NP_644815.1	NP_644815.1		NP_644815	0.9997780592881007		0.9436996593426757	0.7475678928648509	0.8809671867722638	0.6738129905864831	0.7275911205237906	0.9846035657951928	-0.09534746503496502		0.06850961538461538	-0.1049265	-0.05172517375284068	0.17121029934043624	-0.2666979166666666	0.012343103981220627
CDC27	NP_001107563.1|NP_001247.3|NP_001339964.1|NP_001280020.1|NP_001339979.1|NP_001339978.1	NP_001280018.1|NP_001339976.1|NP_001339980.1	NP_001280018.1		NP_001280018	0.9997780592881007		0.8783169967884812	0.6544697236332182	0.8853964262265248	0.6971808868438597	0.981126547720047	0.9228614165599635	0.12062159090909108		-0.052776458752515125	-0.128478	-0.0472770514561118	0.17458528665651962	0.027189583333333323	0.0674476977683881
CDC27	NP_001107563.1|NP_001247.3|NP_001339964.1|NP_001280020.1|NP_001339979.1|NP_001339978.1	NP_001280018.1|NP_001339976.1|NP_001339980.1	NP_001280018.1		NP_001107563	0.9997780592881007		0.8783169967884812	0.6544697236332182	0.8853964262265248	0.6971808868438597	0.981126547720047	0.9270835632771404	0.12062159090909108		-0.052776458752515125	-0.128478	-0.0472770514561118	0.17458528665651962	0.027189583333333323	0.062364765586854456
CDC27	NP_001107563.1|NP_001247.3|NP_001339964.1|NP_001280020.1|NP_001339979.1|NP_001339978.1	NP_001280018.1|NP_001339976.1|NP_001339980.1	NP_001107563.1|NP_001247.3|NP_001280020.1		NP_001280018	0.9997780592881007		0.8783169967884812	0.6544697236332182	0.8853964262265248	0.6971808868438597	0.981126547720047	0.9228614165599635	0.26133513986013984		-0.052776458752515125	-0.128478	-0.0472770514561118	0.17458528665651962	0.027189583333333323	0.0674476977683881
CDC27	NP_001107563.1|NP_001247.3|NP_001339964.1|NP_001280020.1|NP_001339979.1|NP_001339978.1	NP_001280018.1|NP_001339976.1|NP_001339980.1	NP_001107563.1|NP_001247.3|NP_001280020.1		NP_001107563	0.9997780592881007		0.8783169967884812	0.6544697236332182	0.8853964262265248	0.6971808868438597	0.981126547720047	0.9270835632771404	0.26133513986013984		-0.052776458752515125	-0.128478	-0.0472770514561118	0.17458528665651962	0.027189583333333323	0.062364765586854456
CDC34	NP_004350.1	NP_004350.1	NP_004350.1	NP_004350.1	NP_004350	0.9997780592881007	0.9993349906186937	0.8522111350048626	0.9642316208661594	0.8954145640374512	0.6997267232884247	0.5893134648499266	0.7380583197463991	-0.1767627622377623	0.015228627860816885	0.1025586956521739	0.044745000000000035	0.06721401052275944	-0.20398619989852873	0.4821499999999999	0.1827636240876369
CDC37	NP_008996.1	NP_008996.1	NP_008996.1	NP_008996.1	NP_008996	0.9997780592881007	0.9744294974157616	0.8794141960939583	0.49126463534088716	0.8468422021971829	0.349570283668175	0.42624894404247826	0.7180161376055744	0.11350611888111878	0.02100440074655735	-0.040382427900737844	-0.319179475	0.09411290698124312	-0.31187326230339923	0.48506875000000005	0.26535129356025045
CDC37L1	NP_060383.2	NP_060383.2	NP_060383.2	NP_060383.2	NP_060383	0.9997780592881007	0.9410749550649433	0.8794141960939583	0.7861738512282974	0.9515438018664198	0.8548716165410627	0.5483242365729492	0.9523949864046749	0.05066958041958043	0.07217207596373498	-0.0680179487179487	0.14752900000000002	-0.03247185687281366	0.11753201420598675	0.4240499999999999	-0.05034408551956181
CDC40		NP_056975.1	NP_056975.1	NP_056975.1	NP_056975	0.9997780592881007	0.9993349906186937	0.8807085971662222	0.5291165504228347	0.9564549217796963	0.8228460465142357		0.9628012217805305	-0.06282840909090912	0.00707170733060658	-0.04328792756539239	-0.21469500000000002	-0.033455643274821464	0.10819046169457136		0.02314098036463222
CDC42	NP_001034891.1	NP_001034891.1	NP_001034891.1	NP_001034891.1	NP_426359	0.9997780592881007	0.9993349906186937	0.9171362293860922	0.7482145066545997	0.9447929088353737	0.9509750939402778	0.8975192025516634	0.9307068426939595	-0.032166083916083915	-0.008352281514989346	0.04547330650570085	0.14617999999999998	0.03619771131191736	-0.05659903602232367	0.23111041666666662	-0.05674799649921747
CDC42	NP_001034891.1	NP_001034891.1	NP_001034891.1	NP_001034891.1	NP_001034891	0.9997780592881007	0.9993349906186937	0.9171362293860922	0.7482145066545997	0.9447929088353737	0.9509750939402778	0.8975192025516634	0.9481364260712187	-0.032166083916083915	-0.008352281514989346	0.04547330650570085	0.14617999999999998	0.03619771131191736	-0.05659903602232367	0.23111041666666662	-0.03643229520187785
CDC42BPA			NP_003598.2|NP_055641.3		NP_003598	0.9997780592881007		0.8019954214237381	0.9865666507228242	0.8283966402652875			0.8123198864110163	0.33343496503496506		-0.09021678108314263	0.01619068750000008	0.17169155455022078			-0.12865979981690137
CDC42BPB	NP_006026.3	NP_006026.3	NP_006026.3	NP_006026.3	NP_006026	0.9997780592881007	0.9410749550649433	0.7880487040881875	0.9598059653578468	0.984294419328419	0.3666418084666071	0.9874432549345731	0.9130102549406071	0.12284702797202793	0.07897781788206718	-0.056113682092555336	-0.03046237500000004	0.010776452906236628	0.42453982749873154	0.024427083333333266	-0.05942608304225347
CDC42BPG	NP_059995.2	NP_059995.2	NP_059995.2|NP_001106946.1		NP_059995	0.9997780592881007		0.9910215717739576	0.2533178008600954		0.9700294041339746	0.4197498430484886	0.9917354285201836	0.08875743006993003		-0.010940317460317456	0.6378137499999998		-0.05521116184677838	0.810025	0.010975848463223858
