cancer_type	protein	Database_ID	adj_p
brca	IFIT1B	NP_001010987.1	0.0077962291540394175
brca	IFIT2	NP_001538.4	0.004331978795688954
brca	IFIT5	NP_036552.1	0.004331978795688954
brca	IFITM1	NP_003632.3	0.012561904645483547
brca	IFITM2	NP_006426.2	0.005455157095579839
brca	IFITM3	NP_066362.2	0.004775136192986088
brca	IFNGR1	NP_000407.1	0.0049460262144313235
brca	IFRD1	NP_001007246.1|NP_001184009.1	0.0048281160988852415
brca	IFRD2	NP_006755.4	0.0053325430223068295
brca	IFT122	NP_060732.2|NP_001267470.1|NP_443715.1|NP_443711.2|NP_443716.1|NP_001267475.1|NP_001267474.1	0.005056124080926924
brca	IFT140	NP_055529.2	0.004467866765738857
brca	IFT172	NP_056477.1	0.005574722499864234
brca	IFT20	NP_001254703.1|NP_001254704.1|NP_001254706.1|NP_777547.1|NP_001254707.1	0.023617264324542312
brca	IFT22	NP_073614.1|NP_001124292.1|NP_001124293.1	0.00458361001978985
brca	IFT27	NP_001171172.1|NP_006851.1	0.0209859236639486
brca	IFT43	NP_001096034.1|NP_443105.2|NP_001242924.1	0.011455633944776434
brca	IFT46	NP_064538.3|NP_001162089.1	0.0043792588395976965
brca	IFT52	NP_001290387.1|NP_001290388.1|NP_001310507.1|NP_001310510.1	0.041052668087617865
brca	IFT57	NP_060480.1	0.005174179846108503
brca	IFT74	NP_001092693.1|NP_001092694.1	0.0754341177259765
brca	IFT80	NP_065851.1|NP_001177171.1	0.004331978795688954
brca	IFT81	NP_001137251.1|NP_113661.2	0.02889154328164619
brca	IFT88	NP_001305422.1|NP_006522.2|NP_001305420.1	0.006415576447986395
brca	IGBP1	NP_001542.1	0.01431296538438826
brca	IGF1	NP_001104753.1|NP_001104755.1|NP_000609.1|NP_001104754.1	0.005045389546251579
brca	IGF1R	NP_000866.1|NP_001278787.1|NP_055030.1	0.02444157050659395
brca	IGF2	NP_001121070.1|NP_001278790.1	0.004354135017914877
brca	IGF2BP1	NP_006537.3|NP_001153895.1	0.0062738125497599365
brca	IGF2BP2	NP_001278798.1|NP_006539.3|NP_001007226.1|NP_001278801.1|NP_001278802.1|NP_001278804.1|NP_001278803.1	0.004331978795688954
brca	IGF2BP3	NP_006538.2	0.007078771809987148
brca	IGF2R	NP_000867.2	0.006619338286828487
brca	IGFALS	NP_001139478.1|NP_004961.1	0.004331978795688954
brca	IGFBP2	NP_000588.2|NP_001300919.1|NP_001300922.1	0.004331978795688954
brca	IGFBP3	NP_001013416.1|NP_000589.2	0.0053798943052649345
brca	IGFBP4	NP_001543.2	0.013301232800321427
brca	IGFBP5	NP_000590.1	0.007184552896895672
brca	IGFBP6	NP_002169.1	0.010203391799029076
brca	IGFBP7	NP_001544.1|NP_001240764.1	0.004331978795688954
brca	IGFLR1	NP_078936.1	0.004331978795688954
brca	IGFN1	NP_001158058.1	0.006732337361599156
brca	IGHMBP2	NP_002171.2	0.004331978795688954
brca	IGLL1	NP_064455.1|NP_690594.1	0.004643595676335176
brca	IGLL5	NP_001171597.1|NP_001243225.1	0.004331978795688954
brca	IGSF1	NP_001164432.1|NP_001546.2|NP_001164433.1	0.004331978795688954
brca	IGSF8	NP_001193594.1	0.004331978795688954
brca	IK	NP_006074.2	0.010641401614928636
brca	IKBKAP	NP_003631.2|NP_001305289.1|NP_001317678.1	0.043807739628812854
brca	IKBKB	NP_001547.1|NP_001177649.1|NP_001229707.1	0.01589129457818164
brca	IKBKE	NP_054721.1|NP_001180250.1|NP_001180251.1	0.004932716595307394
brca	IKZF1	NP_001278767.1|NP_001207696.1|NP_001278768.1|NP_001207699.1	0.03776100342665167
brca	IKZF2	NP_057344.2|NP_001072994.1	0.005039327089673226
brca	IKZF3	NP_036613.2|NP_899052.1|NP_899053.1|NP_899055.1|NP_001244337.1|NP_899051.1|NP_001244338.1|NP_899054.1|NP_001244343.1|NP_001244339.1|NP_001244340.1|NP_001244341.1|NP_001244342.1|NP_001271443.1	0.004331978795688954
brca	IKZF4	NP_071910.3	0.005403677637177299
brca	IL16	NP_757366.2|NP_004504.3	0.0123596378323168
brca	IL18	NP_001553.1|NP_001230140.1	0.01045593456027888
brca	IL1RAP	NP_001161403.1|NP_001161400.1|NP_001161402.1	0.004331978795688954
brca	IL1RN	NP_000568.1|NP_776214.1|NP_776213.1|NP_001305843.1	0.005317513275376801
brca	IL33	NP_254274.1|NP_001300976.1|NP_001300977.1|NP_001186569.1|NP_001186570.1	0.15701960680543747
brca	IL4I1	NP_001244946.1|NP_690863.1	0.008587508398190427
brca	IL6ST	NP_002175.2|NP_001177910.1|NP_786943.1	0.005677526814865758
brca	ILF2	NP_004506.2|NP_001254738.1	0.004503884334623254
brca	ILK	NP_004508.1|NP_001265371.1	0.004342346479552846
brca	ILKAP	NP_110395.1	0.03253991004940416
brca	ILVBL	NP_006835.2	0.006335531082620472
brca	IMP3	NP_060755.1	0.04289684081239481
brca	IMP4	NP_219484.1|NP_001307234.1|NP_001307233.1|NP_001307235.1|NP_001307238.1|NP_001307240.1	0.08014386357256159
brca	IMPA1	NP_005527.1|NP_001138350.1|NP_001138351.1	0.04986230691390669
brca	IMPA2	NP_055029.1	0.004331978795688954
brca	IMPACT	NP_060909.1	0.01154736794007912
brca	IMPAD1	NP_060283.3	0.004331978795688954
brca	IMPDH1	NP_000874.2|NP_001096075.1|NP_001136048.1|NP_899066.1|NP_001291450.1|NP_001136045.1|NP_001136046.1|NP_001136047.1	0.007985024574021773
brca	IMPDH2	NP_000875.2	0.005000101538738021
brca	INCENP	NP_001035784.1|NP_064623.2	0.006292096334983103
brca	ING1	NP_005528.4|NP_937862.1|NP_001254657.1|NP_937860.1|NP_937861.1	0.006769037815198474
brca	ING2	NP_001555.1|NP_001278888.1	0.006253577531106597
brca	ING3	NP_061944.2|NP_938008.1	0.007125301563810253
brca	ING4	NP_001121054.1|NP_057246.2|NP_001121055.1|NP_001121056.1|NP_001121058.1|NP_001121057.1	0.020262359182428916
brca	ING5	NP_115705.2|NP_001317091.1|NP_001317090.1	0.007832327596736854
brca	INHBA	NP_002183.1	0.0046190822834689185
brca	INHBB	NP_002184.2	0.00931976998320996
brca	INIP	NP_067041.1|NP_001316514.1|NP_001316518.1|NP_001316515.1	0.01371681864228299
brca	INO80	NP_060023.1	0.006230454849535583
brca	INO80B	NP_112578.2	0.004331978795688954
brca	INO80C	NP_919257.2|NP_001092287.1|NP_001294993.1	0.004481874992678515
brca	INO80D	NP_060229.3	0.048597452474845766
brca	INO80E	NP_775889.1|NP_001291491.1|NP_001291492.1	0.004331978795688954
brca	INPP1	NP_002185.1	0.15242610650327018
brca	INPP4A	NP_001127697.1|NP_001127696.1|NP_004018.1|NP_001557.1	0.004342203902618632
brca	INPP4B	NP_001095139.1|NP_001317969.1	0.004331978795688954
brca	INPP5A	NP_005530.3|NP_001307971.1	0.0074396650659433895
brca	INPP5B	NP_001284363.1|NP_005531.2	0.004331978795688954
brca	INPP5D	NP_001017915.1|NP_005532.2	0.016926023080962284
brca	INPP5J	NP_001271214.1|NP_001271215.1|NP_001002837.1|NP_001271217.1|NP_001271216.1	0.026574193818911337
brca	INPP5K	NP_057616.2|NP_001129114.1	0.006108985194497935
brca	INPPL1	NP_001558.3	0.0214321140180576
brca	INSM1	NP_002187.1	0.07165356815981415
brca	INTS1	NP_001073922.2	0.045116059271762744
brca	INTS12	NP_001135943.1	0.004331978795688954
brca	INTS2	NP_001317346.1|NP_065799.1	0.1208651395526875
brca	INTS3	NP_001311404.1	0.010276439637414673
brca	INTS4	NP_291025.3	0.016722890462100605
brca	INTS6L	NP_872346.3	0.06597848748478857
brca	INTS7	NP_056249.1|NP_001186741.1|NP_001186740.1|NP_001186738.1	0.007342414020139649
brca	INTS8	NP_060334.2	0.015895326335295355
brca	IP6K1	NP_001229758.1|NP_001006115.1	0.004331978795688954
brca	IPCEF1	NP_001124171.1|NP_056368.1	0.005936883321020043
brca	IPO11	NP_057422.3|NP_001128251.1	0.023198161290982733
brca	IPO13	NP_055467.3	0.005393082935288361
brca	IPO4	NP_078934.3	0.01108003097984547
brca	IPO5	NP_002262.3	0.004331978795688954
brca	IPO7	NP_006382.1	0.028837557939240276
brca	IPO8	NP_006381.2|NP_001177924.1	0.004936996663613439
brca	IPO9	NP_060555.2	0.004331978795688954
brca	IPPK	NP_073592.1	0.004331978795688954
brca	IQCB1	NP_001018864.2|NP_001018865.2	0.004881171892053508
brca	IQCD	NP_001317381.1|NP_612460.1	0.0049949459064182085
brca	IQCJ-SCHIP1	NP_001184042.1|NP_001184043.1|NP_055390.1|NP_001184036.1|NP_001184037.1|NP_001184038.1|NP_001036170.1|NP_001036171.1	0.004481755156574782
brca	IQGAP1	NP_003861.1	0.00534538472496952
brca	IQGAP2	NP_006624.2|NP_001272389.1|NP_001272391.1|NP_001272390.1	0.004377913789061816
brca	IQGAP3	NP_839943.2	0.12168831554786529
brca	IQSEC1	NP_001127854.1|NP_055684.3	0.004331978795688954
brca	IQSEC2	NP_001104595.1|NP_055890.1	0.015780851095986367
brca	IRAK1	NP_001560.2|NP_001020413.1|NP_001020414.1	0.004331978795688954
brca	IRAK3	NP_009130.2|NP_001135995.1	0.005014416600960791
brca	IRAK4	NP_057207.2|NP_001138730.1	0.0060659795887322635
brca	IREB2	NP_004127.1|NP_001307871.1|NP_001307870.1|NP_001307872.1	0.004331978795688954
brca	IRF2	NP_002190.2	0.004720030447158722
brca	IRF2BP1	NP_056464.1	0.07890848635234149
brca	IRF2BPL	NP_078772.1|NP_443085.2	0.005621818796761728
brca	IRF3	NP_001562.1|NP_001184052.1|NP_001184051.1|NP_001184054.1	0.006511967781490953
brca	IRF4	NP_002451.2|NP_001182215.1	0.004331978795688954
brca	IRF5	NP_001092099.1|NP_001092100.1|NP_001229381.1	0.005532217752157987
brca	IRF6	NP_006138.1|NP_001193625.1	0.005485348743790878
brca	IRF7	NP_004022.2|NP_001563.2|NP_004020.1	0.018646882269954694
brca	IRF8	NP_002154.1	0.0219461469429616
brca	IRF9	NP_006075.3	0.05494355877537068
brca	IRGQ	NP_001007562.1	0.005017832912021138
brca	IRS1	NP_005535.1	0.02060766606068769
brca	IRS2	NP_003740.2	0.01452385768342077
brca	IRX2	NP_001127694.1	0.04532238822913825
brca	IRX5	NP_005844.4|NP_001239126.1	0.006375183064694991
brca	ISCA1	NP_112202.2	0.004331978795688954
brca	ISCA2	NP_919255.2|NP_001258936.1	0.03318173485576065
brca	ISCU	NP_998760.1|NP_001288070.1|NP_001288069.1|NP_055116.1	0.08378320620358247
brca	ISG15	NP_005092.1	0.015796351054242982
brca	ISG20	NP_001290162.1|NP_001290166.1|NP_001290164.1	0.004331978795688954
brca	ISG20L2	NP_001290024.1	0.006555354990254861
brca	ISLR	NP_005536.1	0.004331978795688954
brca	ISOC1	NP_057132.2	0.004957991980001995
brca	ISOC2	NP_078986.1|NP_001129673.1|NP_001129674.1	0.004331978795688954
brca	ISPD	NP_001094896.1|NP_001094887.1	0.008336849383525373
brca	ISY1-RAB43	NP_001191819.1|NP_065752.1|NP_001186398.1	0.20792389680565546
brca	ITCH	NP_001244066.1|NP_001311127.1|NP_001244067.1	0.0059811021871885505
brca	ITFG1	NP_110417.2|NP_001291931.1	0.006414085606418443
brca	ITFG2	NP_060933.3	0.022354115584387494
brca	ITGA1	NP_852478.1	0.0046190822834689185
brca	ITGA11	NP_001004439.1	0.004331978795688954
brca	ITGA2	NP_002194.2	0.02762645031648407
brca	ITGA2B	NP_000410.2	0.010396931192208136
brca	ITGA3	NP_002195.1	0.004928486085435703
brca	ITGA4	NP_000876.3|NP_001303241.1	0.004463114761663839
brca	ITGA5	NP_002196.4	0.014453746196797537
brca	ITGAD	NP_001305114.1|NP_005344.2	0.004701864976152307
brca	ITGAE	NP_002199.3	0.004331978795688954
brca	ITGAM	NP_001139280.1|NP_000623.2	0.00889159717943481
brca	ITGAV	NP_002201.1|NP_001138471.1|NP_001138472.1	0.02114961488505548
brca	ITGAX	NP_001273304.1|NP_000878.2	0.008629118661666458
brca	ITGB1	NP_596867.1|NP_391988.1	0.00516368561624513
brca	ITGB1BP1	NP_004754.1|NP_001305998.1|NP_001305999.1|NP_071729.1	0.020886637090906712
brca	ITGB2	NP_000202.3|NP_001290167.1	0.004331978795688954
brca	ITGB3	NP_000203.2	0.010177397587418724
brca	ITGB4	NP_001005619.1|NP_001005731.1|NP_000204.3	0.00460297113643042
brca	ITGB5	NP_002204.2	0.008800646979606901
brca	ITGB6	NP_001269282.1|NP_001269317.1|NP_001269318.1|NP_001269283.1|NP_001269319.1|NP_001269284.1	0.004342346479552846
brca	ITGB8	NP_002205.1	0.01593356815812386
brca	ITGBL1	NP_004782.1|NP_001258685.1|NP_001258684.1|NP_001258683.1	0.004331978795688954
brca	ITIH1	NP_001159907.1	0.011279676964711167
brca	ITIH1	NP_002206.2|NP_001159906.1	0.004424321695952322
brca	ITIH2	NP_002207.2	0.029944026057638084
brca	ITIH3	NP_002208.3	0.004377913789061816
brca	ITIH5	NP_085046.5|NP_001001851.1|NP_116206.4	0.008966191907093015
brca	ITM2B	NP_068839.1	0.004331978795688954
brca	ITPK1	NP_001136065.1|NP_001136066.1	0.009981082151892463
brca	ITPKB	NP_002212.3	0.008892806523566646
brca	ITPKC	NP_079470.1	0.021973148341696214
brca	ITPR1	NP_001161744.1|NP_001093422.2|NP_002213.5	0.017883412722708627
brca	ITPR2	NP_002214.2	0.004331978795688954
brca	ITPR3	NP_002215.2	0.012558952499608552
brca	ITPRIPL2	NP_001030013.1	0.0068361120254426515
brca	IVD	NP_002216.2|NP_001152980.1	0.024526019894139158
brca	IVL	NP_005538.2	0.052846027754516335
brca	IVNS1ABP	NP_006460.2	0.006797303790740942
brca	IWS1	NP_060439.2	0.006465738518867417
brca	JADE2	NP_001276914.1|NP_001295072.1|NP_001276913.1|NP_056103.4	0.007117833283813646
brca	JADE3	NP_001070913.1	0.5472614360149293
brca	JAG1	NP_000205.1|NP_002217.3|NP_660142.1	0.008589817110759635
brca	JAGN1	NP_115881.3	0.004331978795688954
brca	JAK1	NP_001308784.1|NP_001308786.1	0.004331978795688954
brca	JAK2	NP_001309123.1|NP_001309133.1|NP_001309127.1	0.00435605228384916
brca	JAK3	NP_000206.2	0.004331978795688954
brca	JARID2	NP_004964.2|NP_001253969.1	0.00710916801690508
brca	JCHAIN	NP_653247.1	0.004342346479552846
brca	JMJD1C	NP_116165.1|NP_001309181.1|NP_001269877.1|NP_001309183.1|NP_001305082.1	0.0047275705308912055
brca	JMJD4	NP_075383.2|NP_001154937.1	0.012894760261652871
brca	JMJD6	NP_001074930.1|NP_055982.2	0.04134537989695719
brca	JMJD7-PLA2G4B	NP_005081.1|NP_001185517.1|NP_001108105.1	0.01719820177601616
brca	JMJD8	NP_001005920.2|NP_001310847.1|NP_001310848.1|NP_001310849.1|NP_001310851.1	0.0076371791382320265
brca	JMY	NP_689618.4	0.010849462868032116
brca	JOSD2	NP_001257615.1|NP_001257570.1	0.004331978795688954
brca	JPH1	NP_001304759.1|NP_787109.2	0.004331978795688954
brca	JPH3	NP_065706.2	0.008218544258132347
brca	JSRP1	NP_653217.1	0.011520274213932093
brca	JTB	NP_006685.1	0.0174265530912103
brca	JUN	NP_002219.1	0.007286198214533227
brca	JUNB	NP_002220.1	0.004331978795688954
brca	JUND	NP_005345.3|NP_001273897.1	0.004331978795688954
brca	JUP	NP_002221.1	0.13540776122489678
brca	KANK1	NP_001243805.1|NP_694856.1	0.01833305336316863
brca	KANK3	NP_940873.2	0.019874868258161094
brca	KANK4	NP_859063.3|NP_001307198.1	0.0075592108781912136
brca	KANSL1	NP_001180395.1|NP_001180394.1	0.004331978795688954
brca	KANSL2	NP_060292.3	0.006716172894991632
brca	KANSL3	NP_001108488.1	0.007307488632540669
brca	KARS	NP_005539.1|NP_001123561.1	0.005265028762821259
brca	KAT14	NP_065397.3	0.0061209009965023774
brca	KAT2A	NP_066564.2	0.02501572811233842
brca	KAT5	NP_874369.1|NP_006379.2	0.004331978795688954
brca	KAT6A	NP_006757.2|NP_001292807.1	0.004331978795688954
brca	KAT6B	NP_036462.2|NP_001243397.1|NP_001243398.1	0.04012480040372519
brca	KAT7	NP_008998.1|NP_001186084.1|NP_001186086.1|NP_001186085.1|NP_001186087.1	0.045460648475339156
brca	KAT8	NP_115564.2|NP_892003.2	0.00650481585965492
brca	KATNA1	NP_008975.1	0.03586674539060624
brca	KATNAL1	NP_001014402.1	0.005355449569852603
brca	KATNB1	NP_005877.2	0.004331978795688954
brca	KAZN	NP_963922.2|NP_056024.1|NP_001018001.1	0.006988643132219721
brca	KBTBD2	NP_056298.2	0.004331978795688954
brca	KBTBD4	NP_060565.4|NP_001305645.1|NP_001305646.1|NP_001305647.1|NP_001305648.1|NP_001305649.1	0.00934212306846899
brca	KBTBD6	NP_690867.3	0.004851904653172199
brca	KCMF1	NP_064507.3	0.004331978795688954
brca	KCNAB2	NP_001186790.1|NP_001186792.1|NP_751892.1|NP_001295146.1	0.014588289482074926
brca	KCNB1	NP_004966.1	0.023245225673079035
brca	KCNH1	NP_758872.1|NP_002229.1	0.004559187472496841
brca	KCNH3	NP_036416.1|NP_001300959.1	0.0062770966190196335
brca	KCNH5	NP_647479.2|NP_758963.1	0.005267213839020825
brca	KCNMA1	NP_001154825.1|NP_001309766.1|NP_001309764.1|NP_001014797.1|NP_002238.2|NP_001309761.1|NP_001258447.1|NP_001154824.1|NP_001309759.1|NP_001258448.1|NP_001309765.1|NP_001309758.1|NP_001309767.1	0.01774824440012584
brca	KCTD1	NP_001136202.1|NP_001245151.1|NP_001129677.1	0.005948456847454906
brca	KCTD12	NP_612453.1	0.04480827467850311
brca	KCTD14	NP_076419.2|NP_001269335.1	0.012647435077377825
brca	KCTD15	NP_001123466.1|NP_076981.2	0.9226144703115358
brca	KCTD17	NP_001269613.1|NP_078957.2|NP_001269615.1|NP_001269614.1	0.005914000171859102
brca	KCTD18	NP_001308476.1|NP_001308477.1	0.007059071457233053
brca	KCTD20	NP_775833.2|NP_001273509.1|NP_001273508.1	0.005530261642400543
brca	KCTD21	NP_001025030.1	0.02630024090739637
brca	KCTD3	NP_057205.2|NP_001306223.1|NP_001306224.1	0.004819664791745242
brca	KCTD5	NP_061865.1	0.005145504864536176
brca	KCTD6	NP_001121686.1	0.015403212008847603
brca	KDELC1	NP_076994.2|NP_001305661.1	0.005055829224850999
brca	KDELC2	NP_714916.3	0.004331978795688954
brca	KDF1	NP_689578.2	0.18135710002241556
brca	KDM1B	NP_694587.3	0.007253320261668606
brca	KDM2A	NP_036440.1|NP_001243334.1	0.05925140963362158
brca	KDM2B	NP_115979.3|NP_001005366.1	0.006208592993342442
brca	KDM3A	NP_060903.2	0.025258276740612838
brca	KDM3B	NP_057688.2	0.004331978795688954
brca	KDM4A	NP_055478.2	0.004331978795688954
brca	KDM4B	NP_055830.1|NP_001155102.1	0.00460297113643042
brca	KDM5A	NP_001036068.1	0.015164640513946025
brca	KDM5B	NP_006609.3|NP_001300971.1	0.0062738125497599365
brca	KDM6A	NP_066963.2|NP_001278344.1|NP_001278345.1|NP_001278346.1|NP_001278347.1|NP_001278350.1	0.03814677205989396
brca	KDM6B	NP_001073893.1	0.004331978795688954
brca	KDM8	NP_079049.2|NP_001138820.1	0.004331978795688954
brca	KDR	NP_002244.1	0.004331978795688954
brca	KDSR	NP_002026.1	0.004331978795688954
brca	KEAP1	NP_036421.2	0.00883496518240708
brca	KERA	NP_008966.1	0.0047113599597611855
brca	KHDRBS1	NP_006550.1|NP_001258807.1	0.00801291375568497
brca	KHDRBS3	NP_006549.1	0.011526538582031185
brca	KHK	NP_000212.1|NP_006479.1	0.004527570266106545
brca	KHNYN	NP_001277185.1|NP_001277186.1	0.004928873233324955
brca	KHSRP	NP_003676.2	0.004331978795688954
brca	KIAA0100	NP_055495.2|NP_001308489.1|NP_001308490.1	0.005186321494004684
brca	KIAA0101	NP_055551.1|NP_001025160.1	0.010458558286618793
brca	KIAA0196	NP_055661.3|NP_001317538.1	0.004331978795688954
brca	KIAA0232	NP_001094060.1	0.004331978795688954
brca	KIAA0319L	NP_079150.3	0.03806729860818923
brca	KIAA0355	NP_055501.2	0.008921795682795195
brca	KIAA0368	NP_001073867.1	0.011327705737253984
brca	KIAA0391	NP_055487.2|NP_001243607.1|NP_001243608.1|NP_001243609.1	0.005530261642400543
brca	KIAA0408	NP_055517.3	0.01610560576939483
brca	KIAA0430	NP_055462.2|NP_001171928.1|NP_001171927.1	0.010343426439140345
brca	KIAA0513	NP_055547.1|NP_001273495.1|NP_001284695.1	0.004331978795688954
brca	KIAA0556	NP_056017.3	0.004377913789061816
brca	KIAA0753	NP_055619.2	0.07611321089840513
brca	KIAA0907	NP_055764.2	0.00450045139094696
brca	KIAA0922	NP_001124479.1|NP_056011.3	0.0043792588395976965
brca	KIAA0930	NP_001009880.1|NP_056079.1	0.004393861643643906
brca	KIAA1033	NP_001280569.1|NP_056090.1	0.004331978795688954
brca	KIAA1107	NP_056052.3	0.06410289931590266
brca	KIAA1109	NP_056127.2	0.004331978795688954
brca	KIAA1143	NP_065747.1|NP_001307263.1	0.016137214640322917
brca	KIAA1147	NP_001073861.1	0.006252865577181673
brca	KIAA1161	NP_065753.2	0.0056068305615444335
brca	KIAA1210	NP_065772.1	0.004331978795688954
brca	KIAA1211	NP_065773.1	0.007348278482464455
brca	KIAA1211L	NP_997245.2	0.039478746799640786
brca	KIAA1324	NP_065826.2|NP_001271281.1|NP_001253977.1|NP_001271282.1	0.004331978795688954
brca	KIAA1324L	NP_001136221.1|NP_001278919.1|NP_689961.3|NP_001278920.1	0.009481122129792319
brca	KIAA1328	NP_065827.1|NP_001309256.1	0.006763897928915236
brca	KIAA1429	NP_056311.2|NP_892121.1	0.011814262206388057
brca	KIAA1462	NP_065899.1	0.010427629696135105
brca	KIAA1468	NP_065905.2|NP_982258.2	0.004417707386244459
brca	KIAA1522	NP_065939.2|NP_001185901.1|NP_001185902.1	0.02623671334577578
brca	KIAA1524	NP_065941.2	0.011905226311128933
brca	KIAA1549	NP_001158137.1|NP_065961.2	0.03218746167568416
brca	KIAA1551	NP_060639.3	0.017280658827866953
brca	KIAA1671	NP_001138678.1	0.004331978795688954
brca	KIAA1683	NP_001138776.1|NP_079525.1|NP_001138777.1	0.00469407351828877
brca	KIAA1755	NP_001025035.1	0.010202477829305145
brca	KIAA2012	NP_001264301.2	0.05608229537579128
brca	KIAA2013	NP_612355.1	0.09403785367886189
brca	KIDINS220	NP_065789.1	0.004331978795688954
brca	KIF11	NP_004514.2	0.00800047667709118
brca	KIF12	NP_612433.1	0.009536585403227974
brca	KIF14	NP_055690.1|NP_001292721.1	0.004791975529106031
brca	KIF15	NP_064627.1	0.02263005713626597
brca	KIF16B	NP_078980.3|NP_001186794.1	0.004331978795688954
brca	KIF19	NP_694941.2	0.008838546991290027
brca	KIF1A	NP_001230937.1|NP_001317219.1|NP_001317218.1|NP_001307634.1|NP_004312.2	0.0043418133543346804
brca	KIF1BP	NP_056449.1	0.2679331203304616
brca	KIF1C	NP_006603.2	0.005045389546251579
brca	KIF20A	NP_005724.1	0.01524125178005595
brca	KIF20B	NP_001271188.1|NP_057279.2	0.009211341625403545
brca	KIF21A	NP_001166934.1|NP_060111.2|NP_001166936.1	0.0430501615025356
brca	KIF21B	NP_001239029.1|NP_060066.2|NP_001239031.1|NP_001239032.1	0.007582103922946306
brca	KIF22	NP_015556.1|NP_001243198.1	0.00645744566768622
brca	KIF23	NP_612565.1|NP_004847.2|NP_001268230.1	0.0398154751533996
brca	KIF26B	NP_060482.2	0.007574036698205839
brca	KIF27	NP_060046.1|NP_001258857.1|NP_001258856.1	0.004331978795688954
brca	KIF2C	NP_006836.2|NP_001284584.1|NP_001284585.1|NP_001284586.1	0.007068950985259691
brca	KIF3A	NP_001287720.1|NP_001287721.1|NP_008985.3	0.0046190822834689185
brca	KIF3B	NP_004789.1	0.004331978795688954
brca	KIF3C	NP_002245.4	0.004331978795688954
brca	KIF4A	NP_036442.3	0.09769441963375344
brca	KIF4B	NP_001092763.1	0.004331978795688954
brca	KIF5B	NP_004512.1	0.017907242375798403
brca	KIF5C	NP_004513.1	0.0247194596575953
brca	KIF7	NP_940927.2	0.004873608064102217
brca	KIFAP3	NP_055785.2|NP_001191446.1|NP_001191445.1|NP_001191443.1	0.020298008689083706
brca	KIFC1	NP_002254.2	0.02435561695400064
brca	KIFC3	NP_001305639.1|NP_005541.3|NP_001123572.1|NP_001305640.1|NP_001305641.1|NP_001305643.1|NP_001305642.1	0.004331978795688954
brca	KIN	NP_036443.1	0.004331978795688954
brca	KIRREL	NP_060710.3|NP_001273278.1	0.008466362335469052
brca	KIT	NP_000213.1|NP_001087241.1	0.027786458381873293
brca	KITLG	NP_000890.1|NP_003985.2	0.007272848155539123
brca	KIZ	NP_060944.3|NP_001263318.1|NP_001156494.1|NP_001156495.1	0.007592541609225442
brca	KLC2	NP_001128247.1|NP_001128246.1	0.011683906321371017
brca	KLC3	NP_803136.2	0.01598263552064414
brca	KLC4	NP_958931.1|NP_612352.1	0.007383349182846221
brca	KLF16	NP_114124.1	0.007809385871164875
brca	KLF3	NP_057615.3|NP_009180.3	0.010906882145294472
brca	KLF4	NP_001300981.1|NP_004226.3|NP_006554.1|NP_057354.1|NP_848544.1	0.004331978795688954
brca	KLF5	NP_001721.2|NP_001273747.1|NP_003700.1|NP_001257873.1|NP_001257872.1	0.010003954320591911
brca	KLHDC10	NP_055812.1	0.004331978795688954
brca	KLHDC2	NP_055130.1	0.004331978795688954
brca	KLHDC3	NP_476502.1	0.005232446610003484
brca	KLHDC4	NP_060036.2|NP_001171785.1|NP_001171783.1	0.01719150659768139
brca	KLHDC7A	NP_689588.2	0.010145717951354617
brca	KLHDC8B	NP_775817.1	0.004873965170502812
brca	KLHL11	NP_060613.1	0.005936345030234812
brca	KLHL12	NP_001289980.1|NP_067646.1|NP_001290038.1	0.005486075140216252
brca	KLHL15	NP_085127.2	0.0212460085168502
brca	KLHL20	NP_055273.2	0.006463965487149379
brca	KLHL22	NP_116164.2	0.10228483658824664
brca	KLHL25	NP_071925.2	0.015314146132643506
brca	KLHL26	NP_060786.1	0.006285776865751633
brca	KLHL36	NP_079007.2|NP_001290380.1	0.00944219680616297
brca	KLHL42	NP_065833.1	0.0050657302512088775
brca	KLHL5	NP_057074.3|NP_001007076.1|NP_950240.2|NP_001165125.1|NP_476503.1|NP_061990.2	0.004331978795688954
brca	KLHL6	NP_569713.2	0.004832993254448999
brca	KLHL7	NP_001026880.2|NP_061334.4|NP_001165899.1	0.06323045862553554
brca	KLHL9	NP_061335.1|NP_001161771.1|NP_277030.2|NP_001161772.1|NP_001161774.1|NP_001161775.1	0.02944847415071953
brca	KLK11	NP_659196.1|NP_001129504.1|NP_001161077.1	0.03208716509124804
brca	KLK14	NP_001298111.1	0.04854406393281708
brca	KLK5	NP_001070960.1	0.010733051561550935
brca	KLK6	NP_001012982.1|NP_001012983.1	0.006753125883487919
brca	KLKB1	NP_000883.2|NP_001305323.1	0.004331978795688954
brca	KLRG2	NP_940910.1	0.014433056617218823
brca	KMO	NP_003670.2	0.00513939924425061
brca	KMT2A	NP_001184033.1|NP_005924.2	0.004331978795688954
brca	KMT2B	NP_055542.1	0.022849857785418093
brca	KMT2C	NP_733751.2	0.004331978795688954
brca	KMT2D	NP_003473.3	0.12863176584573194
brca	KMT2E	NP_061152.3	0.035827737716592874
brca	KMT5B	NP_060105.3|NP_057112.3|NP_001287838.1|NP_001287836.1|NP_001287837.1	0.022563123844914598
brca	KMT5C	NP_116090.2	0.005249801088874394
brca	KNL1	NP_733468.3|NP_653091.3	0.013719582706953452
