,level_0,level_1,gain,neutral,loss,chromo,location
5114,EPM2A,ENSG00000112425.14,0,88,22,6.0,145559279.0
5115,EPM2AIP1,ENSG00000178567.7,3,19,88,3.0,36989087.0
5116,EPN1,ENSG00000063245.14,3,107,0,19.0,55692542.0
5117,EPN2,ENSG00000072134.15,1,104,5,17.0,19276165.0
5118,EPN3,ENSG00000049283.17,2,106,2,17.0,50538216.0
5119,EPO,ENSG00000130427.2,28,80,2,7.0,100722084.0
5120,EPOP,ENSG00000273604.1,1,107,2,17.0,38673330.0
5121,EPOR,ENSG00000187266.13,3,106,1,19.0,11380774.5
5122,EPPIN,ENSG00000101448.13,12,98,0,20.0,45544189.0
5123,EPPK1,ENSG00000261150.2,9,96,5,8.0,143867895.5
5124,EPRS,ENSG00000136628.17,8,100,2,,
5125,EPS15,ENSG00000085832.16,1,105,4,1.0,51436764.5
5126,EPS15L1,ENSG00000127527.13,3,105,2,19.0,16413662.0
5127,EPS8,ENSG00000151491.12,13,97,0,12.0,15751231.5
5128,EPS8L1,ENSG00000131037.14,2,107,1,19.0,55079971.5
5129,EPS8L2,ENSG00000177106.14,4,105,1,11.0,711082.5
5130,EPS8L3,ENSG00000198758.10,1,103,6,1.0,109757053.5
5131,EPSTI1,ENSG00000133106.14,3,95,12,13.0,42939329.5
5132,EPX,ENSG00000121053.5,2,106,2,17.0,58198950.0
5133,EPYC,ENSG00000083782.7,13,97,0,12.0,90984354.0
5134,EQTN,ENSG00000120160.10,2,90,18,9.0,27290902.0
5135,ERAL1,ENSG00000132591.11,1,107,2,17.0,28858035.5
5136,ERAP1,ENSG00000164307.12,33,76,1,5.0,96784455.0
5137,ERAP2,ENSG00000164308.16,34,75,1,5.0,96897844.5
5138,ERAS,ENSG00000187682.2,7,96,7,,
5139,ERBB2,ENSG00000141736.13,1,107,2,17.0,39709170.0
5140,ERBB3,ENSG00000065361.14,13,97,0,12.0,56090152.0
5141,ERBB4,ENSG00000178568.14,7,94,9,2.0,211957279.0
5142,ERBIN,ENSG00000112851.14,24,84,2,5.0,66004512.0
5143,ERC1,ENSG00000082805.19,13,97,0,12.0,1243221.0
5144,ERC2,ENSG00000187672.12,3,20,87,3.0,55988389.0
5145,ERCC1,ENSG00000012061.15,2,108,0,19.0,45443080.5
5146,ERCC2,ENSG00000104884.14,2,108,0,19.0,45360377.5
5147,ERCC3,ENSG00000163161.12,7,101,2,2.0,127275728.0
5148,ERCC4,ENSG00000175595.14,20,90,0,16.0,13936251.0
5149,ERCC5,ENSG00000134899.18,5,95,10,13.0,102841573.5
5150,ERCC6,ENSG00000225830.12,1,99,10,10.0,49497004.0
5151,ERCC6L,ENSG00000186871.6,8,95,7,,
5152,ERCC6L2,ENSG00000182150.15,2,90,18,9.0,95996209.0
5153,ERCC8,ENSG00000049167.13,24,84,2,5.0,60909452.0
5154,EREG,ENSG00000124882.3,3,99,8,4.0,74376947.0
5155,ERF,ENSG00000105722.9,2,107,1,19.0,42251348.5
5156,ERFE,ENSG00000178752.15,8,93,9,2.0,238163935.0
5157,ERG,ENSG00000157554.18,6,102,2,21.0,38520903.5
5158,ERGIC1,ENSG00000113719.15,63,47,0,5.0,172893467.0
5159,ERGIC2,ENSG00000087502.17,13,97,0,12.0,29359270.5
5160,ERGIC3,ENSG00000125991.19,11,99,0,20.0,35549827.5
5161,ERH,ENSG00000100632.10,2,69,39,14.0,69389213.5
5162,ERI1,ENSG00000104626.14,3,84,23,8.0,9059446.5
5163,ERI2,ENSG00000196678.13,20,90,0,16.0,20840271.0
5164,ERI3,ENSG00000117419.14,1,105,4,1.0,44288165.0
5165,ERICH1,ENSG00000104714.13,3,85,22,8.0,676426.0
5166,ERICH2,ENSG00000204334.7,13,95,2,2.0,170791378.5
5167,ERICH3,ENSG00000178965.13,1,105,4,1.0,74620954.5
5168,ERICH4,ENSG00000204978.2,2,108,0,19.0,41443960.5
5169,ERICH5,ENSG00000177459.10,8,95,7,8.0,98079066.0
5170,ERICH6,ENSG00000163645.14,10,89,11,3.0,150681928.0
5171,ERICH6B,ENSG00000165837.11,2,96,12,13.0,45575130.5
5172,ERLEC1,ENSG00000068912.13,7,101,2,2.0,53802931.5
5173,ERLIN1,ENSG00000107566.13,1,98,11,10.0,100168063.5
5174,ERLIN2,ENSG00000147475.14,3,83,24,8.0,37747511.5
5175,ERMAP,ENSG00000164010.13,1,104,5,1.0,42831056.5
5176,ERMARD,ENSG00000130023.15,0,88,22,6.0,169766611.0
5177,ERMN,ENSG00000136541.14,11,97,2,2.0,157323169.0
5178,ERMP1,ENSG00000099219.13,2,92,16,9.0,5799096.5
5179,ERN1,ENSG00000178607.15,4,104,2,17.0,64084980.5
5180,ERN2,ENSG00000134398.14,20,90,0,,
5181,ERO1A,ENSG00000197930.12,2,73,35,14.0,52667907.5
5182,ERO1B,ENSG00000086619.13,7,99,4,1.0,236248529.5
5183,ERP27,ENSG00000139055.6,13,97,0,12.0,14926288.0
5184,ERP29,ENSG00000089248.6,13,97,0,12.0,112018398.5
5185,ERP44,ENSG00000023318.7,2,90,18,9.0,100039092.5
5186,ERRFI1,ENSG00000116285.12,1,101,8,1.0,8015356.5
5187,ERV3-1,ENSG00000213462.4,30,78,2,7.0,64998549.5
5188,ERVFRD-1,ENSG00000244476.2,0,99,11,6.0,11107107.0
5189,ERVK3-1,ENSG00000142396.10,3,107,0,19.0,58310491.0
5190,ERVMER34-1,ENSG00000226887.7,2,100,8,4.0,52737102.0
5191,ERVV-1,ENSG00000269526.1,2,107,1,19.0,53015021.5
5192,ERVV-2,ENSG00000268964.1,2,107,1,19.0,53048210.0
5193,ERVW-1,ENSG00000242950.6,29,79,2,7.0,92473183.0
5194,ESAM,ENSG00000149564.11,3,103,4,11.0,124757436.5
5195,ESCO1,ENSG00000141446.10,3,94,13,18.0,21565084.0
5196,ESCO2,ENSG00000171320.14,3,82,25,8.0,27792294.5
5197,ESD,ENSG00000139684.13,3,95,12,13.0,46784338.0
5198,ESF1,ENSG00000089048.14,10,98,2,20.0,13749604.0
5199,ESM1,ENSG00000164283.12,25,83,2,5.0,55000269.0
5200,ESPL1,ENSG00000135476.11,13,97,0,12.0,53280968.5
5201,ESPN,ENSG00000187017.15,1,101,8,1.0,6443071.5
5202,ESPNL,ENSG00000144488.14,8,93,9,2.0,238116813.5
5203,ESR1,ENSG00000091831.22,0,88,22,6.0,151893155.0
5204,ESR2,ENSG00000140009.18,2,69,39,14.0,64211172.0
5205,ESRP1,ENSG00000104413.15,8,95,7,8.0,94674270.0
5206,ESRP2,ENSG00000103067.13,21,87,2,16.0,68233567.5
5207,ESRRA,ENSG00000173153.13,3,106,1,11.0,64311120.0
5208,ESRRB,ENSG00000119715.14,2,69,39,14.0,76406274.5
5209,ESRRG,ENSG00000196482.16,8,100,2,1.0,216820500.5
5210,ESX1,ENSG00000123576.5,8,95,7,,
5211,ESYT1,ENSG00000139641.12,13,97,0,12.0,56131460.5
5212,ESYT2,ENSG00000117868.15,28,79,3,7.0,158780624.0
5213,ESYT3,ENSG00000158220.13,10,88,12,3.0,138458136.0
5214,ETAA1,ENSG00000143971.7,7,101,2,2.0,67404705.5
5215,ETF1,ENSG00000120705.12,61,49,0,5.0,138524665.5
5216,ETFA,ENSG00000140374.15,3,102,5,15.0,76263412.5
5217,ETFB,ENSG00000105379.9,2,108,0,19.0,51355793.5
5218,ETFBKMT,ENSG00000139160.13,13,97,0,12.0,31660137.0
5219,ETFDH,ENSG00000171503.11,3,94,13,4.0,158690874.0
5220,ETFRF1,ENSG00000205707.10,13,97,0,12.0,25202430.5
5221,ETHE1,ENSG00000105755.7,3,107,0,19.0,43516974.5
5222,ETNK1,ENSG00000139163.15,13,97,0,12.0,22657870.0
5223,ETNK2,ENSG00000143845.14,9,99,2,1.0,204141553.0
5224,ETNPPL,ENSG00000164089.8,2,99,9,4.0,108752551.0
5225,ETS1,ENSG00000134954.14,3,103,4,11.0,128523159.5
5226,ETS2,ENSG00000157557.11,6,102,2,21.0,38815069.0
5227,ETV1,ENSG00000006468.13,28,80,2,7.0,13941327.0
5228,ETV2,ENSG00000105672.14,2,107,1,19.0,35643308.0
5229,ETV3,ENSG00000117036.11,6,101,3,1.0,157129832.5
5230,ETV3L,ENSG00000253831.1,6,101,3,1.0,157102227.5
5231,ETV4,ENSG00000175832.12,1,107,2,17.0,43553732.0
5232,ETV5,ENSG00000244405.7,12,87,11,3.0,186078316.0
5233,ETV6,ENSG00000139083.10,13,97,0,12.0,11772525.5
5234,ETV7,ENSG00000010030.13,0,98,12,6.0,36370945.5
5235,EVA1A,ENSG00000115363.13,7,101,2,2.0,75519512.0
5236,EVA1B,ENSG00000142694.6,1,105,4,1.0,36323092.5
5237,EVA1C,ENSG00000166979.12,6,102,2,21.0,32463701.5
5238,EVC,ENSG00000072840.12,4,97,9,4.0,5762753.0
5239,EVC2,ENSG00000173040.12,4,97,9,4.0,5626160.0
5240,EVI2A,ENSG00000126860.11,1,107,2,17.0,31319722.0
5241,EVI2B,ENSG00000185862.6,1,107,2,17.0,31308937.5
5242,EVI5,ENSG00000067208.14,1,103,6,1.0,92650550.0
5243,EVI5L,ENSG00000142459.8,3,106,1,19.0,7847604.5
5244,EVL,ENSG00000196405.12,2,70,38,14.0,100057842.5
5245,EVPL,ENSG00000167880.7,5,103,2,17.0,76015977.0
5246,EVPLL,ENSG00000214860.4,1,104,5,17.0,18383712.5
5247,EVX1,ENSG00000106038.12,27,81,2,7.0,27246596.5
5248,EVX2,ENSG00000174279.4,12,96,2,2.0,176080692.5
5249,EWSR1,ENSG00000182944.17,4,103,3,22.0,29284267.0
5250,EXD1,ENSG00000178997.11,3,102,5,15.0,41206734.0
5251,EXD2,ENSG00000081177.18,2,69,39,14.0,69217765.5
5252,EXD3,ENSG00000187609.15,2,90,18,9.0,137365053.5
5253,EXO1,ENSG00000174371.16,7,100,3,1.0,241871557.5
5254,EXO5,ENSG00000164002.11,1,104,5,1.0,40512648.5
5255,EXOC1,ENSG00000090989.17,2,100,8,4.0,55879367.0
5256,EXOC2,ENSG00000112685.13,0,99,11,6.0,589146.5
5257,EXOC3,ENSG00000180104.15,25,83,2,5.0,457556.0
5258,EXOC3L1,ENSG00000179044.15,21,87,2,16.0,67187282.0
5259,EXOC3L2,ENSG00000283632.2,2,108,0,19.0,45229026.0
5260,EXOC3L4,ENSG00000205436.7,2,70,38,14.0,103105351.5
5261,EXOC4,ENSG00000131558.14,28,80,2,7.0,133659831.0
5262,EXOC5,ENSG00000070367.15,2,72,36,14.0,57234706.0
5263,EXOC6,ENSG00000138190.16,1,98,11,10.0,92943162.0
5264,EXOC6B,ENSG00000144036.15,8,100,2,2.0,72501012.5
5265,EXOC7,ENSG00000182473.21,5,103,2,17.0,76101296.0
5266,EXOC8,ENSG00000116903.7,7,100,3,1.0,231335302.5
5267,EXOG,ENSG00000157036.12,3,19,88,3.0,38519144.0
5268,EXOSC1,ENSG00000171311.12,1,98,11,10.0,97440963.0
5269,EXOSC10,ENSG00000171824.13,1,101,8,1.0,11083243.5
5270,EXOSC2,ENSG00000130713.15,2,90,18,9.0,130699307.5
5271,EXOSC3,ENSG00000107371.12,2,92,16,9.0,37784207.5
5272,EXOSC4,ENSG00000178896.8,9,96,5,8.0,144079648.0
5273,EXOSC5,ENSG00000077348.8,2,108,0,19.0,41391866.5
5274,EXOSC6,ENSG00000223496.2,21,87,2,16.0,70249359.0
5275,EXOSC7,ENSG00000075914.12,3,19,88,3.0,45005653.5
5276,EXOSC8,ENSG00000120699.12,2,97,11,13.0,37004215.0
5277,EXOSC9,ENSG00000123737.12,2,98,10,4.0,121809169.0
5278,EXPH5,ENSG00000110723.11,3,102,5,11.0,108549601.5
5279,EXT1,ENSG00000182197.10,7,96,7,8.0,117953171.5
5280,EXT2,ENSG00000151348.13,3,104,3,11.0,44173827.0
5281,EXTL1,ENSG00000158008.9,1,101,8,1.0,26028174.0
5282,EXTL2,ENSG00000162694.13,1,103,6,1.0,100883775.5
5283,EXTL3,ENSG00000012232.8,3,82,25,8.0,28678034.0
5284,EYA1,ENSG00000104313.17,8,92,10,8.0,71394729.0
5285,EYA2,ENSG00000064655.18,12,98,0,20.0,47041734.0
5286,EYA3,ENSG00000158161.15,1,100,9,1.0,28029490.5
5287,EYA4,ENSG00000112319.17,0,90,20,6.0,133386363.0
5288,EYS,ENSG00000188107.14,0,99,11,6.0,64713603.0
5289,EZH1,ENSG00000108799.12,1,107,2,17.0,42722662.0
5290,EZH2,ENSG00000106462.10,28,79,3,7.0,148845852.0
5291,EZR,ENSG00000092820.17,0,88,22,6.0,158792554.5
5292,F10,ENSG00000126218.11,5,95,10,13.0,113136164.0
5293,F11,ENSG00000088926.13,3,94,13,4.0,186277935.0
5294,F11R,ENSG00000158769.17,6,101,3,1.0,161008277.0
5295,F12,ENSG00000131187.9,63,47,0,5.0,177405858.0
5296,F13A1,ENSG00000124491.15,0,99,11,6.0,6232548.5
5297,F13B,ENSG00000143278.3,9,99,2,1.0,197053004.0
5298,F2,ENSG00000180210.14,3,104,3,11.0,46729351.0
5299,F2R,ENSG00000181104.6,25,83,2,5.0,76725948.0
5300,F2RL1,ENSG00000164251.4,25,83,2,5.0,76827124.0
5301,F2RL2,ENSG00000164220.6,25,83,2,5.0,76619447.5
5302,F2RL3,ENSG00000127533.3,3,105,2,19.0,16890802.5
5303,F3,ENSG00000117525.13,1,103,6,1.0,94535466.0
5304,F5,ENSG00000198734.10,6,101,3,1.0,169549269.5
5305,F7,ENSG00000057593.13,5,95,10,13.0,113113234.5
5306,F8,ENSG00000185010.13,11,92,7,,
5307,F8A1,ENSG00000277203.1,11,92,7,,
5308,F8A2,ENSG00000274791.1,9,94,7,,
5309,F8A3,ENSG00000277150.1,9,94,7,,
5310,F9,ENSG00000101981.10,8,95,7,,
5311,FA2H,ENSG00000103089.8,21,87,2,16.0,74743893.0
5312,FAAH,ENSG00000117480.15,1,105,4,1.0,46404082.5
5313,FAAH2,ENSG00000165591.6,7,96,7,,
5314,FAAP100,ENSG00000185504.16,4,104,2,17.0,81546923.0
5315,FAAP20,ENSG00000162585.16,1,102,7,1.0,2198590.5
5316,FAAP24,ENSG00000131944.9,2,108,0,19.0,32975219.0
5317,FABP1,ENSG00000163586.9,7,101,2,2.0,88125522.0
5318,FABP12,ENSG00000197416.4,8,94,8,8.0,81528179.5
5319,FABP2,ENSG00000145384.3,2,98,10,4.0,119319694.0
5320,FABP3,ENSG00000121769.7,1,101,8,1.0,31371051.5
5321,FABP4,ENSG00000170323.8,8,94,8,8.0,81480827.5
5322,FABP5,ENSG00000164687.10,8,94,8,8.0,81282656.5
5323,FABP6,ENSG00000170231.15,63,47,0,5.0,160213051.0
5324,FABP7,ENSG00000164434.11,1,90,19,6.0,122781895.0
5325,FABP9,ENSG00000205186.2,8,94,8,8.0,81459916.0
5326,FADD,ENSG00000168040.4,3,106,1,11.0,70205276.5
5327,FADS1,ENSG00000149485.18,3,106,1,11.0,61814472.5
5328,FADS2,ENSG00000134824.13,3,106,1,11.0,61830167.0
5329,FADS3,ENSG00000221968.8,3,106,1,11.0,61882785.0
5330,FADS6,ENSG00000172782.11,5,103,2,17.0,74885541.5
5331,FAF1,ENSG00000185104.19,1,104,5,1.0,50698647.5
5332,FAF2,ENSG00000113194.12,63,47,0,5.0,176478851.0
5333,FAH,ENSG00000103876.11,3,102,5,15.0,80169718.0
5334,FAHD1,ENSG00000180185.11,20,90,0,16.0,1833574.0
5335,FAHD2A,ENSG00000115042.9,7,101,2,2.0,95409662.0
5336,FAHD2B,ENSG00000144199.11,7,101,2,2.0,97089232.5
5337,FAIM,ENSG00000158234.12,10,88,12,3.0,138620991.0
5338,FAIM2,ENSG00000135472.8,13,97,0,12.0,49885556.5
5339,FAM102A,ENSG00000167106.11,2,90,18,9.0,127960785.5
5340,FAM102B,ENSG00000162636.15,1,103,6,1.0,108602494.5
5341,FAM103A1,ENSG00000169612.3,3,102,5,,
5342,FAM104A,ENSG00000133193.12,4,104,2,17.0,73222053.0
5343,FAM104B,ENSG00000182518.13,7,96,7,,
5344,FAM105A,ENSG00000145569.5,25,83,2,,
5345,FAM106A,ENSG00000213077.5,6,101,3,17.0,18531463.0
5346,FAM107A,ENSG00000168309.16,3,22,85,3.0,58595863.5
5347,FAM107B,ENSG00000065809.13,1,102,7,10.0,14646727.0
5348,FAM109A,ENSG00000198324.13,13,97,0,,
5349,FAM109B,ENSG00000177096.8,6,101,3,,
5350,FAM110A,ENSG00000125898.12,10,98,2,20.0,845589.0
5351,FAM110B,ENSG00000169122.11,8,91,11,8.0,58099394.0
5352,FAM110C,ENSG00000184731.5,15,93,2,2.0,42842.0
5353,FAM110D,ENSG00000197245.5,1,101,8,1.0,26161520.5
5354,FAM111A,ENSG00000166801.15,3,106,1,11.0,59148893.5
5355,FAM111B,ENSG00000189057.10,3,106,1,11.0,59117298.5
5356,FAM114A1,ENSG00000197712.11,3,100,7,4.0,38906708.0
5357,FAM114A2,ENSG00000055147.18,62,48,0,5.0,154014542.0
5358,FAM117A,ENSG00000121104.7,2,106,2,17.0,49749756.0
5359,FAM117B,ENSG00000138439.11,8,96,6,2.0,202702363.0
5360,FAM118A,ENSG00000100376.11,5,102,3,22.0,45325461.5
5361,FAM118B,ENSG00000197798.8,3,103,4,11.0,126237354.0
5362,FAM120A,ENSG00000048828.16,2,90,18,9.0,93508898.5
5363,FAM120AOS,ENSG00000188938.15,2,90,18,9.0,93442511.0
5364,FAM120B,ENSG00000112584.13,0,88,22,6.0,170348884.0
5365,FAM120C,ENSG00000184083.11,7,96,7,,
5366,FAM122A,ENSG00000187866.8,2,90,18,9.0,68782815.5
5367,FAM122B,ENSG00000156504.16,8,95,7,,
5368,FAM122C,ENSG00000156500.14,8,95,7,,
5369,FAM124A,ENSG00000150510.16,3,95,12,13.0,51253287.5
5370,FAM124B,ENSG00000124019.9,7,94,9,2.0,224390402.5
5371,FAM126A,ENSG00000122591.11,27,81,2,7.0,22951750.5
5372,FAM126B,ENSG00000155744.9,8,95,7,2.0,201022694.5
5373,FAM127A,ENSG00000134590.13,8,95,7,,
5374,FAM127B,ENSG00000203950.6,8,95,7,,
5375,FAM127C,ENSG00000212747.4,8,95,7,,
5376,FAM129A,ENSG00000135842.16,8,100,2,,
5377,FAM129B,ENSG00000136830.11,2,90,18,,
5378,FAM129C,ENSG00000167483.17,3,106,1,,
5379,FAM131A,ENSG00000175182.14,12,87,11,3.0,184342173.5
5380,FAM131B,ENSG00000159784.17,28,80,2,7.0,143358085.0
5381,FAM131C,ENSG00000185519.8,1,101,8,1.0,16065710.0
5382,FAM133A,ENSG00000179083.6,8,95,7,,
5383,FAM133B,ENSG00000234545.7,29,79,2,7.0,92575575.5
5384,FAM134A,ENSG00000144567.10,7,95,8,,
5385,FAM134B,ENSG00000154153.13,25,83,2,,
5386,FAM134C,ENSG00000141699.10,1,107,2,,
5387,FAM135A,ENSG00000082269.16,0,96,14,6.0,70487057.5
5388,FAM135B,ENSG00000147724.11,9,96,5,8.0,138313642.0
5389,FAM136A,ENSG00000035141.7,7,101,2,2.0,70299032.5
5390,FAM13A,ENSG00000138640.14,2,100,8,4.0,88918676.5
5391,FAM13B,ENSG00000031003.10,60,50,0,5.0,137994960.5
5392,FAM13C,ENSG00000148541.12,1,99,10,10.0,59304655.5
5393,FAM149A,ENSG00000109794.13,3,94,13,4.0,186138543.0
5394,FAM149B1,ENSG00000138286.14,1,98,11,10.0,73206311.5
5395,FAM151A,ENSG00000162391.11,1,105,4,1.0,54616368.5
5396,FAM151B,ENSG00000152380.9,26,81,3,5.0,80515266.0
5397,FAM153A,ENSG00000170074.19,61,49,0,5.0,177745689.5
5398,FAM153B,ENSG00000182230.11,63,47,0,5.0,176088352.0
5399,FAM153C,ENSG00000204677.10,63,47,0,,
5400,FAM155A,ENSG00000204442.3,5,95,10,13.0,107515503.0
5401,FAM155B,ENSG00000130054.4,8,95,7,,
5402,FAM156A,ENSG00000268350.7,7,96,7,,
5403,FAM156B,ENSG00000179304.16,7,96,7,,
5404,FAM159A,ENSG00000182183.14,1,105,4,,
5405,FAM159B,ENSG00000145642.11,24,84,2,,
5406,FAM160A1,ENSG00000164142.15,2,97,11,4.0,151539839.5
5407,FAM160A2,ENSG00000051009.10,4,104,2,11.0,6223023.0
5408,FAM160B1,ENSG00000151553.14,1,97,12,10.0,114860788.0
5409,FAM160B2,ENSG00000158863.21,3,83,24,8.0,22097030.5
5410,FAM161A,ENSG00000170264.12,7,101,2,2.0,61839495.5
5411,FAM161B,ENSG00000156050.8,3,68,39,14.0,73940957.5
5412,FAM162A,ENSG00000114023.15,7,82,21,3.0,122398255.0
5413,FAM162B,ENSG00000183807.7,0,91,19,6.0,116758958.0
5414,FAM163A,ENSG00000143340.6,9,99,2,1.0,179779680.5
5415,FAM163B,ENSG00000196990.8,2,90,18,9.0,133593235.0
5416,FAM166A,ENSG00000188163.7,2,90,18,9.0,137245677.0
5417,FAM166B,ENSG00000215187.10,2,92,16,9.0,35562865.0
5418,FAM167A,ENSG00000154319.14,3,84,23,8.0,11448692.0
5419,FAM167B,ENSG00000183615.5,1,102,7,1.0,32248039.0
5420,FAM168A,ENSG00000054965.10,3,106,1,11.0,73499338.0
5421,FAM168B,ENSG00000152102.17,7,101,2,2.0,131070668.0
5422,FAM169A,ENSG00000198780.11,25,83,2,5.0,74822270.0
5423,FAM169B,ENSG00000283597.2,3,102,5,15.0,98492445.0
5424,FAM170A,ENSG00000164334.15,47,62,1,5.0,119632690.5
5425,FAM170B,ENSG00000172538.6,1,99,10,10.0,49132581.0
5426,FAM171A1,ENSG00000148468.16,1,102,7,10.0,15291466.0
5427,FAM171A2,ENSG00000161682.14,1,107,2,17.0,44358534.0
5428,FAM171B,ENSG00000144369.12,12,93,5,2.0,186730009.5
5429,FAM172A,ENSG00000113391.18,30,79,1,5.0,93864712.0
5430,FAM173A,ENSG00000103254.9,20,90,0,,
5431,FAM173B,ENSG00000150756.13,25,83,2,,
5432,FAM174A,ENSG00000174132.8,38,71,1,5.0,100561057.5
5433,FAM174B,ENSG00000185442.12,3,102,5,15.0,92713666.0
5434,FAM175A,ENSG00000163322.13,2,100,8,,
5435,FAM175B,ENSG00000165660.7,1,96,13,,
5436,FAM177A1,ENSG00000151327.12,2,75,33,14.0,35079018.5
5437,FAM177B,ENSG00000197520.10,8,100,2,1.0,222744006.0
5438,FAM178B,ENSG00000168754.14,7,101,2,2.0,96931231.0
5439,FAM180A,ENSG00000189320.8,28,80,2,7.0,135738580.5
5440,FAM180B,ENSG00000196666.4,3,104,3,11.0,47587943.5
5441,FAM181A,ENSG00000140067.6,2,68,40,14.0,93924251.0
5442,FAM181B,ENSG00000182103.4,3,104,3,11.0,82731902.0
5443,FAM182B,ENSG00000175170.14,10,100,0,20.0,25815304.5
5444,FAM183A,ENSG00000186973.10,1,105,4,1.0,43150774.5
5445,FAM184A,ENSG00000111879.18,0,91,19,6.0,119054575.0
5446,FAM184B,ENSG00000047662.4,4,99,7,4.0,17705463.5
5447,FAM185A,ENSG00000222011.8,28,79,3,7.0,102779098.0
5448,FAM186A,ENSG00000185958.9,13,97,0,12.0,50361426.0
5449,FAM186B,ENSG00000135436.8,13,97,0,12.0,49594262.0
5450,FAM187A,ENSG00000214447.4,2,106,2,17.0,44902551.0
5451,FAM187B,ENSG00000177558.3,2,108,0,19.0,35226764.5
5452,FAM189A1,ENSG00000104059.4,3,103,4,15.0,29345488.5
5453,FAM189A2,ENSG00000135063.17,2,90,18,9.0,69358562.5
5454,FAM189B,ENSG00000160767.20,6,101,3,1.0,155251344.0
5455,FAM192A,ENSG00000172775.16,21,88,1,,
5456,FAM193A,ENSG00000125386.15,4,97,9,4.0,2634598.0
5457,FAM193B,ENSG00000146067.15,63,47,0,5.0,177537176.0
5458,FAM196A,ENSG00000188916.8,1,95,14,,
5459,FAM196B,ENSG00000204767.3,63,47,0,,
5460,FAM198A,ENSG00000144649.8,3,19,88,,
5461,FAM198B,ENSG00000164125.15,3,94,13,,
5462,FAM199X,ENSG00000123575.8,8,95,7,,
5463,FAM19A1,ENSG00000183662.10,3,31,76,,
5464,FAM19A2,ENSG00000198673.10,13,97,0,,
5465,FAM19A3,ENSG00000184599.13,1,103,6,,
5466,FAM19A4,ENSG00000163377.15,3,34,73,,
5467,FAM19A5,ENSG00000219438.8,5,102,3,,
5468,FAM200A,ENSG00000221909.2,28,80,2,7.0,99552418.0
5469,FAM200B,ENSG00000237765.6,4,99,7,4.0,15693613.5
5470,FAM204A,ENSG00000165669.13,2,96,12,10.0,118320126.5
5471,FAM205A,ENSG00000205108.5,2,92,16,9.0,34726270.5
5472,FAM205C,ENSG00000187791.12,2,92,16,9.0,34892415.0
5473,FAM206A,ENSG00000119328.11,2,90,18,,
5474,FAM207A,ENSG00000160256.12,6,102,2,21.0,44958500.5
5475,FAM208A,ENSG00000163946.13,3,20,87,,
5476,FAM208B,ENSG00000108021.19,1,102,7,,
5477,FAM209A,ENSG00000124103.8,12,98,0,20.0,56521669.5
5478,FAM209B,ENSG00000213714.1,12,98,0,20.0,56534883.0
5479,FAM20A,ENSG00000108950.11,4,104,2,17.0,68568240.0
5480,FAM20B,ENSG00000116199.11,8,100,2,1.0,179051185.5
5481,FAM20C,ENSG00000177706.8,28,80,2,7.0,226671.5
5482,FAM210A,ENSG00000177150.12,4,94,12,18.0,13695005.0
5483,FAM210B,ENSG00000124098.9,12,98,0,20.0,56363818.5
5484,FAM212A,ENSG00000185614.4,3,18,89,,
5485,FAM212B,ENSG00000197852.9,1,103,6,,
5486,FAM213A,ENSG00000122378.13,1,98,11,,
5487,FAM213B,ENSG00000157870.14,1,102,7,,
5488,FAM214A,ENSG00000047346.12,3,102,5,15.0,52645567.0
5489,FAM214B,ENSG00000005238.19,2,92,16,9.0,35110226.5
5490,FAM216A,ENSG00000204856.11,13,97,0,12.0,110479400.0
5491,FAM216B,ENSG00000179813.6,3,96,11,13.0,42786549.5
5492,FAM217A,ENSG00000145975.14,0,99,11,6.0,4068389.0
5493,FAM217B,ENSG00000196227.10,12,98,0,20.0,59941222.0
5494,FAM218A,ENSG00000250486.3,3,94,13,4.0,164958035.0
5495,FAM219A,ENSG00000164970.14,2,92,16,9.0,34428377.0
5496,FAM219B,ENSG00000178761.14,3,102,5,15.0,74903437.5
5497,FAM220A,ENSG00000178397.12,28,80,2,7.0,6339196.0
5498,FAM221A,ENSG00000188732.10,27,81,2,7.0,23691689.5
5499,FAM221B,ENSG00000204930.9,2,92,16,9.0,35822569.0
5500,FAM222A,ENSG00000139438.5,13,97,0,12.0,109742160.0
5501,FAM222B,ENSG00000173065.13,1,107,2,17.0,28805605.0
5502,FAM227A,ENSG00000184949.15,4,103,3,22.0,38617374.5
5503,FAM227B,ENSG00000166262.15,3,102,5,15.0,49473945.5
5504,FAM228A,ENSG00000186453.12,6,102,2,2.0,24187951.0
5505,FAM228B,ENSG00000219626.8,6,102,2,2.0,24123083.0
5506,FAM229A,ENSG00000225828.1,1,102,7,1.0,32362774.0
5507,FAM229B,ENSG00000203778.7,0,91,19,6.0,112095190.5
5508,FAM230A,ENSG00000277870.5,4,101,5,22.0,18461419.0
5509,FAM231A,ENSG00000237847.2,1,101,8,,
5510,FAM231B,ENSG00000268991.2,1,101,8,,
5511,FAM231C,ENSG00000279132.2,1,101,8,,
5512,FAM234A,ENSG00000167930.15,20,90,0,16.0,253352.0
5513,FAM234B,ENSG00000084444.13,13,97,0,12.0,13093451.0
5514,FAM236A,ENSG00000275520.1,8,95,7,,
5515,FAM236B,ENSG00000268994.3,8,95,7,,
5516,FAM236C,ENSG00000283594.1,8,95,7,,
5517,FAM236D,ENSG00000225396.5,8,95,7,,
