,level_0,level_1,gain,neutral,loss,chromo,location
4187,DBN1,ENSG00000113758.9,17,87,18,5.0,177465504.5
4188,DBNDD1,ENSG00000003249.9,10,46,66,16.0,90012499.5
4189,DBNDD2,ENSG00000244274.3,45,73,4,20.0,45408333.5
4190,DBNL,ENSG00000136279.14,32,85,5,7.0,44057048.0
4191,DBP,ENSG00000105516.6,9,96,17,19.0,48633704.5
4192,DBR1,ENSG00000138231.8,26,91,5,3.0,138167954.5
4193,DBT,ENSG00000137992.9,13,80,29,1.0,100218376.5
4194,DBX1,ENSG00000109851.5,15,86,21,11.0,20158315.0
4195,DBX2,ENSG00000185610.6,19,93,10,12.0,45032885.5
4196,DCAF10,ENSG00000122741.11,11,85,26,9.0,37834110.0
4197,DCAF11,ENSG00000100897.13,17,83,22,14.0,24119718.5
4198,DCAF12,ENSG00000198876.8,5,87,30,9.0,34106893.0
4199,DCAF13,ENSG00000164934.9,76,45,1,8.0,103429083.5
4200,DCAF15,ENSG00000132017.6,17,92,13,19.0,13956970.5
4201,DCAF16,ENSG00000163257.6,8,82,32,4.0,17805706.5
4202,DCAF17,ENSG00000115827.9,11,92,19,2.0,171459634.5
4203,DCAF4,ENSG00000119599.12,9,77,36,14.0,72943040.0
4204,DCAF4L1,ENSG00000182308.5,6,87,29,4.0,41984110.5
4205,DCAF4L2,ENSG00000176566.3,72,49,1,8.0,87872381.0
4206,DCAF5,ENSG00000139990.13,10,77,35,14.0,69102015.5
4207,DCAF6,ENSG00000143164.11,89,29,4,1.0,168005813.0
4208,DCAF7,ENSG00000136485.10,46,62,14,17.0,63572378.0
4209,DCAF8,ENSG00000132716.13,92,29,1,1.0,160239132.0
4210,DCAKD,ENSG00000172992.7,21,66,35,17.0,45042224.5
4211,DCBLD1,ENSG00000164465.14,18,77,27,6.0,117511837.5
4212,DCBLD2,ENSG00000057019.11,29,87,6,3.0,98848818.0
4213,DCC,ENSG00000187323.7,19,68,35,18.0,52938050.0
4214,DCD,ENSG00000161634.7,13,91,18,12.0,54646541.0
4215,DCDC1,ENSG00000170959.10,22,84,16,11.0,31100089.5
4216,DCDC2,ENSG00000146038.7,28,86,8,6.0,24264907.0
4217,DCDC2B,ENSG00000222046.2,8,78,36,1.0,32212645.0
4218,DCDC2C,ENSG00000214866.3,20,89,13,2.0,3775791.5
4219,DCHS1,ENSG00000166341.6,9,86,27,11.0,6638569.5
4220,DCHS2,ENSG00000197410.7,9,92,21,4.0,154361770.5
4221,DCK,ENSG00000156136.5,12,88,22,4.0,71011726.0
4222,DCLK1,ENSG00000133083.10,13,72,37,13.0,35949979.0
4223,DCLK2,ENSG00000170390.10,7,93,22,4.0,150167941.5
4224,DCLK3,ENSG00000163673.6,19,85,18,3.0,36738385.5
4225,DCLRE1A,ENSG00000198924.3,3,96,23,10.0,113844554.0
4226,DCLRE1B,ENSG00000118655.4,14,86,22,1.0,113909649.5
4227,DCLRE1C,ENSG00000152457.13,33,77,12,10.0,14925895.5
4228,DCN,ENSG00000011465.12,24,84,14,12.0,91161654.0
4229,DCP1A,ENSG00000162290.12,9,78,35,3.0,53315507.5
4230,DCP1B,ENSG00000151065.9,22,88,12,12.0,1975294.0
4231,DCP2,ENSG00000172795.11,12,88,22,5.0,112999448.5
4232,DCPS,ENSG00000110063.4,4,70,48,11.0,126327032.5
4233,DCST1,ENSG00000163357.6,88,34,0,1.0,155042377.0
4234,DCST2,ENSG00000163354.10,88,34,0,1.0,155026150.5
4235,DCSTAMP,ENSG00000164935.2,77,44,1,8.0,104347888.0
4236,DCT,ENSG00000080166.11,15,65,42,13.0,94458246.5
4237,DCTD,ENSG00000129187.10,6,88,28,4.0,182903998.0
4238,DCTN1,ENSG00000204843.8,19,94,9,2.0,74376620.5
4239,DCTN2,ENSG00000175203.11,14,90,18,12.0,57538716.5
4240,DCTN3,ENSG00000137100.11,9,88,25,9.0,34617034.0
4241,DCTN4,ENSG00000132912.8,18,86,18,5.0,150733774.5
4242,DCTN5,ENSG00000166847.5,37,76,9,16.0,23659469.0
4243,DCTN6,ENSG00000104671.3,22,43,57,8.0,30169979.0
4244,DCTPP1,ENSG00000179958.4,43,71,8,16.0,30426822.5
4245,DCUN1D1,ENSG00000043093.9,30,84,8,3.0,182962013.5
4246,DCUN1D2,ENSG00000150401.10,22,63,37,13.0,113473385.0
4247,DCUN1D3,ENSG00000188215.4,38,75,9,16.0,20877641.5
4248,DCUN1D4,ENSG00000109184.10,12,65,45,4.0,51879918.5
4249,DCUN1D5,ENSG00000137692.7,3,71,48,11.0,103071440.0
4250,DCXR,ENSG00000169738.3,38,65,19,17.0,82036422.5
4251,DDA1,ENSG00000130311.6,18,92,12,19.0,17316408.0
4252,DDAH1,ENSG00000153904.14,13,89,20,1.0,85448422.0
4253,DDAH2,ENSG00000213722.4,39,76,7,6.0,31728827.5
4254,DDB1,ENSG00000167986.9,13,89,20,11.0,61321023.5
4255,DDB2,ENSG00000134574.7,14,93,15,11.0,47226852.5
4256,DDC,ENSG00000132437.13,33,84,5,7.0,50511920.5
4257,DDC8,ENSG00000178404.5,36,67,19,,
4258,DDHD1,ENSG00000100523.10,12,79,31,14.0,53095034.0
4259,DDHD2,ENSG00000085788.9,40,51,31,8.0,38250388.0
4260,DDI1,ENSG00000170967.3,4,74,44,11.0,104037918.0
4261,DDI2,ENSG00000197312.7,3,73,46,1.0,15643251.0
4262,DDIT3,ENSG00000175197.6,14,90,18,12.0,57519162.5
4263,DDIT4,ENSG00000168209.4,12,88,22,10.0,72274980.0
4264,DDIT4L,ENSG00000145358.2,10,93,19,4.0,100188326.0
4265,DDN,ENSG00000181418.7,12,89,21,12.0,48997262.0
4266,DDO,ENSG00000203797.4,18,78,26,6.0,110403673.0
4267,DDOST,ENSG00000244038.5,7,70,45,1.0,20656655.5
4268,DDR1,ENSG00000204580.7,30,84,8,6.0,30888288.5
4269,DDR2,ENSG00000162733.11,89,33,0,1.0,162709389.0
4270,DDRGK1,ENSG00000198171.8,32,82,8,20.0,3197517.5
4271,DDT,ENSG00000099977.9,8,80,34,22.0,23975596.5
4272,DDTL,ENSG00000099974.7,8,80,34,22.0,23969722.0
4273,DDX1,ENSG00000079785.10,16,93,13,2.0,15611144.5
4274,DDX10,ENSG00000178105.5,3,69,50,11.0,108802998.0
4275,DDX11,ENSG00000013573.12,27,83,12,12.0,31089329.5
4276,DDX11L1,ENSG00000223972.4,37,66,19,1.0,13139.0
4277,DDX11L10,ENSG00000233614.5,42,69,11,16.0,12822.5
4278,DDX11L9,ENSG00000248472.4,35,63,24,15.0,101977825.5
4279,DDX17,ENSG00000100201.14,10,77,35,22.0,38495549.0
4280,DDX18,ENSG00000088205.8,12,94,16,2.0,117823534.0
4281,DDX19A,ENSG00000168872.11,11,49,62,16.0,70360122.0
4282,DDX19B,ENSG00000157349.11,11,49,62,16.0,70312473.0
4283,DDX20,ENSG00000064703.7,12,87,23,1.0,111761622.5
4284,DDX21,ENSG00000165732.8,9,91,22,10.0,68970619.0
4285,DDX23,ENSG00000174243.5,13,91,18,12.0,48841299.0
4286,DDX24,ENSG00000089737.11,8,85,29,14.0,94064749.5
4287,DDX25,ENSG00000109832.8,3,72,47,11.0,125923525.0
4288,DDX27,ENSG00000124228.10,49,71,2,20.0,49231686.0
4289,DDX28,ENSG00000182810.5,10,46,66,16.0,68022358.0
4290,DDX31,ENSG00000125485.13,6,90,26,9.0,132631699.0
4291,DDX39A,ENSG00000123136.10,17,91,14,19.0,14414090.5
4292,DDX39B,ENSG00000198563.9,39,76,7,6.0,31536333.5
4293,DDX4,ENSG00000152670.14,8,84,30,5.0,55777587.0
4294,DDX41,ENSG00000183258.7,17,87,18,5.0,177514269.0
4295,DDX42,ENSG00000198231.8,45,61,16,17.0,63796460.0
4296,DDX43,ENSG00000080007.6,16,80,26,6.0,73406197.0
4297,DDX46,ENSG00000145833.11,9,86,27,5.0,134806952.0
4298,DDX47,ENSG00000213782.3,13,92,17,12.0,12821648.5
4299,DDX49,ENSG00000105671.7,16,93,13,19.0,18924447.0
4300,DDX5,ENSG00000108654.7,42,56,24,17.0,64503226.5
4301,DDX50,ENSG00000107625.8,9,91,22,10.0,68924066.5
4302,DDX51,ENSG00000185163.5,10,91,21,12.0,132140456.5
4303,DDX52,ENSG00000141141.10,26,63,33,17.0,37626592.5
4304,DDX54,ENSG00000123064.8,9,91,22,12.0,113171326.5
4305,DDX55,ENSG00000111364.11,9,91,22,12.0,123611510.0
4306,DDX56,ENSG00000136271.6,31,85,6,7.0,44570234.0
4307,DDX58,ENSG00000107201.5,8,87,27,9.0,32490755.0
4308,DDX59,ENSG00000118197.9,82,40,0,1.0,200646901.5
4309,DDX6,ENSG00000110367.7,3,68,51,11.0,118769463.5
4310,DDX60,ENSG00000137628.12,9,88,25,4.0,168267549.0
4311,DDX60L,ENSG00000181381.9,9,89,24,4.0,168447260.5
4312,DEAF1,ENSG00000177030.12,10,80,32,11.0,675474.0
4313,DEC1,ENSG00000173077.10,10,93,19,9.0,115126806.0
4314,DECR1,ENSG00000104325.2,71,50,1,8.0,90027519.0
4315,DECR2,ENSG00000242612.2,42,69,11,16.0,407172.5
4316,DEDD,ENSG00000158796.11,90,31,1,1.0,161126831.0
4317,DEDD2,ENSG00000160570.9,11,92,19,19.0,42209369.0
4318,DEF6,ENSG00000023892.9,27,84,11,6.0,35309794.5
4319,DEF8,ENSG00000140995.12,10,46,66,16.0,89957992.5
4320,DEFA1,ENSG00000206047.2,19,42,61,8.0,6978864.5
4321,DEFA1B,ENSG00000240247.2,19,42,61,8.0,6997980.5
4322,DEFA3,ENSG00000239839.1,19,42,61,8.0,7017083.0
4323,DEFA4,ENSG00000164821.4,19,42,61,8.0,6937063.0
4324,DEFA5,ENSG00000164816.6,19,42,61,8.0,7056021.5
4325,DEFA6,ENSG00000164822.4,16,46,60,8.0,6925386.5
4326,DEFB1,ENSG00000164825.3,16,46,60,8.0,6874264.0
4327,DEFB103A,ENSG00000176797.3,19,42,61,8.0,7882027.5
4328,DEFB103B,ENSG00000177243.3,19,42,61,8.0,7429618.0
4329,DEFB104A,ENSG00000176782.2,19,42,61,8.0,7838839.0
4330,DEFB104B,ENSG00000177023.2,19,42,61,8.0,7472695.0
4331,DEFB105A,ENSG00000186562.7,19,42,61,8.0,7822927.5
4332,DEFB105B,ENSG00000186599.7,19,42,61,8.0,7488636.0
4333,DEFB106A,ENSG00000186579.2,19,42,61,8.0,7827096.0
4334,DEFB106B,ENSG00000187082.2,19,42,61,8.0,7484452.0
4335,DEFB107A,ENSG00000186572.2,19,42,61,8.0,7813718.0
4336,DEFB107B,ENSG00000198129.2,19,42,61,8.0,7502611.0
4337,DEFB108B,ENSG00000184276.2,21,87,14,11.0,71835455.0
4338,DEFB110,ENSG00000203970.3,27,86,9,6.0,50015566.0
4339,DEFB112,ENSG00000180872.4,27,86,9,6.0,50046009.0
4340,DEFB113,ENSG00000214642.1,27,86,9,6.0,49969151.0
4341,DEFB114,ENSG00000177684.3,27,86,9,6.0,49962206.5
4342,DEFB115,ENSG00000215547.1,29,84,9,20.0,31258648.0
4343,DEFB116,ENSG00000215545.1,32,81,9,20.0,31305898.5
4344,DEFB118,ENSG00000131068.3,38,75,9,20.0,31371262.0
4345,DEFB119,ENSG00000180483.6,39,74,9,20.0,31383877.0
4346,DEFB121,ENSG00000204548.3,39,75,8,20.0,31408841.5
4347,DEFB122,ENSG00000204547.6,39,76,7,20.0,31425308.0
4348,DEFB123,ENSG00000180424.6,39,76,7,20.0,31445444.5
4349,DEFB124,ENSG00000180383.3,39,77,6,20.0,31471131.5
4350,DEFB125,ENSG00000178591.5,30,79,13,20.0,92172.0
4351,DEFB126,ENSG00000125788.5,30,79,13,20.0,144170.5
4352,DEFB127,ENSG00000088782.4,30,79,13,20.0,158308.5
4353,DEFB128,ENSG00000185982.6,30,79,13,20.0,188782.0
4354,DEFB129,ENSG00000125903.4,30,79,13,20.0,228572.0
4355,DEFB130,ENSG00000232948.1,20,38,64,,
4356,DEFB130,ENSG00000233050.1,20,38,64,,
4357,DEFB131,ENSG00000186146.1,6,75,41,,
4358,DEFB132,ENSG00000186458.4,30,79,13,20.0,259410.0
4359,DEFB133,ENSG00000214643.2,27,86,9,6.0,49948143.0
4360,DEFB134,ENSG00000205882.4,20,38,64,8.0,11994743.0
4361,DEFB135,ENSG00000205883.2,20,38,64,8.0,11983455.5
4362,DEFB136,ENSG00000205884.2,20,38,64,8.0,11974268.0
4363,DEFB4A,ENSG00000171711.2,19,42,61,8.0,7895696.5
4364,DEFB4B,ENSG00000177257.2,19,42,61,8.0,7415859.0
4365,DEGS1,ENSG00000143753.8,83,37,2,1.0,224184598.5
4366,DEGS2,ENSG00000168350.6,8,83,31,14.0,100151801.0
4367,DEK,ENSG00000124795.10,29,85,8,6.0,18244204.0
4368,DENND1A,ENSG00000119522.11,7,89,26,9.0,123654903.0
4369,DENND1B,ENSG00000213047.7,88,33,1,1.0,197640222.0
4370,DENND1C,ENSG00000205744.5,11,90,21,19.0,6474882.0
4371,DENND2A,ENSG00000146966.8,29,82,11,7.0,140596206.5
4372,DENND2C,ENSG00000175984.10,14,86,22,1.0,114626635.0
4373,DENND2D,ENSG00000162777.12,16,85,21,1.0,111195252.0
4374,DENND3,ENSG00000105339.6,69,46,7,8.0,141156543.0
4375,DENND4A,ENSG00000174485.10,5,94,23,15.0,65725169.5
4376,DENND4B,ENSG00000198837.5,86,36,0,1.0,153938109.5
4377,DENND4C,ENSG00000137145.15,9,73,40,9.0,19301990.0
4378,DENND5A,ENSG00000184014.3,9,78,35,11.0,9202087.5
4379,DENND5B,ENSG00000170456.10,21,85,16,12.0,31486681.0
4380,DENND6A,ENSG00000174839.8,10,78,34,3.0,57659265.5
4381,DENND6B,ENSG00000205593.6,11,74,37,22.0,50318021.0
4382,DENR,ENSG00000139726.6,9,92,21,12.0,122761944.0
4383,DEPDC1,ENSG00000024526.12,11,90,21,1.0,68485686.5
4384,DEPDC1B,ENSG00000035499.8,10,84,28,5.0,60648551.0
4385,DEPDC4,ENSG00000166153.12,11,90,21,12.0,100235374.0
4386,DEPDC5,ENSG00000100150.11,9,75,38,22.0,31830950.0
4387,DEPDC7,ENSG00000121690.5,22,80,20,11.0,33024729.0
4388,DEPTOR,ENSG00000155792.5,75,43,4,8.0,119962317.5
4389,DERA,ENSG00000023697.8,18,90,14,12.0,15974341.5
4390,DERL1,ENSG00000136986.5,76,39,7,8.0,123027736.0
4391,DERL2,ENSG00000072849.6,5,53,64,17.0,5479032.5
4392,DERL3,ENSG00000099958.10,7,82,33,22.0,23836815.5
4393,DES,ENSG00000175084.7,13,86,23,2.0,219422555.5
4394,DESI1,ENSG00000100418.7,9,76,37,22.0,41609535.5
4395,DESI2,ENSG00000121644.14,79,40,3,1.0,244681068.0
4396,DET1,ENSG00000140543.9,14,88,20,15.0,88520557.5
4397,DEXI,ENSG00000182108.5,41,73,8,16.0,10935679.5
4398,DFFA,ENSG00000160049.7,6,74,42,1.0,10464525.5
4399,DFFB,ENSG00000169598.11,5,75,42,1.0,3871348.0
4400,DFNA5,ENSG00000105928.9,29,84,9,,
4401,DFNB31,ENSG00000095397.9,10,92,20,,
4402,DFNB59,ENSG00000204311.7,38,56,28,,
4403,DGAT1,ENSG00000185000.5,66,49,7,8.0,144320747.0
4404,DGAT2,ENSG00000062282.10,23,84,15,11.0,75780523.5
4405,DGCR14,ENSG00000100056.7,9,74,39,,
4406,DGCR2,ENSG00000070413.13,9,74,39,22.0,19079368.0
4407,DGCR5,ENSG00000237517.4,9,74,39,22.0,18982571.0
4408,DGCR6,ENSG00000183628.7,9,74,39,22.0,18910133.0
4409,DGCR6L,ENSG00000128185.5,9,74,39,22.0,20317159.0
4410,DGCR8,ENSG00000128191.9,9,74,39,22.0,20096054.5
4411,DGKA,ENSG00000065357.15,11,92,19,12.0,55940673.0
4412,DGKB,ENSG00000136267.9,35,79,8,7.0,14559913.0
4413,DGKD,ENSG00000077044.5,10,90,22,2.0,233413305.5
4414,DGKE,ENSG00000153933.5,32,70,20,17.0,56851837.0
4415,DGKG,ENSG00000058866.10,32,79,11,3.0,186233951.0
4416,DGKH,ENSG00000102780.11,8,69,45,13.0,42148307.0
4417,DGKI,ENSG00000157680.10,36,79,7,7.0,137614064.5
4418,DGKQ,ENSG00000145214.9,6,82,34,4.0,972891.0
4419,DGKZ,ENSG00000149091.11,15,92,15,11.0,46356729.5
4420,DGUOK,ENSG00000114956.15,19,94,9,2.0,73942893.5
4421,DHCR24,ENSG00000116133.7,15,82,25,1.0,54868411.0
4422,DHCR7,ENSG00000172893.11,27,82,13,11.0,71440530.5
4423,DHDDS,ENSG00000117682.12,5,70,47,1.0,26451794.0
4424,DHDH,ENSG00000104808.3,8,96,18,19.0,48939334.0
4425,DHFR,ENSG00000228716.2,9,82,31,5.0,80640604.5
4426,DHFRL1,ENSG00000178700.3,32,83,7,,
4427,DHH,ENSG00000139549.2,14,88,20,12.0,49090728.5
4428,DHODH,ENSG00000102967.7,12,45,65,16.0,72018126.0
4429,DHPS,ENSG00000095059.11,14,95,13,19.0,12678798.5
4430,DHRS1,ENSG00000157379.9,17,78,27,14.0,24295189.0
4431,DHRS11,ENSG00000108272.9,23,69,30,17.0,36596341.5
4432,DHRS12,ENSG00000102796.6,10,66,46,13.0,51786077.5
4433,DHRS13,ENSG00000167536.9,32,60,30,17.0,28900430.0
4434,DHRS2,ENSG00000100867.10,19,79,24,14.0,23637877.0
4435,DHRS3,ENSG00000162496.4,5,70,47,1.0,12593060.0
4436,DHRS4,ENSG00000157326.14,18,80,24,14.0,23961506.5
4437,DHRS4L1,ENSG00000225766.4,18,81,23,14.0,24043740.5
4438,DHRS4L2,ENSG00000187630.10,18,80,24,14.0,23988141.0
4439,DHRS7,ENSG00000100612.9,12,79,31,14.0,60156987.5
4440,DHRS7B,ENSG00000109016.13,15,59,48,17.0,21158314.5
4441,DHRS7C,ENSG00000184544.6,4,52,66,17.0,9781365.5
4442,DHRS9,ENSG00000073737.12,12,96,14,2.0,169080478.0
4443,DHTKD1,ENSG00000181192.7,40,72,10,10.0,12096087.5
4444,DHX15,ENSG00000109606.8,5,83,34,4.0,24550997.5
4445,DHX16,ENSG00000204560.5,30,85,7,6.0,30663062.5
4446,DHX29,ENSG00000067248.5,10,85,27,5.0,55281874.5
4447,DHX30,ENSG00000132153.10,9,77,36,3.0,47826552.0
4448,DHX32,ENSG00000089876.7,6,95,21,10.0,125866386.5
4449,DHX33,ENSG00000005100.8,5,53,64,17.0,5454949.5
4450,DHX34,ENSG00000134815.14,9,90,23,19.0,47366009.5
4451,DHX35,ENSG00000101452.10,44,74,4,20.0,39001011.0
4452,DHX36,ENSG00000174953.9,35,83,4,3.0,154298516.5
4453,DHX37,ENSG00000150990.3,11,89,22,12.0,124967978.0
4454,DHX38,ENSG00000140829.7,11,47,64,16.0,72103262.5
4455,DHX40,ENSG00000108406.5,41,59,22,17.0,59586951.5
4456,DHX57,ENSG00000163214.16,14,88,20,2.0,38836831.5
4457,DHX58,ENSG00000108771.8,20,66,36,17.0,42107059.0
4458,DHX8,ENSG00000067596.6,17,66,39,17.0,43547101.5
4459,DHX9,ENSG00000135829.12,87,33,2,1.0,182863664.5
4460,DIABLO,ENSG00000184047.11,8,92,22,12.0,122217562.0
4461,DIAPH1,ENSG00000131504.11,10,88,24,5.0,141567035.5
4462,DIAPH3,ENSG00000139734.13,14,61,47,13.0,59914755.5
4463,DICER1,ENSG00000100697.10,9,84,29,14.0,95122119.0
4464,DIDO1,ENSG00000101191.12,51,69,2,20.0,62907845.0
4465,DIEXF,ENSG00000117597.13,88,34,0,,
4466,DIMT1,ENSG00000086189.5,11,82,29,5.0,62375611.5
4467,DIO1,ENSG00000211452.6,14,82,26,1.0,53901162.5
4468,DIO2,ENSG00000211448.7,9,81,32,14.0,80292642.0
4469,DIO3,ENSG00000197406.6,9,82,31,14.0,101562401.5
4470,DIO3OS,ENSG00000258498.2,9,82,31,14.0,101556326.0
4471,DIP2A,ENSG00000160305.13,22,87,13,21.0,46514453.0
4472,DIP2B,ENSG00000066084.8,11,91,20,12.0,50626821.0
4473,DIP2C,ENSG00000151240.11,35,74,13,10.0,481929.0
4474,DIRAS1,ENSG00000176490.4,6,88,28,19.0,2717969.5
4475,DIRAS2,ENSG00000165023.5,7,89,26,9.0,90626347.0
4476,DIRAS3,ENSG00000162595.4,11,92,19,1.0,68048758.5
4477,DIRC1,ENSG00000174325.4,18,93,11,2.0,188761921.0
4478,DIRC2,ENSG00000138463.8,24,90,8,,
4479,DIRC3,ENSG00000231672.2,12,89,21,2.0,217520306.0
4480,DIS3,ENSG00000083520.10,14,66,42,13.0,72767132.5
4481,DIS3L,ENSG00000166938.8,5,95,22,15.0,66313557.5
4482,DIS3L2,ENSG00000144535.15,13,81,28,2.0,232152797.5
4483,DISC1,ENSG00000162946.16,84,36,2,1.0,231834043.5
4484,DISC1FP1,ENSG00000261645.1,9,74,39,11.0,90583128.0
4485,DISP1,ENSG00000154309.7,83,37,2,1.0,222939133.0
4486,DISP2,ENSG00000140323.4,4,83,35,15.0,40368420.0
4487,DIXDC1,ENSG00000150764.9,5,66,51,11.0,111974898.5
4488,DKFZP434A062,ENSG00000267845.1,10,90,22,,
4489,DKFZP434E1119,ENSG00000268635.1,23,81,18,,
4490,DKFZP434H0512,ENSG00000268926.1,6,91,25,,
4491,DKFZP434O1614,ENSG00000258729.1,9,83,30,,
4492,DKFZP547L112,ENSG00000268531.1,5,88,29,,
4493,DKFZP667F0711,ENSG00000212743.1,40,73,9,,
4494,DKFZP761J1410,ENSG00000105520.6,17,91,14,,
4495,DKFZP779J2370,ENSG00000214397.2,14,91,17,,
4496,DKFZP779L1853,ENSG00000269514.1,16,92,14,,
4497,DKK1,ENSG00000107984.5,15,90,17,10.0,52316161.5
4498,DKK2,ENSG00000155011.4,7,94,21,4.0,107102804.0
4499,DKK3,ENSG00000050165.13,10,85,27,11.0,11982988.0
4500,DKK4,ENSG00000104371.4,42,57,23,8.0,42375646.0
4501,DKKL1,ENSG00000104901.2,15,91,16,19.0,49368449.5
4502,DLAT,ENSG00000150768.11,5,67,50,11.0,112044602.0
4503,DLC1,ENSG00000164741.10,19,42,61,8.0,13343985.5
4504,DLD,ENSG00000091140.8,29,80,13,7.0,107911446.0
4505,DLEC1,ENSG00000008226.15,14,89,19,3.0,38081615.0
4506,DLEU1,ENSG00000176124.7,10,64,48,13.0,50494512.5
4507,DLEU2,ENSG00000231607.4,10,64,48,13.0,50041195.0
4508,DLEU2L,ENSG00000116652.5,12,89,21,1.0,63548859.0
4509,DLEU7,ENSG00000186047.9,10,64,48,13.0,50681651.5
4510,DLG1,ENSG00000075711.16,26,80,16,3.0,197170945.0
4511,DLG2,ENSG00000150672.12,17,72,33,11.0,84541467.0
4512,DLG4,ENSG00000132535.14,7,52,63,17.0,7204865.5
4513,DLG5,ENSG00000151208.12,19,84,19,10.0,77858773.0
4514,DLGAP1,ENSG00000170579.10,19,76,27,18.0,3975669.5
4515,DLGAP2,ENSG00000198010.7,19,46,57,8.0,1223035.0
4516,DLGAP3,ENSG00000116544.7,10,78,34,1.0,34897543.0
4517,DLGAP4,ENSG00000080845.13,45,74,3,20.0,36417486.5
4518,DLGAP5,ENSG00000126787.8,11,80,31,14.0,55169860.0
4519,DLK1,ENSG00000185559.9,9,83,30,14.0,100731964.5
4520,DLK2,ENSG00000171462.10,26,82,14,6.0,43453492.0
4521,DLL1,ENSG00000198719.7,14,79,29,6.0,170294385.5
4522,DLL3,ENSG00000090932.6,22,87,13,19.0,39503688.0
4523,DLL4,ENSG00000128917.5,1,84,37,15.0,40934206.5
4524,DLST,ENSG00000119689.10,7,80,35,14.0,74892817.0
4525,DLX1,ENSG00000144355.10,11,92,19,2.0,172087208.5
4526,DLX2,ENSG00000115844.6,11,92,19,2.0,172101169.0
4527,DLX3,ENSG00000064195.7,38,66,18,17.0,49992614.5
4528,DLX4,ENSG00000108813.9,37,66,19,17.0,49971964.5
4529,DLX5,ENSG00000105880.4,38,74,10,7.0,97022673.0
4530,DLX6,ENSG00000006377.9,38,74,10,7.0,97008296.5
4531,DMAP1,ENSG00000178028.9,19,80,23,1.0,44217068.0
4532,DMBT1,ENSG00000187908.11,7,95,20,10.0,122602202.5
4533,DMBX1,ENSG00000197587.6,14,83,25,1.0,46503026.0
4534,DMC1,ENSG00000100206.5,10,76,36,22.0,38544576.0
4535,DMGDH,ENSG00000132837.10,10,80,32,5.0,79116801.0
4536,DMKN,ENSG00000161249.16,19,88,15,19.0,35505439.0
4537,DMP1,ENSG00000152592.9,5,94,23,4.0,87657320.5
4538,DMPK,ENSG00000104936.13,12,91,19,19.0,45776134.5
4539,DMRT1,ENSG00000137090.7,34,57,31,9.0,905390.0
4540,DMRT2,ENSG00000173253.10,11,76,35,9.0,1053705.0
4541,DMRT3,ENSG00000064218.4,11,76,35,9.0,984193.5
4542,DMRTA1,ENSG00000176399.2,16,69,37,9.0,22451282.0
4543,DMRTA2,ENSG00000142700.7,12,85,25,1.0,50420496.5
4544,DMRTB1,ENSG00000143006.7,14,83,25,1.0,53463443.5
4545,DMRTC2,ENSG00000142025.11,12,92,18,19.0,41848538.0
4546,DMTF1,ENSG00000135164.14,34,81,7,7.0,87174349.0
4547,DMTN,ENSG00000158856.13,17,46,59,8.0,22065761.0
4548,DMWD,ENSG00000185800.7,12,91,19,19.0,45787896.0
4549,DMXL1,ENSG00000172869.10,12,84,26,5.0,119143455.0
4550,DMXL2,ENSG00000104093.9,3,91,28,15.0,51535272.0
4551,DNA2,ENSG00000138346.10,10,88,24,10.0,68443092.5
4552,DNAAF1,ENSG00000154099.13,6,53,63,16.0,84162027.0
4553,DNAAF2,ENSG00000165506.10,18,74,30,14.0,49630202.0
4554,DNAAF3,ENSG00000167646.9,25,84,13,19.0,55162691.5
4555,DNAH1,ENSG00000114841.13,8,78,36,3.0,52358405.0
4556,DNAH10,ENSG00000197653.10,10,90,22,12.0,123848954.0
4557,DNAH10OS,ENSG00000250091.2,9,91,22,12.0,123930222.5
4558,DNAH11,ENSG00000105877.13,33,84,5,7.0,21722439.0
4559,DNAH12,ENSG00000174844.10,10,78,34,3.0,57419021.5
4560,DNAH14,ENSG00000185842.10,88,33,1,1.0,225147777.0
4561,DNAH17,ENSG00000187775.12,39,64,19,17.0,78500546.5
4562,DNAH2,ENSG00000183914.10,7,52,63,17.0,7775549.0
4563,DNAH3,ENSG00000158486.9,38,76,8,16.0,21046276.0
4564,DNAH5,ENSG00000039139.9,35,79,8,5.0,13817437.0
4565,DNAH6,ENSG00000115423.14,22,91,9,2.0,84668022.0
4566,DNAH7,ENSG00000118997.9,12,94,16,2.0,195903270.0
4567,DNAH8,ENSG00000124721.13,23,86,13,6.0,38873051.5
4568,DNAH9,ENSG00000007174.12,8,50,64,17.0,11784109.0
4569,DNAI1,ENSG00000122735.11,7,88,27,9.0,34489201.0
4570,DNAI2,ENSG00000171595.9,35,65,22,17.0,74294559.0
4571,DNAJA1,ENSG00000086061.11,5,88,29,9.0,33032590.0
4572,DNAJA2,ENSG00000069345.7,19,54,49,16.0,46964518.0
4573,DNAJA3,ENSG00000103423.9,44,71,7,16.0,4441290.0
4574,DNAJA4,ENSG00000140403.8,7,92,23,15.0,78273141.0
4575,DNAJB1,ENSG00000132002.3,17,92,13,19.0,14522269.5
4576,DNAJB11,ENSG00000090520.6,32,80,10,3.0,186576601.5
4577,DNAJB12,ENSG00000148719.9,12,87,23,10.0,72343989.5
4578,DNAJB13,ENSG00000187726.4,19,84,19,11.0,73960342.5
4579,DNAJB14,ENSG00000164031.12,9,94,19,4.0,99921433.0
4580,DNAJB2,ENSG00000135924.11,13,86,23,2.0,219283083.5
