Name	luad_Database_ID	brca_Database_ID	lscc_Database_ID	ovarian_Database_ID	brca_pvalue	colon_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue	brca_diff	colon_diff	hnscc_diff	lscc_diff	luad_diff	ovarian_diff
POLR3D	NP_001713.2	NP_001713.2	NP_001713.2	NP_001713	0.38596096329949925	0.6068519723114305	0.24985154760763972	0.5859079667293589	0.7100222473328922	0.2369580445775763	0.14408387445887444	-0.058019191919191915	-0.07628411252618861	-0.10668583333333326	-0.06146965709728858	-0.12022386737560976
PPP2CB	NP_001009552.1|NP_001341948.1	NP_001009552.1	NP_001009552.1|NP_001341948.1	NP_001009552	0.01360730353452502	0.00011379182453657725	0.023476126402298125	0.3489214591324689	1.9829739634427835e-06	0.001920730410778658	-0.6161932359307359	-0.4376625843780134	-0.1915231385778	-0.09094541666666664	-0.4358992822966507	-0.18703035740792676
PPP2R2A	NP_002708.1|NP_001171062.1	NP_002708.1|NP_001171062.1	NP_002708.1|NP_001171062.1	NP_001171062	6.837952543557278e-09	3.482811751569173e-09	0.0019404247892611853	4.210286444493308e-07	5.800137192221382e-09	0.0034199666672508696	-1.2661086038961038	-0.46435265188042424	-0.2437374658193967	-0.7994679166666665	-1.2580055821371612	-0.3368054068439024
PPP3CC	NP_001230903.1|NP_005596.2|NP_001230904.1	NP_001230904.1|NP_005596.2|NP_001230903.1	NP_001230904.1|NP_001230903.1|NP_005596.2	NP_001230904	0.12992814957920965		0.00011917588321674147	1.6501476676191574e-07	6.27022915036637e-05	0.9390099879760619	-0.25358392857142853	-0.25658333333333333	-0.2742567163379199	-0.9584550000000001	-0.6650249202551832	0.009122760195731713
PSD3	NP_056125.3|NP_001349748.1|NP_996792.1	NP_056125.3|NP_996792.1	NP_056125.3|NP_001349748.1|NP_996792.1	NP_056125	0.02723911056696153		0.4019687499296114	0.09501840809147419	0.13557656839074889	0.019213224844671792	-0.5857250631085467		-0.08870603671635635	-0.4707925	-0.3014994019138756	-0.36290936241471866
PTK2B	NP_775267.1|NP_004094.3	NP_775267.1|NP_004094.3	NP_004094.3	NP_004094	0.4043160187108419	0.00015413280767228397	0.01935637426514137	0.001072098584875926	4.132085412465534e-07	0.5457553815390627	-0.16869155844155848	-0.2665447926711668	-0.21859283928779405	-0.8524708333333333	-0.913290629984051	-0.07414016104024389
PTK2B	NP_775267.1|NP_004094.3	NP_775267.1|NP_004094.3	NP_775267.1	NP_004094	0.4043160187108419	0.00015413280767228397	0.01935637426514137	0.015683305054001024	4.132085412465534e-07	0.5457553815390627	-0.16869155844155848	-0.2665447926711668	-0.21859283928779405	-0.8789174999999998	-0.913290629984051	-0.07414016104024389
R3HCC1	NP_001129580.2|NP_001288579.1	NP_001129580.2|NP_001288579.1	NP_001129580.2|NP_001288579.1	NP_001129580	0.005810200596566479	0.04321849715356432	0.07363551414581634	0.036318608341798	0.0006424644250443811	0.026471315324106962	-0.4938225649350649	-0.23734660633484164	-0.14578173452169452	-0.40659541666666676	-0.6123069376933274	-0.2954120817352737
RBPMS	NP_001008712.1|NP_001008711.1	NP_001008712.1|NP_001008711.1	NP_001008712.1|NP_001008711.1	NP_001008710	0.3672520629668677	0.2101107427242807	0.41394686300047573	0.00929719981150222	0.012723093125324688	0.09740311155717382	-0.24173571428571433	0.11587256509161045	-0.07502739389890678	-0.5507166666666667	-0.838878947368421	-0.26671372381341457
REEP4	NP_079508.2|NP_001303893.1	NP_079508.2|NP_001303893.1	NP_001303894.1	NP_079508	0.005957164487148805	0.21968247124646129	0.5884197395656888	0.21779696438627602	0.13490269648190883	0.019213224844671792	-0.6242832251082249	-0.09995367816091955	-0.060318322068486196	-0.3866836198179979	-0.30793270547945206	-0.25314475765835065
REEP4	NP_001303894.1	NP_079508.2|NP_001303893.1	NP_001303894.1	NP_079508	0.005957164487148805	0.21968247124646129	0.5884197395656888	0.21779696438627602	0.48431222142911523	0.019213224844671792	-0.6242832251082249	-0.09995367816091955	-0.060318322068486196	-0.3866836198179979	-0.21730104364326372	-0.25314475765835065
REEP4	NP_079508.2|NP_001303893.1	NP_079508.2|NP_001303893.1	NP_079508.2|NP_001303893.1	NP_079508	0.005957164487148805	0.21968247124646129	0.5884197395656888	0.5667466884691289	0.13490269648190883	0.019213224844671792	-0.6242832251082249	-0.09995367816091955	-0.060318322068486196	-0.1612029166666666	-0.30793270547945206	-0.25314475765835065
REEP4	NP_001303894.1	NP_079508.2|NP_001303893.1	NP_079508.2|NP_001303893.1	NP_079508	0.005957164487148805	0.21968247124646129	0.5884197395656888	0.5667466884691289	0.48431222142911523	0.019213224844671792	-0.6242832251082249	-0.09995367816091955	-0.060318322068486196	-0.1612029166666666	-0.21730104364326372	-0.25314475765835065
SARAF	NP_057211.4|NP_001271168.1	NP_057211.4|NP_001271168.1	NP_057211.4|NP_001271168.1	NP_057211	0.014047270145034164	0.01909835052201342	0.02226224660960784	0.1395056085330317	0.007291861062950293	0.03996056227139169	-1.0783390425531914	-0.3840900383141762	-0.3135180783201932	-0.30936375	-0.8336728468899521	-0.3333560555990991
SH2D4A	NP_001167630.1|NP_001350039.1|NP_001167631.1	NP_071354.2|NP_001167631.1	NP_001167630.1|NP_001350039.1|NP_001167631.1	NP_071354	0.004423578910987107	4.355642349017221e-06	0.016937143951292578	0.3444638888294082	0.007021604714832584	0.09740311155717382	-0.8849975108225107	-0.46890998071359685	-0.30229076590467585	-0.30189124999999994	-0.8316858851674642	-0.22320731542378064
SLC39A14	NP_001338586.1|NP_001121903.1|NP_056174.2|NP_001128626.1	NP_001121903.1|NP_056174.2|NP_001128626.1	NP_001338586.1|NP_001121903.1|NP_056174.2|NP_001128626.1	NP_001121903	0.019523616280642767	1.3428426754129906e-05	0.358762215683962	1.0284157198229445e-05	0.003918675239465762	0.019213224844671792	-0.8238908424908431	-0.32565544840887173	-0.10994082696020158	-1.3897762500000004	-1.1129976475279104	-0.2582208367109756
SLC7A2	NP_001158243.1|NP_001008539.3|NP_003037.4	NP_001158243.1|NP_001008539.3|NP_003037.4		NP_001008539	0.008733457551539382		0.596492396489606		0.13557656839074889	0.27627343203632837	-1.550289063591894		-0.15602702287835513		-1.0731504545454547	-0.1885110501426025
SORBS3	NP_005766.3	NP_005766.3|NP_001018003.1	NP_005766.3	NP_005766	0.09665098837391438	0.5963709385051517	0.009521718619962292	0.21779696438627602	0.08096650685478549	0.07215771628529571	-0.3716116883116884	0.05002656702025082	-0.1960847541447137	-0.2542649999999984	-0.35938149920255213	-0.26267707342926827
STC1		NP_003146.1	NP_003146.1		0.2888179080997855		0.20532913950402257	0.684218356603998			-0.5484884199134199		-0.34585808287735986	-0.3820699033594109		
STMN4		NP_110422.2|NP_001269982.1|NP_001269983.1|NP_001269984.1			0.3672520629668677						-0.4100349567099566					
TDRP	NP_778250.2|NP_001243042.1	NP_778250.2|NP_001243042.1	NP_778250.2|NP_001243042.1	NP_001243042	0.41232343610591327		0.018641155674974052	0.17664243088391965	0.14619060996907543	0.16073030715977865	-0.29752721861471865		-0.38051896537844954	-0.4962808333333334	-0.42192941919191906	-0.26359398849999993
TNKS	NP_003738.2	NP_003738.2	NP_003738.2	NP_003738	0.016649523916197125		0.26712767576937835	0.8623691460524722	0.25539001728175836	0.6289833728898191	-0.47771747835497835		-0.2366097796095019	-0.037501250000000014	-0.25892857142857145	0.12317547097647064
VPS37A	NP_001350102.1|NP_001350096.1|NP_001138624.1|NP_001350097.1|NP_001350099.1	NP_689628.2|NP_001138624.1	NP_001350102.1|NP_001350096.1|NP_001138624.1|NP_001350097.1|NP_001350099.1	NP_689628	0.0004340505718695741	0.03522263981228237	0.0005250768679027044	1.0284157198229445e-05	6.533893228298071e-10	0.019213224844671792	-0.4651207792207793	-0.17916677740863785	-0.1755329952832767	-0.6024670833333332	-0.9624921052631576	-0.21160412120121952
XPO7	NP_001349731.1|NP_001093631.1	NP_055839.3	NP_055839.3|NP_001093631.1|NP_001349731.1	NP_055839	1.3171277322244783e-08	1.7468390949929664e-09	6.558019651747778e-05	0.0005858279389618774	9.252021828609085e-09	1.7433589625019468e-05	-1.002160822510822	-0.3269571359691418	-0.28447229221896464	-0.5290250000000002	-0.84346846092504	-0.35749645151036585
