Name	lscc_Database_ID	brca_Database_ID	luad_Database_ID	ovarian_Database_ID	brca_pvalue	colon_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue
CAMK2G	NP_751911.1|NP_751910.1	NP_751911.1|NP_751910.1|NP_751913.1	NP_751911.1|NP_751910.1|NP_751913.1|NP_001213.2	NP_001191421	0.00042655630488147225	0.01474912975367145	0.0023726494813824644	0.0008458149291513972	0.00545908920766212	0.0005082479471238339
CAMK2G	NP_751911.1|NP_751910.1	NP_751911.1|NP_751910.1|NP_751913.1	NP_751911.1|NP_751910.1|NP_751913.1|NP_001213.2	NP_001307827	0.00042655630488147225	0.01474912975367145	0.0023726494813824644	0.0008458149291513972	0.00545908920766212	0.0005082479471238339
CAMK4	NP_001310303.1|NP_001310305.1	NP_001310304.1|NP_001310306.1	NP_001310303.1|NP_001310305.1	NP_001310304	0.001443700426529302	0.09404839370997077	0.014272935369032881	0.000876136969882049	0.091905090936734	0.0006138927917552436
CAMKK1	NP_757343.2|NP_115670.1|NP_757344.2	NP_757343.2|NP_115670.1|NP_757344.2	NP_757343.2|NP_115670.1|NP_757344.2	NP_115670	0.00037764630928135154		0.004923814354906641	0.0013308715558971995	0.0018154101742096417	0.0008000995305802289
CAMKK2	NP_001257414.1|NP_001257415.1|NP_757363.1|NP_705719.2|NP_757365.1|NP_757364.1|NP_705720.1	NP_705719.2|NP_006540.3|NP_001257415.1|NP_757363.1|NP_705720.1|NP_757365.1|NP_757364.1	NP_001257414.1|NP_001257415.1|NP_705719.2|NP_757363.1|NP_757365.1|NP_705720.1|NP_757364.1	NP_001257415	0.00037764630928135154	0.004704347735637967	0.009388649930345187	0.0008506332761427187	0.08815012645376596	0.0005082479471238339
CAMKMT	NP_079042.1	NP_079042.1	NP_079042.1	NP_079042	0.003477978291683071	0.007800304829837181	0.02510264498455035	0.0009080795011295073	0.02358819520417856	0.0009990503523557947
CAMLG	NP_001736.1	NP_001736.1	NP_001736.1	NP_001736	0.016942768020947383	0.0011832684762863581	0.007476863509345945	0.0008458149291513972	0.0013180397870308793	0.0008224791448968328
CAMP	NP_004336.3	NP_004336.3	NP_004336.3	NP_004336	0.00038474171856232864	0.0010930779504217576	0.029343087031791025	0.00856516940662372	0.13886493600983643	0.0005082479471238339
CAMSAP1	NP_056262.3	NP_056262.3	NP_056262.3	NP_056262	0.0031944364462141235		0.007472810973261368	0.0008458149291513972	0.0022099859872656397	0.0014381485920531905
CAMSAP2	NP_001284636.1|NP_982284.1|NP_001284637.1	NP_001284636.1|NP_982284.1|NP_001284637.1	NP_001284636.1|NP_982284.1|NP_001284637.1	NP_001284636	0.000508247550440105		0.05241095520923841	0.0009596377620914568	0.0031440971056828676	0.0006796937714286497
CAMSAP3	NP_065953.1|NP_001073898.1	NP_065953.1	NP_065953.1	NP_065953	0.0003819460351062603	0.0010930779504217576	0.012917797274042976	0.002005574376078835	0.016101041020633967	0.0012274885275031767
CAND1	NP_060918.2|NP_001316603.1|NP_001316605.1	NP_060918.2	NP_060918.2|NP_001316603.1|NP_001316605.1	NP_060918	0.0011951420761667382	0.0015502277821246597	0.002185495231761614	0.0028551460005512507	0.0012065840386939332	0.0005235973059578055
CAND2	NP_001155971.1|NP_036430.1	NP_001155971.1|NP_036430.1	NP_001155971.1|NP_036430.1	NP_001155971	0.01320719722108053	0.0010930779504217576	0.002851620409586225	0.002801805837226873	0.0028518338967756965	0.0005082479471238339
CANT1	NP_001153244.1	NP_001153244.1	NP_001153244.1	NP_001153244	0.0087028296836479	0.0013079334052947054	0.002185495231761614	0.015439605601264826	0.0013363976541014588	0.0036975243687285336
CANX	NP_001350922.1|NP_001350923.1|NP_001019820.1|NP_001350928.1|NP_001350924.1|NP_001350927.1|NP_001350929.1	NP_001019820.1	NP_001350922.1|NP_001350923.1|NP_001019820.1|NP_001350928.1|NP_001350927.1|NP_001350924.1|NP_001350929.1	NP_001019820	0.0008565166766689617	0.0018135070997866516	0.05919316103040415	0.0012724624173760916	0.019518363384534682	0.0007906065690044228
CAP1	NP_001099000.1	NP_001099000.1	NP_001099000.1	NP_001099000	0.00046202978711606637	0.004872045990331749	0.00436138012177232	0.0013010211142612136	0.0025687697331219163	0.0008623807116111053
CAP1	NP_001099000.1	NP_001099000.1	NP_001099000.1	NP_001317431	0.00046202978711606637	0.004872045990331749	0.00436138012177232	0.0013010211142612136	0.0025687697331219163	0.0009733464867234046
CAP1	NP_001099000.1	NP_001099000.1	NP_001317431.1	NP_001099000	0.00046202978711606637	0.004872045990331749	0.00436138012177232	0.0013010211142612136	0.006958469918983026	0.0008623807116111053
CAP1	NP_001099000.1	NP_001099000.1	NP_001317431.1	NP_001317431	0.00046202978711606637	0.004872045990331749	0.00436138012177232	0.0013010211142612136	0.006958469918983026	0.0009733464867234046
CAP1	NP_001317431.1	NP_001099000.1	NP_001099000.1	NP_001099000	0.00046202978711606637	0.004872045990331749	0.00436138012177232	0.0008458149291513972	0.0025687697331219163	0.0008623807116111053
CAP1	NP_001317431.1	NP_001099000.1	NP_001099000.1	NP_001317431	0.00046202978711606637	0.004872045990331749	0.00436138012177232	0.0008458149291513972	0.0025687697331219163	0.0009733464867234046
CAP1	NP_001317431.1	NP_001099000.1	NP_001317431.1	NP_001099000	0.00046202978711606637	0.004872045990331749	0.00436138012177232	0.0008458149291513972	0.006958469918983026	0.0008623807116111053
CAP1	NP_001317431.1	NP_001099000.1	NP_001317431.1	NP_001317431	0.00046202978711606637	0.004872045990331749	0.00436138012177232	0.0008458149291513972	0.006958469918983026	0.0009733464867234046
CAP1	NP_001099000.1	NP_001317431.1	NP_001099000.1	NP_001099000	0.00039160770288963157	0.004872045990331749	0.00436138012177232	0.0013010211142612136	0.0025687697331219163	0.0008623807116111053
CAP1	NP_001099000.1	NP_001317431.1	NP_001099000.1	NP_001317431	0.00039160770288963157	0.004872045990331749	0.00436138012177232	0.0013010211142612136	0.0025687697331219163	0.0009733464867234046
CAP1	NP_001099000.1	NP_001317431.1	NP_001317431.1	NP_001099000	0.00039160770288963157	0.004872045990331749	0.00436138012177232	0.0013010211142612136	0.006958469918983026	0.0008623807116111053
CAP1	NP_001099000.1	NP_001317431.1	NP_001317431.1	NP_001317431	0.00039160770288963157	0.004872045990331749	0.00436138012177232	0.0013010211142612136	0.006958469918983026	0.0009733464867234046
CAP1	NP_001317431.1	NP_001317431.1	NP_001099000.1	NP_001099000	0.00039160770288963157	0.004872045990331749	0.00436138012177232	0.0008458149291513972	0.0025687697331219163	0.0008623807116111053
CAP1	NP_001317431.1	NP_001317431.1	NP_001099000.1	NP_001317431	0.00039160770288963157	0.004872045990331749	0.00436138012177232	0.0008458149291513972	0.0025687697331219163	0.0009733464867234046
CAP1	NP_001317431.1	NP_001317431.1	NP_001317431.1	NP_001099000	0.00039160770288963157	0.004872045990331749	0.00436138012177232	0.0008458149291513972	0.006958469918983026	0.0008623807116111053
CAP1	NP_001317431.1	NP_001317431.1	NP_001317431.1	NP_001317431	0.00039160770288963157	0.004872045990331749	0.00436138012177232	0.0008458149291513972	0.006958469918983026	0.0009733464867234046
CAP2	NP_006357.1|NP_001350463.1|NP_001350462.1	NP_006357.1	NP_006357.1|NP_001350463.1|NP_001350462.1	NP_006357	0.0007258700034852029	0.011654768697421736	0.0021902834587317226	0.0019113021473339856	0.0012065840386939332	0.0008113524207470876
CAPG	NP_001243068.1|NP_001243069.1|NP_001307663.1	NP_001243068.1|NP_001243069.1|NP_001307663.1	NP_001243068.1|NP_001243069.1|NP_001307663.1	NP_001243068	0.0007826592988202729	0.008279909670012712	0.0024213783799305923	0.0008458149291513972	0.0012265533287204595	0.0005235973059578055
CAPN1	NP_001185797.1	NP_001185797.1	NP_001185797.1	NP_001185797	0.00041033886173337937	0.01690925914887226	0.003933647204330776	0.0008458149291513972	0.0012236364441443924	0.0005082479471238339
CAPN13	NP_653176.2	NP_653176.2	NP_653176.2	NP_653176	0.00044110192472110406			0.0011779856043589692	0.002589567225850228	0.0010531559274511249
CAPN15	NP_005623.1	NP_005623.1	NP_005623.1	NP_005623	0.0016052190954172246	0.0020091544683839987	0.0025647180455905167	0.0012345335853085227	0.0014048509073229405	0.0034242697122030675
CAPN2	NP_001739.2|NP_001139540.1	NP_001739.2|NP_001139540.1	NP_001739.2|NP_001139540.1	NP_001739	0.019313075765782818	0.0013724638717754064	0.0021902834587317226	0.001355939269478605	0.0038416311219681134	0.0005745202872363799
CAPN5	NP_004046.2	NP_004046.2	NP_004046.2	NP_004046	0.005691830819550504	0.0011734171694091355	0.0118020328270528	0.0009399414422997623	0.019590708386118618	0.0006670584181177864
CAPN6		NP_055104.2	NP_055104.2	NP_055104	0.00038816063762224637	0.0013706912615457755	0.015971652152106008		0.0018361940255993247	0.011398693215944536
CAPN7	NP_055111.1	NP_055111.1		NP_055111	0.0017752018252454064	0.001844411460579107	0.005469504283050793	0.000897751113150253		0.011907603169063344
CAPN9	NP_006606.1|NP_001306605.1|NP_057536.1	NP_006606.1|NP_057536.1|NP_001306605.1	NP_006606.1|NP_001306605.1|NP_057536.1		0.0021173682988462205	0.00570317635186948		0.012436308689863246	0.04570886805968044	
CAPNS1	NP_001003962.1|NP_001289562.1	NP_001289561.1	NP_001003962.1|NP_001289562.1	NP_001289561	0.0021173682988462205	0.0010930779504217576	0.0029184457940657355	0.0008458149291513972	0.0012102404457605773	0.0007041249975634256
CAPNS2	NP_115706.1	NP_115706.1		NP_115706	0.0006400518139746562		0.03414150897264389	0.0008458149291513972		0.0018277526965011185
CAPRIN1	NP_005889.3|NP_976240.1	NP_005889.3|NP_976240.1	NP_005889.3|NP_976240.1	NP_005889	0.0008316181735661347	0.001104697334698009	0.003008415080412551	0.002788781196665798	0.5839546579489918	0.0006379227433920021
CAPS	NP_004049.2|NP_542157.2	NP_004049.2|NP_542157.2	NP_004049.2|NP_542157.2	NP_004049	0.03521684646528696	0.0019036880956896927	0.004102047802870949	0.01143725732426925	0.0025161179815888176	0.02910397091708526
CAPZA1	NP_006126.1	NP_006126.1		NP_006126	0.00037764630928135154	0.16567943229430965	0.003522101903309111	0.0008458149291513972		0.0008295018960653268
CAPZA2	NP_006127.1	NP_006127.1	NP_006127.1	NP_006127	0.0019145014477475204	0.0015030993753702955	0.002185495231761614	0.002058776936853116	0.009950439728951143	0.004928454941146264
CARD10	NP_055365.2	NP_055365.2	NP_055365.2		0.0009794360429668987		0.07747009514852383	0.0008458149291513972	0.0013270312873514304	
CARD11	NP_001311210.1	NP_001311210.1	NP_001311210.1	NP_001311210	0.00037764630928135154		0.004430598158545694	0.0013010211142612136	0.011748443667855045	0.007473676806418086
CARD14	NP_077015.2|NP_001244899.1|NP_438170.1	NP_077015.2|NP_001244899.1|NP_438170.1	NP_077015.2|NP_001244899.1|NP_438170.1		0.007714461273751322		0.03962429071772037	0.006807735143849839	0.34886354529023944	
CARD19	NP_115686.3|NP_001304940.1|NP_001304939.1	NP_115686.3|NP_001304940.1|NP_001304939.1	NP_115686.3|NP_001304940.1|NP_001304939.1	NP_115686	0.00047432394270830515	0.00167852926694346	0.002185495231761614	0.11694378886783262	0.0012065840386939332	0.0006883771221042054
CARD6	NP_115976.2	NP_115976.2	NP_115976.2	NP_115976	0.0026399335907143656		0.003061040456763699	0.005753033922579778	0.004895434033163932	0.023209211046766865
CARD8	NP_001171829.1|NP_001171830.1|NP_001338713.1|NP_001338715.1|NP_001171831.1|NP_001338717.1|NP_001338716.1|NP_001338719.1|NP_001338720.1|NP_001171833.1	NP_001171829.1|NP_001171830.1|NP_001171831.1|NP_001171833.1	NP_001171829.1|NP_001171830.1|NP_001338713.1|NP_001338715.1|NP_001171831.1|NP_001338717.1|NP_001338716.1|NP_001338719.1|NP_001338720.1|NP_001171833.1	NP_001171829	0.00037764630928135154		0.017043872177555982	0.10130533500925645	0.2174375267108474	0.0005082479471238339
CARD9	NP_434700.2|NP_434701.1	NP_434700.2|NP_434701.1	NP_434700.2|NP_434701.1	NP_434700	0.0003900155858557079		0.015971652152106008	0.0008656895014250013	0.0012065840386939332	0.0009196409982036601
CARHSP1	NP_001035941.1	NP_001265191.1	NP_001035941.1	NP_001265191	0.00037764630928135154	0.001880515078100884	0.02188451891680952	0.0015470947397428201	0.002052287561696471	0.0051096762765642225
CARM1	NP_954592.1	NP_954592.1	NP_954592.1	NP_954592	0.00037764630928135154	0.002234042984341684	0.11526921087760013	0.01038910969257586	0.006282064840207538	0.02221978236690613
CARMIL1	NP_060110.4	NP_060110.4	NP_001167448.1	NP_001167448	0.0008422503712623596	0.006023377906313245	0.004028301597268798	0.0033309810181772715	0.0021834048728270475	0.003242633638883347
CARMIL1	NP_060110.4	NP_060110.4	NP_001167448.1	NP_060110	0.0008422503712623596	0.006023377906313245	0.004028301597268798	0.0033309810181772715	0.0021834048728270475	0.004025523328584715
CARMIL1	NP_060110.4	NP_060110.4	NP_060110.4	NP_001167448	0.0008422503712623596	0.006023377906313245	0.004028301597268798	0.0033309810181772715	0.007680572302324554	0.003242633638883347
CARMIL1	NP_060110.4	NP_060110.4	NP_060110.4	NP_060110	0.0008422503712623596	0.006023377906313245	0.004028301597268798	0.0033309810181772715	0.007680572302324554	0.004025523328584715
CARMIL2	NP_001013860.1|NP_001303955.1	NP_001013860.1|NP_001303955.1	NP_001303955.1|NP_001013860.1	NP_001013860	0.0004770349681884124		0.055527571496403416	0.004718166517468355	0.047428583203698256	0.021037889437859243
CARNMT1	NP_689633.1|NP_001307426.1	NP_689633.1|NP_001307426.1	NP_689633.1|NP_001307426.1	NP_689633	0.00037913505365490616	0.0010930779504217576	0.005814250698513487	0.004695557072694872	0.002639146393403598	0.0008241425766847926
CARS	NP_001014437.1|NP_001181926.1	NP_001014437.1|NP_001181926.1|NP_001742.1|NP_644802.1	NP_001014437.1|NP_001181926.1|NP_001742.1|NP_644802.1	NP_001014437	0.0013519749109252022	0.0619427388552047	0.008978107802923138	0.001233690798193987	0.01123118567728224	0.000514199534413934
CARS2	NP_078813.1|NP_001339182.1|NP_001339181.1	NP_078813.1	NP_078813.1|NP_001339182.1|NP_001339181.1	NP_078813	0.01898934559741689	0.0316970902732055	0.11156621933959428	0.0008458149291513972	0.00183157341303568	0.0005357399419063076
CARTPT		NP_004282.1			0.000797471295023813					
CASC3	NP_031385.2	NP_031385.2	NP_031385.2	NP_031385	0.00037764630928135154	0.006443460604447463	0.0024146259682620345	0.0008458149291513972	0.012156641752214986	0.0005082479471238339
CASC4	NP_816929.1|NP_612432.2	NP_816929.1	NP_612432.2|NP_816929.1	NP_612432	0.00040512940794251175	0.002371197457259988	0.004195417371874759	0.001495724454642259	0.0012065840386939332	0.0019401611815548741
CASC4	NP_816929.1|NP_612432.2	NP_816929.1	NP_612432.2|NP_816929.1	NP_816929	0.00040512940794251175	0.002371197457259988	0.004195417371874759	0.001495724454642259	0.0012065840386939332	0.0014354637672612737
CASD1		NP_075051.4			0.0015276008458492752	0.0018820738671715776	0.0024968496508789672			
CASK	NP_001119527.1|NP_001119526.1|NP_003679.2	NP_001119527.1	NP_001119527.1|NP_001119526.1|NP_003679.2	NP_001119527	0.0024871221860128107	0.001102032202023224	0.19415100818258962	0.0008850278836625377	0.010213265892468243	0.005995997507462298
CASK	NP_001119527.1|NP_001119526.1|NP_003679.2	NP_001119527.1	NP_001119527.1|NP_001119526.1|NP_003679.2	NP_003679	0.0024871221860128107	0.001102032202023224	0.19415100818258962	0.0008850278836625377	0.010213265892468243	0.0063160974790776245
CASKIN2	NP_065804.2|NP_001136115.1	NP_065804.2|NP_001136115.1	NP_065804.2|NP_001136115.1	NP_065804	0.0006758469032735682	0.024820976852238694	0.01931049544289012	0.0008458149291513972	0.0013073410915035544	0.0014223222222343181
CASP1	NP_001244047.1|NP_001214.1|NP_150635.1|NP_150636.1|NP_150637.1	NP_001244048.1|NP_150634.1|NP_150635.1|NP_150636.1|NP_150637.1	NP_001244047.1|NP_001214.1|NP_150635.1|NP_150637.1	NP_001244048	0.0012065686766778833	0.006094288844463716	0.002283063080351494	0.0008963668226295081	0.00907802649007744	0.0041125092441547445
CASP1	NP_001244047.1|NP_001214.1|NP_150635.1|NP_150636.1|NP_150637.1	NP_001244048.1|NP_150634.1|NP_150635.1|NP_150636.1|NP_150637.1	NP_150636.1	NP_001244048	0.0012065686766778833	0.006094288844463716	0.002283063080351494	0.0008963668226295081	0.16865040966232533	0.0041125092441547445
CASP10	NP_116759.2|NP_001221.2|NP_001193453.1|NP_116756.2|NP_001193471.1|NP_116758.1|NP_001293012.1	NP_116759.2|NP_116756.2|NP_001221.2|NP_001193453.1|NP_001193471.1|NP_116758.1|NP_001293012.1	NP_116759.2|NP_001221.2|NP_001193453.1|NP_116756.2|NP_001193471.1|NP_116758.1|NP_001293012.1	NP_116759	0.008479545282218084	0.003909630235123599	0.003465701550078869	0.007427580272746655	0.016364366673326077	0.00082545188142839
CASP12	NP_001177945.2	NP_001177945.2	NP_001177945.2		0.0007887674356221527			0.04237493478330676	0.05645110744578141	
CASP14	NP_036246.1	NP_036246.1		NP_036246	0.003326948368285793		0.004871411253628459	0.0017535319484103336		0.0021138431854934706
CASP2	NP_116764.2|NP_001215.1|NP_116765.2	NP_116764.2|NP_001215.1|NP_116765.2	NP_116764.2|NP_001215.1|NP_116765.2	NP_116764	0.00089867739381533	0.0012211534144597946	0.003008436454982146	0.0008458149291513972	0.0034554893232721724	0.0012093263583759046
CASP3	NP_001341706.1|NP_001341710.1|NP_001341712.1	NP_004337.2	NP_001341706.1|NP_001341708.1|NP_001341710.1|NP_001341712.1|NP_001341713.1	NP_004337	0.0037391655548380705	0.008208256211923731	0.004699946082461001	0.018586117778940547	0.0024947852970198963	0.0005082479471238339
CASP4	NP_001216.1|NP_150649.1	NP_001216.1|NP_150649.1	NP_001216.1|NP_150649.1	NP_001216	0.000405646978761784	0.10958429705074828	0.005187682824614377	0.0012344024419363312	0.0012236364441443924	0.0005082479471238339
CASP6	NP_001217.2|NP_116787.1	NP_001217.2|NP_116787.1	NP_001217.2|NP_116787.1	NP_001217	0.00038055296532953493	0.0012475413763389548	0.012290875463373367	0.0016270927853819497	0.09025491888667508	0.0007147617831312524
CASP7	NP_001218.1|NP_203124.1|NP_001253986.1|NP_001307840.1|NP_001253987.1	NP_001253985.1|NP_203124.1|NP_001253986.1|NP_001307840.1|NP_001253987.1	NP_001218.1|NP_203124.1|NP_001253986.1|NP_001307840.1|NP_001253987.1|NP_203126.1	NP_001253985	0.007557282653597714	0.03193573451920403	0.00828687464138374	0.0008458149291513972	0.0012478575827178304	0.0005082479471238339
CASP7	NP_203126.1	NP_001253985.1|NP_203124.1|NP_001253986.1|NP_001307840.1|NP_001253987.1	NP_001218.1|NP_203124.1|NP_001253986.1|NP_001307840.1|NP_001253987.1|NP_203126.1	NP_001253985	0.007557282653597714	0.03193573451920403	0.00828687464138374	0.0008927554831294139	0.0012478575827178304	0.0005082479471238339
CASP8	NP_001073594.1|NP_203519.1|NP_203522.1	NP_001219.2|NP_001073593.1|NP_203522.1	NP_001073594.1|NP_203519.1|NP_203522.1	NP_001073594	0.0020986420947492106	0.0161675353589664	0.0042476195305836874	0.0057828021968699475	0.002091795293245061	0.0008790845988649284
CASP8	NP_001073594.1|NP_203519.1|NP_203522.1	NP_001219.2|NP_001073593.1|NP_203522.1	NP_001219.2|NP_001073593.1	NP_001073594	0.0020986420947492106	0.0161675353589664	0.0042476195305836874	0.0057828021968699475	0.0014343231740904902	0.0008790845988649284
CASP8	NP_001219.2|NP_001073593.1	NP_001219.2|NP_001073593.1|NP_203522.1	NP_001073594.1|NP_203519.1|NP_203522.1	NP_001073594	0.0020986420947492106	0.0161675353589664	0.0042476195305836874	0.0008458149291513972	0.002091795293245061	0.0008790845988649284
CASP8	NP_001219.2|NP_001073593.1	NP_001219.2|NP_001073593.1|NP_203522.1	NP_001219.2|NP_001073593.1	NP_001073594	0.0020986420947492106	0.0161675353589664	0.0042476195305836874	0.0008458149291513972	0.0014343231740904902	0.0008790845988649284
CASP9	NP_001220.2|NP_127463.2|NP_001264983.1	NP_001220.2|NP_127463.2|NP_001264983.1	NP_001220.2|NP_127463.2|NP_001264983.1	NP_001220	0.00043744491505346144	0.003012101458475086	0.006253021469782087	0.0018086125233054756	0.0018500287913436329	0.0006388784365282434
CASQ2		NP_001223.2		NP_001223	0.001374438582662222	0.0012801337509058403	0.0023254570606982415			0.0006955497579664627
CAST	NP_001741.4|NP_001035906.1|NP_001035907.1|NP_001035905.1|NP_001317557.1|NP_001035908.1|NP_001317562.1|NP_775083.1|NP_001035909.1|NP_001271142.1	NP_001317558.1|NP_001177371.1|NP_001035910.1|NP_001317563.1|NP_001035911.1	NP_001317558.1|NP_001177371.1|NP_001035910.1	NP_001741	0.0004156606816176865	0.0010930779504217576	0.005591669945710814	0.0011136940184739547	0.02533040094308115	0.0005514437733575557
CAST	NP_001741.4|NP_001035906.1|NP_001035907.1|NP_001035905.1|NP_001317557.1|NP_001035908.1|NP_001317562.1|NP_775083.1|NP_001035909.1|NP_001271142.1	NP_001317558.1|NP_001177371.1|NP_001035910.1|NP_001317563.1|NP_001035911.1	NP_001741.4|NP_001035906.1|NP_001035907.1|NP_001035905.1|NP_001035908.1|NP_001317562.1|NP_775083.1|NP_001035909.1|NP_001271142.1	NP_001741	0.0004156606816176865	0.0010930779504217576	0.005591669945710814	0.0011136940184739547	0.008902241948741603	0.0005514437733575557
CAST	NP_001741.4|NP_001035906.1|NP_001035907.1|NP_001035905.1|NP_001317557.1|NP_001035908.1|NP_001317562.1|NP_775083.1|NP_001035909.1|NP_001271142.1	NP_001741.4|NP_001035907.1|NP_001035906.1|NP_001035905.1|NP_001317557.1|NP_001035908.1|NP_775083.1|NP_001317562.1|NP_001035909.1|NP_001271142.1	NP_001317558.1|NP_001177371.1|NP_001035910.1	NP_001741	0.0005410995020990611	0.0010930779504217576	0.005591669945710814	0.0011136940184739547	0.02533040094308115	0.0005514437733575557
CAST	NP_001741.4|NP_001035906.1|NP_001035907.1|NP_001035905.1|NP_001317557.1|NP_001035908.1|NP_001317562.1|NP_775083.1|NP_001035909.1|NP_001271142.1	NP_001741.4|NP_001035907.1|NP_001035906.1|NP_001035905.1|NP_001317557.1|NP_001035908.1|NP_775083.1|NP_001317562.1|NP_001035909.1|NP_001271142.1	NP_001741.4|NP_001035906.1|NP_001035907.1|NP_001035905.1|NP_001035908.1|NP_001317562.1|NP_775083.1|NP_001035909.1|NP_001271142.1	NP_001741	0.0005410995020990611	0.0010930779504217576	0.005591669945710814	0.0011136940184739547	0.008902241948741603	0.0005514437733575557
CASZ1	NP_001073312.1|NP_060236.3	NP_001073312.1|NP_060236.3	NP_001073312.1|NP_060236.3	NP_001073312	0.00130740963256013		0.026127970457612885	0.00940345959657897	0.0021834048728270475	0.007215817431524298
CAT	NP_001743.1	NP_001743.1	NP_001743.1	NP_001743	0.0011225647222926356	0.011616577306320486	0.0405185525024818	0.0019966084683409324	0.045721827298473884	0.000665459113344424
CAV1	NP_001744.2|NP_001166366.1|NP_001225.1	NP_001744.2|NP_001166368.1|NP_001225.1	NP_001744.2|NP_001166366.1|NP_001225.1	NP_001166368	0.0007100082570879687	0.04415729354514492	0.005942455956623897	0.0008458149291513972	0.004221937519686877	0.0007359793774234783
CAV1	NP_001744.2|NP_001166366.1|NP_001225.1	NP_001744.2|NP_001166368.1|NP_001225.1	NP_001744.2|NP_001166366.1|NP_001225.1	NP_001744	0.0007100082570879687	0.04415729354514492	0.005942455956623897	0.0008458149291513972	0.004221937519686877	0.0007156773614232342
CBFA2T2	NP_001028171.1|NP_005084.1|NP_001034798.1	NP_005084.1|NP_001028171.1|NP_001034798.1	NP_005084.1|NP_001028171.1|NP_001034798.1	NP_001028171	0.00037797551561515925		0.0024213783799305923	0.0009459376869852421	0.0012347579936847672	0.0018750234670235398
CBFA2T3	NP_005178.4|NP_787127.1	NP_005178.4|NP_787127.1	NP_005178.4|NP_787127.1		0.0032411943127444824		0.008613754210056498	0.0019020085796525618	0.0023147562091148485	
CBFB	NP_001746.1	NP_001746.1	NP_001746.1	NP_001746	0.002725656940420265	0.01118044251176968	0.004585388981221231	0.006029052462367213	0.0016731300622251373	0.0013389001300844084
CBFB	NP_001746.1	NP_001746.1	NP_001746.1	NP_074036	0.002725656940420265	0.01118044251176968	0.004585388981221231	0.006029052462367213	0.0016731300622251373	0.0012174699342218384
CBFB	NP_001746.1	NP_001746.1	NP_074036.1	NP_001746	0.002725656940420265	0.01118044251176968	0.004585388981221231	0.006029052462367213	0.019753688235401433	0.0013389001300844084
CBFB	NP_001746.1	NP_001746.1	NP_074036.1	NP_074036	0.002725656940420265	0.01118044251176968	0.004585388981221231	0.006029052462367213	0.019753688235401433	0.0012174699342218384
CBFB	NP_074036.1	NP_001746.1	NP_001746.1	NP_001746	0.002725656940420265	0.01118044251176968	0.004585388981221231	0.0016094643477321078	0.0016731300622251373	0.0013389001300844084
CBFB	NP_074036.1	NP_001746.1	NP_001746.1	NP_074036	0.002725656940420265	0.01118044251176968	0.004585388981221231	0.0016094643477321078	0.0016731300622251373	0.0012174699342218384
CBFB	NP_074036.1	NP_001746.1	NP_074036.1	NP_001746	0.002725656940420265	0.01118044251176968	0.004585388981221231	0.0016094643477321078	0.019753688235401433	0.0013389001300844084
CBFB	NP_074036.1	NP_001746.1	NP_074036.1	NP_074036	0.002725656940420265	0.01118044251176968	0.004585388981221231	0.0016094643477321078	0.019753688235401433	0.0012174699342218384
CBFB	NP_001746.1	NP_074036.1	NP_001746.1	NP_001746	0.00037764630928135154	0.01118044251176968	0.004585388981221231	0.006029052462367213	0.0016731300622251373	0.0013389001300844084
CBFB	NP_001746.1	NP_074036.1	NP_001746.1	NP_074036	0.00037764630928135154	0.01118044251176968	0.004585388981221231	0.006029052462367213	0.0016731300622251373	0.0012174699342218384
CBFB	NP_001746.1	NP_074036.1	NP_074036.1	NP_001746	0.00037764630928135154	0.01118044251176968	0.004585388981221231	0.006029052462367213	0.019753688235401433	0.0013389001300844084
CBFB	NP_001746.1	NP_074036.1	NP_074036.1	NP_074036	0.00037764630928135154	0.01118044251176968	0.004585388981221231	0.006029052462367213	0.019753688235401433	0.0012174699342218384
CBFB	NP_074036.1	NP_074036.1	NP_001746.1	NP_001746	0.00037764630928135154	0.01118044251176968	0.004585388981221231	0.0016094643477321078	0.0016731300622251373	0.0013389001300844084
CBFB	NP_074036.1	NP_074036.1	NP_001746.1	NP_074036	0.00037764630928135154	0.01118044251176968	0.004585388981221231	0.0016094643477321078	0.0016731300622251373	0.0012174699342218384
CBFB	NP_074036.1	NP_074036.1	NP_074036.1	NP_001746	0.00037764630928135154	0.01118044251176968	0.004585388981221231	0.0016094643477321078	0.019753688235401433	0.0013389001300844084
CBFB	NP_074036.1	NP_074036.1	NP_074036.1	NP_074036	0.00037764630928135154	0.01118044251176968	0.004585388981221231	0.0016094643477321078	0.019753688235401433	0.0012174699342218384
CBL	NP_005179.2	NP_005179.2	NP_005179.2	NP_005179	0.0052773178998894305	0.0010930779504217576	0.19208058830702476	0.004374178463739812	0.31400406510124446	0.0014681224161215763
