Name	brca_pvalue	colon_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue	brca_diff	colon_diff	hnscc_diff	lscc_diff	luad_diff	ovarian_diff
PNOC	0.32174833784863216		0.002078054799603018	0.000343066998242995	0.0004674025063167681	0.3591881677008302	0.6010850941105038		-1.2624864376130192	-1.1079291034482726	-0.998297646103896	-17.113130578151253
FAM90A2P	0.32905400487779696		0.634868895914539			0.14944696014760933	-0.6876783687943262		0.12047920433996379			0.13830686078431373
CHRNA2	0.33092923599448715		0.32820369514450903	0.4438594785938565	0.028049070606959707	0.8276704323709213	-0.8673861244019139		-0.371767631103074	-0.19811717948718055	-0.6320994942528744	-0.00014544462985194068
GATA4	0.33092923599448715		0.7134674063072964	0.7765762523610089	0.28240149590853253	0.31673087928709465	1.3757185714285716		-0.25778933092224277	-0.18984722222222494	-0.847220731707317	-0.28594216734293715
XKR5	0.33320221194928956		0.9591453659096697	0.2692406869928694	0.026448361028817754	0.40939750277756376	-0.4429598484848485		-0.021401446654611966	-0.40287579022988496	-0.6434635416666667	-0.06423519959983993
ADAM28	0.33554603067563193	0.0033651854940650585	0.008289596295678209	8.172277179592352e-06	0.002332269385893065	0.09039127661067764	-0.24884523809523812	-0.5889062843676314	-0.6569710669077757	-1.0473435862068925	-0.7176999999999998	-3.8457477779111606
DLGAP2	0.34512277256143914		0.028760807973253682	0.24478461996407974	0.07097819139236598	0.2673153285410203	-0.47434733893557407		-0.6097920433996364	-0.41335893939394097	-0.4202464691558445	-0.06347803742296919
STC1	0.34512277256143914	0.9607785330072738	0.680538149312715	0.016542464204280783	0.0760534302348829	0.31673087928709465	-0.5252553571428571	-0.012136724273371868	-0.17377034358046473	-0.5776180000000011	-0.5894361201298699	-5.342292715886355
LINC00589	0.34512277256143914		0.1794879673272289	0.5411286356434098		0.29527801604992404	-0.8073428571428571		-0.44542947558770285	-0.19768442534908637		-0.022799158383353342
FAM86B2	0.34512277256143914		0.6816992525919771	0.2125891826278685	0.49436977966967127	0.29527801604992404	-0.30256575757575754		0.1810849909584098	-0.3234984702093424	-0.16987768817204207	-0.6620504133653471
MBOAT4	0.35909357744876363		0.039068830715131536	0.4097161384098067	0.29343971395657553	0.2832385183418694	0.858995		-0.32697558770343527	0.20161378299119903	-0.16609038149350686	-0.01416586270508204
DLC1	0.35909357744876363	0.8304607232598041	0.4592307386988034	0.000128839936234481	0.41010140483940954	0.2832385183418694	-0.25787911255411256	-0.04292698350353419	-0.13707052441229628	-0.732123448275857	-0.16929241071428436	-0.6889566797519009
HR	0.38500242229657095	0.08178260749722586	0.7052724076237203	0.7765762523610089	0.7353252854396987	0.31673087928709465	-0.5438687770562772	-0.40843083267871094	0.1264737793851758	-0.11838172413793124	-0.11240888798701221	-1.2830165726250498
OR4F21	0.3935156251429603		0.192683980796779	0.49110607477611623	0.7725769944632105	0.42357247142180127	-0.2942254297269969		-0.5525994575045208	-0.17987371794872153	0.10624500000000037	-0.010052135494197676
PHYHIP	0.40378031891911087		0.680538149312715	0.001602175068256867	0.013737122822793647	0.3203620705538913	-0.4486176223776224		-0.16290687160940465	-0.6794194482758638	-0.5909989448051953	-0.10428944533813544
ADAMDEC1	0.43228920436447227	0.6310640233311593	0.7994571062443532	0.0006706285626832612	0.07615357917976699	0.7596279095685715	0.5247024350649352	-0.16730392772976543	0.09718354430379428	-0.8546391034482816	-0.5746834821428575	0.9852222704281708
DEFA1	0.439083715018535		0.7469204874180109			0.41254393940466444	0.6621200000000002		0.1398146473779387			0.059584123249299736
STMN4	0.44065052567609675		0.6981701520582813	0.794695165110157	0.3835736131867358	0.1373602684578118	-0.5389365835222979		-0.13221066907775814	-0.08048790849673537	-0.3082277701778393	-0.08151158483393359
EGR3	0.4551173408481245	0.939836545161589	0.42454944433585406	5.4650117191084596e-05	8.730186178721414e-05	0.37613999169234924	-0.4047361471861472	-0.039814218381776456	-0.23692133815551397	-0.96204889655173	-0.9548603896103897	-0.38652071196478577
DEFA3	0.4562311149546297		0.2926534219620594	0.0854746380690341	0.9922027450738493		0.6953839160839159		0.4281103074141046	-0.6374119212962981	-0.004604591104733657	
LGI3	0.46805579604297975		0.7469204874180109	0.17331128096221865	0.0185309923149103	0.41060801532695207	-0.3757492857142856		0.19261301989150148	-0.6219618930330721	-1.0549623938879458	-0.009632464701880752
SFTPC	0.4819222672074282		0.680538149312715	0.09633437167997036	0.03639964716440967	0.41550447843155885	-0.8842774999999999		0.10359403254972877	-1.4395692470091461	-1.292712053571428	-0.005571935934373749
PNMA2	0.5421902508111024		0.8005443646168295	6.487544458107969e-05	0.03639964716440967	0.3046911756964815	-0.32853107416879795		-0.030985533453890213	-0.921829793103452	-0.5174360795454551	-0.9011678348539411
ADRA1A	0.5432998366615919		0.4483221072164954	0.050752490906092816	0.21466348174941233	0.35032540964164316	-0.4413808785529715		-0.1128390596745028	-0.773249122807016	-0.5241103618421046	0.024624496638655465
TDRP	0.5523491196490001		0.004727932924571962	0.0005859498968908872	0.16495911309970776	0.004868344436210331	-0.274692621082621		-0.7197332730560548	-0.6173048275862119	-0.2567944805194813	-2.189399278111246
EBF2	0.5523491196490001		0.6539535674308307	0.02416536093984336	0.19348191871668186	0.41060801532695207	-0.242702922077922		0.17816455696202826	-0.5230867586206926	-0.3671726055194804	-0.1697670229931974
FAM86B3P	0.5847879294504255		0.04747606075655707	0.0014407816896920944		0.06266926863279738	-0.15959265046296295		-0.30974231464737834	-0.5252235862068897		-0.6612068703481395
SLC18A1	0.585692697691096		0.446110445222339	0.03984068853362706	0.18285729298430392	0.4164081774391873	-0.3676988235294117		-0.317852622061483	-0.6130730374174629	-0.6564496321070221	-0.08508594030012004
MICU3	0.5968290778785719		0.12743151001675318	0.0011888810659925126	0.03533416236792228	0.006144112860337659	-0.23746904761904752		-0.27113019891500834	-0.5275740689655173	-0.3610830762987012	-0.7031899114445779
FAM66A	0.604914175282033		0.6528488651063523			0.7986573267143982	0.2125905844155844		-0.1683589511754071			0.0813553273309322
BLK	0.6392091293329729		0.0026211625629280486	2.008453886600596e-05	0.000943056043154384	0.43429272152248966	-0.35332998144712424		-1.3824367088607579	-1.5171375172413875	-1.021879707792208	-1.6658801921168467
DOK2	0.6941019003664141	0.14751729439366643	0.12237267527494658	0.0013821340695484314	0.8594245991538393	0.3367894377806341	0.15126904761904766	-0.25816826394343906	-0.3511030741410499	-0.574949724137916	0.03182812499999921	0.45741951620648136
CLDN23	0.7052130483969193	0.9511147139442436	0.3127439602565761	0.020091018214070604	0.024659857627086765	0.05569507578884334	-0.15472922077922088	-0.024501571091908758	-0.22071880650994657	-0.4346231724137901	-0.41797706980519367	-0.739944152140857
GFRA2	0.7101431612054884		0.004733349760075687	0.037549628685282575	0.14489258485493758	0.2832385183418694	0.19087212121212127		-0.8252169981916788	-0.5562182068965456	-0.3583685064935067	-0.23789556851540627
RP1L1	0.7514760128838042		0.8005443646168295	0.10013269994203224	0.02329329653269156	0.9834826584656865	-0.18244650989175076		-0.07900090415913041	-0.5107150246305405	-0.9062566046966696	0.0004356320568227254
ADAM7	0.7712807054702119		0.6718009156185146		0.7353252854396987	0.7596279095685715	0.5735916666666666		-0.18988698010849914		-0.24449166666666766	0.00010170110444177671
SCARA5	0.785809429552095	0.74961083904457	0.19581471551042082	0.0007424202153437745	0.16712365182255406	0.7418407974356175	-0.19817485795454537	-0.13731787117046235	-0.6209584086799289	-1.3380239310344795	-0.7499778003246752	0.0474560575110044
KBTBD11	0.8477892043387935	0.003008471992311244	0.02054427516581337	0.24478461996407974	0.005364053806706568	0.25347412118751905	0.0913612554112554	-0.5003485467399855	-0.5274321880651023	-0.2569344137931022	-0.6615853084415586	-0.1308096766026412
SGCZ	0.8477892043387935		0.680538149312715	0.4235025842895632		0.47750789203035343	0.19251118881118878		-0.2661075949367089	-0.44326374999999985		0.009910081112444975
FAM87A	0.8490916796440169		0.5113992212220275	0.33723572022786447		0.8226952360626224	-0.08404738863287259		-0.2368670886075943	-0.3411618650793642		0.002340561944777917
PEBP4	0.8518990499554994		0.3833667470756114	0.017839200463691827	0.09597871347929808	0.33812870032273473	-0.18269670164917495		-0.5434403254972882	-1.3516619971264348	-0.7404546672077927	-0.4300956156862746
C8orf49	0.8737349762815749		0.7000540020321571			0.31673087928709465	-0.173257142857143		0.08112567811934879			-0.01501091052420969
FGF17	0.9036804896660652		0.5011261173945157	0.08397114678291381	0.0020732655363999934	0.43429272152248966	-0.07060293271995388		-0.31570524412296663	-0.4804444999999973	-0.9641229341581967	-2.3373731224489793
RBPMS	0.9374571719650404	0.15757739187047634	0.009672026271357078	2.043768941236404e-07	0.01367125458142654	0.006826653173590514	0.032086675824175785	0.23342183817753615	-0.3201582278481041	-0.7753728965517226	-0.4302139204545443	-7.778263244097639
LINC00599	0.9374571719650404		0.05604888355603481	0.46813927550633405		0.5167212885261946	0.2065349999999999		-0.439254068716094	0.26429542857142785		-0.0014084683073229288
LZTS1	0.9535102671015612		0.39081378766070884	0.04052578434690215	0.29429633526868826	0.3367894377806341	0.01883424242424246		0.22231012658227733	-0.3996603448275877	-0.18151083603896098	-0.20043434093637447
FAM66E	0.9715492559125685		0.7052724076237203	0.27827892098767854		0.9734632845700866	-0.024669706284153048		0.15247739602170007	-0.28206734883720763		0.018786045778311333
MSR1	0.9867781602778932	0.18222411442276024	0.7122840533665543	0.0007424202153437745	0.32898719723439734	0.016708726441908534	0.0041449675324675556	-0.34601504320502485	0.10071428571428598	-0.5602528965517273	0.1755588068181817	7.011427049219691
LPL	0.9867781602778932	0.4639652699258705	0.680538149312715	2.277483009968417e-05	0.4028168967308262	0.45252748636459333	-0.007634361471861251	0.2294787509819347	0.16613019891500613	-1.0461017241379302	-0.22571757305194762	0.8149148623449376
