	Name	Database_ID	start_bp	end_bp	variable	value	cancer_type_total_patients	cancer
5289	MIR378D2		93916022.0	93916119.0	loss	5	105	colon
5290	CDH17	ENSG00000079112.5	94127162.0	94217303.0	gain	54	105	colon
5291	CDH17	ENSG00000079112.9	94127162.0	94217303.0	gain	54	105	colon
5292	CDH17		94127162.0	94217303.0	gain	54	105	colon
5293	CDH17	ENSG00000079112.5	94127162.0	94217303.0	loss	5	105	colon
5294	CDH17	ENSG00000079112.9	94127162.0	94217303.0	loss	5	105	colon
5295	CDH17		94127162.0	94217303.0	loss	5	105	colon
5296	GEM	ENSG00000164949.3	94249253.0	94262350.0	gain	54	105	colon
5297	GEM	ENSG00000164949.7	94249253.0	94262350.0	gain	54	105	colon
5298	GEM		94249253.0	94262350.0	gain	54	105	colon
5299	GEM	ENSG00000164949.3	94249253.0	94262350.0	loss	5	105	colon
5300	GEM	ENSG00000164949.7	94249253.0	94262350.0	loss	5	105	colon
5301	GEM		94249253.0	94262350.0	loss	5	105	colon
5302	RAD54B		94371960.0	94475115.0	gain	48	105	colon
5303	RAD54B	ENSG00000197275.13	94371960.0	94475115.0	gain	48	105	colon
5304	RAD54B	ENSG00000197275.8	94371960.0	94475115.0	gain	48	105	colon
5305	RAD54B		94371960.0	94475115.0	loss	15	105	colon
5306	RAD54B	ENSG00000197275.13	94371960.0	94475115.0	loss	15	105	colon
5307	RAD54B	ENSG00000197275.8	94371960.0	94475115.0	loss	15	105	colon
5308	FSBP	ENSG00000265817.1	94372170.0	94436952.0	gain	46	105	colon
5309	FSBP	ENSG00000265817.2	94372170.0	94436952.0	gain	46	105	colon
5310	FSBP		94372170.0	94436952.0	gain	46	105	colon
5311	FSBP	ENSG00000265817.1	94372170.0	94436952.0	loss	15	105	colon
5312	FSBP	ENSG00000265817.2	94372170.0	94436952.0	loss	15	105	colon
5313	FSBP		94372170.0	94436952.0	loss	15	105	colon
5314	ESRP1		94641074.0	94707466.0	gain	42	105	colon
5315	ESRP1	ENSG00000104413.11	94641074.0	94707466.0	gain	42	105	colon
5316	ESRP1	ENSG00000104413.15	94641074.0	94707466.0	gain	42	105	colon
5317	ESRP1		94641074.0	94707466.0	loss	17	105	colon
5318	ESRP1	ENSG00000104413.11	94641074.0	94707466.0	loss	17	105	colon
5319	ESRP1	ENSG00000104413.15	94641074.0	94707466.0	loss	17	105	colon
5320	DPY19L4		94719703.0	94793836.0	gain	42	105	colon
5321	DPY19L4	ENSG00000156162.12	94719703.0	94793836.0	gain	42	105	colon
5322	DPY19L4	ENSG00000156162.16	94719703.0	94793836.0	gain	42	105	colon
5323	DPY19L4		94719703.0	94793836.0	loss	17	105	colon
5324	DPY19L4	ENSG00000156162.12	94719703.0	94793836.0	loss	17	105	colon
5325	DPY19L4	ENSG00000156162.16	94719703.0	94793836.0	loss	17	105	colon
5326	INTS8		94813311.0	94881746.0	gain	44	105	colon
5327	INTS8	ENSG00000164941.9	94813311.0	94881746.0	gain	44	105	colon
5328	INTS8	ENSG00000164941.13	94813311.0	94881746.0	gain	44	105	colon
5329	INTS8		94813311.0	94881746.0	loss	16	105	colon
5330	INTS8	ENSG00000164941.9	94813311.0	94881746.0	loss	16	105	colon
5331	INTS8	ENSG00000164941.13	94813311.0	94881746.0	loss	16	105	colon
5332	CCNE2		94879770.0	94896678.0	gain	44	105	colon
5333	CCNE2	ENSG00000175305.12	94879770.0	94896678.0	gain	44	105	colon
5334	CCNE2	ENSG00000175305.17	94879770.0	94896678.0	gain	44	105	colon
5335	CCNE2		94879770.0	94896678.0	loss	14	105	colon
5336	CCNE2	ENSG00000175305.12	94879770.0	94896678.0	loss	14	105	colon
5337	CCNE2	ENSG00000175305.17	94879770.0	94896678.0	loss	14	105	colon
5338	NDUFAF6	ENSG00000156170.12	94895767.0	95116455.0	gain	52	105	colon
5339	NDUFAF6		94895767.0	95116455.0	gain	52	105	colon
5340	NDUFAF6	ENSG00000156170.8	94895767.0	95116455.0	gain	52	105	colon
5341	NDUFAF6	ENSG00000156170.12	94895767.0	95116455.0	loss	8	105	colon
5342	NDUFAF6		94895767.0	95116455.0	loss	8	105	colon
5343	NDUFAF6	ENSG00000156170.8	94895767.0	95116455.0	loss	8	105	colon
5344	TP53INP1	ENSG00000164938.9	94925972.0	94949378.0	gain	46	105	colon
5345	TP53INP1		94925972.0	94949378.0	gain	46	105	colon
5346	TP53INP1	ENSG00000164938.13	94925972.0	94949378.0	gain	46	105	colon
5347	TP53INP1	ENSG00000164938.9	94925972.0	94949378.0	loss	11	105	colon
5348	TP53INP1		94925972.0	94949378.0	loss	11	105	colon
5349	TP53INP1	ENSG00000164938.13	94925972.0	94949378.0	loss	11	105	colon
5350	MIR3150B		95072911.0	95072996.0	gain	52	105	colon
5351	MIR3150B	ENSG00000245080.4	95072911.0	95072996.0	gain	52	105	colon
5352	MIR3150B		95072911.0	95072996.0	loss	7	105	colon
5353	MIR3150B	ENSG00000245080.4	95072911.0	95072996.0	loss	7	105	colon
5354	MIR3150A		95072914.0	95072993.0	gain	52	105	colon
5355	MIR3150A		95072914.0	95072993.0	loss	7	105	colon
5356	PLEKHF2	ENSG00000175895.3	95133785.0	95156685.0	gain	52	105	colon
5357	PLEKHF2		95133785.0	95156685.0	gain	52	105	colon
5358	PLEKHF2	ENSG00000175895.3	95133785.0	95156685.0	loss	6	105	colon
5359	PLEKHF2		95133785.0	95156685.0	loss	6	105	colon
5360	C8orf37		95244913.0	95269201.0	gain	52	105	colon
5361	C8orf37	ENSG00000156172.5	95244913.0	95269201.0	gain	52	105	colon
5362	C8orf37		95244913.0	95269201.0	loss	5	105	colon
5363	C8orf37	ENSG00000156172.5	95244913.0	95269201.0	loss	5	105	colon
5364	GDF6		96142333.0	96160806.0	gain	53	105	colon
5365	GDF6	ENSG00000156466.8	96142333.0	96160806.0	gain	53	105	colon
5366	GDF6	ENSG00000156466.9	96142333.0	96160806.0	gain	53	105	colon
5367	GDF6		96142333.0	96160806.0	loss	4	105	colon
5368	GDF6	ENSG00000156466.8	96142333.0	96160806.0	loss	4	105	colon
5369	GDF6	ENSG00000156466.9	96142333.0	96160806.0	loss	4	105	colon
5370	UQCRB		96225920.0	96235634.0	gain	53	105	colon
5371	UQCRB	ENSG00000156467.9	96225920.0	96235634.0	gain	53	105	colon
5372	UQCRB	ENSG00000156467.5	96225920.0	96235634.0	gain	53	105	colon
5373	UQCRB		96225920.0	96235634.0	loss	4	105	colon
5374	UQCRB	ENSG00000156467.9	96225920.0	96235634.0	loss	4	105	colon
5375	UQCRB	ENSG00000156467.5	96225920.0	96235634.0	loss	4	105	colon
5376	PTDSS1	ENSG00000156471.12	96261902.0	96336995.0	gain	53	105	colon
5377	PTDSS1		96261902.0	96336995.0	gain	53	105	colon
5378	PTDSS1	ENSG00000156471.8	96261902.0	96336995.0	gain	53	105	colon
5379	PTDSS1	ENSG00000156471.12	96261902.0	96336995.0	loss	4	105	colon
5380	PTDSS1		96261902.0	96336995.0	loss	4	105	colon
5381	PTDSS1	ENSG00000156471.8	96261902.0	96336995.0	loss	4	105	colon
5382	SDC2		96493813.0	96611790.0	gain	53	105	colon
5383	SDC2	ENSG00000169439.11	96493813.0	96611790.0	gain	53	105	colon
5384	SDC2	ENSG00000169439.7	96493813.0	96611790.0	gain	53	105	colon
5385	SDC2		96493813.0	96611790.0	loss	4	105	colon
5386	SDC2	ENSG00000169439.11	96493813.0	96611790.0	loss	4	105	colon
5387	SDC2	ENSG00000169439.7	96493813.0	96611790.0	loss	4	105	colon
5388	CPQ		96645242.0	97149654.0	gain	53	105	colon
5389	CPQ	ENSG00000104324.15	96645242.0	97149654.0	gain	53	105	colon
5390	CPQ	ENSG00000104324.11	96645242.0	97149654.0	gain	53	105	colon
5391	CPQ		96645242.0	97149654.0	loss	4	105	colon
5392	CPQ	ENSG00000104324.15	96645242.0	97149654.0	loss	4	105	colon
5393	CPQ	ENSG00000104324.11	96645242.0	97149654.0	loss	4	105	colon
5394	TSPYL5		97273488.0	97277928.0	gain	53	105	colon
5395	TSPYL5	ENSG00000180543.3	97273488.0	97277928.0	gain	53	105	colon
5396	TSPYL5	ENSG00000180543.4	97273488.0	97277928.0	gain	53	105	colon
5397	TSPYL5		97273488.0	97277928.0	loss	4	105	colon
5398	TSPYL5	ENSG00000180543.3	97273488.0	97277928.0	loss	4	105	colon
5399	TSPYL5	ENSG00000180543.4	97273488.0	97277928.0	loss	4	105	colon
5400	MTDH		97644184.0	97730260.0	gain	40	105	colon
5401	MTDH	ENSG00000147649.9	97644184.0	97730260.0	gain	40	105	colon
5402	MTDH	ENSG00000147649.5	97644184.0	97730260.0	gain	40	105	colon
5403	MTDH		97644184.0	97730260.0	loss	14	105	colon
5404	MTDH	ENSG00000147649.9	97644184.0	97730260.0	loss	14	105	colon
5405	MTDH	ENSG00000147649.5	97644184.0	97730260.0	loss	14	105	colon
5406	LAPTM4B	ENSG00000104341.16	97775057.0	97853013.0	gain	41	105	colon
5407	LAPTM4B		97775057.0	97853013.0	gain	41	105	colon
5408	LAPTM4B	ENSG00000104341.12	97775057.0	97853013.0	gain	41	105	colon
5409	LAPTM4B	ENSG00000104341.16	97775057.0	97853013.0	loss	13	105	colon
5410	LAPTM4B		97775057.0	97853013.0	loss	13	105	colon
5411	LAPTM4B	ENSG00000104341.12	97775057.0	97853013.0	loss	13	105	colon
5412	MATN2	ENSG00000132561.13	97868840.0	98036724.0	gain	43	105	colon
5413	MATN2		97868840.0	98036724.0	gain	43	105	colon
5414	MATN2	ENSG00000132561.9	97868840.0	98036724.0	gain	43	105	colon
5415	MATN2	ENSG00000132561.13	97868840.0	98036724.0	loss	9	105	colon
5416	MATN2		97868840.0	98036724.0	loss	9	105	colon
5417	MATN2	ENSG00000132561.9	97868840.0	98036724.0	loss	9	105	colon
5418	RPL30	ENSG00000156482.10	98024851.0	98046469.0	gain	43	105	colon
5419	RPL30	ENSG00000156482.6	98024851.0	98046469.0	gain	43	105	colon
5420	RPL30		98024851.0	98046469.0	gain	43	105	colon
5421	RPL30	ENSG00000156482.10	98024851.0	98046469.0	loss	7	105	colon
5422	RPL30	ENSG00000156482.6	98024851.0	98046469.0	loss	7	105	colon
5423	RPL30		98024851.0	98046469.0	loss	7	105	colon
5424	SNORA72	ENSG00000207067.1	98042086.0	98042217.0	gain	43	105	colon
5425	SNORA72	ENSG00000207084.1	98042086.0	98042217.0	gain	43	105	colon
5426	SNORA72	ENSG00000200355.1	98042086.0	98042217.0	gain	43	105	colon
5427	SNORA72	ENSG00000252158.1	98042086.0	98042217.0	gain	43	105	colon
5428	SNORA72	ENSG00000201898.1	98042086.0	98042217.0	gain	43	105	colon
5429	SNORA72		98042086.0	98042217.0	gain	43	105	colon
5430	SNORA72	ENSG00000206901.1	98042086.0	98042217.0	gain	43	105	colon
5431	SNORA72	ENSG00000207249.1	98042086.0	98042217.0	gain	43	105	colon
5432	SNORA72	ENSG00000201944.1	98042086.0	98042217.0	gain	43	105	colon
5433	SNORA72	ENSG00000207067.1	98042086.0	98042217.0	loss	7	105	colon
5434	SNORA72	ENSG00000207084.1	98042086.0	98042217.0	loss	7	105	colon
5435	SNORA72	ENSG00000200355.1	98042086.0	98042217.0	loss	7	105	colon
5436	SNORA72	ENSG00000252158.1	98042086.0	98042217.0	loss	7	105	colon
5437	SNORA72	ENSG00000201898.1	98042086.0	98042217.0	loss	7	105	colon
5438	SNORA72		98042086.0	98042217.0	loss	7	105	colon
5439	SNORA72	ENSG00000206901.1	98042086.0	98042217.0	loss	7	105	colon
5440	SNORA72	ENSG00000207249.1	98042086.0	98042217.0	loss	7	105	colon
5441	SNORA72	ENSG00000201944.1	98042086.0	98042217.0	loss	7	105	colon
5442	ERICH5	ENSG00000177459.10	98064522.0	98093610.0	gain	43	105	colon
5443	ERICH5		98064522.0	98093610.0	gain	43	105	colon
5444	ERICH5	ENSG00000177459.10	98064522.0	98093610.0	loss	7	105	colon
5445	ERICH5		98064522.0	98093610.0	loss	7	105	colon
5446	POP1	ENSG00000104356.10	98117293.0	98159835.0	gain	45	105	colon
5447	POP1		98117293.0	98159835.0	gain	45	105	colon
5448	POP1	ENSG00000104356.6	98117293.0	98159835.0	gain	45	105	colon
5449	POP1	ENSG00000104356.10	98117293.0	98159835.0	loss	7	105	colon
5450	POP1		98117293.0	98159835.0	loss	7	105	colon
5451	POP1	ENSG00000104356.6	98117293.0	98159835.0	loss	7	105	colon
5452	NIPAL2	ENSG00000104361.9	98189826.0	98294393.0	gain	46	105	colon
5453	NIPAL2		98189826.0	98294393.0	gain	46	105	colon
5454	NIPAL2	ENSG00000104361.5	98189826.0	98294393.0	gain	46	105	colon
5455	NIPAL2	ENSG00000104361.9	98189826.0	98294393.0	loss	5	105	colon
5456	NIPAL2		98189826.0	98294393.0	loss	5	105	colon
5457	NIPAL2	ENSG00000104361.5	98189826.0	98294393.0	loss	5	105	colon
5458	STK3	ENSG00000104375.15	98371228.0	98942827.0	gain	48	105	colon
5459	STK3		98371228.0	98942827.0	gain	48	105	colon
5460	STK3	ENSG00000104375.11	98371228.0	98942827.0	gain	48	105	colon
5461	STK3	ENSG00000104375.15	98371228.0	98942827.0	loss	5	105	colon
5462	STK3		98371228.0	98942827.0	loss	5	105	colon
5463	STK3	ENSG00000104375.11	98371228.0	98942827.0	loss	5	105	colon
5464	KCNS2	ENSG00000156486.7	98426958.0	98432853.0	gain	47	105	colon
5465	KCNS2		98426958.0	98432853.0	gain	47	105	colon
5466	KCNS2	ENSG00000156486.7	98426958.0	98432853.0	loss	5	105	colon
5467	KCNS2		98426958.0	98432853.0	loss	5	105	colon
5468	OSR2	ENSG00000164920.5	98944403.0	98952104.0	gain	47	105	colon
5469	OSR2		98944403.0	98952104.0	gain	47	105	colon
5470	OSR2	ENSG00000164920.9	98944403.0	98952104.0	gain	47	105	colon
5471	OSR2	ENSG00000164920.5	98944403.0	98952104.0	loss	5	105	colon
5472	OSR2		98944403.0	98952104.0	loss	5	105	colon
5473	OSR2	ENSG00000164920.9	98944403.0	98952104.0	loss	5	105	colon
5474	VPS13B	ENSG00000132549.18	99013266.0	99877580.0	gain	48	105	colon
5475	VPS13B	ENSG00000132549.14	99013266.0	99877580.0	gain	48	105	colon
5476	VPS13B		99013266.0	99877580.0	gain	48	105	colon
5477	VPS13B	ENSG00000132549.18	99013266.0	99877580.0	loss	5	105	colon
5478	VPS13B	ENSG00000132549.14	99013266.0	99877580.0	loss	5	105	colon
5479	VPS13B		99013266.0	99877580.0	loss	5	105	colon
5480	MIR599		99536636.0	99536730.0	gain	47	105	colon
5481	MIR599	ENSG00000207804.1	99536636.0	99536730.0	gain	47	105	colon
5482	MIR599		99536636.0	99536730.0	loss	5	105	colon
5483	MIR599	ENSG00000207804.1	99536636.0	99536730.0	loss	5	105	colon
5484	MIR875		99536786.0	99536861.0	gain	47	105	colon
5485	MIR875	ENSG00000216069.1	99536786.0	99536861.0	gain	47	105	colon
5486	MIR875		99536786.0	99536861.0	loss	5	105	colon
5487	MIR875	ENSG00000216069.1	99536786.0	99536861.0	loss	5	105	colon
5488	COX6C	ENSG00000164919.10	99873200.0	99893707.0	gain	48	105	colon
5489	COX6C		99873200.0	99893707.0	gain	48	105	colon
5490	COX6C	ENSG00000164919.6	99873200.0	99893707.0	gain	48	105	colon
5491	COX6C	ENSG00000164919.10	99873200.0	99893707.0	loss	5	105	colon
5492	COX6C		99873200.0	99893707.0	loss	5	105	colon
5493	COX6C	ENSG00000164919.6	99873200.0	99893707.0	loss	5	105	colon
5494	RGS22		99960936.0	100131268.0	gain	48	105	colon
5495	RGS22	ENSG00000132554.19	99960936.0	100131268.0	gain	48	105	colon
5496	RGS22	ENSG00000132554.15	99960936.0	100131268.0	gain	48	105	colon
5497	RGS22		99960936.0	100131268.0	loss	5	105	colon
5498	RGS22	ENSG00000132554.19	99960936.0	100131268.0	loss	5	105	colon
5499	RGS22	ENSG00000132554.15	99960936.0	100131268.0	loss	5	105	colon
5500	FBXO43		100133351.0	100145817.0	gain	48	105	colon
5501	FBXO43	ENSG00000156509.9	100133351.0	100145817.0	gain	48	105	colon
5502	FBXO43	ENSG00000156509.13	100133351.0	100145817.0	gain	48	105	colon
5503	FBXO43		100133351.0	100145817.0	loss	5	105	colon
5504	FBXO43	ENSG00000156509.9	100133351.0	100145817.0	loss	5	105	colon
5505	FBXO43	ENSG00000156509.13	100133351.0	100145817.0	loss	5	105	colon
5506	POLR2K		100150623.0	100154003.0	gain	48	105	colon
5507	POLR2K	ENSG00000147669.10	100150623.0	100154003.0	gain	48	105	colon
5508	POLR2K	ENSG00000147669.6	100150623.0	100154003.0	gain	48	105	colon
5509	POLR2K		100150623.0	100154003.0	loss	5	105	colon
5510	POLR2K	ENSG00000147669.10	100150623.0	100154003.0	loss	5	105	colon
5511	POLR2K	ENSG00000147669.6	100150623.0	100154003.0	loss	5	105	colon
5512	SPAG1	ENSG00000104450.12	100157906.0	100259278.0	gain	48	105	colon
5513	SPAG1	ENSG00000104450.8	100157906.0	100259278.0	gain	48	105	colon
5514	SPAG1		100157906.0	100259278.0	gain	48	105	colon
5515	SPAG1	ENSG00000104450.12	100157906.0	100259278.0	loss	5	105	colon
5516	SPAG1	ENSG00000104450.8	100157906.0	100259278.0	loss	5	105	colon
5517	SPAG1		100157906.0	100259278.0	loss	5	105	colon
5518	RNF19A	ENSG00000034677.7	100257060.0	100336218.0	gain	49	105	colon
5519	RNF19A	ENSG00000034677.12	100257060.0	100336218.0	gain	49	105	colon
5520	RNF19A		100257060.0	100336218.0	gain	49	105	colon
5521	RNF19A	ENSG00000034677.7	100257060.0	100336218.0	loss	5	105	colon
5522	RNF19A	ENSG00000034677.12	100257060.0	100336218.0	loss	5	105	colon
5523	RNF19A		100257060.0	100336218.0	loss	5	105	colon
5524	MIR4471	ENSG00000265599.1	100382763.0	100382845.0	gain	49	105	colon
5525	MIR4471		100382763.0	100382845.0	gain	49	105	colon
5526	MIR4471	ENSG00000265599.1	100382763.0	100382845.0	loss	5	105	colon
5527	MIR4471		100382763.0	100382845.0	loss	5	105	colon
5528	ANKRD46	ENSG00000186106.11	100509752.0	100559784.0	gain	49	105	colon
5529	ANKRD46		100509752.0	100559784.0	gain	49	105	colon
5530	ANKRD46	ENSG00000186106.7	100509752.0	100559784.0	gain	49	105	colon
5531	ANKRD46	ENSG00000186106.11	100509752.0	100559784.0	loss	5	105	colon
5532	ANKRD46		100509752.0	100559784.0	loss	5	105	colon
5533	ANKRD46	ENSG00000186106.7	100509752.0	100559784.0	loss	5	105	colon
5534	SNX31	ENSG00000174226.4	100572889.0	100663415.0	gain	49	105	colon
5535	SNX31	ENSG00000174226.8	100572889.0	100663415.0	gain	49	105	colon
5536	SNX31		100572889.0	100663415.0	gain	49	105	colon
5537	SNX31	ENSG00000174226.4	100572889.0	100663415.0	loss	5	105	colon
5538	SNX31	ENSG00000174226.8	100572889.0	100663415.0	loss	5	105	colon
5539	SNX31		100572889.0	100663415.0	loss	5	105	colon
5540	PABPC1	ENSG00000070756.15	100685816.0	100722809.0	gain	48	105	colon
5541	PABPC1		100685816.0	100722809.0	gain	48	105	colon
5542	PABPC1	ENSG00000070756.9	100685816.0	100722809.0	gain	48	105	colon
5543	PABPC1	ENSG00000070756.15	100685816.0	100722809.0	loss	5	105	colon
5544	PABPC1		100685816.0	100722809.0	loss	5	105	colon
5545	PABPC1	ENSG00000070756.9	100685816.0	100722809.0	loss	5	105	colon
5546	MIR7705		100702968.0	100703024.0	gain	48	105	colon
5547	MIR7705		100702968.0	100703024.0	loss	5	105	colon
5548	YWHAZ	ENSG00000164924.13	100916523.0	100953388.0	gain	51	105	colon
5549	YWHAZ	ENSG00000164924.17	100916523.0	100953388.0	gain	51	105	colon
5550	YWHAZ		100916523.0	100953388.0	gain	51	105	colon
5551	YWHAZ	ENSG00000164924.13	100916523.0	100953388.0	loss	4	105	colon
5552	YWHAZ	ENSG00000164924.17	100916523.0	100953388.0	loss	4	105	colon
5553	YWHAZ		100916523.0	100953388.0	loss	4	105	colon
5554	ZNF706		101177878.0	101206193.0	gain	53	105	colon
5555	ZNF706	ENSG00000120963.7	101177878.0	101206193.0	gain	53	105	colon
5556	ZNF706	ENSG00000120963.11	101177878.0	101206193.0	gain	53	105	colon
5557	ZNF706		101177878.0	101206193.0	loss	4	105	colon
5558	ZNF706	ENSG00000120963.7	101177878.0	101206193.0	loss	4	105	colon
5559	ZNF706	ENSG00000120963.11	101177878.0	101206193.0	loss	4	105	colon
5560	GRHL2	ENSG00000083307.6	101492439.0	101669726.0	gain	55	105	colon
5561	GRHL2		101492439.0	101669726.0	gain	55	105	colon
5562	GRHL2	ENSG00000083307.10	101492439.0	101669726.0	gain	55	105	colon
5563	GRHL2	ENSG00000083307.6	101492439.0	101669726.0	loss	4	105	colon
5564	GRHL2		101492439.0	101669726.0	loss	4	105	colon
5565	GRHL2	ENSG00000083307.10	101492439.0	101669726.0	loss	4	105	colon
5566	NCALD	ENSG00000104490.13	101686542.0	102124907.0	gain	55	105	colon
5567	NCALD		101686542.0	102124907.0	gain	55	105	colon
5568	NCALD	ENSG00000104490.17	101686542.0	102124907.0	gain	55	105	colon
5569	NCALD	ENSG00000104490.13	101686542.0	102124907.0	loss	4	105	colon
5570	NCALD		101686542.0	102124907.0	loss	4	105	colon
5571	NCALD	ENSG00000104490.17	101686542.0	102124907.0	loss	4	105	colon
5572	MIR5680	ENSG00000266756.1	102125432.0	102125515.0	gain	53	105	colon
5573	MIR5680		102125432.0	102125515.0	gain	53	105	colon
5574	MIR5680	ENSG00000266756.1	102125432.0	102125515.0	loss	4	105	colon
5575	MIR5680		102125432.0	102125515.0	loss	4	105	colon
5576	RRM2B		102204502.0	102238961.0	gain	53	105	colon
5577	RRM2B	ENSG00000048392.7	102204502.0	102238961.0	gain	53	105	colon
5578	RRM2B	ENSG00000048392.11	102204502.0	102238961.0	gain	53	105	colon
5579	RRM2B		102204502.0	102238961.0	loss	5	105	colon
5580	RRM2B	ENSG00000048392.7	102204502.0	102238961.0	loss	5	105	colon
5581	RRM2B	ENSG00000048392.11	102204502.0	102238961.0	loss	5	105	colon
5582	UBR5	ENSG00000104517.8	102252273.0	102412759.0	gain	53	105	colon
5583	UBR5	ENSG00000104517.12	102252273.0	102412759.0	gain	53	105	colon
5584	UBR5		102252273.0	102412759.0	gain	53	105	colon
5585	UBR5	ENSG00000104517.8	102252273.0	102412759.0	loss	6	105	colon
5586	UBR5	ENSG00000104517.12	102252273.0	102412759.0	loss	6	105	colon
5587	UBR5		102252273.0	102412759.0	loss	6	105	colon
5588	ODF1		102551589.0	102561018.0	gain	49	105	colon
5589	ODF1	ENSG00000155087.3	102551589.0	102561018.0	gain	49	105	colon
5590	ODF1		102551589.0	102561018.0	loss	6	105	colon
5591	ODF1	ENSG00000155087.3	102551589.0	102561018.0	loss	6	105	colon
5592	KLF10	ENSG00000155090.14	102648784.0	102655725.0	gain	49	105	colon
5593	KLF10		102648784.0	102655725.0	gain	49	105	colon
5594	KLF10	ENSG00000155090.10	102648784.0	102655725.0	gain	49	105	colon
5595	KLF10	ENSG00000155090.14	102648784.0	102655725.0	loss	6	105	colon
5596	KLF10		102648784.0	102655725.0	loss	6	105	colon
5597	KLF10	ENSG00000155090.10	102648784.0	102655725.0	loss	6	105	colon
5598	AZIN1	ENSG00000155096.13	102826308.0	102893864.0	gain	49	105	colon
5599	AZIN1		102826308.0	102893864.0	gain	49	105	colon
5600	AZIN1	ENSG00000155096.9	102826308.0	102893864.0	gain	49	105	colon
5601	AZIN1	ENSG00000155096.13	102826308.0	102893864.0	loss	6	105	colon
5602	AZIN1		102826308.0	102893864.0	loss	6	105	colon
5603	AZIN1	ENSG00000155096.9	102826308.0	102893864.0	loss	6	105	colon
5604	ATP6V1C1	ENSG00000155097.11	103021063.0	103073051.0	gain	48	105	colon
5605	ATP6V1C1		103021063.0	103073051.0	gain	48	105	colon
5606	ATP6V1C1	ENSG00000155097.7	103021063.0	103073051.0	gain	48	105	colon
5607	ATP6V1C1	ENSG00000155097.11	103021063.0	103073051.0	loss	6	105	colon
5608	ATP6V1C1		103021063.0	103073051.0	loss	6	105	colon
5609	ATP6V1C1	ENSG00000155097.7	103021063.0	103073051.0	loss	6	105	colon
5610	BAALC	ENSG00000164929.16	103140713.0	103230305.0	gain	49	105	colon
5611	BAALC	ENSG00000164929.12	103140713.0	103230305.0	gain	49	105	colon
5612	BAALC		103140713.0	103230305.0	gain	49	105	colon
5613	BAALC	ENSG00000164929.16	103140713.0	103230305.0	loss	5	105	colon
5614	BAALC	ENSG00000164929.12	103140713.0	103230305.0	loss	5	105	colon
5615	BAALC		103140713.0	103230305.0	loss	5	105	colon
5616	MIR3151	ENSG00000265657.1	103154614.0	103154689.0	gain	49	105	colon
5617	MIR3151		103154614.0	103154689.0	gain	49	105	colon
5618	MIR3151	ENSG00000265657.1	103154614.0	103154689.0	loss	5	105	colon
5619	MIR3151		103154614.0	103154689.0	loss	5	105	colon
5620	FZD6		103298433.0	103332866.0	gain	49	105	colon
5621	FZD6	ENSG00000164930.7	103298433.0	103332866.0	gain	49	105	colon
5622	FZD6	ENSG00000164930.11	103298433.0	103332866.0	gain	49	105	colon
5623	FZD6		103298433.0	103332866.0	loss	4	105	colon
5624	FZD6	ENSG00000164930.7	103298433.0	103332866.0	loss	4	105	colon
5625	FZD6	ENSG00000164930.11	103298433.0	103332866.0	loss	4	105	colon
5626	CTHRC1	ENSG00000164932.12	103371538.0	103382989.0	gain	49	105	colon
5627	CTHRC1		103371538.0	103382989.0	gain	49	105	colon
5628	CTHRC1	ENSG00000164932.8	103371538.0	103382989.0	gain	49	105	colon
5629	CTHRC1	ENSG00000164932.12	103371538.0	103382989.0	loss	4	105	colon
5630	CTHRC1		103371538.0	103382989.0	loss	4	105	colon
5631	CTHRC1	ENSG00000164932.8	103371538.0	103382989.0	loss	4	105	colon
5632	SLC25A32	ENSG00000164933.7	103398635.0	103415189.0	gain	49	105	colon
5633	SLC25A32	ENSG00000164933.11	103398635.0	103415189.0	gain	49	105	colon
5634	SLC25A32		103398635.0	103415189.0	gain	49	105	colon
5635	SLC25A32	ENSG00000164933.7	103398635.0	103415189.0	loss	4	105	colon
5636	SLC25A32	ENSG00000164933.11	103398635.0	103415189.0	loss	4	105	colon
5637	SLC25A32		103398635.0	103415189.0	loss	4	105	colon
5638	DCAF13	ENSG00000164934.13	103414714.0	103443453.0	gain	49	105	colon
5639	DCAF13	ENSG00000164934.9	103414714.0	103443453.0	gain	49	105	colon
5640	DCAF13		103414714.0	103443453.0	gain	49	105	colon
5641	DCAF13	ENSG00000164934.13	103414714.0	103443453.0	loss	4	105	colon
5642	DCAF13	ENSG00000164934.9	103414714.0	103443453.0	loss	4	105	colon
5643	DCAF13		103414714.0	103443453.0	loss	4	105	colon
5644	RIMS2		103500696.0	104256094.0	gain	53	105	colon
5645	RIMS2	ENSG00000176406.16	103500696.0	104256094.0	gain	53	105	colon
5646	RIMS2	ENSG00000176406.22	103500696.0	104256094.0	gain	53	105	colon
5647	RIMS2		103500696.0	104256094.0	loss	5	105	colon
5648	RIMS2	ENSG00000176406.16	103500696.0	104256094.0	loss	5	105	colon
5649	RIMS2	ENSG00000176406.22	103500696.0	104256094.0	loss	5	105	colon
5650	DPYS	ENSG00000147647.8	104330324.0	104467055.0	gain	53	105	colon
5651	DPYS	ENSG00000147647.12	104330324.0	104467055.0	gain	53	105	colon
5652	DPYS		104330324.0	104467055.0	gain	53	105	colon
5653	DPYS	ENSG00000147647.8	104330324.0	104467055.0	loss	4	105	colon
5654	DPYS	ENSG00000147647.12	104330324.0	104467055.0	loss	4	105	colon
5655	DPYS		104330324.0	104467055.0	loss	4	105	colon
